id,year,dane_code,ind_1_icbf_children,ind_2_prescholar_children,ind_3_total_children,ind_4_overlaping_services,source_id
4757,2019,15507,101,0,101,100.0,117
4758,2019,15511,1,0,1,87.5,117
4759,2019,15514,44,0,44,100.0,117
4760,2019,15516,896,0,896,100.0,117
4761,2019,15518,0,0,0,100.0,117
4762,2019,15522,32,0,32,100.0,117
4763,2019,15531,110,26,136,100.0,117
4764,2019,15533,49,0,49,97.4,117
4765,2019,15537,140,25,165,98.9,117
4766,2019,15542,222,0,222,98.1,117
4767,2019,15550,16,0,16,100.0,117
4768,2019,15572,577,53,630,99.9,117
4769,2019,15580,209,29,238,100.0,117
4770,2019,15599,159,13,172,97.3,117
4771,2019,15600,180,10,190,99.1,117
4772,2019,15621,81,0,81,100.0,117
4773,2019,15632,333,0,333,99.7,117
4774,2019,15638,76,0,76,100.0,117
4775,2019,15646,853,0,853,99.0,117
4776,2019,15660,31,0,31,100.0,117
4777,2019,15664,59,0,59,95.8,117
4778,2019,15667,93,0,93,90.2,117
4779,2019,15673,67,0,67,97.6,117
4780,2019,15676,51,0,51,100.0,117
4781,2019,15681,297,10,307,99.6,117
4782,2019,15690,129,0,129,98.5,117
4783,2019,15693,292,65,357,99.2,117
4784,2019,15696,79,28,107,93.1,117
4785,2019,15686,271,0,271,97.9,117
4786,2019,15720,55,0,55,100.0,117
4787,2019,15723,41,0,41,100.0,117
4788,2019,15740,317,0,317,100.0,117
4789,2019,15753,394,0,394,97.5,117
4790,2019,15757,189,0,189,93.3,117
4791,2019,15755,85,0,85,96.8,117
4792,2019,15761,25,7,32,89.5,117
4793,2019,15762,73,20,93,98.4,117
4794,2019,15764,135,0,135,100.0,117
4795,2019,15763,99,0,99,100.0,117
4796,2019,15774,88,0,88,98.9,117
4797,2019,15776,23,0,23,90.5,117
4798,2019,15778,25,0,25,100.0,117
4799,2019,15790,71,0,71,100.0,117
4800,2019,15798,62,0,62,100.0,117
4801,2019,15804,231,41,272,99.1,117
4802,2019,15806,142,37,179,96.2,117
4803,2019,15808,28,16,44,100.0,117
4804,2019,15810,155,0,155,99.4,117
4805,2019,15814,393,0,393,100.0,117
4806,2019,15816,247,0,247,98.8,117
4807,2019,15820,112,41,153,100.0,117
4808,2019,15822,105,0,105,100.0,117
4809,2019,15832,29,7,36,100.0,117
4810,2019,15835,153,42,195,100.0,117
4811,2019,15837,303,1,304,100.0,117
4812,2019,15839,57,0,57,100.0,117
4813,2019,15842,287,17,304,100.0,117
4814,2019,15861,576,0,576,98.4,117
4815,2019,15407,407,0,407,99.5,117
4816,2019,15879,50,0,50,97.2,117
4817,2019,15897,74,32,106,100.0,117
4818,2019,68001,1038,0,1038,98.7,117
4819,2019,76109,801,0,801,93.3,117
4820,2019,76111,2519,32,2551,99.3,117
4821,2019,17013,942,0,942,99.2,117
4822,2019,17042,134,0,134,99.9,117
4823,2019,17050,446,0,446,99.8,117
4824,2019,17088,449,0,449,99.8,117
4825,2019,17174,1949,0,1949,99.5,117
4826,2019,17272,370,0,370,100.0,117
4827,2019,17380,3179,0,3179,99.3,117
4828,2019,17388,217,0,217,100.0,117
4829,2019,17433,717,0,717,99.9,117
4830,2019,17442,576,0,576,100.0,117
4831,2019,17444,514,0,514,99.8,117
4832,2019,17446,69,0,69,100.0,117
4833,2019,17486,806,0,806,99.2,117
4834,2019,17495,307,0,307,99.7,117
4835,2019,17513,466,0,466,99.4,117
4836,2019,17524,828,0,828,99.3,117
4837,2019,17541,665,0,665,100.0,117
4838,2019,17614,2406,0,2406,100.0,117
4839,2019,17616,393,0,393,99.7,117
4840,2019,17653,526,0,526,99.8,117
4841,2019,17662,951,0,951,99.9,117
4842,2019,17665,197,0,197,100.0,117
4843,2019,17777,1158,0,1158,99.6,117
4844,2019,17867,302,0,302,100.0,117
4845,2019,17873,1211,0,1211,99.8,117
4846,2019,17877,464,0,464,98.7,117
4847,2019,76001,34378,4082,3846,98.5,117
4848,2019,18029,210,0,210,99.5,117
4849,2019,18094,449,0,449,100.0,117
4850,2019,18150,922,0,922,99.8,117
4851,2019,18205,410,0,410,99.7,117
4852,2019,18247,685,0,685,100.0,117
4853,2019,18256,678,0,678,100.0,117
4854,2019,18410,742,0,742,100.0,117
4855,2019,18460,440,0,440,98.0,117
4856,2019,18479,142,0,142,100.0,117
4857,2019,18592,982,0,982,100.0,117
4858,2019,18610,571,0,571,100.0,117
4859,2019,18753,2156,0,2156,100.0,117
4860,2019,18756,713,0,713,97.7,117
4861,2019,18785,419,0,419,100.0,117
4862,2019,18860,319,0,319,98.1,117
4863,2019,13001,28556,26,28582,94.6,117
4864,2019,76147,2093,0,2093,99.7,117
4865,2019,85010,761,27,788,100.0,117
4866,2019,85015,156,31,187,95.2,117
4867,2019,85125,529,50,579,80.2,117
4868,2019,85136,29,11,40,85.0,117
4869,2019,85139,303,0,303,99.7,117
4870,2019,85162,783,0,783,99.2,117
4871,2019,85225,221,24,245,98.6,117
4872,2019,85230,292,0,292,97.1,117
4873,2019,85250,1577,49,1626,92.6,117
4874,2019,85263,515,115,630,99.4,117
4875,2019,85279,56,0,56,88.0,117
4876,2019,85300,132,23,155,97.7,117
4877,2019,85315,92,14,106,42.3,117
4878,2019,85325,182,0,182,99.1,117
4879,2019,85400,393,0,393,96.9,117
4880,2019,85410,527,20,547,99.4,117
4881,2019,85430,508,34,542,98.8,117
4882,2019,85440,1282,53,1335,99.9,117
4883,2019,19022,431,0,431,99.8,117
4884,2019,19050,898,0,898,99.4,117
4885,2019,19075,396,0,396,99.8,117
4886,2019,19100,1597,0,1597,99.9,117
4887,2019,19110,1386,0,1386,97.5,117
4888,2019,19130,1747,0,1747,99.9,117
4889,2019,19137,1923,0,1923,99.3,117
4890,2019,19142,748,0,748,99.1,117
4891,2019,19212,1666,0,1666,99.2,117
4892,2019,19256,1359,0,1359,99.2,117
4893,2019,19290,154,0,154,100.0,117
4894,2019,19300,1047,0,1047,97.6,117
4895,2019,19318,1062,0,1062,93.9,117
4896,2019,19355,1785,0,1785,99.3,117
4897,2019,19364,1277,0,1277,100.0,117
4898,2019,19392,396,0,396,98.6,117
4899,2019,19397,509,0,509,99.3,117
4900,2019,19418,591,0,591,88.7,117
4901,2019,19450,497,0,497,99.2,117
4902,2019,19455,1313,0,1313,99.3,117
4903,2019,19473,2256,0,2256,99.6,117
4904,2019,19513,465,0,465,98.5,117
4905,2019,19517,1805,0,1805,86.8,117
4906,2019,19532,753,0,753,99.4,117
4907,2019,19533,803,0,803,97.5,117
4908,2019,19548,2145,0,2145,99.9,117
4909,2019,19573,2447,0,2447,99.0,117
4910,2019,19585,428,0,428,94.4,117
4911,2019,19622,516,0,516,99.1,117
4912,2019,19693,323,0,323,91.9,117
4913,2019,19701,341,0,341,98.8,117
4914,2019,19698,4843,0,4843,99.3,117
4915,2019,19743,2164,0,2164,99.7,117
4916,2019,19760,497,0,497,100.0,117
4917,2019,19780,1232,0,1232,98.8,117
4918,2019,19785,207,0,207,100.0,117
4919,2019,19807,1221,0,1221,100.0,117
4920,2019,19809,708,0,708,74.0,117
4921,2019,19821,1425,0,1425,99.6,117
4922,2019,19824,118,0,118,99.1,117
4923,2019,19845,1393,0,1393,96.9,117
4924,2019,20011,6456,0,6456,98.1,117
4925,2019,20013,33,0,33,94.1,117
4926,2019,20032,1493,0,1493,95.4,117
4927,2019,20045,908,0,908,99.9,117
4928,2019,20060,2124,0,2124,98.5,117
4929,2019,20175,1847,0,1847,95.1,117
4930,2019,20178,2026,0,2026,95.0,117
4931,2019,20228,2322,0,2322,93.5,117
4932,2019,20238,907,0,907,97.9,117
4933,2019,20250,2208,0,2208,96.1,117
4934,2019,20295,809,0,809,99.1,117
4935,2019,20310,177,0,177,94.9,117
4936,2019,20383,864,0,864,96.8,117
4937,2019,20400,2132,0,2132,98.8,117
4938,2019,20621,1317,0,1317,83.5,117
4939,2019,20443,617,0,617,95.2,117
4940,2019,20517,1129,0,1129,97.2,117
4941,2019,20550,1607,0,1607,96.3,117
4942,2019,20570,1073,0,1073,93.5,117
4943,2019,20614,767,0,767,99.0,117
4944,2019,20710,778,0,778,99.3,117
4945,2019,20750,1406,0,1406,95.8,117
4946,2019,20770,929,0,929,98.5,117
4947,2019,20787,1107,0,1107,95.7,117
4948,2019,25175,635,0,635,99.7,117
4949,2019,27006,1262,0,1262,98.0,117
4950,2019,27025,2252,0,2252,48.8,117
4951,2019,27050,407,0,407,99.5,117
4952,2019,27073,2,0,2,79.7,117
4953,2019,27075,839,0,839,95.8,117
4954,2019,27077,1902,0,1902,74.7,117
4955,2019,27099,1269,0,1269,96.9,117
4956,2019,27150,1471,0,1471,88.3,117
4957,2019,27160,349,0,349,100.0,117
4958,2019,27205,1141,0,1141,99.8,117
4959,2019,27135,562,0,562,89.9,117
4960,2019,27245,447,0,447,69.4,117
4961,2019,27250,1503,0,1503,79.9,117
4962,2019,27361,1303,0,1303,99.5,117
4963,2019,27372,469,0,469,95.3,117
4964,2019,27413,131,0,131,89.0,117
4965,2019,27425,625,0,625,99.4,117
4966,2019,27430,884,0,884,93.2,117
4967,2019,27450,1002,0,1002,97.5,117
4968,2019,27491,384,0,384,98.2,117
4969,2019,27495,577,0,577,90.4,117
4970,2019,27580,408,0,408,95.7,117
4971,2019,27600,558,0,558,97.4,117
4972,2019,05480,1,0,1,99.5,117
4973,2019,27615,3704,0,3704,94.8,117
4974,2019,27660,570,0,570,99.6,117
4975,2019,27745,220,0,220,85.5,117
4976,2019,27787,1597,0,1597,99.4,117
4977,2019,27800,1499,0,1499,88.5,117
4978,2019,27810,461,0,461,99.6,117
4979,2019,47189,6662,0,6662,93.3,117
4980,2019,23068,2316,0,2316,99.4,117
4981,2019,23079,1134,0,1134,96.8,117
4982,2019,23090,915,0,915,91.5,117
4983,2019,23162,2789,0,2789,98.2,117
4984,2019,23168,849,0,849,84.9,117
4985,2019,23182,1575,0,1575,96.5,117
4986,2019,23189,2135,0,2135,94.1,117
4987,2019,23300,621,0,621,98.9,117
4988,2019,23350,851,0,851,99.5,117
4989,2019,23419,838,0,838,98.6,117
4990,2019,23464,408,0,408,92.2,117
4991,2019,23466,2198,0,2198,99.0,117
4992,2019,23500,1151,0,1151,89.0,117
4993,2019,23555,3113,0,3113,98.6,117
4994,2019,23570,156,0,156,95.0,117
4995,2019,23574,117,0,117,93.1,117
4996,2019,23580,998,0,998,98.9,117
4997,2019,23586,572,0,572,89.7,117
4998,2019,23670,2324,0,2324,98.6,117
4999,2019,23672,1436,0,1436,93.2,117
5000,2019,23675,1364,0,1364,96.9,117
5001,2019,23678,629,0,629,95.5,117
5002,2019,23682,573,0,573,100.0,117
5003,2019,23686,1932,0,1932,95.3,117
5004,2019,23807,4293,0,4293,84.0,117
5005,2019,23815,1869,0,1869,98.1,117
5006,2019,23855,1479,0,1479,98.4,117
5007,2019,54001,12582,7588,2017,96.5,117
5008,2019,25001,232,0,232,100.0,117
5009,2019,25019,151,0,151,100.0,117
5010,2019,25035,178,0,178,99.5,117
5011,2019,25040,233,0,233,98.8,117
5012,2019,25599,160,0,160,100.0,117
5013,2019,25053,230,0,230,99.6,117
5014,2019,25086,48,0,48,100.0,117
5015,2019,25095,110,0,110,100.0,117
5016,2019,25099,333,0,333,99.7,117
5017,2019,25120,61,0,61,98.2,117
5018,2019,25123,307,0,307,99.4,117
5019,2019,25126,850,350,12,99.5,117
5020,2019,25148,367,0,367,98.0,117
5021,2019,25151,558,0,558,98.3,117
5022,2019,25154,200,0,200,100.0,117
5023,2019,25168,45,0,45,98.3,117
5024,2019,25178,228,0,228,98.7,117
5025,2019,25181,284,0,284,99.4,117
5026,2019,25183,661,0,661,99.1,117
5027,2019,25200,282,0,282,99.3,117
5028,2019,25214,224,0,224,93.7,117
5029,2019,25224,303,0,303,98.3,117
5030,2019,25245,498,0,498,99.4,117
5031,2019,25258,34,0,34,100.0,117
5032,2019,25260,549,185,734,97.5,117
5033,2019,25279,156,0,156,96.8,117
5034,2019,25281,201,0,201,100.0,117
5035,2019,25288,191,0,191,99.4,117
5036,2019,25293,188,0,188,100.0,117
5037,2019,25295,391,0,391,100.0,117
5038,2019,25297,309,0,309,99.3,117
5039,2019,25299,113,0,113,100.0,117
5040,2019,25312,139,0,139,99.2,117
5041,2019,25317,385,0,385,99.1,117
5042,2019,25320,418,0,418,97.4,117
5043,2019,25322,310,0,310,98.7,117
5044,2019,25324,26,0,26,100.0,117
5045,2019,25326,142,0,142,99.3,117
5046,2019,25328,61,0,61,100.0,117
5047,2019,25335,183,0,183,95.4,117
5048,2019,25339,114,0,114,98.1,117
5049,2019,25368,88,0,88,98.9,117
5050,2019,25372,239,0,239,99.1,117
5051,2019,25377,363,0,363,100.0,117
5052,2019,25386,565,0,565,99.4,117
5053,2019,25394,274,0,274,97.0,117
5054,2019,25398,177,0,177,98.2,117
5055,2019,25402,511,0,511,99.6,117
5056,2019,25407,155,0,155,100.0,117
5057,2019,25426,143,0,143,98.6,117
5058,2019,25430,119,508,1698,99.6,117
5059,2019,25436,71,0,71,100.0,117
5060,2019,25438,331,0,331,99.3,117
5061,2019,25483,39,0,39,100.0,117
5062,2019,25486,226,0,226,100.0,117
5063,2019,25488,131,0,131,97.6,117
5064,2019,25489,107,0,107,98.9,117
5065,2019,25491,135,0,135,99.1,117
5066,2019,25513,572,108,680,98.6,117
5067,2019,25518,79,0,79,100.0,117
5068,2019,25524,126,0,126,100.0,117
5069,2019,25530,356,0,356,99.4,117
5070,2019,25535,154,0,154,100.0,117
5071,2019,25572,357,0,357,99.7,117
5072,2019,25580,34,0,34,97.2,117
5073,2019,25592,131,0,131,99.2,117
5074,2019,25594,118,0,118,99.2,117
5075,2019,25596,135,0,135,97.4,117
5076,2019,25612,335,0,335,99.7,117
5077,2019,25645,92,0,92,100.0,117
5078,2019,25649,304,0,304,98.3,117
5079,2019,25653,96,0,96,99.2,117
5080,2019,25658,286,0,286,99.3,117
5081,2019,25662,294,0,294,97.5,117
5082,2019,25718,221,0,221,100.0,117
5083,2019,25736,351,0,351,98.9,117
5084,2019,25740,685,229,914,98.5,117
5085,2019,25743,570,0,570,99.8,117
5086,2019,25745,341,0,341,100.0,117
5087,2019,25758,365,0,365,99.4,117
5088,2019,25769,182,0,182,99.5,117
5089,2019,25772,573,0,573,96.8,117
5090,2019,25777,146,0,146,99.3,117
5091,2019,25779,231,0,231,99.6,117
5092,2019,25781,168,0,168,99.4,117
5093,2019,25785,244,144,388,99.7,117
5094,2019,25793,162,0,162,100.0,117
5095,2019,25797,103,0,103,99.0,117
5096,2019,25799,229,154,383,98.8,117
5097,2019,25805,68,0,68,98.8,117
5098,2019,25807,32,0,32,100.0,117
5099,2019,25815,406,0,406,99.7,117
5100,2019,25817,362,346,708,98.6,117
5101,2019,25823,60,0,60,95.1,117
5102,2019,25839,350,0,350,99.4,117
5103,2019,25841,47,0,47,100.0,117
5104,2019,25845,234,0,234,100.0,117
5105,2019,25851,39,0,39,100.0,117
5106,2019,25506,74,0,74,99.0,117
5107,2019,25862,138,0,138,99.4,117
5108,2019,25867,141,0,141,100.0,117
5109,2019,25843,1603,133,1736,99.1,117
5110,2019,25871,95,0,95,96.3,117
5111,2019,25873,658,0,658,100.0,117
5112,2019,25875,507,0,507,100.0,117
5113,2019,25878,341,0,341,100.0,117
5114,2019,25885,446,0,446,98.8,117
5115,2019,25898,105,0,105,98.2,117
5116,2019,66170,3733,0,3733,99.7,117
5117,2019,15238,1697,865,2562,99.7,117
5118,2019,05266,893,783,1676,97.2,117
5119,2019,25269,2046,705,2751,99.4,117
5120,2019,18001,5982,1922,7904,99.9,117
5121,2019,68276,4399,0,4399,99.0,117
5122,2019,25286,720,694,1414,99.7,117
5123,2019,25290,1921,302,2223,99.4,117
5124,2019,25307,179,733,2523,99.3,117
5125,2019,68307,4024,0,4024,99.2,117
5126,2019,94343,427,0,427,78.3,117
5127,2019,94886,0,0,0,100.0,117
5128,2019,94001,1285,0,1285,95.2,117
5129,2019,94885,0,0,0,0.0,117
5130,2019,05480,0,0,0,0.0,117
5131,2019,94888,0,0,0,0.0,117
5132,2019,94887,0,0,0,0.0,117
5133,2019,94884,0,0,0,0.0,117
5134,2019,94883,0,0,0,0.0,117
5135,2019,95015,377,0,377,98.5,117
5136,2019,95025,829,0,829,99.5,117
5137,2019,95200,280,0,280,98.9,117
5138,2019,95001,3185,464,3649,96.4,117
5139,2019,41006,532,0,532,99.5,117
5140,2019,41013,407,0,407,100.0,117
5141,2019,41016,732,0,732,100.0,117
5142,2019,41020,642,0,642,99.0,117
5143,2019,41026,129,0,129,100.0,117
5144,2019,41078,379,0,379,100.0,117
5145,2019,41132,835,0,835,100.0,117
5146,2019,41206,384,0,384,100.0,117
5147,2019,41244,110,0,110,100.0,117
5148,2019,41298,3454,845,4299,99.8,117
5149,2019,41306,1051,0,1051,98.6,117
5150,2019,41319,760,0,760,98.7,117
5151,2019,41349,227,0,227,100.0,117
5152,2019,41357,856,0,856,99.7,117
5153,2019,41359,928,0,928,100.0,117
5154,2019,41378,494,0,494,100.0,117
5155,2019,41396,2127,0,2127,99.7,117
5156,2019,41483,138,0,138,100.0,117
5157,2019,41503,758,0,758,100.0,117
5158,2019,41518,190,0,190,100.0,117
5159,2019,41524,803,0,803,100.0,117
5160,2019,41530,411,0,411,99.5,117
5161,2019,41548,606,0,606,99.8,117
5162,2019,41615,1031,0,1031,99.7,117
5163,2019,41660,553,0,553,100.0,117
5164,2019,41668,137,0,137,99.9,117
5165,2019,41676,623,0,623,100.0,117
5166,2019,41770,521,0,521,99.5,117
5167,2019,41791,1085,0,1085,99.4,117
5168,2019,41799,771,0,771,99.4,117
5169,2019,41801,386,0,386,100.0,117
5170,2019,41797,518,0,518,96.2,117
5171,2019,41807,853,0,853,100.0,117
5172,2019,41872,326,0,326,100.0,117
5173,2019,41885,221,0,221,98.7,117
5174,2019,73001,12489,4661,1715,99.6,117
5175,2019,52356,302,0,302,99.4,117
5176,2019,05360,2375,0,2375,96.4,117
5177,2019,76364,2835,0,2835,98.2,117
5178,2019,44035,1965,0,1965,79.5,117
5179,2019,44078,2877,0,2877,82.2,117
5180,2019,44090,3311,0,3311,71.8,117
5181,2019,44098,942,0,942,89.8,117
5182,2019,44110,288,0,288,93.4,117
5183,2019,44279,3436,0,3436,73.7,117
5184,2019,44378,1555,0,1555,81.5,117
5185,2019,44420,137,0,137,92.1,117
5186,2019,44560,13588,0,13588,69.5,117
5187,2019,44650,3036,0,3036,82.9,117
5188,2019,44855,479,0,479,94.7,117
5189,2019,44874,1387,0,1387,93.3,117
5190,2019,23417,3903,0,3903,93.4,117
5191,2019,13430,3242,0,3242,90.1,117
5192,2019,47030,1165,0,1165,99.4,117
5193,2019,47053,2545,0,2545,96.1,117
5194,2019,47058,1795,0,1795,97.5,117
5195,2019,47161,671,0,671,99.4,117
5196,2019,47170,837,0,837,97.8,117
5197,2019,47205,568,0,568,94.4,117
5198,2019,47245,2434,0,2434,94.3,117
5199,2019,47258,1117,0,1117,91.0,117
5200,2019,47268,1693,0,1693,97.6,117
5201,2019,47288,3745,0,3745,96.7,117
5202,2019,47318,1643,0,1643,96.9,117
5203,2019,47460,736,0,736,99.3,117
5204,2019,47541,813,0,813,88.9,117
5205,2019,47545,770,0,770,98.6,117
5206,2019,47551,1952,0,1952,97.9,117
5207,2019,47555,3531,0,3531,97.1,117
5208,2019,47570,2854,0,2854,98.1,117
5209,2019,47605,917,0,917,96.7,117
5210,2019,47660,912,0,912,99.3,117
5211,2019,47675,510,0,510,98.7,117
5212,2019,47692,1197,0,1197,95.9,117
5213,2019,47703,817,0,817,97.0,117
5214,2019,47707,1545,0,1545,93.5,117
5215,2019,47720,809,0,809,99.0,117
5216,2019,47745,1318,0,1318,98.6,117
5217,2019,47798,965,0,965,99.3,117
5218,2019,47960,499,0,499,91.2,117
5219,2019,47980,4961,0,4961,97.6,117
5220,2019,44430,12559,353,12912,89.2,117
5221,2019,08433,4499,873,5372,97.5,117
5222,2019,17001,8721,0,8721,99.8,117
5223,2019,05001,59894,0,59894,97.7,117
5224,2019,50006,1906,0,1906,99.6,117
5225,2019,50110,354,0,354,100.0,117
5226,2019,50124,218,0,218,99.4,117
5227,2019,50150,138,0,138,100.0,117
5228,2019,50223,186,0,186,100.0,117
5229,2019,50226,672,0,672,100.0,117
5230,2019,50245,0,0,0,100.0,117
5231,2019,50251,190,0,190,99.0,117
5232,2019,50270,121,0,121,99.2,117
5233,2019,50287,351,0,351,99.7,117
5234,2019,50313,2736,0,2736,99.6,117
5235,2019,50318,310,0,310,100.0,117
5236,2019,50350,438,0,438,99.5,117
5237,2019,50400,127,0,127,100.0,117
5238,2019,50325,492,0,492,91.3,117
5239,2019,50330,245,0,245,98.9,117
5240,2019,50450,388,0,388,97.9,117
5241,2019,50568,2243,0,2243,94.2,117
5242,2019,50577,272,0,272,98.5,117
5243,2019,50573,1669,0,1669,99.5,117
5244,2019,50590,300,0,300,99.0,117
5245,2019,50606,463,0,463,100.0,117
5246,2019,50680,593,0,593,99.8,117
5247,2019,50683,303,0,303,99.3,117
5248,2019,50686,101,0,101,95.7,117
5249,2019,50689,1019,0,1019,99.7,117
5250,2019,50370,360,0,360,96.8,117
5251,2019,50711,599,0,599,99.6,117
5252,2019,23001,14825,0,14825,96.8,117
5253,2019,25473,1401,0,1401,99.4,117
5254,2019,52019,309,0,309,99.6,117
5255,2019,52022,141,0,141,99.2,117
5256,2019,52036,69,0,69,100.0,117
5257,2019,52051,232,0,232,99.6,117
5258,2019,52079,1718,0,1718,97.2,117
5259,2019,52083,157,0,157,100.0,117
5260,2019,52110,346,0,346,99.7,117
5261,2019,52240,284,0,284,99.6,117
5262,2019,52203,280,0,280,99.5,117
5263,2019,52207,167,0,167,99.4,117
5264,2019,52210,136,0,136,100.0,117
5265,2019,52215,410,0,410,100.0,117
5266,2019,52224,317,0,317,100.0,117
5267,2019,52227,842,0,842,99.5,117
5268,2019,52233,525,0,525,99.4,117
5269,2019,52250,1953,0,1953,96.6,117
5270,2019,52254,30,0,30,100.0,117
5271,2019,52256,235,0,235,100.0,117
5272,2019,52258,253,0,253,99.5,117
5273,2019,52260,108,0,108,100.0,117
5274,2019,52520,658,0,658,97.0,117
5275,2019,52287,149,0,149,100.0,117
5276,2019,52317,387,0,387,99.7,117
5277,2019,52320,394,0,394,99.7,117
5278,2019,52323,134,0,134,100.0,117
5279,2019,52352,172,0,172,100.0,117
5280,2019,52354,69,0,69,100.0,117
5281,2019,52378,420,0,420,100.0,117
5282,2019,52381,153,0,153,100.0,117
5283,2019,52385,109,0,109,100.0,117
5284,2019,52390,679,0,679,99.3,117
5285,2019,52399,805,0,805,99.7,117
5286,2019,52405,491,0,491,100.0,117
5287,2019,52411,137,0,137,96.8,117
5288,2019,52418,140,0,140,100.0,117
5289,2019,52427,363,0,363,95.8,117
5290,2019,52435,145,0,145,97.6,117
5291,2019,52473,823,0,823,95.3,117
5292,2019,52480,74,0,74,100.0,117
5293,2019,52490,2025,0,2025,93.8,117
5294,2019,52506,74,0,74,99.0,117
5295,2019,52540,608,0,608,100.0,117
5296,2019,52560,350,0,350,99.7,117
5297,2019,52565,88,0,88,100.0,117
5298,2019,52573,345,0,345,99.7,117
5299,2019,52585,573,0,573,100.0,117
5300,2019,52612,1427,0,1427,99.4,117
5301,2019,52621,352,0,352,98.8,117
5302,2019,52678,442,0,442,99.8,117
5303,2019,52685,272,0,272,100.0,117
5304,2019,52687,639,0,639,99.6,117
5305,2019,52693,362,0,362,99.7,117
5306,2019,52694,270,0,270,100.0,117
5307,2019,52683,382,0,382,99.7,117
5308,2019,52696,691,0,691,95.2,117
5309,2019,52699,439,0,439,99.3,117
5310,2019,52720,310,0,310,100.0,117
5311,2019,52786,525,0,525,99.8,117
5312,2019,52788,179,0,179,100.0,117
5313,2019,52838,1643,17,166,99.9,117
5314,2019,52885,153,0,153,100.0,117
5315,2019,41001,10962,2227,13189,99.7,117
5316,2019,54003,827,0,827,99.7,117
5317,2019,54051,458,0,458,99.3,117
5318,2019,54099,222,0,222,99.5,117
5319,2019,54109,262,0,262,100.0,117
5320,2019,54128,377,0,377,99.4,117
5321,2019,54125,136,0,136,97.0,117
5322,2019,54172,163,0,163,92.4,117
5323,2019,54174,645,0,645,99.1,117
5324,2019,54206,696,0,696,99.0,117
5325,2019,54223,339,0,339,99.4,117
5326,2019,54239,213,0,213,99.4,117
5327,2019,54245,412,0,412,99.5,117
5328,2019,54250,1097,0,1097,99.1,117
5329,2019,54261,103,0,103,99.3,117
5330,2019,54313,262,0,262,93.7,117
5331,2019,54344,441,0,441,99.7,117
5332,2019,54347,50,0,50,100.0,117
5333,2019,54385,532,0,532,100.0,117
5334,2019,54398,450,0,450,100.0,117
5335,2019,54377,210,0,210,99.4,117
5336,2019,54405,1786,0,1786,97.0,117
5337,2019,54418,246,0,246,97.5,117
5338,2019,54480,177,0,177,99.3,117
5339,2019,54498,1519,251,177,98.3,117
5340,2019,54518,1149,0,1149,99.2,117
5341,2019,54520,273,0,273,100.0,117
5342,2019,54553,375,0,375,99.7,117
5343,2019,54599,223,0,223,94.0,117
5344,2019,54660,444,0,444,98.6,117
5345,2019,54670,641,0,641,99.8,117
5346,2019,54673,315,0,315,98.1,117
5347,2019,54680,164,0,164,97.0,117
5348,2019,54720,971,0,971,98.3,117
5349,2019,54743,282,0,282,99.3,117
5350,2019,54800,625,0,625,100.0,117
5351,2019,54810,2216,0,2216,99.0,117
5352,2019,54820,857,0,857,97.1,117
5353,2019,54871,230,0,230,100.0,117
5354,2019,54874,1439,0,1439,91.1,117
5355,2019,76520,4943,29,4972,99.6,117
5356,2019,52001,6598,0,6598,100.0,117
5357,2019,66001,9098,3507,12605,98.9,117
5358,2019,68547,2712,0,2712,99.4,117
5359,2019,41551,4594,0,4594,99.8,117
5360,2019,19001,6451,0,6451,99.8,117
5361,2019,86219,254,15,269,99.4,117
5362,2019,86001,21,180,228,99.0,117
5363,2019,86320,1754,2,1756,97.9,117
5364,2019,86568,2377,170,2547,99.3,117
5365,2019,86569,545,10,555,93.5,117
5366,2019,86571,836,0,836,93.5,117
5367,2019,86573,1064,0,1064,74.8,117
5368,2019,86755,253,0,253,100.0,117
5369,2019,86757,879,52,931,95.1,117
5370,2019,86760,323,0,323,97.9,117
5371,2019,86749,773,43,816,98.9,117
5372,2019,86865,1321,152,1473,97.6,117
5373,2019,86885,1177,0,1177,98.7,117
5374,2019,27001,14253,1507,1576,99.1,117
5375,2019,63111,94,0,94,100.0,117
5376,2019,63130,1634,0,1634,99.4,117
5377,2019,63190,638,0,638,99.7,117
5378,2019,63212,151,0,151,99.3,117
5379,2019,63272,327,0,327,99.7,117
5380,2019,63302,201,0,201,100.0,117
5381,2019,63401,834,0,834,99.9,117
5382,2019,63470,887,0,887,99.8,117
5383,2019,63548,134,0,134,100.0,117
5384,2019,63594,633,0,633,99.9,117
5385,2019,63690,122,0,122,100.0,117
5386,2019,44001,18157,0,18157,77.2,117
5387,2019,05615,3163,719,3882,97.4,117
5388,2019,66045,390,0,390,99.7,117
5389,2019,66075,181,0,181,100.0,117
5390,2019,66088,574,0,574,99.6,117
5391,2019,66318,332,0,332,99.8,117
5392,2019,66383,236,0,236,100.0,117
5393,2019,66400,1239,0,1239,99.9,117
5394,2019,66440,360,0,360,100.0,117
5395,2019,66456,994,0,994,98.6,117
5396,2019,66572,2328,0,2328,96.2,117
5397,2019,66594,1096,0,1096,99.7,117
5398,2019,66682,1653,0,1653,99.0,117
5399,2019,66687,453,0,453,98.8,117
5400,2019,05631,361,0,361,91.0,117
5401,2019,23660,3934,0,3934,97.8,117
5402,2019,88564,251,0,251,99.6,117
5403,2019,88001,1535,0,1535,100.0,117
