id,year,dane_code,ind_1_icbf_children,ind_2_prescholar_children,ind_3_total_children,ind_4_overlaping_services,source_id
1532,2016,19450,495,0,495,99.1,117
1533,2016,19455,886,0,886,88.6,117
1534,2016,19473,2317,0,2317,90.9,117
1535,2016,19513,394,0,394,83.5,117
1536,2016,19517,204,0,204,73.5,117
1537,2016,19532,729,0,729,98.9,117
1538,2016,19533,946,0,946,73.5,117
1539,2016,19548,1773,0,1773,95.7,117
1540,2016,19573,1765,0,1765,67.4,117
1541,2016,19585,399,0,399,94.5,117
1542,2016,19622,483,0,483,95.7,117
1543,2016,19693,358,0,358,93.8,117
1544,2016,19701,349,0,349,92.9,117
1545,2016,19698,3782,0,3782,91.6,117
1546,2016,19743,1784,0,1784,80.0,117
1547,2016,19760,521,0,521,78.8,117
1548,2016,19780,901,0,901,86.8,117
1549,2016,19785,221,0,221,98.9,117
1550,2016,19807,865,0,865,97.0,117
1551,2016,19809,762,0,762,66.2,117
1552,2016,19821,1292,0,1292,80.4,117
1553,2016,19824,781,0,781,64.4,117
1554,2016,19845,1305,0,1305,87.8,117
1555,2016,20011,4069,0,4069,95.2,117
1556,2016,20013,2427,0,2427,98.0,117
1557,2016,20032,1499,0,1499,91.6,117
1558,2016,20045,701,0,701,92.6,117
1559,2016,20060,1256,0,1256,96.0,117
1560,2016,20175,1972,0,1972,94.4,117
1561,2016,20178,1792,0,1792,91.3,117
1562,2016,20228,16,0,16,95.5,117
1563,2016,20238,835,0,835,90.1,117
1564,2016,20250,146,0,146,94.3,117
1565,2016,20295,737,0,737,95.5,117
1566,2016,20310,159,0,159,75.7,117
1567,2016,20383,843,0,843,92.6,117
1568,2016,20400,2055,0,2055,96.1,117
1569,2016,20621,744,0,744,91.3,117
1570,2016,20443,526,0,526,92.5,117
1571,2016,20517,990,0,990,96.2,117
1572,2016,20550,1275,0,1275,94.0,117
1573,2016,20570,897,0,897,94.5,117
1574,2016,20614,770,0,770,96.8,117
1575,2016,20710,673,0,673,95.0,117
1576,2016,20750,1409,0,1409,95.5,117
1577,2016,20770,699,0,699,98.2,117
1578,2016,20787,1082,0,1082,81.6,117
1579,2016,25175,659,0,659,99.2,117
1580,2016,27006,961,0,961,67.1,117
1581,2016,27025,2628,0,2628,30.1,117
1582,2016,27050,548,0,548,87.6,117
1583,2016,27073,2011,0,2011,36.9,117
1584,2016,27075,833,0,833,74.2,117
1585,2016,27077,1858,0,1858,42.6,117
1586,2016,27099,1206,0,1206,40.6,117
1587,2016,27150,1271,0,1271,22.1,117
1588,2016,27160,343,0,343,97.3,117
1589,2016,27205,1253,0,1253,85.3,117
1590,2016,27135,587,0,587,76.7,117
1591,2016,27245,374,0,374,60.3,117
1592,2016,27250,1512,0,1512,34.1,117
1593,2016,27361,829,0,829,94.8,117
1594,2016,27372,494,0,494,68.1,117
1595,2016,27413,1419,0,1419,71.1,117
1596,2016,27425,661,0,661,39.0,117
1597,2016,27430,1104,0,1104,53.1,117
1598,2016,27450,1001,0,1001,24.4,117
1599,2016,27491,294,0,294,90.8,117
1600,2016,27495,458,0,458,61.6,117
1601,2016,27580,389,0,389,58.0,117
1602,2016,27600,473,0,473,62.4,117
1603,2016,05480,478,0,478,53.9,117
1604,2016,27615,2733,0,2733,59.8,117
1605,2016,27660,528,0,528,98.1,117
1606,2016,27745,292,0,292,30.8,117
1607,2016,27787,144,0,144,93.2,117
1608,2016,27800,1231,0,1231,56.2,117
1609,2016,27810,500,0,500,68.6,117
1610,2016,47189,4441,0,4441,79.2,117
1611,2016,23068,1946,0,1946,95.1,117
1612,2016,23079,964,0,964,64.1,117
1613,2016,23090,738,0,738,86.8,117
1614,2016,23162,2048,0,2048,94.1,117
1615,2016,23168,489,0,489,38.2,117
1616,2016,23182,1231,0,1231,93.7,117
1617,2016,23189,1192,0,1192,89.2,117
1618,2016,23300,387,0,387,96.7,117
1619,2016,23350,874,0,874,97.9,117
1620,2016,23419,682,0,682,89.2,117
1621,2016,23464,478,0,478,83.2,117
1622,2016,23466,2286,0,2286,77.1,117
1623,2016,23500,1014,0,1014,85.2,117
1624,2016,23555,2691,0,2691,57.0,117
1625,2016,23570,1349,0,1349,97.1,117
1626,2016,23574,717,0,717,89.0,117
1627,2016,23580,1009,0,1009,96.4,117
1628,2016,23586,486,0,486,92.7,117
1629,2016,23670,2376,0,2376,57.5,117
1630,2016,23672,828,0,828,35.5,117
1631,2016,23675,1128,0,1128,78.3,117
1632,2016,23678,330,0,330,90.2,117
1633,2016,23682,597,0,597,62.3,117
1634,2016,23686,1446,0,1446,89.9,117
1635,2016,23807,2492,0,2492,89.3,117
1636,2016,23815,1419,0,1419,85.6,117
1637,2016,23855,1352,0,1352,96.7,117
1638,2016,54001,7019,0,7019,89.4,117
1639,2016,25001,291,0,291,88.8,117
1640,2016,25019,66,0,66,91.2,117
1641,2016,25035,201,0,201,66.5,117
1642,2016,25040,195,0,195,67.9,117
1643,2016,25599,89,0,89,82.4,117
1644,2016,25053,219,0,219,90.6,117
1645,2016,25086,43,0,43,87.5,117
1646,2016,25095,133,0,133,83.6,117
1647,2016,25099,358,0,358,98.9,117
1648,2016,25120,41,0,41,86.5,117
1649,2016,25123,382,0,382,79.2,117
1650,2016,25126,891,0,891,97.2,117
1651,2016,25148,373,0,373,87.4,117
1652,2016,25151,530,0,530,90.3,117
1653,2016,25154,197,0,197,98.3,117
1654,2016,25168,51,0,51,95.8,117
1655,2016,25178,240,0,240,94.7,117
1656,2016,25181,166,0,166,92.5,117
1657,2016,25183,507,0,507,94.2,117
1658,2016,25200,251,0,251,94.0,117
1659,2016,25214,86,0,86,96.5,117
1660,2016,25224,305,0,305,97.0,117
1661,2016,25245,485,0,485,77.9,117
1662,2016,25258,44,0,44,84.6,117
1663,2016,25260,715,0,715,77.1,117
1664,2016,25279,164,0,164,90.4,117
1665,2016,25281,210,0,210,96.0,117
1666,2016,25288,157,0,157,81.1,117
1667,2016,25293,259,0,259,85.1,117
1668,2016,25295,313,0,313,96.6,117
1669,2016,25297,359,0,359,91.7,117
1670,2016,25299,119,0,119,93.2,117
1671,2016,25312,109,0,109,84.6,117
1672,2016,25317,310,0,310,93.9,117
1673,2016,25320,379,0,379,22.7,117
1674,2016,25322,303,0,303,91.1,117
1675,2016,25324,1,0,1,100.0,117
1676,2016,25326,140,0,140,86.0,117
1677,2016,25328,40,0,40,88.2,117
1678,2016,25335,142,0,142,88.8,117
1679,2016,25339,99,0,99,87.5,117
1680,2016,25368,98,0,98,89.1,117
1681,2016,25372,293,0,293,88.4,117
1682,2016,25377,314,0,314,89.8,117
1683,2016,25386,504,0,504,89.1,117
1684,2016,25394,313,0,313,91.3,117
1685,2016,25398,175,0,175,48.3,117
1686,2016,25402,238,0,238,67.3,117
1687,2016,25407,194,0,194,95.1,117
1688,2016,25426,139,0,139,95.8,117
1689,2016,25430,1046,0,1046,78.0,117
1690,2016,25436,54,0,54,93.8,117
1691,2016,25438,268,0,268,95.5,117
1692,2016,25483,38,0,38,84.8,117
1693,2016,25486,227,0,227,96.7,117
1694,2016,25488,104,0,104,87.1,117
1695,2016,25489,90,0,90,86.0,117
1696,2016,25491,117,0,117,73.7,117
1697,2016,25513,492,0,492,92.7,117
1698,2016,25518,136,0,136,83.1,117
1699,2016,25524,122,0,122,55.7,117
1700,2016,25530,310,0,310,88.9,117
1701,2016,25535,81,0,81,84.7,117
1702,2016,25572,388,0,388,87.7,117
1703,2016,25580,29,0,29,88.0,117
1704,2016,25592,14,0,14,57.1,117
1705,2016,25594,114,0,114,88.2,117
1706,2016,25596,145,0,145,82.6,117
1707,2016,25612,372,0,372,91.6,117
1708,2016,25645,108,0,108,70.3,117
1709,2016,25649,264,0,264,77.5,117
1710,2016,25653,160,0,160,78.9,117
1711,2016,25658,264,0,264,96.7,117
1712,2016,25662,321,0,321,89.6,117
1713,2016,25718,137,0,137,93.9,117
1714,2016,25736,256,0,256,82.1,117
1715,2016,25740,530,0,530,86.5,117
1716,2016,25743,472,0,472,91.8,117
1717,2016,25745,329,0,329,96.6,117
1718,2016,25758,421,0,421,92.4,117
1719,2016,25769,172,0,172,97.1,117
1720,2016,25772,449,0,449,92.2,117
1721,2016,25777,173,0,173,82.7,117
1722,2016,25779,247,0,247,95.5,117
1723,2016,25781,174,0,174,90.1,117
1724,2016,25785,355,0,355,80.6,117
1725,2016,25793,123,0,123,99.1,117
1726,2016,25797,93,0,93,87.3,117
1727,2016,25799,246,0,246,52.8,117
1728,2016,25805,87,0,87,58.0,117
1729,2016,25807,43,0,43,96.8,117
1730,2016,25815,315,0,315,90.4,117
1731,2016,25817,613,0,613,65.3,117
1732,2016,25823,73,0,73,86.7,117
1733,2016,25839,475,0,475,79.2,117
1734,2016,25841,54,0,54,90.7,117
1735,2016,25845,223,0,223,98.5,117
1736,2016,25851,3,0,3,33.3,117
1737,2016,25506,97,0,97,86.7,117
1738,2016,25862,157,0,157,88.9,117
1739,2016,25867,154,0,154,95.8,117
1740,2016,25843,1564,0,1564,78.5,117
1741,2016,25871,107,0,107,86.3,117
1742,2016,25873,460,0,460,94.4,117
1743,2016,25875,298,0,298,96.1,117
1744,2016,25878,217,0,217,57.1,117
1745,2016,25885,511,0,511,83.9,117
1746,2016,25898,107,0,107,90.2,117
1747,2016,66170,2885,0,2885,97.0,117
1748,2016,15238,766,0,766,98.5,117
1749,2016,05266,1479,0,1479,91.3,117
1750,2016,25269,1453,0,1453,98.3,117
1751,2016,18001,4458,0,4458,98.8,117
1752,2016,68276,311,0,311,95.0,117
1753,2016,25286,793,0,793,83.8,117
1754,2016,25290,1334,0,1334,89.8,117
1755,2016,25307,1099,0,1099,76.0,117
1756,2016,68307,1871,0,1871,89.1,117
1757,2016,94343,608,0,608,75.2,117
1758,2016,94886,0,0,0,0.0,117
1759,2016,94001,1071,0,1071,67.7,117
1760,2016,94885,0,0,0,0.0,117
1761,2016,05480,0,0,0,0.0,117
1762,2016,94888,0,0,0,0.0,117
1763,2016,94887,0,0,0,0.0,117
1764,2016,94884,0,0,0,0.0,117
1765,2016,94883,0,0,0,0.0,117
1766,2016,95015,399,0,399,99.7,117
1767,2016,95025,947,0,947,97.5,117
1768,2016,95200,327,0,327,95.5,117
1769,2016,95001,2243,0,2243,96.6,117
1770,2016,41006,343,0,343,98.4,117
1771,2016,41013,279,0,279,97.5,117
1772,2016,41016,471,0,471,95.7,117
1773,2016,41020,460,0,460,96.0,117
1774,2016,41026,92,0,92,95.3,117
1775,2016,41078,265,0,265,93.5,117
1776,2016,41132,271,0,271,95.0,117
1777,2016,41206,405,0,405,96.8,117
1778,2016,41244,121,0,121,99.1,117
1779,2016,41298,2303,0,2303,89.4,117
1780,2016,41306,704,0,704,97.8,117
1781,2016,41319,629,0,629,94.7,117
1782,2016,41349,216,0,216,100.0,117
1783,2016,41357,484,0,484,96.0,117
1784,2016,41359,764,0,764,99.5,117
1785,2016,41378,408,0,408,99.4,117
1786,2016,41396,1617,0,1617,97.2,117
1787,2016,41483,122,0,122,99.1,117
1788,2016,41503,567,0,567,99.6,117
1789,2016,41518,111,0,111,98.7,117
1790,2016,41524,569,0,569,97.7,117
1791,2016,41530,460,0,460,98.1,117
1792,2016,41548,442,0,442,99.7,117
1793,2016,41615,776,0,776,96.6,117
1794,2016,41660,522,0,522,97.9,117
1795,2016,41668,814,0,814,99.0,117
1796,2016,41676,386,0,386,96.9,117
1797,2016,41770,471,0,471,99.2,117
1798,2016,41791,841,0,841,97.0,117
1799,2016,41799,405,0,405,94.1,117
1800,2016,41801,410,0,410,99.4,117
1801,2016,41797,237,0,237,99.0,117
1802,2016,41807,711,0,711,98.4,117
1803,2016,41872,287,0,287,98.7,117
1804,2016,41885,112,0,112,96.4,117
1805,2016,73001,10923,0,10923,96.0,117
1806,2016,52356,276,0,276,96.4,117
1807,2016,05360,1026,0,1026,93.2,117
1808,2016,76364,2,0,2,96.4,117
1809,2016,44035,1287,0,1287,53.4,117
1810,2016,44078,2296,0,2296,98.0,117
1811,2016,44090,3653,0,3653,57.8,117
1812,2016,44098,704,0,704,95.5,117
1813,2016,44110,293,0,293,99.7,117
1814,2016,44279,249,0,249,96.4,117
1815,2016,44378,1259,0,1259,95.7,117
1816,2016,44420,119,0,119,99.1,117
1817,2016,44560,11628,0,11628,52.2,117
1818,2016,44650,2248,0,2248,90.0,117
1819,2016,44855,492,0,492,98.6,117
1820,2016,44874,1174,0,1174,96.8,117
1821,2016,23417,3435,0,3435,90.9,117
1822,2016,13430,1418,0,1418,90.2,117
1823,2016,47030,1086,0,1086,64.2,117
1824,2016,47053,1416,0,1416,95.1,117
1825,2016,47058,1014,0,1014,91.5,117
1826,2016,47161,459,0,459,65.0,117
1827,2016,47170,517,0,517,92.1,117
1828,2016,47205,359,0,359,60.2,117
1829,2016,47245,1972,0,1972,90.8,117
1830,2016,47258,976,0,976,83.4,117
1831,2016,47268,1332,0,1332,86.5,117
1832,2016,47288,2436,0,2436,95.4,117
1833,2016,47318,1068,0,1068,91.9,117
1834,2016,47460,675,0,675,30.8,117
1835,2016,47541,515,0,515,69.7,117
1836,2016,47545,685,0,685,79.2,117
1837,2016,47551,1831,0,1831,95.1,117
1838,2016,47555,2589,0,2589,90.7,117
1839,2016,47570,1325,0,1325,86.1,117
1840,2016,47605,772,0,772,84.7,117
1841,2016,47660,850,0,850,80.5,117
1842,2016,47675,413,0,413,81.4,117
1843,2016,47692,783,0,783,85.2,117
1844,2016,47703,565,0,565,84.6,117
1845,2016,47707,1739,0,1739,82.5,117
1846,2016,47720,1014,0,1014,87.0,117
1847,2016,47745,905,0,905,89.8,117
1848,2016,47798,632,0,632,54.3,117
1849,2016,47960,623,0,623,6.7,117
1850,2016,47980,291,0,291,92.1,117
1851,2016,44430,10471,0,10471,86.4,117
1852,2016,08433,1799,0,1799,92.1,117
1853,2016,17001,9892,0,9892,97.7,117
1854,2016,05001,55085,0,55085,87.0,117
1855,2016,50006,1131,0,1131,96.2,117
1856,2016,50110,354,0,354,94.8,117
1857,2016,50124,184,0,184,87.7,117
1858,2016,50150,65,0,65,100.0,117
1859,2016,50223,189,0,189,96.4,117
1860,2016,50226,629,0,629,93.5,117
1861,2016,50245,0,0,0,0.0,117
1862,2016,50251,101,0,101,86.3,117
1863,2016,50270,117,0,117,98.1,117
1864,2016,50287,302,0,302,98.2,117
1865,2016,50313,2051,0,2051,94.0,117
1866,2016,50318,219,0,219,99.0,117
1867,2016,50350,199,0,199,94.1,117
1868,2016,50400,83,0,83,81.9,117
1869,2016,50325,537,0,537,69.5,117
1870,2016,50330,174,0,174,95.3,117
1871,2016,50450,231,0,231,91.1,117
1872,2016,50568,613,0,613,87.2,117
1873,2016,50577,269,0,269,94.0,117
1874,2016,50573,1481,0,1481,90.8,117
1875,2016,50590,247,0,247,98.2,117
1876,2016,50606,360,0,360,97.6,117
1877,2016,50680,416,0,416,98.2,117
1878,2016,50683,287,0,287,92.8,117
1879,2016,50686,98,0,98,96.4,117
1880,2016,50689,975,0,975,99.3,117
1881,2016,50370,63,0,63,96.8,117
1882,2016,50711,633,0,633,94.1,117
1883,2016,23001,9057,0,9057,91.2,117
1884,2016,25473,1237,0,1237,92.8,117
1885,2016,52019,228,0,228,85.2,117
1886,2016,52022,91,0,91,97.8,117
1887,2016,52036,3,0,3,33.3,117
1888,2016,52051,241,0,241,85.4,117
1889,2016,52079,14,0,14,94.8,117
1890,2016,52083,114,0,114,98.1,117
1891,2016,52110,228,0,228,83.0,117
1892,2016,52240,256,0,256,88.5,117
1893,2016,52203,194,0,194,97.4,117
1894,2016,52207,69,0,69,98.6,117
1895,2016,52210,58,0,58,100.0,117
1896,2016,52215,291,0,291,98.1,117
1897,2016,52224,310,0,310,99.2,117
1898,2016,52227,644,0,644,95.3,117
1899,2016,52233,629,0,629,96.4,117
1900,2016,52250,1648,0,1648,67.2,117
1901,2016,52254,3,0,3,100.0,117
1902,2016,52256,281,0,281,98.6,117
1903,2016,52258,61,0,61,96.6,117
1904,2016,52260,3,0,3,100.0,117
1905,2016,52520,751,0,751,82.2,117
1906,2016,52287,137,0,137,95.2,117
1907,2016,52317,302,0,302,93.4,117
1908,2016,52320,488,0,488,98.4,117
1909,2016,52323,125,0,125,99.2,117
1910,2016,52352,162,0,162,98.7,117
1911,2016,52354,17,0,17,86.7,117
1912,2016,52378,371,0,371,94.1,117
1913,2016,52381,54,0,54,93.0,117
1914,2016,52385,68,0,68,100.0,117
1915,2016,52390,634,0,634,49.5,117
1916,2016,52399,558,0,558,94.0,117
1917,2016,52405,624,0,624,98.7,117
1918,2016,52411,49,0,49,91.8,117
1919,2016,52418,127,0,127,96.9,117
1920,2016,52427,348,0,348,82.3,117
1921,2016,52435,40,0,40,90.0,117
1922,2016,52473,876,0,876,49.4,117
1923,2016,52480,2,0,2,0.0,117
1924,2016,52490,2248,0,2248,80.6,117
1925,2016,52506,52,0,52,80.4,117
1926,2016,52540,608,0,608,97.8,117
1927,2016,52560,286,0,286,97.7,117
1928,2016,52565,6,0,6,83.3,117
1929,2016,52573,369,0,369,98.5,117
1930,2016,52585,552,0,552,99.8,117
1931,2016,52612,897,0,897,93.4,117
1932,2016,52621,398,0,398,80.3,117
1933,2016,52678,412,0,412,91.2,117
1934,2016,52685,190,0,190,84.1,117
1935,2016,52687,471,0,471,95.5,117
1936,2016,52693,296,0,296,84.6,117
1937,2016,52694,219,0,219,98.9,117
1938,2016,52683,276,0,276,96.5,117
1939,2016,52696,715,0,715,90.3,117
1940,2016,52699,314,0,314,82.3,117
1941,2016,52720,286,0,286,98.3,117
1942,2016,52786,532,0,532,98.6,117
1943,2016,52788,92,0,92,82.9,117
1944,2016,52838,1548,0,1548,98.2,117
1945,2016,52885,53,0,53,86.0,117
1946,2016,41001,7249,0,7249,84.0,117
1947,2016,54003,772,0,772,61.0,117
1948,2016,54051,580,0,580,93.1,117
1949,2016,54099,260,0,260,96.6,117
1950,2016,54109,145,0,145,90.8,117
1951,2016,54128,354,0,354,92.0,117
1952,2016,54125,103,0,103,96.8,117
1953,2016,54172,164,0,164,79.9,117
1954,2016,54174,616,0,616,78.1,117
1955,2016,54206,566,0,566,38.3,117
1956,2016,54223,337,0,337,95.4,117
1957,2016,54239,156,0,156,81.3,117
1958,2016,54245,260,0,260,87.9,117
1959,2016,54250,819,0,819,83.2,117
1960,2016,54261,1221,0,1221,79.5,117
1961,2016,54313,76,0,76,98.7,117
1962,2016,54344,297,0,297,95.1,117
1963,2016,54347,65,0,65,100.0,117
1964,2016,54385,582,0,582,88.2,117
1965,2016,54398,417,0,417,93.0,117
1966,2016,54377,196,0,196,92.6,117
1967,2016,54405,112,0,112,92.3,117
1968,2016,54418,274,0,274,98.9,117
1969,2016,54480,175,0,175,93.9,117
1970,2016,54498,2288,0,2288,47.9,117
1971,2016,54518,1337,0,1337,69.3,117
1972,2016,54520,276,0,276,78.5,117
1973,2016,54553,355,0,355,64.5,117
1974,2016,54599,230,0,230,98.1,117
1975,2016,54660,555,0,555,93.4,117
1976,2016,54670,556,0,556,98.3,117
1977,2016,54673,282,0,282,81.0,117
1978,2016,54680,200,0,200,93.8,117
1979,2016,54720,983,0,983,84.5,117
1980,2016,54743,324,0,324,93.6,117
1981,2016,54800,474,0,474,43.9,117
1982,2016,54810,232,0,232,79.0,117
1983,2016,54820,725,0,725,65.0,117
1984,2016,54871,229,0,229,88.4,117
1985,2016,54874,704,0,704,85.6,117
1986,2016,76520,3793,0,3793,97.6,117
1987,2016,52001,4913,0,4913,98.4,117
1988,2016,66001,6947,0,6947,82.2,117
1989,2016,68547,1725,0,1725,94.3,117
1990,2016,41551,3394,0,3394,98.8,117
1991,2016,19001,4373,0,4373,95.4,117
1992,2016,86219,165,0,165,99.2,117
1993,2016,86001,1592,0,1592,93.1,117
1994,2016,86320,1837,0,1837,95.4,117
1995,2016,86568,2417,0,2417,97.3,117
1996,2016,86569,554,0,554,98.5,117
1997,2016,86571,845,0,845,90.8,117
1998,2016,86573,106,0,106,84.9,117
1999,2016,86755,187,0,187,97.2,117
2000,2016,86757,977,0,977,94.7,117
2001,2016,86760,221,0,221,98.2,117
2002,2016,86749,808,0,808,98.8,117
2003,2016,86865,1359,0,1359,99.6,117
2004,2016,86885,954,0,954,97.5,117
2005,2016,27001,16457,0,16457,72.8,117
2006,2016,63111,30,0,30,92.3,117
2007,2016,63130,1202,0,1202,99.5,117
2008,2016,63190,547,0,547,99.3,117
2009,2016,63212,108,0,108,100.0,117
2010,2016,63272,316,0,316,98.2,117
2011,2016,63302,161,0,161,100.0,117
2012,2016,63401,415,0,415,97.4,117
2013,2016,63470,648,0,648,92.2,117
2014,2016,63548,95,0,95,98.9,117
2015,2016,63594,380,0,380,98.6,117
2016,2016,63690,90,0,90,98.8,117
2017,2016,44001,18147,0,18147,85.0,117
2018,2016,05615,2954,0,2954,93.8,117
2019,2016,66045,408,0,408,98.5,117
2020,2016,66075,157,0,157,99.2,117
2021,2016,66088,332,0,332,95.8,117
2022,2016,66318,597,0,597,96.7,117
2023,2016,66383,238,0,238,99.5,117
2024,2016,66400,926,0,926,99.0,117
2025,2016,66440,204,0,204,99.5,117
2026,2016,66456,778,0,778,97.8,117
2027,2016,66572,2039,0,2039,97.3,117
2028,2016,66594,102,0,102,97.3,117
2029,2016,66682,1785,0,1785,99.1,117
2030,2016,66687,622,0,622,98.8,117
2031,2016,05631,317,0,317,94.3,117
2032,2016,23660,3133,0,3133,94.2,117
2033,2016,88564,319,0,319,90.2,117
2034,2016,88001,1315,0,1315,97.7,117
2035,2016,47001,10863,0,10863,85.9,117
2036,2016,68013,50,0,50,89.5,117
2037,2016,68020,139,0,139,76.3,117
2038,2016,68051,160,0,160,96.0,117
2039,2016,68077,222,0,222,93.1,117
2040,2016,68079,158,0,158,93.4,117
2041,2016,68092,0,0,0,0.0,117
2042,2016,68101,4,0,4,50.0,117
2043,2016,68121,1,0,1,0.0,117
2044,2016,68132,59,0,59,66.7,117
2045,2016,68147,144,0,144,66.9,117
2046,2016,68152,125,0,125,99.1,117
2047,2016,68160,0,0,0,0.0,117
2048,2016,68162,130,0,130,96.6,117
2049,2016,68167,287,0,287,92.6,117
2050,2016,68169,51,0,51,90.7,117
2051,2016,68176,47,0,47,95.2,117
2052,2016,68179,126,0,126,85.1,117
2053,2016,68190,1282,0,1282,87.1,117
2054,2016,68207,84,0,84,87.2,117
2055,2016,68209,132,0,132,77.6,117
2056,2016,68211,54,0,54,80.5,117
2057,2016,68217,247,0,247,81.2,117
2058,2016,68229,162,0,162,94.0,117
2059,2016,68235,524,0,524,94.3,117
2060,2016,68245,25,0,25,100.0,117
2061,2016,68250,163,0,163,77.1,117
2062,2016,68255,757,0,757,98.7,117
2063,2016,68264,146,0,146,79.4,117
2064,2016,68266,70,0,70,95.9,117
2065,2016,68271,204,0,204,76.6,117
2066,2016,68296,96,0,96,90.6,117
2067,2016,68298,168,0,168,96.6,117
2068,2016,68318,0,0,0,0.0,117
2069,2016,68320,65,0,65,91.2,117
2070,2016,68322,20,0,20,88.2,117
2071,2016,68324,113,0,113,86.0,117
2072,2016,68327,149,0,149,97.8,117
2073,2016,68344,30,0,30,100.0,117
2074,2016,68368,59,0,59,76.9,117
2075,2016,68370,25,0,25,95.7,117
2076,2016,68377,210,0,210,47.2,117
2077,2016,68397,70,0,70,84.4,117
2078,2016,68385,16,0,16,57.1,117
2079,2016,68406,707,0,707,89.0,117
2080,2016,68418,100,0,100,85.7,117
2081,2016,68425,5,0,5,60.0,117
2082,2016,68432,446,0,446,92.5,117
2083,2016,68444,93,0,93,84.1,117
2084,2016,68464,466,0,466,97.3,117
2085,2016,68468,182,0,182,94.2,117
2086,2016,68498,106,0,106,88.9,117
2087,2016,68500,193,0,193,88.1,117
2088,2016,68502,214,0,214,92.0,117
2089,2016,68522,56,0,56,92.3,117
2090,2016,68524,47,0,47,15.4,117
2091,2016,68533,180,0,180,94.3,117
2092,2016,68549,88,0,88,98.7,117
2093,2016,68572,242,0,242,92.6,117
2094,2016,68573,118,0,118,98.3,117
2095,2016,68575,743,0,743,96.6,117
2096,2016,68615,852,0,852,89.9,117
2097,2016,68655,340,0,340,95.2,117
2098,2016,68669,138,0,138,87.2,117
2099,2016,68673,106,0,106,81.4,117
2100,2016,68679,595,0,595,97.8,117
2101,2016,68682,89,0,89,90.9,117
2102,2016,68684,200,0,200,91.4,117
2103,2016,68686,115,0,115,93.1,117
2104,2016,68689,969,0,969,85.9,117
2105,2016,68705,1,0,1,0.0,117
2106,2016,68720,121,0,121,72.2,117
2107,2016,68745,197,0,197,76.3,117
2108,2016,68755,420,0,420,95.5,117
2109,2016,68770,239,0,239,50.5,117
2110,2016,68773,162,0,162,73.4,117
2111,2016,68780,154,0,154,82.5,117
2112,2016,68820,149,0,149,75.9,117
2113,2016,68855,107,0,107,93.2,117
2114,2016,68861,385,0,385,96.7,117
2115,2016,68867,0,0,0,0.0,117
2116,2016,68872,169,0,169,96.4,117
2117,2016,68895,252,0,252,88.3,117
2118,2016,70001,6327,0,6327,96.7,117
2119,2016,25754,4963,0,4963,91.0,117
2120,2016,15759,1416,0,1416,94.5,117
2121,2016,08758,5473,0,5473,91.5,117
2122,2016,70110,506,0,506,97.9,117
2123,2016,70124,319,0,319,84.7,117
2124,2016,70230,543,0,543,98.4,117
2125,2016,70204,317,0,317,97.3,117
2126,2016,70215,980,0,980,93.7,117
2127,2016,70221,425,0,425,93.7,117
2128,2016,70233,219,0,219,93.9,117
2129,2016,70235,456,0,456,94.9,117
2130,2016,70265,522,0,522,98.0,117
2131,2016,70400,746,0,746,81.3,117
2132,2016,70418,454,0,454,96.9,117
2133,2016,70429,1224,0,1224,96.1,117
2134,2016,70473,433,0,433,97.6,117
2135,2016,70508,862,0,862,95.4,117
2136,2016,70523,454,0,454,98.2,117
2137,2016,70670,1169,0,1169,97.1,117
2138,2016,70678,1185,0,1185,68.3,117
2139,2016,70823,523,0,523,96.6,117
2140,2016,70702,449,0,449,91.9,117
2141,2016,70742,726,0,726,95.0,117
2142,2016,70708,1596,0,1596,98.3,117
2143,2016,70713,795,0,795,92.2,117
2144,2016,70717,402,0,402,88.6,117
2145,2016,70820,1258,0,1258,93.8,117
2146,2016,70771,532,0,532,74.5,117
2147,2016,73024,180,0,180,92.9,117
2148,2016,73026,401,0,401,93.4,117
2149,2016,73030,108,0,108,99.1,117
2150,2016,73043,580,0,580,99.2,117
2151,2016,73055,259,0,259,98.1,117
2152,2016,73067,598,0,598,99.4,117
2153,2016,73124,333,0,333,95.5,117
2154,2016,73148,437,0,437,94.6,117
2155,2016,73152,249,0,249,98.1,117
2156,2016,73168,1973,0,1973,97.7,117
2157,2016,73200,62,0,62,95.2,117
2158,2016,73217,163,0,163,94.7,117
2159,2016,73226,317,0,317,92.0,117
2160,2016,73236,528,0,528,97.1,117
2161,2016,73268,1481,0,1481,97.8,117
2162,2016,73270,250,0,250,96.2,117
2163,2016,73275,335,0,335,99.4,117
2164,2016,73283,587,0,587,99.5,117
2165,2016,73319,588,0,588,97.9,117
2166,2016,73347,219,0,219,94.8,117
2167,2016,73349,572,0,572,96.5,117
2168,2016,73352,432,0,432,97.1,117
2169,2016,73408,719,0,719,99.8,117
2170,2016,73411,1251,0,1251,98.4,117
2171,2016,73449,1513,0,1513,98.1,117
2172,2016,73461,150,0,150,96.0,117
2173,2016,73483,521,0,521,95.8,117
2174,2016,73504,1866,0,1866,96.2,117
2175,2016,73520,361,0,361,98.1,117
2176,2016,73547,198,0,198,94.1,117
2177,2016,73555,907,0,907,99.6,117
2178,2016,73563,604,0,604,93.8,117
2179,2016,73585,967,0,967,95.3,117
2180,2016,73616,13,0,13,98.1,117
2181,2016,73622,246,0,246,91.0,117
2182,2016,73624,795,0,795,98.2,117
