id,dane_code,year_of_incident,amount,source_id
114,08758,2024,1,23
115,11001,2024,3,23
116,17001,2024,1,23
117,18001,2024,1,23
118,85440,2024,1,23
119,19001,2024,1,23
120,19807,2024,1,23
121,27001,2024,2,23
122,25754,2024,1,23
123,73168,2024,1,23
124,73449,2024,1,23
125,76001,2024,1,23
126,05138,2024,1,23
127,05001,2024,2,23
128,08001,2024,1,23
129,11001,2024,5,23
130,17877,2024,1,23
131,19824,2024,1,23
132,27001,2024,1,23
133,25754,2024,1,23
134,47001,2024,1,23
135,54003,2024,1,23
136,68001,2024,1,23
137,76001,2024,1,23
138,05266,2024,1,23
139,05380,2024,1,23
140,05001,2024,1,23
141,08001,2024,2,23
142,08433,2024,1,23
143,08560,2024,1,23
144,08758,2024,1,23
145,11001,2024,6,23
146,13001,2024,1,23
147,18756,2024,1,23
148,85001,2024,1,23
149,19001,2024,1,23
150,20238,2024,1,23
151,27495,2024,1,23
152,27001,2024,3,23
153,50313,2024,1,23
154,50001,2024,1,23
155,54001,2024,1,23
156,68001,2024,1,23
157,68276,2024,2,23
158,70508,2024,1,23
159,73067,2024,1,23
160,73001,2024,2,23
161,76001,2024,2,23
162,76248,2024,1,23
163,76364,2024,1,23
164,05088,2024,1,23
165,05001,2024,1,23
166,05631,2024,1,23
167,05756,2024,1,23
168,08001,2024,2,23
169,11001,2024,7,23
170,13001,2024,2,23
171,13430,2024,1,23
172,18001,2024,1,23
173,19364,2024,1,23
174,19807,2024,1,23
175,20250,2024,1,23
176,20001,2024,2,23
177,27413,2024,1,23
178,25658,2024,1,23
179,41001,2024,1,23
180,41524,2024,1,23
181,47268,2024,1,23
182,50450,2024,1,23
183,54001,2024,1,23
184,54405,2024,1,23
185,86568,2024,1,23
186,70001,2024,1,23
187,73411,2024,1,23
188,05002,2024,1,23
189,05088,2024,1,23
190,05154,2024,1,23
191,05001,2024,3,23
192,08001,2024,7,23
193,08758,2024,3,23
194,11001,2024,7,23
195,13001,2024,1,23
196,85250,2024,1,23
197,85001,2024,1,23
198,19050,2024,1,23
199,19001,2024,1,23
200,27001,2024,1,23
201,25839,2024,1,23
202,47001,2024,1,23
203,47980,2024,1,23
204,50680,2024,1,23
205,50001,2024,1,23
206,54001,2024,2,23
207,54673,2024,1,23
208,73443,2024,1,23
209,73686,2024,1,23
210,76001,2024,3,23
211,76130,2024,1,23
212,76248,2024,1,23
213,05088,2024,1,23
214,05001,2024,2,23
215,08001,2024,3,23
216,08758,2024,2,23
217,11001,2024,3,23
218,19142,2024,1,23
219,19517,2024,1,23
220,20621,2024,1,23
221,25290,2024,1,23
222,25430,2024,1,23
223,41524,2024,1,23
224,44078,2024,1,23
225,47170,2024,1,23
226,47001,2024,3,23
227,50318,2024,1,23
228,50450,2024,1,23
229,50001,2024,1,23
230,54405,2024,1,23
231,66001,2024,1,23
232,68276,2024,1,23
233,68547,2024,1,23
234,76109,2024,1,23
235,18753,2024,1,23
236,05154,2024,1,23
237,05360,2024,1,23
238,05001,2024,4,23
239,08001,2024,4,23
240,08758,2024,1,23
241,11001,2024,7,23
242,13430,2024,1,23
243,85001,2024,1,23
244,27001,2024,1,23
245,23001,2024,3,23
246,25513,2024,1,23
247,25572,2024,1,23
248,41770,2024,1,23
249,47980,2024,1,23
250,50400,2024,1,23
251,50606,2024,1,23
252,50001,2024,3,23
253,50711,2024,1,23
254,54001,2024,1,23
255,68679,2024,1,23
256,70702,2024,1,23
257,70001,2024,1,23
258,73001,2024,1,23
259,73854,2024,1,23
260,76001,2024,1,23
261,76520,2024,1,23
262,05088,2024,1,23
263,05001,2024,6,23
264,05664,2024,1,23
265,08001,2024,3,23
266,11001,2024,6,23
267,17001,2024,1,23
268,18001,2024,1,23
269,19824,2024,1,23
270,27001,2024,1,23
271,25875,2024,1,23
272,41001,2024,1,23
273,50313,2024,1,23
274,50001,2024,1,23
275,54001,2024,1,23
276,68655,2024,1,23
277,70418,2024,1,23
278,70508,2024,1,23
279,73217,2024,1,23
280,76109,2024,1,23
281,76001,2024,1,23
282,76111,2024,1,23
283,76834,2024,1,23
284,05088,2024,1,23
285,05113,2024,1,23
286,05212,2024,1,23
287,05148,2024,1,23
288,05390,2024,1,23
289,05001,2024,3,23
290,08001,2024,1,23
291,11001,2024,3,23
292,85001,2024,1,23
293,20001,2024,1,23
294,27001,2024,2,23
295,44855,2024,1,23
296,47555,2024,1,23
297,47001,2024,1,23
298,50001,2024,1,23
299,54003,2024,1,23
300,54001,2024,1,23
301,68001,2024,1,23
302,76147,2024,1,23
303,76318,2024,1,23
304,76364,2024,1,23
305,05088,2024,1,23
306,05142,2024,1,23
307,05237,2024,1,23
308,05001,2024,1,23
309,05664,2024,1,23
310,05887,2024,1,23
311,08001,2024,2,23
312,08758,2024,1,23
313,11001,2024,5,23
314,15204,2024,1,23
315,15759,2024,1,23
316,18001,2024,1,23
317,85162,2024,2,23
318,20001,2024,1,23
319,47001,2024,1,23
320,50568,2024,1,23
321,50001,2024,3,23
322,52207,2024,1,23
323,68276,2024,1,23
324,70523,2024,1,23
325,73168,2024,1,23
326,76001,2024,2,23
327,76130,2024,2,23
328,05212,2024,1,23
329,05360,2024,1,23
330,05001,2024,2,23
331,08001,2024,2,23
332,08433,2024,1,23
333,08758,2024,1,23
334,11001,2024,5,23
335,15238,2024,1,23
336,19001,2024,1,23
337,20250,2024,1,23
338,27001,2024,4,23
339,47001,2024,1,23
340,50350,2024,1,23
341,50001,2024,1,23
342,54001,2024,1,23
343,54498,2024,1,23
344,68276,2024,1,23
345,76130,2024,1,23
346,76275,2024,1,23
347,05001,2024,5,23
348,05607,2024,1,23
349,05042,2024,1,23
350,08001,2024,4,23
351,08558,2024,1,23
352,11001,2024,4,23
353,15001,2024,1,23
354,20001,2024,1,23
355,27001,2024,2,23
356,23001,2024,1,23
357,25320,2024,1,23
358,95015,2024,1,23
359,41306,2024,1,23
360,47001,2024,2,23
361,50001,2024,1,23
362,52356,2024,1,23
363,54001,2024,1,23
364,70001,2024,1,23
365,76109,2024,1,23
366,76001,2024,4,23
367,76318,2024,1,23
368,76895,2024,1,23
369,05088,2024,1,23
370,05001,2024,3,23
371,81001,2024,1,23
372,81065,2024,1,23
373,08001,2024,5,23
374,11001,2024,8,23
375,13074,2024,1,23
376,15759,2024,1,23
377,17877,2024,1,23
378,20001,2024,1,23
379,27001,2024,1,23
380,47058,2024,1,23
381,47189,2024,1,23
382,47001,2024,2,23
383,54001,2024,1,23
384,68001,2024,1,23
385,73001,2024,1,23
386,76001,2024,5,23
387,76130,2024,1,23
388,76364,2024,1,23
389,76834,2024,1,23
390,05045,2024,1,23
391,05088,2024,1,23
392,05313,2024,1,23
393,05001,2024,2,23
394,05664,2024,1,23
395,08001,2024,3,23
396,11001,2024,9,23
397,19845,2024,1,23
398,20238,2024,1,23
399,27001,2024,2,23
400,94001,2024,1,23
401,50001,2024,1,23
402,54001,2024,1,23
403,86573,2024,1,23
404,70742,2024,1,23
405,73483,2024,1,23
406,76001,2024,2,23
407,76834,2024,1,23
408,08001,2024,1,23
409,11001,2024,6,23
410,19001,2024,1,23
411,19807,2024,1,23
412,20001,2024,1,23
413,25175,2024,1,23
414,50001,2024,1,23
415,54498,2024,1,23
416,66001,2024,1,23
417,70820,2024,1,23
418,73870,2024,1,23
419,76113,2024,1,23
420,76001,2024,1,23
421,18247,2024,1,23
422,05088,2024,1,23
423,05147,2024,1,23
424,05138,2024,1,23
425,05400,2024,1,23
426,05001,2024,2,23
427,05761,2024,1,23
428,08001,2024,1,23
429,08758,2024,1,23
430,11001,2024,5,23
431,27001,2024,2,23
432,25178,2024,1,23
433,50313,2024,1,23
434,52317,2024,1,23
435,52838,2024,1,23
436,66001,2024,1,23
437,68081,2024,1,23
438,73168,2024,1,23
439,73001,2024,2,23
440,73624,2024,1,23
441,76001,2024,1,23
442,76147,2024,1,23
443,76233,2024,1,23
444,76364,2024,1,23
445,76563,2024,1,23
446,05148,2024,1,23
447,05360,2024,1,23
448,05001,2024,5,23
449,08001,2024,2,23
450,11001,2024,7,23
451,27001,2024,1,23
452,52835,2024,1,23
453,54498,2024,1,23
454,70702,2024,1,23
455,73148,2024,1,23
456,73168,2024,1,23
457,73483,2024,1,23
458,76001,2024,3,23
459,76520,2024,1,23
460,76892,2024,1,23
461,05034,2024,1,23
462,05088,2024,1,23
463,05001,2024,6,23
464,05042,2024,1,23
465,08758,2024,2,23
466,11001,2024,6,23
467,19075,2024,1,23
468,19824,2024,1,23
469,20011,2024,2,23
470,20060,2024,1,23
471,50606,2024,1,23
472,50001,2024,1,23
473,52001,2024,1,23
474,54001,2024,1,23
475,54405,2024,1,23
476,54874,2024,1,23
477,66001,2024,1,23
478,68081,2024,1,23
479,68001,2024,1,23
480,68406,2024,1,23
481,70001,2024,1,23
482,73001,2024,1,23
483,73678,2024,1,23
484,76041,2024,1,23
485,76275,2024,1,23
486,76400,2024,1,23
487,05093,2024,1,23
488,05212,2024,1,23
489,05360,2024,1,23
490,05380,2024,1,23
491,05001,2024,4,23
492,05607,2024,1,23
493,08001,2024,1,23
494,08638,2024,1,23
495,08849,2024,1,23
496,11001,2024,5,23
497,13001,2024,1,23
498,15001,2024,1,23
499,17001,2024,1,23
500,18460,2024,1,23
501,20001,2024,1,23
502,27001,2024,2,23
503,25377,2024,1,23
504,44430,2024,1,23
505,47288,2024,1,23
506,47570,2024,1,23
507,50325,2024,1,23
508,54001,2024,1,23
509,54261,2024,1,23
510,63001,2024,1,23
511,73443,2024,1,23
512,76109,2024,2,23
513,76275,2024,1,23
514,05093,2024,1,23
515,05360,2024,1,23
516,05001,2024,3,23
517,08001,2024,3,23
518,11001,2024,9,23
519,19142,2024,1,23
520,20001,2024,1,23
521,27001,2024,1,23
522,25740,2024,1,23
523,41001,2024,1,23
524,44001,2024,2,23
525,47545,2024,1,23
526,47001,2024,1,23
527,50006,2024,1,23
528,50001,2024,1,23
529,54001,2024,2,23
530,63001,2024,1,23
531,73547,2024,1,23
532,76001,2024,1,23
533,76364,2024,1,23
534,05172,2024,1,23
535,05380,2024,1,23
536,05001,2024,4,23
537,05658,2024,1,23
538,08001,2024,3,23
539,11001,2024,7,23
540,13683,2024,1,23
541,85430,2024,1,23
542,20001,2024,1,23
543,25286,2024,1,23
544,25402,2024,1,23
545,47189,2024,1,23
546,50313,2024,1,23
547,66682,2024,1,23
548,73675,2024,1,23
549,76100,2024,1,23
550,76001,2024,1,23
551,76895,2024,1,23
552,05861,2024,1,23
553,05088,2024,1,23
554,05001,2024,3,23
555,08001,2024,2,23
556,11001,2024,5,23
557,20001,2024,1,23
558,27001,2024,1,23
559,25290,2024,1,23
560,50001,2024,1,23
561,52720,2024,1,23
562,68081,2024,1,23
563,73168,2024,1,23
564,76113,2024,1,23
565,76001,2024,1,23
566,76520,2024,1,23
567,05088,2024,1,23
568,05001,2024,2,23
569,05483,2024,1,23
570,11001,2024,5,23
571,17380,2024,1,23
572,85001,2024,1,23
573,19130,2024,1,23
574,20013,2024,1,23
575,20770,2024,1,23
576,47001,2024,1,23
577,50006,2024,1,23
578,50313,2024,1,23
579,52258,2024,1,23
580,52001,2024,1,23
581,54001,2024,2,23
582,73236,2024,1,23
583,73411,2024,1,23
584,76109,2024,1,23
585,76001,2024,1,23
586,76520,2024,1,23
587,05736,2024,1,23
588,05380,2024,1,23
589,05400,2024,1,23
590,08001,2024,4,23
591,08758,2024,1,23
592,11001,2024,3,23
593,13654,2024,1,23
594,17524,2024,1,23
595,19137,2024,1,23
596,19001,2024,1,23
597,27001,2024,2,23
598,25754,2024,1,23
599,41001,2024,1,23
600,50400,2024,3,23
601,50001,2024,1,23
602,52001,2024,1,23
603,54518,2024,1,23
604,68547,2024,1,23
605,70708,2024,1,23
606,70001,2024,1,23
607,73124,2024,1,23
608,73001,2024,1,23
609,76109,2024,1,23
610,76001,2024,1,23
611,76248,2024,1,23
612,76834,2024,1,23
613,05034,2024,1,23
614,05088,2024,1,23
615,05306,2024,1,23
616,05001,2024,2,23
617,05604,2024,1,23
618,05679,2024,1,23
619,08078,2024,2,23
620,08001,2024,4,23
621,11001,2024,2,23
622,13001,2024,1,23
623,15001,2024,1,23
624,17380,2024,1,23
625,20011,2024,1,23
626,25035,2024,1,23
627,25175,2024,1,23
628,25817,2024,1,23
629,25899,2024,2,23
630,47001,2024,1,23
631,50313,2024,1,23
632,50001,2024,3,23
633,52227,2024,1,23
634,52356,2024,1,23
635,54001,2024,1,23
636,54673,2024,1,23
637,68001,2024,1,23
638,73001,2024,2,23
639,73483,2024,1,23
640,73616,2024,1,23
641,76001,2024,1,23
642,76233,2024,1,23
643,05079,2024,1,23
644,05467,2024,1,23
645,05686,2024,1,23
646,08001,2024,1,23
647,08433,2024,1,23
648,08758,2024,1,23
649,11001,2024,8,23
650,13001,2024,1,23
651,15238,2024,1,23
652,18001,2024,1,23
653,18753,2024,1,23
654,85001,2024,1,23
655,20400,2024,1,23
656,27001,2024,1,23
657,25175,2024,1,23
658,47001,2024,1,23
659,50001,2024,6,23
660,54518,2024,1,23
661,86885,2024,1,23
662,76001,2024,1,23
663,76318,2024,1,23
664,76670,2024,1,23
665,54820,2024,1,23
666,05234,2024,1,23
667,05001,2024,5,23
668,05615,2024,1,23
669,81001,2024,1,23
670,81794,2024,1,23
671,08001,2024,2,23
672,11001,2024,7,23
673,18753,2024,1,23
674,85001,2024,1,23
675,20001,2024,1,23
676,25260,2024,1,23
677,25878,2024,1,23
678,50001,2024,5,23
679,52079,2024,1,23
680,52001,2024,1,23
681,70001,2024,1,23
682,73001,2024,1,23
683,76109,2024,3,23
684,76001,2024,4,23
685,76111,2024,2,23
686,76834,2024,3,23
687,54498,2024,2,23
688,05031,2024,1,23
689,05308,2024,1,23
690,05001,2024,5,23
691,05615,2024,1,23
692,05690,2024,1,23
693,81001,2024,1,23
694,08001,2024,3,23
695,08758,2024,1,23
696,11001,2024,6,23
697,15296,2024,1,23
698,15759,2024,1,23
699,18001,2024,2,23
700,19001,2024,2,23
701,27075,2024,2,23
702,25754,2024,1,23
703,47001,2024,1,23
704,50006,2024,1,23
705,50001,2024,1,23
706,86568,2024,1,23
707,70670,2024,1,23
708,05615,2024,1,23
709,08001,2024,2,23
710,11001,2024,7,23
711,19701,2024,1,23
712,20013,2024,1,23
713,20001,2024,1,23
714,25530,2024,1,23
715,41020,2024,1,23
716,47545,2024,1,23
717,47555,2024,1,23
718,50287,2024,1,23
719,50313,2024,1,23
720,50001,2024,1,23
721,52079,2024,1,23
722,54001,2024,1,23
723,76109,2024,1,23
724,05001,2024,3,23
725,08001,2024,1,23
726,08758,2024,2,23
727,11001,2024,6,23
728,20621,2024,1,23
729,20001,2024,1,23
730,27001,2024,2,23
731,44078,2024,1,23
732,47001,2024,1,23
733,50001,2024,1,23
734,54344,2024,1,23
735,63690,2024,1,23
736,68547,2024,1,23
737,70001,2024,1,23
738,73168,2024,1,23
739,76001,2024,1,23
740,76364,2024,1,23
741,76400,2024,1,23
742,54001,2024,2,23
743,05088,2024,1,23
744,05266,2024,1,23
745,05360,2024,1,23
746,05001,2024,3,23
747,08001,2024,2,23
748,08296,2024,1,23
749,11001,2024,6,23
750,17495,2024,1,23
751,18247,2024,1,23
752,18001,2024,1,23
753,85001,2024,1,23
754,19212,2024,1,23
755,19573,2024,1,23
756,19760,2024,1,23
757,20013,2024,1,23
758,20621,2024,1,23
759,27001,2024,1,23
760,23001,2024,1,23
761,44001,2024,2,23
762,50006,2024,1,23
763,50313,2024,1,23
764,50577,2024,1,23
765,50001,2024,2,23
766,54498,2024,1,23
767,86569,2024,1,23
768,70708,2024,1,23
769,73001,2024,2,23
770,76001,2024,4,23
771,76130,2024,1,23
772,76111,2024,2,23
773,76364,2024,1,23
774,70001,2024,1,23
775,05088,2024,3,23
776,05313,2024,1,23
777,05001,2024,3,23
778,08001,2024,1,23
779,11001,2024,8,23
780,13001,2024,1,23
781,15455,2024,1,23
782,17001,2024,2,23
783,19548,2024,1,23
784,27425,2024,1,23
785,41801,2024,1,23
786,50006,2024,1,23
787,50313,2024,1,23
788,50318,2024,1,23
789,50568,2024,1,23
790,50001,2024,3,23
791,54261,2024,1,23
792,54518,2024,1,23
793,86001,2024,1,23
794,86571,2024,1,23
795,63001,2024,1,23
796,70473,2024,1,23
797,73268,2024,1,23
798,73483,2024,3,23
799,76001,2024,1,23
800,76400,2024,1,23
801,76520,2024,1,23
802,05120,2024,1,23
803,08001,2024,3,23
804,08634,2024,1,23
805,11001,2024,13,23
806,23001,2024,1,23
807,25290,2024,1,23
808,41001,2024,1,23
809,44090,2024,1,23
810,44001,2024,2,23
811,50006,2024,1,23
812,50313,2024,1,23
813,50330,2024,1,23
814,50568,2024,1,23
815,50001,2024,1,23
816,52001,2024,1,23
817,52835,2024,1,23
818,54001,2024,1,23
819,68001,2024,1,23
820,73270,2024,1,23
821,73001,2024,2,23
822,73408,2024,1,23
823,73483,2024,1,23
824,73671,2024,1,23
825,76122,2024,1,23
826,76001,2024,1,23
827,76111,2024,1,23
828,76834,2024,5,23
829,05045,2024,1,23
830,05088,2024,1,23
831,05001,2024,2,23
832,05501,2024,1,23
833,05631,2024,1,23
834,08001,2024,3,23
835,11001,2024,7,23
836,13001,2024,1,23
837,19142,2024,2,23
838,19001,2024,2,23
839,19698,2024,1,23
840,20001,2024,1,23
841,27025,2024,1,23
842,27001,2024,1,23
843,23189,2024,1,23
844,25126,2024,1,23
845,25269,2024,1,23
846,95001,2024,1,23
847,47001,2024,1,23
848,50006,2024,2,23
849,50001,2024,6,23
850,63001,2024,1,23
851,73124,2024,1,23
852,73200,2024,1,23
853,73408,2024,1,23
854,73483,2024,1,23
855,73671,2024,1,23
856,76100,2024,1,23
857,76109,2024,1,23
858,76001,2024,2,23
859,76111,2024,2,23
860,76834,2024,1,23
861,76892,2024,1,23
862,05308,2024,1,23
863,05001,2024,2,23
864,05541,2024,1,23
865,05736,2024,1,23
866,81794,2024,1,23
867,08001,2024,5,23
868,08638,2024,1,23
869,11001,2024,4,23
870,13810,2024,1,23
871,15001,2024,1,23
872,23079,2024,1,23
873,23001,2024,1,23
874,25126,2024,1,23
875,25535,2024,1,23
876,25754,2024,2,23
877,95001,2024,2,23
878,44001,2024,1,23
879,47001,2024,1,23
880,54520,2024,1,23
881,54874,2024,1,23
882,68001,2024,1,23
883,73319,2024,1,23
884,73483,2024,1,23
885,76520,2024,1,23
886,76834,2024,1,23
887,76892,2024,1,23
888,99001,2024,1,23
889,05088,2024,1,23
890,05001,2024,1,23
891,08001,2024,6,23
892,11001,2024,5,23
893,15238,2024,1,23
894,27001,2024,1,23
895,47001,2024,1,23
896,50313,2024,1,23
897,73001,2024,1,23
898,73449,2024,1,23
899,76001,2024,2,23
900,05001,2024,1,23
901,08078,2024,1,23
902,08001,2024,3,23
903,08433,2024,1,23
904,11001,2024,9,23
905,25290,2024,1,23
906,25899,2024,1,23
907,41298,2024,1,23
908,41551,2024,1,23
909,41885,2024,1,23
910,44110,2024,1,23
911,50006,2024,1,23
912,50680,2024,1,23
913,52835,2024,1,23
914,86865,2024,1,23
915,73001,2024,1,23
916,73671,2024,1,23
917,76109,2024,1,23
918,76001,2024,3,23
919,76834,2024,1,23
920,05088,2024,1,23
921,05212,2024,1,23
922,05347,2024,1,23
923,05001,2024,2,23
924,08001,2024,3,23
925,08758,2024,2,23
926,11001,2024,9,23
927,85010,2024,1,23
928,85001,2024,1,23
929,19397,2024,2,23
930,20011,2024,1,23
931,25214,2024,1,23
932,25899,2024,1,23
933,41132,2024,1,23
934,50313,2024,1,23
935,50001,2024,1,23
936,52250,2024,1,23
937,86865,2024,1,23
938,63001,2024,2,23
939,68547,2024,1,23
940,73001,2024,1,23
941,73504,2024,1,23
942,73616,2024,1,23
943,76109,2024,1,23
944,76001,2024,2,23
945,76834,2024,1,23
946,05088,2024,1,23
947,05237,2024,1,23
948,05001,2024,3,23
949,05631,2024,1,23
950,05647,2024,1,23
951,05649,2024,1,23
952,81001,2024,1,23
953,08001,2024,3,23
954,08433,2024,1,23
955,08573,2024,1,23
956,08758,2024,1,23
957,11001,2024,7,23
958,13052,2024,1,23
959,20001,2024,1,23
960,27450,2024,1,23
961,27001,2024,1,23
962,25740,2024,1,23
963,50313,2024,1,23
964,50318,2024,1,23
965,54810,2024,1,23
966,63470,2024,1,23
967,66001,2024,1,23
968,68547,2024,1,23
969,76111,2024,1,23
970,76364,2024,1,23
971,76834,2024,1,23
972,54498,2024,1,23
973,05360,2024,1,23
974,05002,2024,1,23
975,05088,2024,1,23
976,05129,2024,1,23
977,05001,2024,6,23
978,08001,2024,4,23
979,08758,2024,1,23
980,11001,2024,4,23
981,13001,2024,2,23
982,85001,2024,1,23
983,19455,2024,1,23
984,19001,2024,1,23
985,20013,2024,1,23
986,20250,2024,1,23
987,27001,2024,1,23
988,25290,2024,1,23
989,41306,2024,1,23
990,41001,2024,3,23
991,47268,2024,1,23
992,50318,2024,1,23
993,50330,2024,1,23
994,50001,2024,1,23
995,52227,2024,1,23
996,52001,2024,1,23
997,52835,2024,1,23
998,73001,2024,1,23
999,76109,2024,2,23
1000,76869,2024,1,23
1001,99524,2024,1,23
1002,20550,2024,1,23
1003,05088,2024,1,23
1004,05147,2024,1,23
1005,05001,2024,6,23
1006,08001,2024,2,23
1007,08758,2024,1,23
1008,11001,2024,7,23
1009,13001,2024,1,23
1010,15204,2024,1,23
1011,18592,2024,1,23
1012,19001,2024,2,23
1013,19698,2024,1,23
1014,41359,2024,1,23
1015,41551,2024,1,23
1016,50150,2024,1,23
1017,50590,2024,1,23
1018,50001,2024,1,23
1019,50711,2024,1,23
1020,54599,2024,1,23
1021,66170,2024,1,23
1022,68001,2024,1,23
1023,76109,2024,1,23
1024,76001,2024,1,23
1025,76233,2024,1,23
1026,76622,2024,1,23
1027,76895,2024,1,23
1028,05034,2024,1,23
1029,08758,2024,2,23
1030,11001,2024,4,23
1031,18001,2024,1,23
1032,19001,2024,1,23
1033,95001,2024,1,23
1034,41791,2024,1,23
1035,50006,2024,1,23
1036,50313,2024,1,23
1037,50330,2024,1,23
1038,50001,2024,1,23
1039,54518,2024,1,23
1040,76001,2024,1,23
1041,76520,2024,1,23
1042,05313,2024,1,23
1043,05001,2024,2,23
1044,08001,2024,1,23
1045,11001,2024,7,23
1046,19001,2024,1,23
1047,20250,2024,1,23
1048,20710,2024,1,23
1049,23350,2024,1,23
1050,25245,2024,1,23
1051,25290,2024,1,23
1052,44001,2024,1,23
1053,50150,2024,1,23
1054,50251,2024,1,23
1055,52356,2024,1,23
1056,54001,2024,1,23
1057,63001,2024,1,23
1058,68406,2024,1,23
1059,73411,2024,1,23
1060,76109,2024,1,23
1061,76001,2024,1,23
1062,70110,2024,1,23
1063,05313,2024,1,23
1064,05001,2024,3,23
1065,08001,2024,3,23
1066,08520,2024,1,23
1067,08758,2024,1,23
1068,11001,2024,10,23
1069,13248,2024,1,23
1070,19533,2024,1,23
1071,20178,2024,1,23
1072,20001,2024,1,23
1073,95001,2024,1,23
1074,50006,2024,1,23
1075,50313,2024,1,23
1076,50001,2024,1,23
1077,52079,2024,1,23
1078,52356,2024,1,23
1079,54001,2024,1,23
1080,54261,2024,1,23
1081,54498,2024,1,23
1082,86568,2024,1,23
1083,73001,2024,1,23
1084,73870,2024,1,23
1085,76001,2024,1,23
1086,05308,2024,1,23
1087,05360,2024,1,23
1088,05001,2024,3,23
1089,05856,2024,1,23
1090,08001,2024,4,23
1091,11001,2024,8,23
1092,15001,2024,1,23
1093,18001,2024,1,23
1094,19075,2024,1,23
1095,19821,2024,1,23
1096,20060,2024,1,23
1097,27001,2024,4,23
1098,41016,2024,1,23
1099,41020,2024,1,23
1100,41298,2024,1,23
1101,41001,2024,1,23
1102,47189,2024,1,23
1103,47001,2024,1,23
1104,50006,2024,3,23
1105,50226,2024,1,23
1106,50683,2024,1,23
1107,50001,2024,1,23
1108,54001,2024,1,23
1109,68406,2024,1,23
1110,73168,2024,1,23
1111,73217,2024,1,23
1112,73001,2024,1,23
1113,76001,2024,2,23
1114,76233,2024,1,23
1115,76520,2024,2,23
1116,76828,2024,1,23
1117,76834,2024,1,23
1118,76892,2024,2,23
1119,41298,2024,1,23
1120,05887,2024,1,23
1121,08001,2024,4,23
1122,08520,2024,1,23
1123,08758,2024,1,23
1124,11001,2024,14,23
1125,18247,2024,1,23
1126,18001,2024,1,23
1127,18753,2024,1,23
1128,20013,2024,1,23
1129,20060,2024,1,23
1130,20001,2024,1,23
1131,27001,2024,1,23
1132,23001,2024,1,23
1133,50006,2024,1,23
1134,50689,2024,1,23
1135,52001,2024,1,23
1136,66440,2024,1,23
1137,70742,2024,1,23
1138,73443,2024,1,23
1139,73861,2024,1,23
1140,76109,2024,4,23
1141,76001,2024,5,23
1142,76318,2024,1,23
1143,76834,2024,1,23
1144,05266,2024,1,23
1145,05001,2024,6,23
1146,05042,2024,1,23
1147,05837,2024,1,23
1148,08001,2024,4,23
1149,08433,2024,1,23
1150,08758,2024,2,23
