id,dane_code,year_of_incident,used_weapons,amount,source_id
1056,76109,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1057,76111,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1058,76670,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1059,81736,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1060,19780,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1061,19137,2012,OLLA BOMBA,1,13
1062,19824,2012,OLLA BOMBA,1,13
1063,50590,2012,COMBUSTIBLE,1,13
1064,81736,2012,GRANADA DE MANO,1,13
1065,19130,2012,OLLA BOMBA,1,13
1066,19355,2012,OLLA BOMBA,1,13
1067,19548,2012,OLLA BOMBA,1,13
1068,76111,2012,ARTEFACTO INCENDIARIO,1,13
1069,27001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1070,54810,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1071,81794,2012,COMBUSTIBLE,1,13
1072,19130,2012,BALON BOMBA,1,13
1073,52835,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1074,54810,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1075,19532,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1076,19548,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1077,52835,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1078,68081,2012,GRANADA DE MANO,1,13
1079,86320,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1080,76834,2012,ARTEFACTO INCENDIARIO,1,13
1081,52835,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1082,52835,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1083,86320,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1084,81001,2012,GRANADA DE MANO,1,13
1085,27001,2012,PAQUETE BOMBA,1,13
1086,52612,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1087,52838,2012,COMBUSTIBLE,1,13
1088,76670,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1089,11001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1090,86757,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1091,73236,2012,ARTEFACTO INCENDIARIO,1,13
1092,81065,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1093,76233,2012,ARMA DE FUEGO,1,13
1094,15759,2012,GRANADA DE MANO,1,13
1095,95001,2012,GRANADA DE MANO,1,13
1096,50313,2012,GRANADA DE MANO,1,13
1097,52001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1098,52573,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1099,86001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1100,81794,2012,CARRO BOMBA,1,13
1101,52838,2012,PAQUETE BOMBA,1,13
1102,50711,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1103,50370,2012,GRANADA DE MANO,1,13
1104,27001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1105,52411,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1106,73168,2012,PAQUETE BOMBA,1,13
1107,76109,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1108,81794,2012,CILINDRO BOMBA,1,13
1109,44035,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1110,50370,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1111,19450,2012,OLLA BOMBA,1,13
1112,20001,2012,GRANADA DE MANO,1,13
1113,11001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1114,44430,2012,GRANADA DE MANO,1,13
1115,05615,2012,GRANADA DE MANO,1,13
1116,19001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1117,50001,2012,GRANADA DE MANO,1,13
1118,86757,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1119,76001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1120,76670,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1121,19212,2012,ARMA DE FUEGO,1,13
1122,68081,2012,GRANADA DE MANO,1,13
1123,05040,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1124,05647,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1125,19355,2012,ARTEFACTO INCENDIARIO,1,13
1126,63001,2012,PAQUETE BOMBA,1,13
1127,19809,2012,GRANADA DE MANO,1,13
1128,44035,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1129,41132,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1130,86865,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1131,95001,2012,GRANADA DE MANO,1,13
1132,20001,2012,GRANADA DE MANO,1,13
1133,27245,2012,COMBUSTIBLE,1,13
1134,27001,2012,COMBUSTIBLE,1,13
1135,86320,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1136,73675,2012,ARTEFACTO INCENDIARIO,1,13
1137,05250,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1138,18753,2012,PAQUETE BOMBA,1,13
1139,44430,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1140,05001,2012,GRANADA DE MANO,1,13
1141,50683,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1142,50590,2012,COMBUSTIBLE,1,13
1143,76834,2012,GRANADA DE MANO,2,13
1144,52079,2012,PAQUETE BOMBA,1,13
1145,86865,2012,GRANADA DE MORTERO,1,13
1146,50001,2012,GRANADA DE MANO,1,13
1147,54250,2012,ARTEFACTO INCENDIARIO,2,13
1148,85001,2012,GRANADA DE MANO,1,13
1149,19532,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1150,41001,2012,GRANADA DE MANO,1,13
1151,54498,2012,ARTEFACTO INCENDIARIO,1,13
1152,81001,2012,ARMA DE FUEGO,1,13
1153,19212,2012,ARMA DE FUEGO,1,13
1154,44001,2012,GRANADA DE MANO,1,13
1155,05361,2012,GRANADA DE MANO,1,13
1156,44001,2012,GRANADA DE MANO,1,13
1157,50577,2012,COMBUSTIBLE,1,13
1158,15238,2012,GRANADA DE MANO,1,13
1159,11001,2012,GRANADA DE MANO,1,13
1160,44874,2012,COMBUSTIBLE,1,13
1161,47001,2012,GRANADA DE MANO,1,13
1162,86320,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1163,52720,2012,PAQUETE BOMBA,1,13
1164,54250,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1165,54810,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1166,52079,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1167,73555,2012,MOTO BOMBA,1,13
1168,54810,2012,ARTEFACTO INCENDIARIO,1,13
1169,86320,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1170,52699,2012,ARMA DE FUEGO,1,13
1171,81736,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1172,86573,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1173,86320,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1174,81736,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1175,47189,2012,GRANADA DE MANO,1,13
1176,54206,2012,ARTEFACTO INCENDIARIO,1,13
1177,86320,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1178,41132,2012,GRANADA DE MANO,1,13
1179,76834,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1180,76520,2012,GRANADA DE MANO,1,13
1181,19212,2012,GRANADA DE MANO,1,13
1182,54810,2012,ARTEFACTO INCENDIARIO,1,13
1183,73001,2012,GRANADA DE MANO,1,13
1184,76233,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1185,05628,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1186,81794,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1187,41132,2012,GRANADA DE MANO,1,13
1188,81065,2012,COMBUSTIBLE,1,13
1189,76670,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1190,95001,2012,GRANADA DE MANO,1,13
1191,11001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1192,81794,2012,COMBUSTIBLE,1,13
1193,76563,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1194,50001,2012,GRANADA DE MANO,1,13
1195,08372,2012,GRANADA DE MANO,1,13
1196,47001,2012,GRANADA DE MANO,1,13
1197,50450,2012,GRANADA DE MANO,1,13
1198,86865,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1199,95001,2012,GRANADA DE MANO,1,13
1200,52838,2012,ARTEFACTO INCENDIARIO,1,13
1201,52835,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1202,73555,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1203,05819,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1204,05887,2012,GRANADA DE MANO,1,13
1205,11001,2012,GRANADA DE MANO,1,13
1206,05001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1207,05837,2012,GRANADA DE MANO,1,13
1208,20750,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1209,86320,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1210,19532,2012,PAQUETE BOMBA,1,13
1211,05893,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1212,19450,2012,GRANADA DE MANO,1,13
1213,76563,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1214,19573,2012,GRANADA DE MANO,1,13
1215,76001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1216,05001,2012,GRANADA DE MANO,1,13
1217,19075,2012,CILINDRO BOMBA,1,13
1218,05686,2012,GRANADA DE MANO,1,13
1219,19001,2012,PAQUETE BOMBA,1,13
1220,76109,2012,GRANADA DE MANO,1,13
1221,52354,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1222,73168,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1223,19212,2012,GRANADA DE MANO,1,13
1224,19142,2012,GRANADA DE MORTERO,1,13
1225,19050,2012,OLLA BOMBA,1,13
1226,05107,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1227,27050,2012,COMBUSTIBLE,1,13
1228,27001,2012,COMBUSTIBLE,1,13
1229,86865,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1230,27001,2012,COMBUSTIBLE,1,13
1231,41132,2012,COMBUSTIBLE,1,13
1232,19698,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1233,05736,2012,GRANADA DE MANO,1,13
1234,41132,2012,GRANADA DE MANO,1,13
1235,50001,2012,GRANADA DE MANO,1,13
1236,76233,2012,ARTEFACTO INCENDIARIO,1,13
1237,05001,2012,GRANADA DE MANO,1,13
1238,73001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1239,76109,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1240,76109,2012,GRANADA DE MANO,1,13
1241,41001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1242,05134,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1243,50711,2012,NO REPORTADO,1,13
1244,76520,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1245,41001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1246,27001,2012,COMBUSTIBLE,1,13
1247,52678,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1248,52835,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1249,27205,2012,CILINDRO BOMBA,1,13
1250,11001,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1251,68081,2012,GRANADA DE MANO,1,13
1252,15223,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1253,50001,2012,GRANADA DE MANO,1,13
1254,76364,2012,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1255,19318,2012,GRANADA DE MANO,1,13
1256,05250,2013,GRANADA DE MANO,1,13
1257,05120,2013,MINA ANTIPERSONA,1,13
1258,54820,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1259,05234,2013,PAQUETE BOMBA,1,13
1260,41001,2013,GRANADA DE MANO,1,13
1261,54820,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1262,54206,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1263,54820,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1264,05887,2013,MINA ANTIPERSONA,1,13
1265,54810,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1266,86568,2013,MINA ANTIPERSONA,1,13
1267,73168,2013,ARTEFACTO INCENDIARIO,1,13
1268,81065,2013,MINA ANTIPERSONA,1,13
1269,47001,2013,GRANADA DE MANO,1,13
1270,05107,2013,MINA ANTIPERSONA,1,13
1271,05001,2013,GRANADA DE MANO,1,13
1272,81736,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1273,27245,2013,GRANADA DE MANO,1,13
1274,05001,2013,GRANADA DE MANO,1,13
1275,15223,2013,CILINDRO BOMBA,1,13
1276,27001,2013,GRANADA DE MANO,1,13
1277,44078,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1278,44279,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1279,50313,2013,GRANADA DE MANO,1,13
1280,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,3,13
1281,81065,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1282,81591,2013,MINA ANTIPERSONA,1,13
1283,81591,2013,CANTINA BOMBA,1,13
1284,44035,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1285,54206,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1286,86568,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1287,05040,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1288,81065,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1289,11001,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1290,86568,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1291,86568,2013,GRANADA DE MANO,1,13
1292,05001,2013,GRANADA DE MANO,1,13
1293,05234,2013,CARRO BOMBA,1,13
1294,50325,2013,COMBUSTIBLE,1,13
1295,86568,2013,GRANADA DE MANO,1,13
1296,76233,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1297,81794,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1298,86568,2013,GRANADA DE MANO,1,13
1299,86568,2013,NO REPORTADO,1,13
1300,44110,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1301,54250,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1302,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1303,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1304,81065,2013,GRANADA DE FUSIL,1,13
1305,86865,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1306,50001,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1307,50450,2013,GRANADA DE MANO,1,13
1308,50450,2013,COMBUSTIBLE,1,13
1309,54250,2013,GRANADA DE MANO,1,13
1310,54250,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1311,86865,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1312,19809,2013,GRANADA DE MANO,1,13
1313,05736,2013,GRANADA DE MANO,1,13
1314,19256,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1315,50001,2013,GRANADA DE MANO,1,13
1316,54810,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1317,76109,2013,PAQUETE BOMBA,1,13
1318,05001,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1319,19050,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1320,50313,2013,COMBUSTIBLE,1,13
1321,73124,2013,GRANADA DE MANO,1,13
1322,81794,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1323,18753,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1324,44279,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1325,44430,2013,GRANADA DE MANO,1,13
1326,47001,2013,GRANADA DE MANO,1,13
1327,81794,2013,GRANADA DE MANO,1,13
1328,52835,2013,CILINDRO BOMBA,1,13
1329,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1330,86865,2013,GRANADA DE MANO,1,13
1331,05306,2013,GRANADA DE MANO,1,13
1332,50001,2013,GRANADA DE MANO,1,13
1333,54810,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1334,86865,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1335,19142,2013,CARRO BOMBA,1,13
1336,27615,2013,GRANADA DE MORTERO,1,13
1337,81794,2013,CARRO BOMBA,1,13
1338,11001,2013,NO REPORTADO,1,13
1339,47001,2013,GRANADA DE MANO,1,13
1340,86865,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1341,41001,2013,MOTO BOMBA,1,13
1342,81001,2013,COMBUSTIBLE,1,13
1343,81065,2013,GRANADA DE MORTERO,1,13
1344,27099,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1345,52835,2013,ARMA DE FUEGO,1,13
1346,86568,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1347,73226,2013,COMBUSTIBLE,1,13
1348,50001,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1349,50711,2013,COMBUSTIBLE,1,13
1350,54206,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1351,54245,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1352,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1353,54800,2013,ARTEFACTO INCENDIARIO,1,13
1354,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1355,11001,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1356,05604,2013,GRANADA DE MANO,1,13
1357,95200,2013,GRANADA DE MANO,1,13
1358,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1359,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1360,86865,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1361,86757,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1362,86865,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1363,95001,2013,COMBUSTIBLE,1,13
1364,52835,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1365,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1366,54250,2013,GRANADA DE MANO,1,13
1367,76109,2013,GRANADA DE MANO,1,13
1368,05847,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1369,44001,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1370,05647,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1371,41001,2013,GRANADA DE MANO,1,13
1372,54206,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1373,54250,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1374,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1375,86568,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1376,05819,2013,ARTEFACTO INCENDIARIO,1,13
1377,54250,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1378,86568,2013,NO REPORTADO,1,13
1379,05107,2013,MINA ANTIPERSONA,1,13
1380,50313,2013,GRANADA DE MANO,1,13
1381,54810,2013,ARMA DE FUEGO,1,13
1382,05107,2013,MINA ANTIPERSONA,1,13
1383,18753,2013,GRANADA DE MANO,1,13
1384,20228,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1385,41668,2013,GRANADA DE MANO,1,13
1386,54206,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1387,41132,2013,GRANADA DE MANO,1,13
1388,52835,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1389,54206,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1390,54250,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1391,54206,2013,CARRO BOMBA,1,13
1392,95025,2013,GRANADA DE MANO,1,13
1393,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1394,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1395,54810,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1396,86568,2013,GRANADA DE MANO,1,13
1397,05628,2013,ARTEFACTO INCENDIARIO,1,13
1398,05040,2013,CILINDRO BOMBA,1,13
1399,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1400,44035,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1401,95001,2013,NO REPORTADO,1,13
1402,52835,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1403,52835,2013,ARTEFACTO INCENDIARIO,2,13
1404,54245,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1405,54250,2013,ARTEFACTO INCENDIARIO,1,13
1406,05361,2013,GRANADA DE MANO,1,13
1407,54810,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1408,86757,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1409,50689,2013,COMBUSTIBLE,1,13
1410,54245,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1411,54810,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1412,52079,2013,GRANADA DE MANO,1,13
1413,54245,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
1414,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1415,50450,2013,COMBUSTIBLE,1,13
1416,54206,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1417,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1418,05895,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1419,41298,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1420,54810,2013,ARTEFACTO INCENDIARIO,1,13
1421,86568,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1422,86569,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1423,05361,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1424,05790,2013,GRANADA DE MANO,1,13
1425,19622,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1426,52835,2013,CARRO BOMBA,1,13
1427,05887,2013,COMBUSTIBLE,1,13
1428,81736,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1429,27001,2013,GRANADA DE MANO,1,13
1430,95001,2013,GRANADA DE MANO,1,13
1431,52240,2013,COMBUSTIBLE,1,13
1432,05250,2013,GRANADA DE MANO,1,13
1433,52835,2013,ARMA DE FUEGO,1,13
1434,05790,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1435,05154,2013,GRANADA DE MANO,1,13
1436,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1437,54206,2013,ARTEFACTO INCENDIARIO,1,13
1438,19533,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1439,05647,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1440,05154,2013,GRANADA DE MANO,1,13
1441,50400,2013,COMBUSTIBLE,1,13
1442,19807,2013,PAQUETE BOMBA,1,13
1443,41001,2013,GRANADA DE MANO,1,13
1444,19809,2013,GRANADA DE MANO,1,13
1445,73555,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1446,05819,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1447,05819,2013,MINA ANTIPERSONA,1,13
1448,52621,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1449,52621,2013,GRANADA DE MANO,1,13
1450,54206,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1451,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1452,19050,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1453,44035,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1454,44098,2013,GRANADA DE MANO,1,13
1455,41001,2013,GRANADA DE MANO,1,13
1456,52079,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1457,81065,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1458,44035,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1459,44001,2013,GRANADA DE MANO,1,13
1460,52835,2013,ARTEFACTO INCENDIARIO,1,13
1461,86757,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1462,05154,2013,GRANADA DE MANO,1,13
1463,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1464,19130,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1465,52835,2013,ARMA DE FUEGO,1,13
1466,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1467,54250,2013,COMBUSTIBLE,1,13
1468,81065,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1469,50001,2013,GRANADA DE MANO,1,13
1470,52835,2013,ARMA DE FUEGO,1,13
1471,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1472,86757,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1473,54800,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1474,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1475,86757,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1476,86320,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1477,73352,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
1478,54810,2013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
