id,dane_code,year_of_incident,used_weapons,amount,source_id
1,86001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
2,81794,2010,ARTEFACTO INCENDIARIO,1,13
3,50001,2010,GRANADA DE MANO,1,13
4,81300,2010,CILINDRO BOMBA,1,13
5,50370,2010,MINA ANTIPERSONA,1,13
6,86001,2010,COMBUSTIBLE,1,13
7,50590,2010,MINA ANTIPERSONA,1,13
8,76109,2010,OLLA BOMBA,1,13
9,81065,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
10,50370,2010,GRANADA DE MANO,1,13
11,44078,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
12,05001,2010,GRANADA DE MANO,1,13
13,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
14,50313,2010,GRANADA DE MANO,1,13
15,50330,2010,GRANADA DE MANO,1,13
16,05847,2010,ARTEFACTO INCENDIARIO,1,13
17,41001,2010,GRANADA DE MANO,1,13
18,76109,2010,PAQUETE BOMBA,1,13
19,81736,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
20,19698,2010,PAQUETE BOMBA,1,13
21,86568,2010,GRANADA DE MANO,1,13
22,05315,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
23,05154,2010,GRANADA DE MANO,1,13
24,68502,2010,NO REPORTADO,1,13
25,05001,2010,GRANADA DE MANO,1,13
26,41551,2010,ARTEFACTO INCENDIARIO,1,13
27,05154,2010,GRANADA DE MANO,1,13
28,50370,2010,GRANADA DE MANO,1,13
29,52678,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
30,50370,2010,MINA ANTIPERSONA,1,13
31,05088,2010,GRANADA DE MANO,1,13
32,41001,2010,GRANADA DE MANO,1,13
33,81065,2010,COMBUSTIBLE,1,13
34,95001,2010,NO REPORTADO,1,13
35,95001,2010,GRANADA DE MANO,1,13
36,41872,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
37,68655,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
38,81001,2010,GRANADA DE MANO,1,13
39,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
40,76001,2010,PETARDO PLANFETARIO,2,13
41,44874,2010,GRANADA DE MANO,1,13
42,19585,2010,CILINDRO BOMBA,1,13
43,41001,2010,GRANADA DE MANO,1,13
44,54720,2010,ARTEFACTO INCENDIARIO,1,13
45,54810,2010,ARTEFACTO INCENDIARIO,1,13
46,41001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
47,73168,2010,PAQUETE BOMBA,1,13
48,05315,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
49,81736,2010,GRANADA DE MANO,1,13
50,19698,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
51,85400,2010,COMBUSTIBLE,1,13
52,86571,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
53,50711,2010,MINA ANTIPERSONA,1,13
54,73001,2010,PAQUETE BOMBA,1,13
55,05154,2010,GRANADA DE MANO,1,13
56,54250,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
57,81220,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
58,73624,2010,ARTEFACTO INCENDIARIO,1,13
59,76233,2010,COMBUSTIBLE,1,13
60,81794,2010,COMBUSTIBLE,1,13
61,76109,2010,CARRO BOMBA,1,13
62,23466,2010,GRANADA DE MANO,1,13
63,52250,2010,PERSONA BOMBA,1,13
64,66001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
65,15755,2010,COMBUSTIBLE,1,13
66,41001,2010,GRANADA DE MANO,1,13
67,50001,2010,ROCKET,1,13
68,05154,2010,GRANADA DE MANO,1,13
69,76275,2010,ARTEFACTO INCENDIARIO,1,13
70,81794,2010,ARTEFACTO INCENDIARIO,1,13
71,44001,2010,GRANADA DE MANO,1,13
72,54206,2010,MINA ANTIPERSONA,1,13
73,54344,2010,MINA ANTIPERSONA,1,13
74,05154,2010,GRANADA DE MANO,1,13
75,50251,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
76,73411,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
77,47189,2010,GRANADA DE MANO,1,13
78,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
79,76275,2010,ARTEFACTO INCENDIARIO,1,13
80,05001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
81,73168,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
82,86571,2010,NO REPORTADO,1,13
83,41001,2010,GRANADA DE MANO,1,13
84,05001,2010,GRANADA DE MANO,1,13
85,73168,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
86,17001,2010,GRANADA DE MANO,1,13
87,73168,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
88,52001,2010,GRANADA DE MANO,1,13
89,50577,2010,ARTEFACTO INCENDIARIO,1,13
90,50711,2010,MINA ANTIPERSONA,1,13
91,54800,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
92,05790,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
93,19212,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
94,19318,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
95,54810,2010,ARTEFACTO INCENDIARIO,1,13
96,73001,2010,PAQUETE BOMBA,1,13
97,23350,2010,GRANADA DE MANO,1,13
98,44090,2010,GRANADA DE MANO,1,13
99,05790,2010,MINA ANTIPERSONA,1,13
100,41001,2010,GRANADA DE MANO,1,13
101,81065,2010,ARTEFACTO INCENDIARIO,1,13
102,18256,2010,COMBUSTIBLE,1,13
103,81736,2010,BICICLETA BOMBA,1,13
104,05647,2010,ARTEFACTO INCENDIARIO,1,13
105,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
106,05819,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
107,27787,2010,GRANADA DE MANO,1,13
108,50711,2010,MINA ANTIPERSONA,1,13
109,05154,2010,GRANADA DE MANO,1,13
110,50711,2010,MINA ANTIPERSONA,1,13
111,05154,2010,GRANADA DE MANO,1,13
112,50711,2010,MINA ANTIPERSONA,1,13
113,23807,2010,GRANADA DE MANO,1,13
114,50370,2010,MINA ANTIPERSONA,1,13
115,54810,2010,ARTEFACTO INCENDIARIO,1,13
116,05154,2010,GRANADA DE MANO,1,13
117,41001,2010,CANTINA BOMBA,1,13
118,05154,2010,GRANADA DE MANO,1,13
119,17001,2010,PETARDO PLANFETARIO,1,13
120,52001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
121,05790,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
122,86569,2010,ARTEFACTO INCENDIARIO,1,13
123,66001,2010,PAQUETE BOMBA,1,13
124,05315,2010,CILINDRO BOMBA,1,13
125,19548,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
126,19256,2010,ARTEFACTO INCENDIARIO,1,13
127,81794,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
128,05154,2010,GRANADA DE MANO,1,13
129,11001,2010,GRANADA DE MANO,1,13
130,19001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
131,05154,2010,GRANADA DE MANO,1,13
132,05854,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
133,05154,2010,GRANADA DE MANO,1,13
134,52678,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
135,05686,2010,GRANADA DE MANO,1,13
136,73268,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
137,05045,2010,PAQUETE BOMBA,1,13
138,86568,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
139,47001,2010,GRANADA DE MANO,1,13
140,05154,2010,GRANADA DE MANO,1,13
141,19585,2010,ARTEFACTO INCENDIARIO,1,13
142,05887,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
143,54810,2010,ARTEFACTO INCENDIARIO,1,13
144,73555,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
145,41551,2010,COMBUSTIBLE,1,13
146,52678,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
147,54810,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
148,73168,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
149,18753,2010,COMBUSTIBLE,1,13
150,05887,2010,ARTEFACTO INCENDIARIO,1,13
151,41001,2010,GRANADA DE MANO,1,13
152,27787,2010,GRANADA DE MANO,1,13
153,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
154,73411,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
155,41020,2010,COMBUSTIBLE,1,13
156,41359,2010,COMBUSTIBLE,1,13
157,41001,2010,GRANADA DE MANO,1,13
158,41524,2010,GRANADA DE MANO,1,13
159,05315,2010,GRANADA DE MANO,1,13
160,05154,2010,GRANADA DE MANO,1,13
161,44001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
162,19137,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
163,54250,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
164,81736,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
165,41770,2010,COMBUSTIBLE,1,13
166,18753,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
167,73168,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
168,41016,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
169,41001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
170,05040,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
171,05040,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
172,81001,2010,GRANADA DE MANO,1,13
173,73555,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
174,05001,2010,GRANADA DE MANO,1,13
175,81001,2010,GRANADA DE MANO,1,13
176,73168,2010,CABALLO BOMBA,1,13
177,41001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
178,50711,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
179,18150,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
180,18001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
181,68001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
182,05819,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
183,54206,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
184,50001,2010,GRANADA DE MANO,1,13
185,52683,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
186,11001,2010,CARRO BOMBA,1,13
187,05154,2010,GRANADA DE MANO,1,13
188,41001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
189,81065,2010,COMBUSTIBLE,1,13
190,52215,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
191,50001,2010,GRANADA DE MANO,1,13
192,41799,2010,COMBUSTIBLE,1,13
193,41078,2010,PAQUETE BOMBA,1,13
194,05647,2010,ARTEFACTO INCENDIARIO,1,13
195,19142,2010,CILINDRO BOMBA,1,13
196,50001,2010,GRANADA DE MANO,1,13
197,52585,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
198,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
199,73504,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
200,05819,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
201,50001,2010,GRANADA DE MANO,1,13
202,85001,2010,PAQUETE BOMBA,1,13
203,52699,2010,ARTEFACTO INCENDIARIO,1,13
204,52001,2010,PAQUETE BOMBA,1,13
205,41357,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
206,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
207,52001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
208,05887,2010,GRANADA DE MANO,1,13
209,44035,2010,ARTEFACTO INCENDIARIO,1,13
210,50001,2010,GRANADA DE MANO,1,13
211,81736,2010,GRANADA DE MANO,1,13
212,81794,2010,CARRO BOMBA,1,13
213,41001,2010,ARTEFACTO INCENDIARIO,1,13
214,81736,2010,GRANADA DE MANO,1,13
215,52835,2010,GRANADA DE MANO,1,13
216,41001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
217,52079,2010,GRANADA DE MANO,1,13
218,73624,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
219,19743,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
220,81736,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
221,81591,2010,GRANADA DE MANO,1,13
222,81794,2010,MOTO BOMBA,1,13
223,19533,2010,ARTEFACTO INCENDIARIO,1,13
224,52835,2010,GRANADA DE MANO,1,13
225,05088,2010,GRANADA DE MANO,1,13
226,73001,2010,PAQUETE BOMBA,1,13
227,95001,2010,NO REPORTADO,1,13
228,73504,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
229,41001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
230,73624,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
231,44001,2010,GRANADA DE MANO,1,13
232,73124,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
233,50711,2010,COMBUSTIBLE,1,13
234,81736,2010,GRANADA DE MANO,2,13
235,50001,2010,GRANADA DE MANO,1,13
236,50330,2010,MINA ANTIPERSONA,1,13
237,19300,2010,GRANADA DE MANO,1,13
238,50330,2010,GRANADA DE MANO,1,13
239,50001,2010,PAQUETE BOMBA,1,13
240,76109,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
241,81736,2010,COMBUSTIBLE,1,13
242,44001,2010,GRANADA DE MANO,1,13
243,50683,2010,COMBUSTIBLE,1,13
244,05854,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
245,41001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
246,50313,2010,ARTEFACTO INCENDIARIO,1,13
247,73622,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
248,54810,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
249,54206,2010,GRANADA DE MANO,1,13
250,54800,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
251,41016,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
252,86865,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
253,18150,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
254,11001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
255,54670,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
256,86865,2010,NO REPORTADO,1,13
257,41001,2010,CARRO BOMBA,1,13
258,41016,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
259,41359,2010,COMBUSTIBLE,1,13
260,54670,2010,GRANADA DE MANO,1,13
261,73124,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
262,08421,2010,GRANADA DE MANO,1,13
263,41001,2010,GRANADA DE MANO,1,13
264,81591,2010,GRANADA DE MANO,1,13
265,81794,2010,COMBUSTIBLE,1,13
266,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
267,15377,2010,COMBUSTIBLE,1,13
268,27787,2010,ARTEFACTO INCENDIARIO,1,13
269,63001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
270,44001,2010,GRANADA DE MANO,1,13
271,73624,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
272,41001,2010,GRANADA DE MANO,1,13
273,63130,2010,PAQUETE BOMBA,1,13
274,86865,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
275,41001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
276,18753,2010,GRANADA DE MANO,1,13
277,73001,2010,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
278,41001,2010,GRANADA DE MANO,1,13
279,19760,2010,ARTEFACTO INCENDIARIO,1,13
280,15223,2010,ARTEFACTO INCENDIARIO,2,13
281,52250,2010,GRANADA DE MANO,1,13
282,81736,2010,ARTEFACTO INCENDIARIO,1,13
283,41001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
284,41001,2011,GRANADA DE MANO,1,13
285,81794,2011,GRANADA DE MANO,1,13
286,41001,2011,GRANADA DE MANO,1,13
287,50370,2011,MINA ANTIPERSONA,1,13
288,44279,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
289,41001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
290,50689,2011,GRANADA DE MANO,1,13
291,44279,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
292,86568,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
293,41396,2011,COMBUSTIBLE,1,13
294,73236,2011,ARTEFACTO INCENDIARIO,1,13
295,50287,2011,GRANADA DE MANO,1,13
296,50683,2011,GRANADA DE MANO,1,13
297,44035,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
298,05154,2011,GRANADA DE MANO,1,13
299,73616,2011,ARTEFACTO INCENDIARIO,1,13
300,50568,2011,MINA ANTIPERSONA,1,13
301,11001,2011,GRANADA DE MANO,1,13
302,41001,2011,GRANADA DE MANO,1,13
303,50330,2011,MINA ANTIPERSONA,1,13
304,76001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
305,19212,2011,CILINDRO BOMBA,1,13
306,05647,2011,ARTEFACTO INCENDIARIO,1,13
307,05315,2011,CARRO BOMBA,1,13
308,19698,2011,PAQUETE BOMBA,1,13
309,81794,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
310,41001,2011,PAQUETE BOMBA,1,13
311,05250,2011,GRANADA DE MANO,1,13
312,50001,2011,GRANADA DE MANO,1,13
313,73001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
314,81001,2011,GRANADA DE MANO,1,13
315,19142,2011,GRANADA DE MANO,1,13
316,41001,2011,PAQUETE BOMBA,1,13
317,50711,2011,MINA ANTIPERSONA,1,13
318,86865,2011,ARTEFACTO INCENDIARIO,1,13
319,41001,2011,GRANADA DE MANO,1,13
320,50001,2011,GRANADA DE MANO,1,13
321,81001,2011,ARTEFACTO INCENDIARIO,1,13
322,11001,2011,GRANADA DE MANO,1,13
323,54206,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
324,81736,2011,ARTEFACTO INCENDIARIO,1,13
325,44430,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
326,44001,2011,GRANADA DE MANO,1,13
327,54800,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
328,76109,2011,GRANADA DE MANO,1,13
329,05854,2011,ARTEFACTO INCENDIARIO,1,13
330,86568,2011,MINA ANTIPERSONA,1,13
331,05154,2011,GRANADA DE MANO,1,13
332,50711,2011,MINA ANTIPERSONA,1,13
333,41020,2011,COMBUSTIBLE,1,13
334,05480,2011,COMBUSTIBLE,1,13
335,41001,2011,COMBUSTIBLE,1,13
336,50318,2011,COMBUSTIBLE,1,13
337,54810,2011,ARTEFACTO INCENDIARIO,1,13
338,05480,2011,COMBUSTIBLE,1,13
339,44001,2011,GRANADA DE MANO,1,13
340,73168,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
341,52699,2011,ARTEFACTO INCENDIARIO,1,13
342,76109,2011,GRANADA DE MANO,1,13
343,73001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
344,19698,2011,ARTEFACTO INCENDIARIO,1,13
345,50370,2011,MINA ANTIPERSONA,1,13
346,41001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
347,54720,2011,ARTEFACTO INCENDIARIO,1,13
348,19698,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
349,54250,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
350,81065,2011,ARTEFACTO INCENDIARIO,1,13
351,50711,2011,COMBUSTIBLE,1,13
352,86865,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
353,44430,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
354,76109,2011,GRANADA DE MANO,1,13
355,05893,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
356,20001,2011,GRANADA DE MANO,1,13
357,95025,2011,COMBUSTIBLE,1,13
358,81065,2011,ARTEFACTO INCENDIARIO,1,13
359,81065,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
360,54810,2011,ARTEFACTO INCENDIARIO,1,13
361,54810,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
362,11001,2011,GRANADA DE MANO,1,13
363,81001,2011,ARTEFACTO INCENDIARIO,1,13
364,86320,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
365,15533,2011,COMBUSTIBLE,1,13
366,41001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
367,44874,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
368,73001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
369,52678,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
370,05647,2011,ARTEFACTO INCENDIARIO,1,13
371,05315,2011,MINA ANTIPERSONA,1,13
372,54800,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
373,11001,2011,GRANADA DE MANO,1,13
374,41001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
375,54206,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
376,05819,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
377,50689,2011,GRANADA DE MANO,1,13
378,50001,2011,GRANADA DE MANO,1,13
379,11001,2011,GRANADA DE MANO,1,13
380,86865,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
381,41001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
382,76563,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
383,05001,2011,GRANADA DE MANO,1,13
384,11001,2011,GRANADA DE MANO,1,13
385,54810,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
386,19698,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
387,73275,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
388,54810,2011,ARTEFACTO INCENDIARIO,1,13
389,41001,2011,GRANADA DE MANO,1,13
390,05001,2011,GRANADA DE MANO,1,13
391,50577,2011,MOTO BOMBA,1,13
392,73624,2011,ARTEFACTO INCENDIARIO,1,13
393,73168,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
394,73001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
395,81794,2011,CILINDRO BOMBA,1,13
396,50689,2011,COMBUSTIBLE,1,13
397,52250,2011,GRANADA DE MANO,1,13
398,05893,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
399,73854,2011,ARTEFACTO INCENDIARIO,1,13
400,76233,2011,COMBUSTIBLE,1,13
401,05361,2011,GRANADA DE MANO,1,13
402,05647,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
403,73268,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
404,18753,2011,CILINDRO BOMBA,1,13
405,19807,2011,ARTEFACTO INCENDIARIO,1,13
406,52835,2011,GRANADA DE FUSIL,1,13
407,11001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
408,50313,2011,GRANADA DE MANO,1,13
409,50001,2011,GRANADA DE MANO,1,13
410,73483,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
411,52079,2011,GRANADA DE MANO,1,13
412,86865,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
413,50251,2011,COMBUSTIBLE,1,13
414,68745,2011,CARRO BOMBA,1,13
415,54810,2011,ARTEFACTO INCENDIARIO,1,13
416,05042,2011,MINA ANTIPERSONA,1,13
417,73001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
418,50313,2011,GRANADA DE MANO,1,13
419,50001,2011,GRANADA DE MANO,1,13
420,52835,2011,GRANADA DE MANO,1,13
421,73168,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
422,76109,2011,GRANADA DE MANO,1,13
423,05120,2011,GRANADA DE MANO,1,13
424,50711,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
425,73168,2011,GRANADA DE MANO,1,13
426,73483,2011,ARTEFACTO INCENDIARIO,1,13
427,52835,2011,GRANADA DE MANO,1,13
428,52696,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
429,52250,2011,GRANADA DE MANO,1,13
430,18592,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
431,05190,2011,GRANADA DE MANO,1,13
432,11001,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
433,11001,2011,GRANADA DE MANO,1,13
434,05686,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
435,05686,2011,ARTEFACTO INCENDIARIO,1,13
436,19001,2011,CARRO BOMBA,1,13
437,41799,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
438,50006,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
439,81736,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
440,50313,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
441,76109,2011,ARTEFACTO INCENDIARIO,1,13
442,41001,2011,PAQUETE BOMBA,1,13
443,50590,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
444,76109,2011,GRANADA DE MANO,1,13
445,05887,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2,13
446,95025,2011,COMBUSTIBLE,1,13
447,11001,2011,GRANADA DE MANO,1,13
448,76109,2011,GRANADA DE MANO,1,13
449,50370,2011,MINA ANTIPERSONA,1,13
450,73168,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
451,76001,2011,GRANADA DE MANO,1,13
452,19364,2011,CARRO BOMBA,1,13
453,50006,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
454,41001,2011,GRANADA DE MANO,1,13
455,47189,2011,GRANADA DE MANO,1,13
456,19698,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
457,19212,2011,CARRO BOMBA,1,13
458,19821,2011,CARRO BOMBA,1,13
459,54800,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
460,50313,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
461,54810,2011,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,1,13
