id,dane_code,type_of_structure,year_of_incident,amount,source_id
1089,17662,VIAS PUBLICAS,2004,1,37
1090,05652,VIAS PUBLICAS,2004,1,37
1091,54810,VIAS PUBLICAS,2004,1,37
1092,18410,VIAS PUBLICAS,2004,1,37
1093,05652,VIAS PUBLICAS,2004,2,37
1094,05652,PUENTE,2004,1,37
1095,05756,VIAS PUBLICAS,2004,1,37
1096,54810,VIAS PUBLICAS,2004,1,37
1097,41078,VIAS PUBLICAS,2004,1,37
1098,11001,VIAS PUBLICAS,2004,1,37
1099,18001,VIAS PUBLICAS,2004,1,37
1100,05649,VIAS PUBLICAS,2004,1,37
1101,18205,VIAS PUBLICAS,2004,1,37
1102,18410,VIAS PUBLICAS,2004,1,37
1103,18001,VIAS PUBLICAS,2004,2,37
1104,18205,VIAS PUBLICAS,2004,1,37
1105,05652,VIAS PUBLICAS,2004,1,37
1106,18592,VIAS PUBLICAS,2004,1,37
1107,05660,VIAS PUBLICAS,2004,1,37
1108,05055,VIAS PUBLICAS,2004,1,37
1109,18860,VIAS PUBLICAS,2004,3,37
1110,76001,VIAS PUBLICAS,2004,1,37
1111,76001,VIAS PUBLICAS,2004,1,37
1112,18001,VIAS PUBLICAS,2004,1,37
1113,05055,VIAS PUBLICAS,2004,1,37
1114,17541,PUENTE,2004,1,37
1115,86757,PUENTE,2004,1,37
1116,05055,VIAS PUBLICAS,2004,1,37
1117,18410,VIAS PUBLICAS,2004,1,37
1118,47189,VIAS PUBLICAS,2004,1,37
1119,76001,VIAS PUBLICAS,2004,1,37
1120,50370,VIAS PUBLICAS,2004,6,37
1121,95015,VIAS PUBLICAS,2004,1,37
1122,50568,VIAS PUBLICAS,2004,1,37
1123,50683,VIAS PUBLICAS,2004,1,37
1124,76113,VIAS PUBLICAS,2004,1,37
1125,76001,VIAS PUBLICAS,2004,4,37
1126,19256,VIAS PUBLICAS,2004,1,37
1127,50683,VIAS PUBLICAS,2004,1,37
1128,25898,VIAS PUBLICAS,2004,1,37
1129,73124,VIAS PUBLICAS,2004,1,37
1130,18150,VIAS PUBLICAS,2004,1,37
1131,95015,VIAS PUBLICAS,2004,1,37
1132,50711,VIAS PUBLICAS,2004,1,37
1133,17001,VIAS PUBLICAS,2004,1,37
1134,05361,VIAS PUBLICAS,2004,1,37
1135,05361,VIAS PUBLICAS,2004,1,37
1136,05042,VIAS PUBLICAS,2004,1,37
1137,25898,VIAS PUBLICAS,2004,1,37
1138,41020,VIAS PUBLICAS,2004,1,37
1139,18592,VIAS PUBLICAS,2004,1,37
1140,50711,VIAS PUBLICAS,2004,1,37
1141,50711,VIAS PUBLICAS,2004,1,37
1142,76001,VIAS PUBLICAS,2004,1,37
1143,76001,VIAS PUBLICAS,2004,1,37
1144,81065,VIAS PUBLICAS,2004,1,37
1145,50270,VIAS PUBLICAS,2004,1,37
1146,86885,VIAS PUBLICAS,2004,1,37
1147,68307,VIAS PUBLICAS,2004,1,37
1148,18001,VIAS PUBLICAS,2004,1,37
1149,81065,VIAS PUBLICAS,2004,1,37
1150,18592,VIAS PUBLICAS,2004,1,37
1151,81794,VIAS PUBLICAS,2004,1,37
1152,54810,VIAS PUBLICAS,2004,1,37
1153,54810,VIAS PUBLICAS,2004,1,37
1154,68190,VIAS PUBLICAS,2004,1,37
1155,54810,VIAS PUBLICAS,2004,1,37
1156,54810,VIAS PUBLICAS,2004,1,37
1157,41551,VIAS PUBLICAS,2004,1,37
1158,50683,VIAS PUBLICAS,2004,1,37
1159,41799,VIAS PUBLICAS,2004,1,37
1160,95200,VIAS PUBLICAS,2004,1,37
1161,86320,VIAS PUBLICAS,2004,1,37
1162,68324,VIAS PUBLICAS,2004,2,37
1163,11001,VIAS PUBLICAS,2004,2,37
1164,41001,VIAS PUBLICAS,2004,1,37
1165,50711,VIAS PUBLICAS,2004,1,37
1166,05313,VIAS PUBLICAS,2004,1,37
1167,18410,VIAS PUBLICAS,2004,1,37
1168,50711,VIAS PUBLICAS,2004,1,37
1169,68001,VIAS PUBLICAS,2004,1,37
1170,15550,VIAS PUBLICAS,2004,1,37
1171,11001,VIAS PUBLICAS,2004,1,37
1172,50400,VIAS PUBLICAS,2004,1,37
1173,68250,VIAS PUBLICAS,2004,1,37
1174,15550,VIAS PUBLICAS,2004,1,37
1175,25299,VIAS PUBLICAS,2004,1,37
1176,15550,VIAS PUBLICAS,2004,1,37
1177,50711,VIAS PUBLICAS,2004,1,37
1178,20383,VIAS PUBLICAS,2004,1,37
1179,25867,VIAS PUBLICAS,2004,1,37
1180,41001,VIAS PUBLICAS,2004,1,37
1181,19256,VIAS PUBLICAS,2004,1,37
1182,05790,VIAS PUBLICAS,2004,1,37
1183,81065,VIAS PUBLICAS,2004,1,37
1184,50450,PUENTE,2004,1,37
1185,86569,VIAS PUBLICAS,2004,1,37
1186,68861,VIAS PUBLICAS,2004,1,37
1187,18785,VIAS PUBLICAS,2004,1,37
1188,41001,VIAS PUBLICAS,2004,1,37
1189,50683,VIAS PUBLICAS,2004,1,37
1190,50590,VIAS PUBLICAS,2004,1,37
1191,25483,VIAS PUBLICAS,2004,1,37
1192,52079,VIAS PUBLICAS,2004,1,37
1193,81065,VIAS PUBLICAS,2004,1,37
1194,85136,VIAS PUBLICAS,2004,1,37
1195,85315,VIAS PUBLICAS,2004,1,37
1196,18029,VIAS PUBLICAS,2004,1,37
1197,25867,PUENTE,2004,1,37
1198,81065,VIAS PUBLICAS,2004,1,37
1199,50573,VIAS PUBLICAS,2004,1,37
1200,81300,PUENTE,2004,1,37
1201,86865,VIAS PUBLICAS,2004,1,37
1202,15537,VIAS PUBLICAS,2004,1,37
1203,18256,VIAS PUBLICAS,2004,1,37
1204,41001,VIAS PUBLICAS,2004,2,37
1205,86001,PUENTE,2004,1,37
1206,86568,VIAS PUBLICAS,2004,1,37
1207,27787,VIAS PUBLICAS,2004,1,37
1208,81794,VIAS PUBLICAS,2004,1,37
1209,50450,VIAS PUBLICAS,2004,2,37
1210,13222,VIAS PUBLICAS,2004,1,37
1211,15550,VIAS PUBLICAS,2004,1,37
1212,41001,VIAS PUBLICAS,2004,1,37
1213,41020,VIAS PUBLICAS,2004,1,37
1214,81065,VIAS PUBLICAS,2004,1,37
1215,81065,VIAS PUBLICAS,2004,1,37
1216,50683,VIAS PUBLICAS,2004,1,37
1217,50001,VIAS PUBLICAS,2004,1,37
1218,81001,VIAS PUBLICAS,2003,1,37
1219,81736,VIAS PUBLICAS,2003,1,37
1220,05660,VIAS PUBLICAS,2003,1,37
1221,70204,VIAS PUBLICAS,2003,1,37
1222,97001,VIAS PUBLICAS,2003,1,37
1223,81065,VIAS PUBLICAS,2003,1,37
1224,81736,VIAS PUBLICAS,2003,1,37
1225,81065,VIAS PUBLICAS,2003,1,37
1226,81065,VIAS PUBLICAS,2003,1,37
1227,18150,VIAS PUBLICAS,2003,1,37
1228,95015,VIAS PUBLICAS,2003,1,37
1229,95015,VIAS PUBLICAS,2003,1,37
1230,85001,VIAS PUBLICAS,2003,1,37
1231,18150,VIAS PUBLICAS,2003,1,37
1232,86569,PUENTE,2003,1,37
1233,05361,VIAS PUBLICAS,2003,1,37
1234,81794,VIAS PUBLICAS,2003,1,37
1235,99001,VIAS PUBLICAS,2003,1,37
1236,19142,PUENTE,2003,1,37
1237,05001,VIAS PUBLICAS,2003,1,37
1238,86865,PUENTE,2003,2,37
1239,15667,VIAS PUBLICAS,2003,1,37
1240,76001,VIAS PUBLICAS,2003,1,37
1241,50350,VIAS PUBLICAS,2003,1,37
1242,18610,VIAS PUBLICAS,2003,1,37
1243,81065,VIAS PUBLICAS,2003,1,37
1244,18001,VIAS PUBLICAS,2003,1,37
1245,05361,VIAS PUBLICAS,2003,1,37
1246,05649,VIAS PUBLICAS,2003,1,37
1247,81736,VIAS PUBLICAS,2003,1,37
1248,76001,VIAS PUBLICAS,2003,2,37
1249,81736,VIAS PUBLICAS,2003,1,37
1250,66456,PUENTE,2003,1,37
1251,20001,PUENTE,2003,1,37
1252,95001,VIAS PUBLICAS,2003,1,37
1253,41078,VIAS PUBLICAS,2003,1,37
1254,52001,VIAS PUBLICAS,2003,1,37
1255,15425,VIAS PUBLICAS,2003,1,37
1256,85001,VIAS PUBLICAS,2003,1,37
1257,66318,VIAS PUBLICAS,2003,1,37
1258,73124,VIAS PUBLICAS,2003,2,37
1259,20001,PUENTE,2003,2,37
1260,18753,VIAS PUBLICAS,2003,1,37
1261,68190,VIAS PUBLICAS,2003,1,37
1262,54810,VIAS PUBLICAS,2003,1,37
1263,54001,VIAS PUBLICAS,2003,1,37
1264,41396,VIAS PUBLICAS,2003,1,37
1265,41020,VIAS PUBLICAS,2003,1,37
1266,73622,VIAS PUBLICAS,2003,1,37
1267,50683,PUENTE,2003,1,37
1268,54810,VIAS PUBLICAS,2003,1,37
1269,81736,VIAS PUBLICAS,2003,1,37
1270,54261,PUENTE,2003,1,37
1271,41770,VIAS PUBLICAS,2003,1,37
1272,18753,VIAS PUBLICAS,2003,1,37
1273,95015,VIAS PUBLICAS,2003,1,37
1274,54800,VIAS PUBLICAS,2003,1,37
1275,54800,VIAS PUBLICAS,2003,1,37
1276,05847,PUENTE,2003,1,37
1277,13052,VIAS PUBLICAS,2003,1,37
1278,95015,VIAS PUBLICAS,2003,1,37
1279,50450,VIAS PUBLICAS,2003,2,37
1280,18753,VIAS PUBLICAS,2003,1,37
1281,50251,VIAS PUBLICAS,2003,1,37
1282,13894,VIAS PUBLICAS,2003,1,37
1283,41001,VIAS PUBLICAS,2003,1,37
1284,05055,VIAS PUBLICAS,2003,1,37
1285,18001,VIAS PUBLICAS,2003,1,37
1286,95001,VIAS PUBLICAS,2003,1,37
1287,86573,VIAS PUBLICAS,2003,1,37
1288,05040,PUENTE,2003,1,37
1289,05150,PUENTE,2003,1,37
1290,05674,VIAS PUBLICAS,2003,1,37
1291,18001,VIAS PUBLICAS,2003,1,37
1292,05670,VIAS PUBLICAS,2003,1,37
1293,81065,VIAS PUBLICAS,2003,1,37
1294,05649,VIAS PUBLICAS,2003,1,37
1295,18410,VIAS PUBLICAS,2003,1,37
1296,18460,VIAS PUBLICAS,2003,1,37
1297,05649,VIAS PUBLICAS,2003,1,37
1298,81065,VIAS PUBLICAS,2003,1,37
1299,54810,VIAS PUBLICAS,2003,1,37
1300,50325,VIAS PUBLICAS,2003,1,37
1301,50001,VIAS PUBLICAS,2003,1,37
1302,15667,VIAS PUBLICAS,2003,1,37
1303,54800,VIAS PUBLICAS,2003,1,37
1304,18256,VIAS PUBLICAS,2003,1,37
1305,05361,VIAS PUBLICAS,2003,1,37
1306,95015,VIAS PUBLICAS,2003,1,37
1307,85279,VIAS PUBLICAS,2003,1,37
1308,20517,PUENTE,2003,3,37
1309,05652,VIAS PUBLICAS,2003,1,37
1310,81736,VIAS PUBLICAS,2003,2,37
1311,52540,PUENTE,2003,1,37
1312,54810,PUENTE,2003,1,37
1313,54810,PUENTE,2003,1,37
1314,81736,VIAS PUBLICAS,2003,1,37
1315,18001,VIAS PUBLICAS,2003,1,37
1316,05361,VIAS PUBLICAS,2003,1,37
1317,50590,VIAS PUBLICAS,2003,1,37
1318,05313,VIAS PUBLICAS,2003,1,37
1319,05313,VIAS PUBLICAS,2003,1,37
1320,52540,PUENTE,2003,1,37
1321,73411,VIAS PUBLICAS,2003,1,37
1322,81001,VIAS PUBLICAS,2003,1,37
1323,81065,VIAS PUBLICAS,2003,1,37
1324,81736,VIAS PUBLICAS,2003,2,37
1325,76892,VIAS PUBLICAS,2003,1,37
1326,81065,VIAS PUBLICAS,2003,1,37
1327,85001,VIAS PUBLICAS,2003,1,37
1328,05055,VIAS PUBLICAS,2003,1,37
1329,81065,VIAS PUBLICAS,2003,2,37
1330,25815,VIAS PUBLICAS,2003,1,37
1331,95001,PUENTE,2003,1,37
1332,73055,VIAS PUBLICAS,2003,1,37
1333,73055,VIAS PUBLICAS,2003,1,37
1334,25178,VIAS PUBLICAS,2003,1,37
1335,15755,VIAS PUBLICAS,2003,1,37
1336,18756,VIAS PUBLICAS,2003,1,37
1337,85250,PUENTE,2003,1,37
1338,41001,VIAS PUBLICAS,2003,1,37
1339,41001,VIAS PUBLICAS,2003,1,37
1340,41001,VIAS PUBLICAS,2003,1,37
1341,54670,VIAS PUBLICAS,2003,1,37
1342,81736,PUENTE,2003,1,37
1343,81794,VIAS PUBLICAS,2003,1,37
1344,25754,VIAS PUBLICAS,2003,1,37
1345,54874,VIAS PUBLICAS,2003,1,37
1346,81794,PUENTE,2003,1,37
1347,17495,VIAS PUBLICAS,2003,1,37
1348,81065,VIAS PUBLICAS,2003,1,37
1349,05125,VIAS PUBLICAS,2003,1,37
1350,05197,VIAS PUBLICAS,2003,1,37
1351,52540,PUENTE,2003,1,37
1352,05480,VIAS PUBLICAS,2003,1,37
1353,18756,VIAS PUBLICAS,2003,1,37
1354,81736,VIAS PUBLICAS,2003,1,37
1355,41132,VIAS PUBLICAS,2003,1,37
1356,05887,VIAS PUBLICAS,2003,1,37
1357,81736,VIAS PUBLICAS,2003,1,37
1358,81736,VIAS PUBLICAS,2003,1,37
1359,05649,VIAS PUBLICAS,2003,1,37
1360,41001,VIAS PUBLICAS,2003,1,37
1361,81300,PUENTE,2003,1,37
1362,81736,VIAS PUBLICAS,2003,1,37
1363,81736,VIAS PUBLICAS,2003,1,37
1364,11001,PUENTE,2003,1,37
1365,25290,VIAS PUBLICAS,2003,1,37
1366,05660,VIAS PUBLICAS,2003,1,37
1367,81736,PUENTE,2003,1,37
1368,44001,PUENTE,2003,1,37
1369,81065,VIAS PUBLICAS,2003,2,37
1370,85225,VIAS PUBLICAS,2003,1,37
1371,25320,VIAS PUBLICAS,2003,1,37
1372,76318,VIAS PUBLICAS,2003,1,37
1373,85279,VIAS PUBLICAS,2003,1,37
1374,73026,VIAS PUBLICAS,2003,1,37
1375,18256,VIAS PUBLICAS,2003,1,37
1376,81736,VIAS PUBLICAS,2003,1,37
1377,05887,VIAS PUBLICAS,2003,1,37
1378,81736,VIAS PUBLICAS,2003,2,37
1379,81736,VIAS PUBLICAS,2003,1,37
1380,86568,VIAS PUBLICAS,2003,1,37
1381,81736,VIAS PUBLICAS,2003,1,37
1382,25592,VIAS PUBLICAS,2003,1,37
1383,05483,VIAS PUBLICAS,2003,2,37
1384,05001,VIAS PUBLICAS,2003,1,37
1385,05649,VIAS PUBLICAS,2003,1,37
1386,05197,VIAS PUBLICAS,2003,2,37
1387,13894,VIAS PUBLICAS,2003,1,37
1388,25898,VIAS PUBLICAS,2003,1,37
1389,81065,VIAS PUBLICAS,2003,1,37
1390,05652,VIAS PUBLICAS,2003,1,37
1391,81736,VIAS PUBLICAS,2003,2,37
1392,18001,VIAS PUBLICAS,2003,1,37
1393,44420,VIAS PUBLICAS,2003,2,37
1394,05313,VIAS PUBLICAS,2003,1,37
1395,05890,VIAS PUBLICAS,2003,1,37
1396,13873,VIAS PUBLICAS,2003,1,37
1397,17001,VIAS PUBLICAS,2003,1,37
1398,05197,VIAS PUBLICAS,2003,1,37
1399,95015,VIAS PUBLICAS,2003,1,37
1400,81065,VIAS PUBLICAS,2003,1,37
1401,25394,VIAS PUBLICAS,2003,1,37
1402,11001,VIAS PUBLICAS,2003,1,37
1403,52405,VIAS PUBLICAS,2003,2,37
1404,41396,VIAS PUBLICAS,2003,1,37
1405,05667,VIAS PUBLICAS,2003,1,37
1406,52435,VIAS PUBLICAS,2003,1,37
1407,50350,VIAS PUBLICAS,2003,1,37
1408,41020,VIAS PUBLICAS,2003,1,37
1409,76275,VIAS PUBLICAS,2003,1,37
1410,76520,VIAS PUBLICAS,2003,1,37
1411,81736,VIAS PUBLICAS,2003,1,37
1412,50330,VIAS PUBLICAS,2003,1,37
1413,52233,VIAS PUBLICAS,2003,1,37
1414,05284,VIAS PUBLICAS,2003,1,37
1415,18001,VIAS PUBLICAS,2003,1,37
1416,52356,VIAS PUBLICAS,2003,1,37
1417,13244,VIAS PUBLICAS,2003,1,37
1418,18001,VIAS PUBLICAS,2003,1,37
1419,18753,VIAS PUBLICAS,2003,1,37
1420,81736,PUENTE,2003,1,37
1421,41006,VIAS PUBLICAS,2003,1,37
1422,05660,VIAS PUBLICAS,2003,1,37
1423,52001,VIAS PUBLICAS,2003,1,37
1424,81065,VIAS PUBLICAS,2003,1,37
1425,13894,VIAS PUBLICAS,2003,1,37
1426,05649,PUENTE,2003,1,37
1427,18001,PUENTE,2003,1,37
1428,25290,VIAS PUBLICAS,2003,1,37
1429,81736,PUENTE,2003,1,37
1430,81794,VIAS PUBLICAS,2003,1,37
1431,05038,VIAS PUBLICAS,2003,1,37
1432,73236,VIAS PUBLICAS,2003,1,37
1433,05660,VIAS PUBLICAS,2003,1,37
1434,81300,VIAS PUBLICAS,2003,1,37
1435,25662,VIAS PUBLICAS,2003,1,37
1436,41132,VIAS PUBLICAS,2003,1,37
1437,05134,VIAS PUBLICAS,2003,1,37
1438,15806,VIAS PUBLICAS,2003,1,37
1439,41001,VIAS PUBLICAS,2003,1,37
1440,18610,PUENTE,2003,1,37
1441,81736,VIAS PUBLICAS,2003,1,37
1442,54810,PUENTE,2003,1,37
1443,05001,VIAS PUBLICAS,2003,1,37
1444,05541,VIAS PUBLICAS,2003,1,37
1445,86001,VIAS PUBLICAS,2003,1,37
1446,05038,VIAS PUBLICAS,2003,1,37
1447,18592,VIAS PUBLICAS,2003,2,37
1448,81736,VIAS PUBLICAS,2003,1,37
1449,05660,VIAS PUBLICAS,2003,1,37
1450,54810,VIAS PUBLICAS,2003,1,37
1451,18753,VIAS PUBLICAS,2003,1,37
1452,54810,VIAS PUBLICAS,2003,1,37
1453,05660,VIAS PUBLICAS,2003,1,37
1454,18756,VIAS PUBLICAS,2003,1,37
1455,41001,VIAS PUBLICAS,2003,1,37
1456,81794,VIAS PUBLICAS,2003,1,37
1457,05001,VIAS PUBLICAS,2003,1,37
1458,25426,VIAS PUBLICAS,2003,1,37
1459,05660,VIAS PUBLICAS,2003,1,37
1460,54001,VIAS PUBLICAS,2003,1,37
1461,81001,VIAS PUBLICAS,2003,1,37
1462,81736,VIAS PUBLICAS,2003,1,37
1463,81736,VIAS PUBLICAS,2003,6,37
1464,11001,VIAS PUBLICAS,2003,1,37
1465,54250,VIAS PUBLICAS,2003,1,37
1466,05670,VIAS PUBLICAS,2003,1,37
1467,73001,VIAS PUBLICAS,2003,1,37
1468,52001,VIAS PUBLICAS,2003,1,37
1469,11001,VIAS PUBLICAS,2003,1,37
1470,41006,VIAS PUBLICAS,2003,1,37
1471,05467,VIAS PUBLICAS,2003,1,37
1472,81736,VIAS PUBLICAS,2003,1,37
1473,41020,VIAS PUBLICAS,2003,1,37
1474,54051,VIAS PUBLICAS,2003,1,37
1475,05467,VIAS PUBLICAS,2003,1,37
1476,18001,VIAS PUBLICAS,2003,1,37
1477,18001,VIAS PUBLICAS,2003,1,37
1478,05674,VIAS PUBLICAS,2003,1,37
1479,11001,VIAS PUBLICAS,2003,1,37
1480,63130,VIAS PUBLICAS,2003,1,37
1481,05001,VIAS PUBLICAS,2003,1,37
1482,05847,VIAS PUBLICAS,2003,1,37
1483,41359,PUENTE,2003,1,37
1484,41551,PUENTE,2003,1,37
1485,41770,PUENTE,2003,1,37
1486,76834,VIAS PUBLICAS,2003,1,37
1487,19585,PUENTE,2003,1,37
1488,81736,VIAS PUBLICAS,2003,2,37
1489,41006,VIAS PUBLICAS,2003,1,37
1490,05847,VIAS PUBLICAS,2003,1,37
1491,81001,VIAS PUBLICAS,2003,1,37
1492,81065,VIAS PUBLICAS,2003,1,37
1493,17001,VIAS PUBLICAS,2003,1,37
1494,52356,VIAS PUBLICAS,2003,1,37
1495,73349,PUENTE,2003,1,37
1496,11001,VIAS PUBLICAS,2003,1,37
1497,52612,VIAS PUBLICAS,2003,1,37
1498,54344,VIAS PUBLICAS,2003,1,37
1499,81001,VIAS PUBLICAS,2003,1,37
1500,81736,VIAS PUBLICAS,2003,1,37
1501,05890,VIAS PUBLICAS,2003,1,37
1502,52001,VIAS PUBLICAS,2003,1,37
1503,81736,VIAS PUBLICAS,2003,1,37
1504,85010,VIAS PUBLICAS,2003,1,37
1505,52001,VIAS PUBLICAS,2003,1,37
1506,81736,VIAS PUBLICAS,2003,1,37
1507,25328,VIAS PUBLICAS,2003,1,37
1508,41001,VIAS PUBLICAS,2003,1,37
1509,18753,VIAS PUBLICAS,2003,1,37
1510,05660,VIAS PUBLICAS,2003,1,37
1511,81736,VIAS PUBLICAS,2003,1,37
1512,11001,VIAS PUBLICAS,2003,1,37
1513,81736,VIAS PUBLICAS,2003,1,37
1514,81736,VIAS PUBLICAS,2003,1,37
1515,76233,VIAS PUBLICAS,2003,1,37
1516,05660,VIAS PUBLICAS,2003,1,37
1517,05847,VIAS PUBLICAS,2003,1,37
1518,18753,VIAS PUBLICAS,2003,1,37
1519,54800,VIAS PUBLICAS,2003,1,37
1520,05660,VIAS PUBLICAS,2003,1,37
1521,81065,VIAS PUBLICAS,2003,1,37
1522,85263,PUENTE,2003,1,37
1523,23855,VIAS PUBLICAS,2003,1,37
1524,17001,VIAS PUBLICAS,2003,1,37
1525,11001,VIAS PUBLICAS,2003,1,37
1526,81001,VIAS PUBLICAS,2003,1,37
1527,18753,VIAS PUBLICAS,2003,1,37
1528,18753,VIAS PUBLICAS,2003,1,37
1529,52612,VIAS PUBLICAS,2003,1,37
1530,11001,VIAS PUBLICAS,2003,1,37
1531,05697,VIAS PUBLICAS,2003,1,37
1532,81001,VIAS PUBLICAS,2003,1,37
1533,81001,VIAS PUBLICAS,2003,1,37
1534,05649,VIAS PUBLICAS,2003,1,37
1535,17433,VIAS PUBLICAS,2003,1,37
1536,94001,VIAS PUBLICAS,2003,1,37
1537,54670,VIAS PUBLICAS,2003,1,37
1538,76364,PUENTE,2003,1,37
1539,81001,PUENTE,2003,1,37
1540,25394,VIAS PUBLICAS,2003,1,37
1541,73001,VIAS PUBLICAS,2003,1,37
1542,18247,VIAS PUBLICAS,2003,1,37
1543,05660,PUENTE,2003,1,37
1544,05197,PUENTE,2003,1,37
1545,81736,VIAS PUBLICAS,2003,1,37
1546,76001,VIAS PUBLICAS,2003,1,37
1547,05660,VIAS PUBLICAS,2003,1,37
1548,19001,PUENTE,2003,1,37
1549,05660,PUENTE,2003,1,37
1550,52356,VIAS PUBLICAS,2003,1,37
