id,dane_code,year_of_incident,kidnapping_class,amount,source_id
14084,85010,2001,SECUESTRO SIMPLE,1,21
14085,05854,2001,SECUESTRO SIMPLE,1,21
14086,05854,2001,SECUESTRO SIMPLE,1,21
14087,05001,2001,SECUESTRO EXTORSIVO,1,21
14088,11001,2001,SECUESTRO SIMPLE,1,21
14089,47001,2001,SECUESTRO SIMPLE,1,21
14090,05854,2001,SECUESTRO SIMPLE,1,21
14091,13001,2001,SECUESTRO SIMPLE,1,21
14092,05660,2001,SECUESTRO EXTORSIVO,1,21
14093,27660,2001,SECUESTRO EXTORSIVO,1,21
14094,27660,2001,SECUESTRO SIMPLE,1,21
14095,27660,2001,SECUESTRO SIMPLE,1,21
14096,27660,2001,SECUESTRO SIMPLE,1,21
14097,27660,2001,SECUESTRO SIMPLE,1,21
14098,76275,2001,SECUESTRO EXTORSIVO,1,21
14099,15322,2001,SECUESTRO EXTORSIVO,1,21
14100,17042,2001,SECUESTRO EXTORSIVO,1,21
14101,05113,2001,SECUESTRO SIMPLE,1,21
14102,05113,2001,SECUESTRO SIMPLE,1,21
14103,05113,2001,SECUESTRO SIMPLE,1,21
14104,05113,2001,SECUESTRO SIMPLE,1,21
14105,05113,2001,SECUESTRO SIMPLE,1,21
14106,05113,2001,SECUESTRO SIMPLE,1,21
14107,05113,2001,SECUESTRO SIMPLE,1,21
14108,05660,2001,SECUESTRO SIMPLE,1,21
14109,76109,2001,SECUESTRO SIMPLE,1,21
14110,47001,2001,SECUESTRO SIMPLE,1,21
14111,20011,2001,SECUESTRO SIMPLE,1,21
14112,20011,2001,SECUESTRO SIMPLE,1,21
14113,20011,2001,SECUESTRO EXTORSIVO,1,21
14114,20550,2001,SECUESTRO EXTORSIVO,1,21
14115,73226,2001,SECUESTRO EXTORSIVO,1,21
14116,20011,2001,SECUESTRO SIMPLE,1,21
14117,05197,2001,SECUESTRO SIMPLE,1,21
14118,85430,2001,SECUESTRO SIMPLE,1,21
14119,85430,2001,SECUESTRO SIMPLE,1,21
14120,85430,2001,SECUESTRO SIMPLE,1,21
14121,19760,2001,SECUESTRO SIMPLE,1,21
14122,19760,2001,SECUESTRO SIMPLE,1,21
14123,19760,2001,SECUESTRO SIMPLE,1,21
14124,19760,2001,SECUESTRO SIMPLE,1,21
14125,19760,2001,SECUESTRO SIMPLE,1,21
14126,19760,2001,SECUESTRO EXTORSIVO,1,21
14127,05001,2001,SECUESTRO SIMPLE,1,21
14128,05001,2001,SECUESTRO SIMPLE,1,21
14129,25299,2001,SECUESTRO EXTORSIVO,1,21
14130,50001,2001,SECUESTRO EXTORSIVO,1,21
14131,25743,2001,SECUESTRO EXTORSIVO,1,21
14132,25743,2001,SECUESTRO EXTORSIVO,1,21
14133,25743,2001,SECUESTRO EXTORSIVO,1,21
14134,50001,2001,SECUESTRO SIMPLE,1,21
14135,05148,2001,SECUESTRO EXTORSIVO,1,21
14136,15455,2001,SECUESTRO EXTORSIVO,1,21
14137,19001,2001,SECUESTRO SIMPLE,1,21
14138,44078,2001,SECUESTRO SIMPLE,1,21
14139,44078,2001,SECUESTRO SIMPLE,1,21
14140,27001,2001,SECUESTRO EXTORSIVO,1,21
14141,05313,2001,SECUESTRO SIMPLE,1,21
14142,05313,2001,SECUESTRO SIMPLE,1,21
14143,05030,2001,SECUESTRO SIMPLE,1,21
14144,15238,2001,SECUESTRO EXTORSIVO,1,21
14145,54001,2001,SECUESTRO SIMPLE,1,21
14146,11001,2001,SECUESTRO EXTORSIVO,1,21
14147,19824,2001,SECUESTRO EXTORSIVO,1,21
14148,19824,2001,SECUESTRO EXTORSIVO,1,21
14149,19001,2001,SECUESTRO SIMPLE,1,21
14150,76001,2001,SECUESTRO SIMPLE,1,21
14151,76001,2001,SECUESTRO SIMPLE,1,21
14152,76001,2001,SECUESTRO SIMPLE,1,21
14153,76001,2001,SECUESTRO SIMPLE,1,21
14154,76001,2001,SECUESTRO SIMPLE,1,21
14155,76001,2001,SECUESTRO SIMPLE,1,21
14156,76001,2001,SECUESTRO SIMPLE,1,21
14157,76001,2001,SECUESTRO SIMPLE,1,21
14158,76001,2001,SECUESTRO SIMPLE,1,21
14159,76001,2001,SECUESTRO SIMPLE,1,21
14160,76001,2001,SECUESTRO SIMPLE,1,21
14161,76001,2001,SECUESTRO SIMPLE,1,21
14162,76001,2001,SECUESTRO SIMPLE,1,21
14163,76001,2001,SECUESTRO SIMPLE,1,21
14164,76001,2001,SECUESTRO SIMPLE,1,21
14165,76001,2001,SECUESTRO SIMPLE,1,21
14166,76001,2001,SECUESTRO EXTORSIVO,1,21
14167,76001,2001,SECUESTRO SIMPLE,1,21
14168,20517,2001,SECUESTRO SIMPLE,1,21
14169,20228,2001,SECUESTRO SIMPLE,1,21
14170,68861,2001,SECUESTRO EXTORSIVO,1,21
14171,50001,2001,SECUESTRO SIMPLE,1,21
14172,15238,2001,SECUESTRO SIMPLE,1,21
14173,50001,2001,SECUESTRO EXTORSIVO,1,21
14174,68547,2001,SECUESTRO SIMPLE,1,21
14175,50313,2001,SECUESTRO SIMPLE,1,21
14176,20443,2001,SECUESTRO SIMPLE,1,21
14177,20443,2001,SECUESTRO SIMPLE,1,21
14178,11001,2001,SECUESTRO SIMPLE,1,21
14179,05660,2001,SECUESTRO SIMPLE,1,21
14180,05660,2001,SECUESTRO SIMPLE,1,21
14181,05660,2001,SECUESTRO SIMPLE,1,21
14182,05660,2001,SECUESTRO SIMPLE,1,21
14183,05660,2001,SECUESTRO SIMPLE,1,21
14184,05660,2001,SECUESTRO SIMPLE,1,21
14185,05660,2001,SECUESTRO SIMPLE,1,21
14186,05660,2001,SECUESTRO SIMPLE,1,21
14187,05660,2001,SECUESTRO SIMPLE,1,21
14188,25245,2001,SECUESTRO EXTORSIVO,1,21
14189,15001,2001,SECUESTRO SIMPLE,1,21
14190,05660,2001,SECUESTRO SIMPLE,1,21
14191,05660,2001,SECUESTRO SIMPLE,1,21
14192,50325,2001,SECUESTRO EXTORSIVO,1,21
14193,50325,2001,SECUESTRO SIMPLE,1,21
14194,50325,2001,SECUESTRO SIMPLE,1,21
14195,50325,2001,SECUESTRO SIMPLE,1,21
14196,05541,2001,SECUESTRO SIMPLE,1,21
14197,05541,2001,SECUESTRO SIMPLE,1,21
14198,05541,2001,SECUESTRO SIMPLE,1,21
14199,05541,2001,SECUESTRO SIMPLE,1,21
14200,05440,2001,SECUESTRO SIMPLE,1,21
14201,05440,2001,SECUESTRO SIMPLE,1,21
14202,05001,2001,SECUESTRO SIMPLE,1,21
14203,25524,2001,SECUESTRO SIMPLE,1,21
14204,25524,2001,SECUESTRO SIMPLE,1,21
14205,05113,2001,SECUESTRO SIMPLE,1,21
14206,25594,2001,SECUESTRO EXTORSIVO,1,21
14207,76001,2001,SECUESTRO EXTORSIVO,1,21
14208,44001,2001,SECUESTRO EXTORSIVO,1,21
14209,20001,2001,SECUESTRO SIMPLE,1,21
14210,52356,2001,SECUESTRO EXTORSIVO,1,21
14211,54001,2001,SECUESTRO EXTORSIVO,1,21
14212,17001,2001,SECUESTRO SIMPLE,1,21
14213,20443,2001,SECUESTRO EXTORSIVO,1,21
14214,20443,2001,SECUESTRO EXTORSIVO,1,21
14215,68081,2001,SECUESTRO SIMPLE,1,21
14216,95025,2001,SECUESTRO EXTORSIVO,1,21
14217,05652,2001,SECUESTRO SIMPLE,1,21
14218,47189,2001,SECUESTRO EXTORSIVO,1,21
14219,47189,2001,SECUESTRO EXTORSIVO,1,21
14220,47189,2001,SECUESTRO EXTORSIVO,1,21
14221,47189,2001,SECUESTRO EXTORSIVO,1,21
14222,47189,2001,SECUESTRO SIMPLE,1,21
14223,47189,2001,SECUESTRO EXTORSIVO,1,21
14224,47189,2001,SECUESTRO EXTORSIVO,1,21
14225,47189,2001,SECUESTRO SIMPLE,1,21
14226,47189,2001,SECUESTRO EXTORSIVO,1,21
14227,05615,2001,SECUESTRO SIMPLE,1,21
14228,76275,2001,SECUESTRO EXTORSIVO,1,21
14229,47189,2001,SECUESTRO SIMPLE,1,21
14230,47189,2001,SECUESTRO SIMPLE,1,21
14231,47189,2001,SECUESTRO SIMPLE,1,21
14232,19698,2001,SECUESTRO SIMPLE,1,21
14233,19698,2001,SECUESTRO SIMPLE,1,21
14234,05652,2001,SECUESTRO SIMPLE,1,21
14235,20001,2001,SECUESTRO SIMPLE,1,21
14236,19001,2001,SECUESTRO EXTORSIVO,1,21
14237,47189,2001,SECUESTRO SIMPLE,1,21
14238,19824,2001,SECUESTRO SIMPLE,1,21
14239,76001,2001,SECUESTRO SIMPLE,1,21
14240,17653,2001,SECUESTRO EXTORSIVO,1,21
14241,44001,2001,SECUESTRO EXTORSIVO,1,21
14242,25743,2001,SECUESTRO EXTORSIVO,1,21
14243,25743,2001,SECUESTRO EXTORSIVO,1,21
14244,05038,2001,SECUESTRO SIMPLE,1,21
14245,05660,2001,SECUESTRO SIMPLE,1,21
14246,08638,2001,SECUESTRO SIMPLE,1,21
14247,11001,2001,SECUESTRO SIMPLE,1,21
14248,05001,2001,SECUESTRO SIMPLE,1,21
14249,11001,2001,SECUESTRO SIMPLE,1,21
14250,11001,2001,SECUESTRO EXTORSIVO,1,21
14251,05234,2001,SECUESTRO EXTORSIVO,1,21
14252,68255,2001,SECUESTRO SIMPLE,1,21
14253,05697,2001,SECUESTRO SIMPLE,1,21
14254,13001,2001,SECUESTRO SIMPLE,1,21
14255,05660,2001,SECUESTRO SIMPLE,1,21
14256,05660,2001,SECUESTRO EXTORSIVO,1,21
14257,73268,2001,SECUESTRO EXTORSIVO,1,21
14258,20011,2001,SECUESTRO SIMPLE,1,21
14259,76001,2001,SECUESTRO EXTORSIVO,1,21
14260,70678,2001,SECUESTRO EXTORSIVO,1,21
14261,15001,2001,SECUESTRO EXTORSIVO,1,21
14262,08372,2001,SECUESTRO EXTORSIVO,1,21
14263,20383,2001,SECUESTRO EXTORSIVO,1,21
14264,05887,2001,SECUESTRO EXTORSIVO,1,21
14265,05887,2001,SECUESTRO EXTORSIVO,1,21
14266,68001,2001,SECUESTRO EXTORSIVO,1,21
14267,05854,2001,SECUESTRO EXTORSIVO,1,21
14268,05854,2001,SECUESTRO SIMPLE,1,21
14269,05854,2001,SECUESTRO SIMPLE,1,21
14270,05234,2001,SECUESTRO EXTORSIVO,1,21
14271,05660,2001,SECUESTRO SIMPLE,1,21
14272,68101,2001,SECUESTRO EXTORSIVO,1,21
14273,68001,2001,SECUESTRO EXTORSIVO,1,21
14274,19001,2001,SECUESTRO EXTORSIVO,1,21
14275,19001,2001,SECUESTRO EXTORSIVO,1,21
14276,27073,2001,SECUESTRO SIMPLE,1,21
14277,17013,2001,SECUESTRO EXTORSIVO,1,21
14278,17013,2001,SECUESTRO EXTORSIVO,1,21
14279,19698,2001,SECUESTRO SIMPLE,1,21
14280,19698,2001,SECUESTRO EXTORSIVO,1,21
14281,76001,2001,SECUESTRO EXTORSIVO,1,21
14282,47189,2001,SECUESTRO EXTORSIVO,1,21
14283,68615,2001,SECUESTRO EXTORSIVO,1,21
14284,05002,2001,SECUESTRO EXTORSIVO,1,21
14285,05001,2001,SECUESTRO SIMPLE,1,21
14286,50001,2001,SECUESTRO EXTORSIVO,1,21
14287,05440,2001,SECUESTRO SIMPLE,1,21
14288,41807,2001,SECUESTRO SIMPLE,1,21
14289,05002,2001,SECUESTRO SIMPLE,1,21
14290,41807,2001,SECUESTRO EXTORSIVO,1,21
14291,50001,2001,SECUESTRO EXTORSIVO,1,21
14292,23464,2001,SECUESTRO EXTORSIVO,1,21
14293,23464,2001,SECUESTRO EXTORSIVO,1,21
14294,73547,2001,SECUESTRO EXTORSIVO,1,21
14295,44001,2001,SECUESTRO SIMPLE,1,21
14296,68444,2001,SECUESTRO SIMPLE,1,21
14297,05591,2001,SECUESTRO SIMPLE,1,21
14298,05591,2001,SECUESTRO SIMPLE,1,21
14299,68444,2001,SECUESTRO EXTORSIVO,1,21
14300,20383,2001,SECUESTRO SIMPLE,1,21
14301,11001,2001,SECUESTRO EXTORSIVO,1,21
14302,11001,2001,SECUESTRO EXTORSIVO,1,21
14303,19256,2001,SECUESTRO EXTORSIVO,1,21
14304,19256,2001,SECUESTRO SIMPLE,1,21
14305,20011,2001,SECUESTRO SIMPLE,1,21
14306,20011,2001,SECUESTRO SIMPLE,1,21
14307,68307,2001,SECUESTRO SIMPLE,1,21
14308,20011,2001,SECUESTRO SIMPLE,1,21
14309,20011,2001,SECUESTRO SIMPLE,1,21
14310,20011,2001,SECUESTRO SIMPLE,1,21
14311,20011,2001,SECUESTRO SIMPLE,1,21
14312,68081,2001,SECUESTRO SIMPLE,1,21
14313,76001,2001,SECUESTRO SIMPLE,1,21
14314,20011,2001,SECUESTRO SIMPLE,1,21
14315,17001,2001,SECUESTRO SIMPLE,1,21
14316,76001,2001,SECUESTRO EXTORSIVO,1,21
14317,54498,2001,SECUESTRO EXTORSIVO,1,21
14318,54498,2001,SECUESTRO EXTORSIVO,1,21
14319,54498,2001,SECUESTRO EXTORSIVO,1,21
14320,54498,2001,SECUESTRO EXTORSIVO,1,21
14321,54498,2001,SECUESTRO EXTORSIVO,1,21
14322,47189,2001,SECUESTRO SIMPLE,1,21
14323,11001,2001,SECUESTRO EXTORSIVO,1,21
14324,54498,2001,SECUESTRO EXTORSIVO,1,21
14325,20011,2001,SECUESTRO SIMPLE,1,21
14326,20011,2001,SECUESTRO SIMPLE,1,21
14327,54498,2001,SECUESTRO EXTORSIVO,1,21
14328,15272,2001,SECUESTRO EXTORSIVO,1,21
14329,50001,2001,SECUESTRO SIMPLE,1,21
14330,05656,2001,SECUESTRO SIMPLE,1,21
14331,52258,2001,SECUESTRO EXTORSIVO,1,21
14332,52258,2001,SECUESTRO EXTORSIVO,1,21
14333,52258,2001,SECUESTRO SIMPLE,1,21
14334,52258,2001,SECUESTRO SIMPLE,1,21
14335,15272,2001,SECUESTRO EXTORSIVO,1,21
14336,52258,2001,SECUESTRO EXTORSIVO,1,21
14337,52258,2001,SECUESTRO EXTORSIVO,1,21
14338,52258,2001,SECUESTRO SIMPLE,1,21
14339,52258,2001,SECUESTRO EXTORSIVO,1,21
14340,52258,2001,SECUESTRO SIMPLE,1,21
14341,52258,2001,SECUESTRO EXTORSIVO,1,21
14342,52258,2001,SECUESTRO SIMPLE,1,21
14343,52258,2001,SECUESTRO EXTORSIVO,1,21
14344,52258,2001,SECUESTRO EXTORSIVO,1,21
14345,23807,2001,SECUESTRO SIMPLE,1,21
14346,54001,2001,SECUESTRO SIMPLE,1,21
14347,44001,2001,SECUESTRO EXTORSIVO,1,21
14348,23807,2001,SECUESTRO SIMPLE,1,21
14349,05134,2001,SECUESTRO SIMPLE,1,21
14350,23807,2001,SECUESTRO SIMPLE,1,21
14351,23807,2001,SECUESTRO SIMPLE,1,21
14352,23807,2001,SECUESTRO SIMPLE,1,21
14353,05467,2001,SECUESTRO SIMPLE,1,21
14354,23807,2001,SECUESTRO EXTORSIVO,1,21
14355,23807,2001,SECUESTRO EXTORSIVO,1,21
14356,23807,2001,SECUESTRO EXTORSIVO,1,21
14357,23807,2001,SECUESTRO EXTORSIVO,1,21
14358,05854,2001,SECUESTRO EXTORSIVO,1,21
14359,05854,2001,SECUESTRO SIMPLE,1,21
14360,05854,2001,SECUESTRO EXTORSIVO,1,21
14361,05854,2001,SECUESTRO EXTORSIVO,1,21
14362,11001,2001,SECUESTRO EXTORSIVO,1,21
14363,23807,2001,SECUESTRO EXTORSIVO,1,21
14364,23807,2001,SECUESTRO EXTORSIVO,1,21
14365,23807,2001,SECUESTRO EXTORSIVO,1,21
14366,23807,2001,SECUESTRO EXTORSIVO,1,21
14367,05030,2001,SECUESTRO SIMPLE,1,21
14368,73148,2001,SECUESTRO EXTORSIVO,1,21
14369,73148,2001,SECUESTRO EXTORSIVO,1,21
14370,73148,2001,SECUESTRO EXTORSIVO,1,21
14371,47245,2001,SECUESTRO EXTORSIVO,1,21
14372,47245,2001,SECUESTRO EXTORSIVO,1,21
14373,25178,2001,SECUESTRO EXTORSIVO,1,21
14374,05467,2001,SECUESTRO SIMPLE,1,21
14375,73585,2001,SECUESTRO EXTORSIVO,1,21
14376,73585,2001,SECUESTRO EXTORSIVO,1,21
14377,44430,2001,SECUESTRO EXTORSIVO,1,21
14378,05197,2001,SECUESTRO SIMPLE,1,21
14379,05197,2001,SECUESTRO SIMPLE,1,21
14380,86573,2001,SECUESTRO SIMPLE,1,21
14381,13442,2001,SECUESTRO EXTORSIVO,1,21
14382,50001,2001,SECUESTRO EXTORSIVO,1,21
14383,85225,2001,SECUESTRO EXTORSIVO,1,21
14384,05197,2001,SECUESTRO SIMPLE,1,21
14385,25335,2001,SECUESTRO EXTORSIVO,1,21
14386,13442,2001,SECUESTRO EXTORSIVO,1,21
14387,70418,2001,SECUESTRO EXTORSIVO,1,21
14388,70418,2001,SECUESTRO EXTORSIVO,1,21
14389,13673,2001,SECUESTRO EXTORSIVO,1,21
14390,11001,2001,SECUESTRO EXTORSIVO,1,21
14391,70713,2001,SECUESTRO SIMPLE,1,21
14392,05134,2001,SECUESTRO SIMPLE,1,21
14393,47189,2001,SECUESTRO SIMPLE,1,21
14394,47189,2001,SECUESTRO SIMPLE,1,21
14395,13654,2001,SECUESTRO EXTORSIVO,1,21
14396,13654,2001,SECUESTRO EXTORSIVO,1,21
14397,13654,2001,SECUESTRO EXTORSIVO,1,21
14398,20750,2001,SECUESTRO SIMPLE,1,21
14399,20013,2001,SECUESTRO EXTORSIVO,1,21
14400,44855,2001,SECUESTRO SIMPLE,1,21
14401,44855,2001,SECUESTRO SIMPLE,1,21
14402,70713,2001,SECUESTRO EXTORSIVO,1,21
14403,20750,2001,SECUESTRO EXTORSIVO,1,21
14404,70713,2001,SECUESTRO EXTORSIVO,1,21
14405,70204,2001,SECUESTRO EXTORSIVO,1,21
14406,70713,2001,SECUESTRO EXTORSIVO,1,21
14407,20060,2001,SECUESTRO SIMPLE,1,21
14408,44001,2001,SECUESTRO SIMPLE,1,21
14409,44001,2001,SECUESTRO EXTORSIVO,1,21
14410,13244,2001,SECUESTRO SIMPLE,1,21
14411,13244,2001,SECUESTRO SIMPLE,1,21
14412,70713,2001,SECUESTRO EXTORSIVO,1,21
14413,20238,2001,SECUESTRO EXTORSIVO,1,21
14414,17380,2001,SECUESTRO SIMPLE,1,21
14415,85440,2001,SECUESTRO SIMPLE,1,21
14416,85440,2001,SECUESTRO SIMPLE,1,21
14417,85440,2001,SECUESTRO SIMPLE,1,21
14418,85440,2001,SECUESTRO SIMPLE,1,21
14419,85440,2001,SECUESTRO SIMPLE,1,21
14420,85440,2001,SECUESTRO SIMPLE,1,21
14421,85440,2001,SECUESTRO SIMPLE,1,21
14422,85440,2001,SECUESTRO SIMPLE,1,21
14423,85440,2001,SECUESTRO SIMPLE,1,21
14424,17380,2001,SECUESTRO EXTORSIVO,1,21
14425,17380,2001,SECUESTRO EXTORSIVO,1,21
14426,76001,2001,SECUESTRO SIMPLE,1,21
14427,85440,2001,SECUESTRO SIMPLE,1,21
14428,85440,2001,SECUESTRO SIMPLE,1,21
14429,85440,2001,SECUESTRO SIMPLE,1,21
14430,85440,2001,SECUESTRO SIMPLE,1,21
14431,05604,2001,SECUESTRO SIMPLE,1,21
14432,68444,2001,SECUESTRO EXTORSIVO,1,21
14433,23807,2001,SECUESTRO SIMPLE,1,21
14434,05887,2001,SECUESTRO EXTORSIVO,1,21
14435,54003,2001,SECUESTRO SIMPLE,1,21
14436,11001,2001,SECUESTRO EXTORSIVO,1,21
14437,05001,2001,SECUESTRO SIMPLE,1,21
14438,05001,2001,SECUESTRO SIMPLE,1,21
14439,25878,2001,SECUESTRO EXTORSIVO,1,21
14440,25878,2001,SECUESTRO EXTORSIVO,1,21
14441,17614,2001,SECUESTRO EXTORSIVO,1,21
14442,15693,2001,SECUESTRO SIMPLE,1,21
14443,68547,2001,SECUESTRO SIMPLE,1,21
14444,05001,2001,SECUESTRO SIMPLE,1,21
14445,05001,2001,SECUESTRO SIMPLE,1,21
14446,05001,2001,SECUESTRO SIMPLE,1,21
14447,66001,2001,SECUESTRO EXTORSIVO,1,21
14448,73352,2001,SECUESTRO EXTORSIVO,1,21
14449,73352,2001,SECUESTRO EXTORSIVO,1,21
14450,54003,2001,SECUESTRO EXTORSIVO,1,21
14451,54003,2001,SECUESTRO EXTORSIVO,1,21
14452,73443,2001,SECUESTRO SIMPLE,1,21
14453,73270,2001,SECUESTRO EXTORSIVO,1,21
14454,73270,2001,SECUESTRO EXTORSIVO,1,21
14455,73270,2001,SECUESTRO EXTORSIVO,1,21
14456,73270,2001,SECUESTRO EXTORSIVO,1,21
14457,73270,2001,SECUESTRO EXTORSIVO,1,21
14458,73270,2001,SECUESTRO EXTORSIVO,1,21
14459,73270,2001,SECUESTRO EXTORSIVO,1,21
14460,54003,2001,SECUESTRO SIMPLE,1,21
14461,54003,2001,SECUESTRO SIMPLE,1,21
14462,54003,2001,SECUESTRO SIMPLE,1,21
14463,05480,2001,SECUESTRO SIMPLE,1,21
14464,05887,2001,SECUESTRO SIMPLE,1,21
14465,70771,2001,SECUESTRO EXTORSIVO,1,21
14466,70742,2001,SECUESTRO EXTORSIVO,1,21
14467,73443,2001,SECUESTRO SIMPLE,1,21
14468,19212,2001,SECUESTRO SIMPLE,1,21
14469,05480,2001,SECUESTRO SIMPLE,1,21
14470,54001,2001,SECUESTRO SIMPLE,1,21
14471,19212,2001,SECUESTRO SIMPLE,1,21
14472,47551,2001,SECUESTRO SIMPLE,1,21
14473,52001,2001,SECUESTRO EXTORSIVO,1,21
14474,76001,2001,SECUESTRO SIMPLE,1,21
14475,05113,2001,SECUESTRO SIMPLE,1,21
14476,05113,2001,SECUESTRO SIMPLE,1,21
14477,76001,2001,SECUESTRO EXTORSIVO,1,21
14478,76001,2001,SECUESTRO EXTORSIVO,1,21
14479,05697,2001,SECUESTRO SIMPLE,1,21
14480,41001,2001,SECUESTRO EXTORSIVO,1,21
14481,52001,2001,SECUESTRO SIMPLE,1,21
14482,20400,2001,SECUESTRO SIMPLE,1,21
14483,05001,2001,SECUESTRO SIMPLE,1,21
14484,76823,2001,SECUESTRO EXTORSIVO,1,21
14485,73236,2001,SECUESTRO EXTORSIVO,1,21
14486,73236,2001,SECUESTRO SIMPLE,1,21
14487,85410,2001,SECUESTRO SIMPLE,1,21
14488,19622,2001,SECUESTRO EXTORSIVO,1,21
14489,20001,2001,SECUESTRO SIMPLE,1,21
14490,25426,2001,SECUESTRO EXTORSIVO,1,21
14491,52356,2001,SECUESTRO SIMPLE,1,21
14492,05234,2001,SECUESTRO EXTORSIVO,1,21
14493,05234,2001,SECUESTRO EXTORSIVO,1,21
14494,05234,2001,SECUESTRO EXTORSIVO,1,21
14495,20001,2001,SECUESTRO SIMPLE,1,21
14496,20001,2001,SECUESTRO SIMPLE,1,21
14497,68190,2001,SECUESTRO SIMPLE,1,21
14498,05756,2001,SECUESTRO EXTORSIVO,1,21
14499,05756,2001,SECUESTRO EXTORSIVO,1,21
14500,13894,2001,SECUESTRO SIMPLE,1,21
14501,25377,2001,SECUESTRO EXTORSIVO,1,21
14502,25377,2001,SECUESTRO EXTORSIVO,1,21
14503,05887,2001,SECUESTRO EXTORSIVO,1,21
14504,05197,2001,SECUESTRO EXTORSIVO,1,21
14505,54660,2001,SECUESTRO SIMPLE,1,21
14506,20238,2001,SECUESTRO EXTORSIVO,1,21
14507,20238,2001,SECUESTRO SIMPLE,1,21
14508,20238,2001,SECUESTRO SIMPLE,1,21
14509,05237,2001,SECUESTRO SIMPLE,1,21
14510,05001,2001,SECUESTRO SIMPLE,1,21
14511,05001,2001,SECUESTRO SIMPLE,1,21
14512,70823,2001,SECUESTRO EXTORSIVO,1,21
14513,76001,2001,SECUESTRO SIMPLE,1,21
14514,41349,2001,SECUESTRO EXTORSIVO,1,21
14515,41349,2001,SECUESTRO EXTORSIVO,1,21
14516,05847,2001,SECUESTRO EXTORSIVO,1,21
14517,76001,2001,SECUESTRO SIMPLE,1,21
14518,15180,2001,SECUESTRO EXTORSIVO,1,21
14519,15180,2001,SECUESTRO EXTORSIVO,1,21
14520,15180,2001,SECUESTRO EXTORSIVO,1,21
14521,15180,2001,SECUESTRO EXTORSIVO,1,21
14522,15180,2001,SECUESTRO EXTORSIVO,1,21
14523,76001,2001,SECUESTRO SIMPLE,1,21
14524,25743,2001,SECUESTRO EXTORSIVO,1,21
14525,68081,2001,SECUESTRO SIMPLE,1,21
14526,05615,2001,SECUESTRO EXTORSIVO,1,21
14527,19698,2001,SECUESTRO SIMPLE,1,21
14528,05079,2001,SECUESTRO EXTORSIVO,1,21
14529,70823,2001,SECUESTRO EXTORSIVO,1,21
14530,68655,2001,SECUESTRO EXTORSIVO,1,21
14531,70823,2001,SECUESTRO EXTORSIVO,1,21
14532,70823,2001,SECUESTRO SIMPLE,1,21
14533,70823,2001,SECUESTRO EXTORSIVO,1,21
14534,70713,2001,SECUESTRO SIMPLE,1,21
14535,76001,2001,SECUESTRO SIMPLE,1,21
14536,68081,2001,SECUESTRO SIMPLE,1,21
14537,25743,2001,SECUESTRO EXTORSIVO,1,21
14538,19001,2001,SECUESTRO EXTORSIVO,1,21
14539,70820,2001,SECUESTRO EXTORSIVO,1,21
14540,70820,2001,SECUESTRO SIMPLE,1,21
14541,70820,2001,SECUESTRO SIMPLE,1,21
14542,70820,2001,SECUESTRO EXTORSIVO,1,21
14543,70820,2001,SECUESTRO SIMPLE,1,21
14544,70820,2001,SECUESTRO SIMPLE,1,21
14545,70820,2001,SECUESTRO EXTORSIVO,1,21
14546,85010,2001,SECUESTRO EXTORSIVO,1,21
14547,68001,2001,SECUESTRO SIMPLE,1,21
14548,70508,2001,SECUESTRO SIMPLE,1,21
14549,70230,2001,SECUESTRO SIMPLE,1,21
14550,68001,2001,SECUESTRO SIMPLE,1,21
14551,54001,2001,SECUESTRO SIMPLE,1,21
14552,70820,2001,SECUESTRO EXTORSIVO,1,21
14553,70820,2001,SECUESTRO SIMPLE,1,21
14554,70820,2001,SECUESTRO EXTORSIVO,1,21
14555,70820,2001,SECUESTRO SIMPLE,1,21
14556,70820,2001,SECUESTRO EXTORSIVO,1,21
14557,70820,2001,SECUESTRO EXTORSIVO,1,21
14558,05649,2001,SECUESTRO EXTORSIVO,1,21
14559,25736,2001,SECUESTRO EXTORSIVO,1,21
14560,25769,2001,SECUESTRO SIMPLE,1,21
14561,25736,2001,SECUESTRO EXTORSIVO,1,21
14562,25736,2001,SECUESTRO EXTORSIVO,1,21
14563,25878,2001,SECUESTRO EXTORSIVO,1,21
14564,66001,2001,SECUESTRO SIMPLE,1,21
14565,68464,2001,SECUESTRO SIMPLE,1,21
14566,05001,2001,SECUESTRO SIMPLE,1,21
14567,25736,2001,SECUESTRO EXTORSIVO,1,21
14568,13549,2001,SECUESTRO EXTORSIVO,1,21
14569,13549,2001,SECUESTRO EXTORSIVO,1,21
14570,13549,2001,SECUESTRO SIMPLE,1,21
14571,13549,2001,SECUESTRO EXTORSIVO,1,21
14572,13549,2001,SECUESTRO EXTORSIVO,1,21
14573,13549,2001,SECUESTRO EXTORSIVO,1,21
14574,13549,2001,SECUESTRO EXTORSIVO,1,21
14575,13549,2001,SECUESTRO EXTORSIVO,1,21
14576,47288,2001,SECUESTRO EXTORSIVO,1,21
14577,47288,2001,SECUESTRO SIMPLE,1,21
14578,47288,2001,SECUESTRO SIMPLE,1,21
14579,13244,2001,SECUESTRO SIMPLE,1,21
14580,18785,2001,SECUESTRO EXTORSIVO,1,21
14581,76001,2001,SECUESTRO SIMPLE,1,21
14582,50006,2001,SECUESTRO EXTORSIVO,1,21
14583,85001,2001,SECUESTRO EXTORSIVO,1,21
