id,dane_code,year_of_incident,kidnapping_class,amount,source_id
5637,19256,2005,SECUESTRO EXTORSIVO,1,21
5638,19256,2005,SECUESTRO EXTORSIVO,1,21
5639,52399,2005,SECUESTRO EXTORSIVO,1,21
5640,66001,2005,SECUESTRO SIMPLE,1,21
5641,54261,2005,SECUESTRO SIMPLE,1,21
5642,54553,2005,SECUESTRO SIMPLE,1,21
5643,54553,2005,SECUESTRO SIMPLE,1,21
5644,73268,2005,SECUESTRO SIMPLE,1,21
5645,73352,2005,SECUESTRO EXTORSIVO,1,21
5646,05001,2005,SECUESTRO EXTORSIVO,1,21
5647,05885,2005,SECUESTRO EXTORSIVO,1,21
5648,70001,2005,SECUESTRO SIMPLE,1,21
5649,13001,2005,SECUESTRO EXTORSIVO,1,21
5650,44430,2005,SECUESTRO EXTORSIVO,1,21
5651,05001,2005,SECUESTRO SIMPLE,1,21
5652,13683,2005,SECUESTRO SIMPLE,1,21
5653,68001,2005,SECUESTRO SIMPLE,1,21
5654,66045,2005,SECUESTRO EXTORSIVO,1,21
5655,66045,2005,SECUESTRO EXTORSIVO,1,21
5656,13473,2005,SECUESTRO EXTORSIVO,1,21
5657,08001,2005,SECUESTRO EXTORSIVO,1,21
5658,50590,2005,SECUESTRO SIMPLE,1,21
5659,50590,2005,SECUESTRO SIMPLE,1,21
5660,50590,2005,SECUESTRO SIMPLE,1,21
5661,73870,2005,SECUESTRO SIMPLE,1,21
5662,52079,2005,SECUESTRO SIMPLE,1,21
5663,76001,2005,SECUESTRO EXTORSIVO,1,21
5664,50689,2005,SECUESTRO SIMPLE,1,21
5665,50711,2005,SECUESTRO SIMPLE,1,21
5666,66682,2005,SECUESTRO SIMPLE,1,21
5667,73030,2005,SECUESTRO EXTORSIVO,1,21
5668,25491,2005,SECUESTRO SIMPLE,1,21
5669,68615,2005,SECUESTRO EXTORSIVO,1,21
5670,86568,2005,SECUESTRO EXTORSIVO,1,21
5671,17873,2005,SECUESTRO EXTORSIVO,1,21
5672,47001,2005,SECUESTRO SIMPLE,1,21
5673,05001,2005,SECUESTRO EXTORSIVO,1,21
5674,99773,2005,SECUESTRO SIMPLE,1,21
5675,11001,2005,SECUESTRO EXTORSIVO,1,21
5676,66001,2005,SECUESTRO EXTORSIVO,1,21
5677,41020,2005,SECUESTRO EXTORSIVO,1,21
5678,73026,2005,SECUESTRO SIMPLE,1,21
5679,73217,2005,SECUESTRO SIMPLE,1,21
5680,66318,2005,SECUESTRO EXTORSIVO,1,21
5681,19807,2005,SECUESTRO EXTORSIVO,1,21
5682,19807,2005,SECUESTRO SIMPLE,1,21
5683,19807,2005,SECUESTRO SIMPLE,1,21
5684,73349,2005,SECUESTRO SIMPLE,1,21
5685,76001,2005,SECUESTRO SIMPLE,1,21
5686,18753,2005,SECUESTRO EXTORSIVO,1,21
5687,54498,2005,SECUESTRO EXTORSIVO,1,21
5688,73168,2005,SECUESTRO SIMPLE,1,21
5689,73001,2005,SECUESTRO SIMPLE,1,21
5690,50577,2005,SECUESTRO EXTORSIVO,1,21
5691,73043,2005,SECUESTRO EXTORSIVO,1,21
5692,13042,2005,SECUESTRO EXTORSIVO,1,21
5693,25772,2005,SECUESTRO SIMPLE,1,21
5694,52678,2005,SECUESTRO SIMPLE,1,21
5695,17042,2005,SECUESTRO EXTORSIVO,1,21
5696,76001,2005,SECUESTRO EXTORSIVO,1,21
5697,17614,2005,SECUESTRO SIMPLE,1,21
5698,19807,2005,SECUESTRO EXTORSIVO,1,21
5699,11001,2005,SECUESTRO SIMPLE,1,21
5700,73043,2005,SECUESTRO SIMPLE,1,21
5701,76001,2005,SECUESTRO EXTORSIVO,1,21
5702,05001,2005,SECUESTRO EXTORSIVO,1,21
5703,05887,2005,SECUESTRO EXTORSIVO,1,21
5704,73408,2005,SECUESTRO SIMPLE,1,21
5705,41001,2005,SECUESTRO SIMPLE,1,21
5706,76520,2005,SECUESTRO EXTORSIVO,1,21
5707,73443,2005,SECUESTRO SIMPLE,1,21
5708,11001,2005,SECUESTRO EXTORSIVO,1,21
5709,25799,2005,SECUESTRO EXTORSIVO,1,21
5710,73585,2005,SECUESTRO EXTORSIVO,1,21
5711,68406,2005,SECUESTRO EXTORSIVO,1,21
5712,76109,2005,SECUESTRO EXTORSIVO,1,21
5713,44001,2005,SECUESTRO EXTORSIVO,1,21
5714,44001,2005,SECUESTRO EXTORSIVO,1,21
5715,44001,2005,SECUESTRO EXTORSIVO,1,21
5716,44001,2005,SECUESTRO EXTORSIVO,1,21
5717,19001,2005,SECUESTRO SIMPLE,1,21
5718,81736,2005,SECUESTRO SIMPLE,1,21
5719,52110,2005,SECUESTRO SIMPLE,1,21
5720,19698,2005,SECUESTRO EXTORSIVO,1,21
5721,85139,2005,SECUESTRO EXTORSIVO,1,21
5722,25718,2005,SECUESTRO SIMPLE,1,21
5723,05042,2005,SECUESTRO EXTORSIVO,1,21
5724,41001,2005,SECUESTRO SIMPLE,1,21
5725,41001,2005,SECUESTRO SIMPLE,1,21
5726,11001,2005,SECUESTRO EXTORSIVO,1,21
5727,66594,2005,SECUESTRO EXTORSIVO,1,21
5728,25743,2005,SECUESTRO EXTORSIVO,1,21
5729,52356,2005,SECUESTRO SIMPLE,1,21
5730,70508,2005,SECUESTRO SIMPLE,1,21
5731,25718,2005,SECUESTRO SIMPLE,1,21
5732,73671,2005,SECUESTRO SIMPLE,1,21
5733,05885,2005,SECUESTRO EXTORSIVO,1,21
5734,17001,2005,SECUESTRO EXTORSIVO,1,21
5735,17001,2005,SECUESTRO EXTORSIVO,1,21
5736,18753,2005,SECUESTRO SIMPLE,1,21
5737,18753,2005,SECUESTRO SIMPLE,1,21
5738,52001,2005,SECUESTRO SIMPLE,1,21
5739,05642,2005,SECUESTRO SIMPLE,1,21
5740,52001,2005,SECUESTRO SIMPLE,1,21
5741,70708,2005,SECUESTRO SIMPLE,1,21
5742,05642,2005,SECUESTRO EXTORSIVO,1,21
5743,41524,2005,SECUESTRO SIMPLE,1,21
5744,05607,2005,SECUESTRO EXTORSIVO,1,21
5745,17777,2005,SECUESTRO EXTORSIVO,1,21
5746,19355,2005,SECUESTRO SIMPLE,1,21
5747,50251,2005,SECUESTRO SIMPLE,1,21
5748,25035,2005,SECUESTRO SIMPLE,1,21
5749,76001,2005,SECUESTRO EXTORSIVO,1,21
5750,73217,2005,SECUESTRO SIMPLE,1,21
5751,08001,2005,SECUESTRO SIMPLE,1,21
5752,99524,2005,SECUESTRO SIMPLE,1,21
5753,68081,2005,SECUESTRO SIMPLE,1,21
5754,41001,2005,SECUESTRO SIMPLE,1,21
5755,73319,2005,SECUESTRO SIMPLE,1,21
5756,85263,2005,SECUESTRO SIMPLE,1,21
5757,47001,2005,SECUESTRO SIMPLE,1,21
5758,76364,2005,SECUESTRO EXTORSIVO,1,21
5759,52001,2005,SECUESTRO SIMPLE,1,21
5760,25322,2005,SECUESTRO SIMPLE,1,21
5761,17001,2005,SECUESTRO SIMPLE,1,21
5762,25183,2005,SECUESTRO SIMPLE,1,21
5763,19001,2005,SECUESTRO SIMPLE,1,21
5764,19001,2005,SECUESTRO SIMPLE,1,21
5765,81794,2005,SECUESTRO SIMPLE,1,21
5766,17616,2005,SECUESTRO EXTORSIVO,1,21
5767,66088,2005,SECUESTRO EXTORSIVO,1,21
5768,73001,2005,SECUESTRO SIMPLE,1,21
5769,76834,2005,SECUESTRO SIMPLE,1,21
5770,76520,2005,SECUESTRO EXTORSIVO,1,21
5771,50313,2005,SECUESTRO EXTORSIVO,1,21
5772,50313,2005,SECUESTRO EXTORSIVO,1,21
5773,52001,2005,SECUESTRO SIMPLE,1,21
5774,11001,2005,SECUESTRO EXTORSIVO,1,21
5775,54518,2005,SECUESTRO SIMPLE,1,21
5776,73352,2005,SECUESTRO EXTORSIVO,1,21
5777,68001,2005,SECUESTRO EXTORSIVO,1,21
5778,05001,2005,SECUESTRO SIMPLE,1,21
5779,25743,2005,SECUESTRO SIMPLE,1,21
5780,18753,2005,SECUESTRO EXTORSIVO,1,21
5781,18753,2005,SECUESTRO EXTORSIVO,1,21
5782,19001,2005,SECUESTRO SIMPLE,1,21
5783,52585,2005,SECUESTRO EXTORSIVO,1,21
5784,52585,2005,SECUESTRO SIMPLE,1,21
5785,52317,2005,SECUESTRO EXTORSIVO,1,21
5786,11001,2005,SECUESTRO EXTORSIVO,1,21
5787,25269,2005,SECUESTRO EXTORSIVO,1,21
5788,81736,2005,SECUESTRO EXTORSIVO,1,21
5789,47001,2005,SECUESTRO SIMPLE,1,21
5790,19001,2005,SECUESTRO SIMPLE,1,21
5791,52001,2005,SECUESTRO SIMPLE,1,21
5792,52490,2005,SECUESTRO EXTORSIVO,1,21
5793,52490,2005,SECUESTRO EXTORSIVO,1,21
5794,52001,2005,SECUESTRO SIMPLE,1,21
5795,20228,2005,SECUESTRO EXTORSIVO,1,21
5796,05652,2005,SECUESTRO EXTORSIVO,1,21
5797,54001,2005,SECUESTRO EXTORSIVO,1,21
5798,50001,2005,SECUESTRO SIMPLE,1,21
5799,68001,2005,SECUESTRO SIMPLE,1,21
5800,05679,2005,SECUESTRO EXTORSIVO,1,21
5801,68001,2005,SECUESTRO EXTORSIVO,1,21
5802,05038,2005,SECUESTRO SIMPLE,1,21
5803,19001,2005,SECUESTRO EXTORSIVO,1,21
5804,13248,2005,SECUESTRO EXTORSIVO,1,21
5805,25473,2005,SECUESTRO SIMPLE,1,21
5806,25899,2005,SECUESTRO SIMPLE,1,21
5807,25899,2005,SECUESTRO SIMPLE,1,21
5808,25899,2005,SECUESTRO SIMPLE,1,21
5809,50370,2005,SECUESTRO SIMPLE,1,21
5810,50370,2005,SECUESTRO SIMPLE,1,21
5811,50370,2005,SECUESTRO SIMPLE,1,21
5812,50370,2005,SECUESTRO SIMPLE,1,21
5813,50370,2005,SECUESTRO SIMPLE,1,21
5814,52001,2005,SECUESTRO SIMPLE,1,21
5815,50370,2005,SECUESTRO EXTORSIVO,1,21
5816,41078,2005,SECUESTRO EXTORSIVO,1,21
5817,25772,2005,SECUESTRO SIMPLE,1,21
5818,05628,2005,SECUESTRO SIMPLE,1,21
5819,76275,2005,SECUESTRO EXTORSIVO,1,21
5820,47001,2005,SECUESTRO SIMPLE,1,21
5821,41357,2005,SECUESTRO SIMPLE,1,21
5822,76130,2005,SECUESTRO SIMPLE,1,21
5823,27413,2005,SECUESTRO EXTORSIVO,1,21
5824,13001,2005,SECUESTRO EXTORSIVO,1,21
5825,13001,2005,SECUESTRO EXTORSIVO,1,21
5826,44001,2005,SECUESTRO EXTORSIVO,1,21
5827,50001,2005,SECUESTRO SIMPLE,1,21
5828,52001,2005,SECUESTRO SIMPLE,1,21
5829,25019,2005,SECUESTRO SIMPLE,1,21
5830,76001,2005,SECUESTRO EXTORSIVO,1,21
5831,76001,2005,SECUESTRO EXTORSIVO,1,21
5832,52356,2005,SECUESTRO EXTORSIVO,1,21
5833,25258,2005,SECUESTRO SIMPLE,1,21
5834,52001,2005,SECUESTRO EXTORSIVO,1,21
5835,52001,2005,SECUESTRO EXTORSIVO,1,21
5836,52001,2005,SECUESTRO SIMPLE,1,21
5837,44001,2005,SECUESTRO EXTORSIVO,1,21
5838,11001,2005,SECUESTRO SIMPLE,1,21
5839,11001,2005,SECUESTRO SIMPLE,1,21
5840,20750,2005,SECUESTRO SIMPLE,1,21
5841,25438,2005,SECUESTRO EXTORSIVO,1,21
5842,08001,2005,SECUESTRO SIMPLE,1,21
5843,15176,2005,SECUESTRO SIMPLE,1,21
5844,76001,2005,SECUESTRO SIMPLE,1,21
5845,17174,2005,SECUESTRO SIMPLE,1,21
5846,17174,2005,SECUESTRO SIMPLE,1,21
5847,05001,2005,SECUESTRO SIMPLE,1,21
5848,41001,2005,SECUESTRO SIMPLE,1,21
5849,41001,2005,SECUESTRO SIMPLE,1,21
5850,41001,2005,SECUESTRO SIMPLE,1,21
5851,27245,2005,SECUESTRO SIMPLE,1,21
5852,27245,2005,SECUESTRO SIMPLE,1,21
5853,27245,2005,SECUESTRO SIMPLE,1,21
5854,27245,2005,SECUESTRO SIMPLE,1,21
5855,27245,2005,SECUESTRO SIMPLE,1,21
5856,50001,2005,SECUESTRO EXTORSIVO,1,21
5857,50001,2005,SECUESTRO SIMPLE,1,21
5858,85162,2005,SECUESTRO SIMPLE,1,21
5859,85162,2005,SECUESTRO SIMPLE,1,21
5860,85162,2005,SECUESTRO SIMPLE,1,21
5861,50313,2005,SECUESTRO EXTORSIVO,1,21
5862,11001,2005,SECUESTRO EXTORSIVO,1,21
5863,05360,2005,SECUESTRO SIMPLE,1,21
5864,70001,2005,SECUESTRO SIMPLE,1,21
5865,41483,2005,SECUESTRO SIMPLE,1,21
5866,73217,2005,SECUESTRO SIMPLE,1,21
5867,50001,2005,SECUESTRO SIMPLE,1,21
5868,11001,2005,SECUESTRO EXTORSIVO,1,21
5869,76126,2005,SECUESTRO EXTORSIVO,1,21
5870,76126,2005,SECUESTRO EXTORSIVO,1,21
5871,76126,2005,SECUESTRO EXTORSIVO,1,21
5872,50001,2005,SECUESTRO SIMPLE,1,21
5873,50568,2005,SECUESTRO EXTORSIVO,1,21
5874,25307,2005,SECUESTRO SIMPLE,1,21
5875,25307,2005,SECUESTRO SIMPLE,1,21
5876,19548,2005,SECUESTRO EXTORSIVO,1,21
5877,19548,2005,SECUESTRO EXTORSIVO,1,21
5878,19548,2005,SECUESTRO EXTORSIVO,1,21
5879,05642,2005,SECUESTRO EXTORSIVO,1,21
5880,05642,2005,SECUESTRO EXTORSIVO,1,21
5881,05642,2005,SECUESTRO EXTORSIVO,1,21
5882,05642,2005,SECUESTRO EXTORSIVO,1,21
5883,18001,2005,SECUESTRO SIMPLE,1,21
5884,05664,2005,SECUESTRO SIMPLE,1,21
5885,25335,2005,SECUESTRO SIMPLE,1,21
5886,25335,2005,SECUESTRO SIMPLE,1,21
5887,50001,2005,SECUESTRO SIMPLE,1,21
5888,25245,2005,SECUESTRO SIMPLE,1,21
5889,13744,2005,SECUESTRO EXTORSIVO,1,21
5890,50001,2005,SECUESTRO SIMPLE,1,21
5891,50001,2005,SECUESTRO EXTORSIVO,1,21
5892,73675,2005,SECUESTRO EXTORSIVO,1,21
5893,50577,2005,SECUESTRO SIMPLE,1,21
5894,50006,2005,SECUESTRO SIMPLE,1,21
5895,05264,2005,SECUESTRO SIMPLE,1,21
5896,50001,2005,SECUESTRO SIMPLE,1,21
5897,05885,2005,SECUESTRO EXTORSIVO,1,21
5898,19001,2005,SECUESTRO EXTORSIVO,1,21
5899,05001,2005,SECUESTRO EXTORSIVO,1,21
5900,13001,2005,SECUESTRO SIMPLE,1,21
5901,70429,2005,SECUESTRO SIMPLE,1,21
5902,05854,2005,SECUESTRO EXTORSIVO,1,21
5903,81001,2005,SECUESTRO EXTORSIVO,1,21
5904,81001,2005,SECUESTRO EXTORSIVO,1,21
5905,25772,2005,SECUESTRO SIMPLE,1,21
5906,73001,2005,SECUESTRO SIMPLE,1,21
5907,50370,2005,SECUESTRO SIMPLE,1,21
5908,50370,2005,SECUESTRO SIMPLE,1,21
5909,50577,2005,SECUESTRO EXTORSIVO,1,21
5910,50370,2005,SECUESTRO SIMPLE,1,21
5911,76147,2005,SECUESTRO SIMPLE,1,21
5912,50313,2005,SECUESTRO EXTORSIVO,1,21
5913,50313,2005,SECUESTRO EXTORSIVO,1,21
5914,50313,2005,SECUESTRO EXTORSIVO,1,21
5915,41615,2005,SECUESTRO EXTORSIVO,1,21
5916,41001,2005,SECUESTRO EXTORSIVO,1,21
5917,47189,2005,SECUESTRO SIMPLE,1,21
5918,18001,2005,SECUESTRO EXTORSIVO,1,21
5919,18001,2005,SECUESTRO EXTORSIVO,1,21
5920,18001,2005,SECUESTRO EXTORSIVO,1,21
5921,18001,2005,SECUESTRO EXTORSIVO,1,21
5922,50711,2005,SECUESTRO EXTORSIVO,1,21
5923,50711,2005,SECUESTRO EXTORSIVO,1,21
5924,05042,2005,SECUESTRO EXTORSIVO,1,21
5925,68547,2005,SECUESTRO SIMPLE,1,21
5926,13458,2005,SECUESTRO EXTORSIVO,1,21
5927,13458,2005,SECUESTRO EXTORSIVO,1,21
5928,50001,2005,SECUESTRO SIMPLE,1,21
5929,13001,2005,SECUESTRO SIMPLE,1,21
5930,25899,2005,SECUESTRO SIMPLE,1,21
5931,19001,2005,SECUESTRO SIMPLE,1,21
5932,50001,2005,SECUESTRO SIMPLE,1,21
5933,50001,2005,SECUESTRO SIMPLE,1,21
5934,50568,2005,SECUESTRO SIMPLE,1,21
5935,76616,2005,SECUESTRO EXTORSIVO,1,21
5936,50001,2005,SECUESTRO SIMPLE,1,21
5937,50001,2005,SECUESTRO SIMPLE,1,21
5938,85010,2005,SECUESTRO SIMPLE,1,21
5939,85010,2005,SECUESTRO SIMPLE,1,21
5940,85010,2005,SECUESTRO SIMPLE,1,21
5941,15518,2005,SECUESTRO SIMPLE,1,21
5942,05004,2005,SECUESTRO EXTORSIVO,1,21
5943,05004,2005,SECUESTRO EXTORSIVO,1,21
5944,50001,2005,SECUESTRO EXTORSIVO,1,21
5945,50001,2005,SECUESTRO EXTORSIVO,1,21
5946,50001,2005,SECUESTRO SIMPLE,1,21
5947,50001,2005,SECUESTRO SIMPLE,1,21
5948,73624,2005,SECUESTRO EXTORSIVO,1,21
5949,50001,2005,SECUESTRO SIMPLE,1,21
5950,19455,2005,SECUESTRO SIMPLE,1,21
5951,86320,2005,SECUESTRO EXTORSIVO,1,21
5952,13001,2005,SECUESTRO EXTORSIVO,1,21
5953,19821,2005,SECUESTRO EXTORSIVO,1,21
5954,19142,2005,SECUESTRO EXTORSIVO,1,21
5955,85440,2005,SECUESTRO EXTORSIVO,1,21
5956,25754,2005,SECUESTRO SIMPLE,1,21
5957,76001,2005,SECUESTRO EXTORSIVO,1,21
5958,19001,2005,SECUESTRO SIMPLE,1,21
5959,19001,2005,SECUESTRO SIMPLE,1,21
5960,05887,2005,SECUESTRO EXTORSIVO,1,21
5961,05887,2005,SECUESTRO EXTORSIVO,1,21
5962,05887,2005,SECUESTRO EXTORSIVO,1,21
5963,66318,2005,SECUESTRO EXTORSIVO,1,21
5964,73283,2005,SECUESTRO SIMPLE,1,21
5965,47551,2005,SECUESTRO SIMPLE,1,21
5966,50711,2005,SECUESTRO SIMPLE,1,21
5967,50711,2005,SECUESTRO SIMPLE,1,21
5968,19698,2005,SECUESTRO EXTORSIVO,1,21
5969,19256,2005,SECUESTRO SIMPLE,1,21
5970,19256,2005,SECUESTRO SIMPLE,1,21
5971,19001,2005,SECUESTRO EXTORSIVO,1,21
5972,50711,2005,SECUESTRO SIMPLE,1,21
5973,85300,2005,SECUESTRO EXTORSIVO,1,21
5974,76109,2005,SECUESTRO SIMPLE,1,21
5975,15759,2005,SECUESTRO SIMPLE,1,21
5976,05842,2005,SECUESTRO EXTORSIVO,1,21
5977,05842,2005,SECUESTRO EXTORSIVO,1,21
5978,05842,2005,SECUESTRO EXTORSIVO,1,21
5979,05842,2005,SECUESTRO EXTORSIVO,1,21
5980,13001,2005,SECUESTRO EXTORSIVO,1,21
5981,25377,2005,SECUESTRO SIMPLE,1,21
5982,25377,2005,SECUESTRO SIMPLE,1,21
5983,25377,2005,SECUESTRO SIMPLE,1,21
5984,25377,2005,SECUESTRO SIMPLE,1,21
5985,25377,2005,SECUESTRO SIMPLE,1,21
5986,25377,2005,SECUESTRO SIMPLE,1,21
5987,20750,2005,SECUESTRO EXTORSIVO,1,21
5988,50124,2005,SECUESTRO EXTORSIVO,1,21
5989,50124,2005,SECUESTRO EXTORSIVO,1,21
5990,47001,2005,SECUESTRO SIMPLE,1,21
5991,17486,2005,SECUESTRO SIMPLE,1,21
5992,25290,2005,SECUESTRO SIMPLE,1,21
5993,52079,2005,SECUESTRO EXTORSIVO,1,21
5994,73001,2005,SECUESTRO SIMPLE,1,21
5995,68001,2005,SECUESTRO SIMPLE,1,21
5996,50577,2005,SECUESTRO EXTORSIVO,1,21
5997,11001,2005,SECUESTRO SIMPLE,1,21
5998,52696,2005,SECUESTRO EXTORSIVO,1,21
5999,85001,2005,SECUESTRO EXTORSIVO,1,21
6000,73283,2005,SECUESTRO SIMPLE,1,21
6001,17001,2005,SECUESTRO EXTORSIVO,1,21
6002,13836,2005,SECUESTRO EXTORSIVO,1,21
6003,13836,2005,SECUESTRO EXTORSIVO,1,21
6004,44001,2005,SECUESTRO SIMPLE,1,21
6005,76246,2005,SECUESTRO EXTORSIVO,1,21
6006,86001,2005,SECUESTRO EXTORSIVO,1,21
6007,66001,2005,SECUESTRO EXTORSIVO,1,21
6008,11001,2005,SECUESTRO SIMPLE,1,21
6009,18460,2005,SECUESTRO EXTORSIVO,1,21
6010,52835,2005,SECUESTRO EXTORSIVO,1,21
6011,76250,2005,SECUESTRO EXTORSIVO,1,21
6012,76250,2005,SECUESTRO EXTORSIVO,1,21
6013,41001,2005,SECUESTRO SIMPLE,1,21
6014,66001,2005,SECUESTRO EXTORSIVO,1,21
6015,25377,2005,SECUESTRO SIMPLE,1,21
6016,25377,2005,SECUESTRO SIMPLE,1,21
6017,25377,2005,SECUESTRO SIMPLE,1,21
6018,76563,2005,SECUESTRO EXTORSIVO,1,21
6019,85010,2005,SECUESTRO EXTORSIVO,1,21
6020,85010,2005,SECUESTRO EXTORSIVO,1,21
6021,85010,2005,SECUESTRO EXTORSIVO,1,21
6022,50001,2005,SECUESTRO SIMPLE,1,21
6023,52001,2005,SECUESTRO EXTORSIVO,1,21
6024,81794,2005,SECUESTRO SIMPLE,1,21
6025,41001,2005,SECUESTRO SIMPLE,1,21
6026,11001,2005,SECUESTRO SIMPLE,1,21
6027,19142,2005,SECUESTRO EXTORSIVO,1,21
6028,19142,2005,SECUESTRO EXTORSIVO,1,21
6029,19142,2005,SECUESTRO SIMPLE,1,21
6030,76109,2005,SECUESTRO EXTORSIVO,1,21
6031,86757,2005,SECUESTRO EXTORSIVO,1,21
6032,76001,2005,SECUESTRO EXTORSIVO,1,21
6033,18001,2005,SECUESTRO SIMPLE,1,21
6034,18001,2005,SECUESTRO SIMPLE,1,21
6035,11001,2005,SECUESTRO SIMPLE,1,21
6036,27077,2005,SECUESTRO EXTORSIVO,1,21
6037,76001,2005,SECUESTRO EXTORSIVO,1,21
6038,17001,2005,SECUESTRO EXTORSIVO,1,21
6039,25815,2005,SECUESTRO SIMPLE,1,21
6040,15238,2005,SECUESTRO EXTORSIVO,1,21
6041,20228,2005,SECUESTRO EXTORSIVO,1,21
6042,11001,2005,SECUESTRO SIMPLE,1,21
6043,81001,2005,SECUESTRO EXTORSIVO,1,21
6044,81001,2005,SECUESTRO EXTORSIVO,1,21
6045,52678,2005,SECUESTRO SIMPLE,1,21
6046,25326,2005,SECUESTRO EXTORSIVO,1,21
6047,05234,2005,SECUESTRO EXTORSIVO,1,21
6048,50001,2005,SECUESTRO SIMPLE,1,21
6049,17616,2005,SECUESTRO SIMPLE,1,21
6050,11001,2005,SECUESTRO SIMPLE,1,21
6051,20228,2005,SECUESTRO EXTORSIVO,1,21
6052,20011,2005,SECUESTRO EXTORSIVO,1,21
6053,97161,2005,SECUESTRO SIMPLE,1,21
6054,11001,2005,SECUESTRO SIMPLE,1,21
6055,50001,2005,SECUESTRO EXTORSIVO,1,21
6056,05093,2005,SECUESTRO EXTORSIVO,1,21
6057,05093,2005,SECUESTRO EXTORSIVO,1,21
6058,76233,2005,SECUESTRO EXTORSIVO,1,21
6059,11001,2005,SECUESTRO SIMPLE,1,21
6060,76892,2005,SECUESTRO EXTORSIVO,1,21
6061,19001,2005,SECUESTRO SIMPLE,1,21
6062,50001,2005,SECUESTRO SIMPLE,1,21
6063,11001,2005,SECUESTRO SIMPLE,1,21
6064,76109,2005,SECUESTRO SIMPLE,1,21
6065,76233,2005,SECUESTRO EXTORSIVO,1,21
6066,52835,2005,SECUESTRO SIMPLE,1,21
6067,52835,2005,SECUESTRO SIMPLE,1,21
6068,52835,2005,SECUESTRO SIMPLE,1,21
6069,20013,2005,SECUESTRO SIMPLE,1,21
6070,11001,2005,SECUESTRO SIMPLE,1,21
6071,25867,2005,SECUESTRO SIMPLE,1,21
6072,76890,2005,SECUESTRO EXTORSIVO,1,21
6073,54172,2005,SECUESTRO SIMPLE,1,21
6074,54172,2005,SECUESTRO SIMPLE,1,21
6075,19100,2005,SECUESTRO SIMPLE,1,21
6076,19100,2005,SECUESTRO SIMPLE,1,21
6077,19100,2005,SECUESTRO SIMPLE,1,21
6078,19100,2005,SECUESTRO SIMPLE,1,21
6079,15518,2005,SECUESTRO EXTORSIVO,1,21
6080,15518,2005,SECUESTRO EXTORSIVO,1,21
6081,19001,2005,SECUESTRO SIMPLE,1,21
6082,50001,2005,SECUESTRO EXTORSIVO,1,21
6083,05172,2005,SECUESTRO EXTORSIVO,1,21
6084,66400,2005,SECUESTRO EXTORSIVO,1,21
6085,76834,2005,SECUESTRO SIMPLE,1,21
6086,52835,2005,SECUESTRO SIMPLE,1,21
6087,66594,2005,SECUESTRO EXTORSIVO,1,21
6088,54099,2005,SECUESTRO SIMPLE,1,21
6089,25867,2005,SECUESTRO EXTORSIVO,1,21
6090,70001,2005,SECUESTRO SIMPLE,1,21
6091,70001,2005,SECUESTRO SIMPLE,1,21
6092,50568,2005,SECUESTRO EXTORSIVO,1,21
6093,47001,2004,SECUESTRO SIMPLE,1,21
6094,05282,2004,SECUESTRO EXTORSIVO,1,21
6095,20013,2004,SECUESTRO SIMPLE,1,21
6096,76736,2004,SECUESTRO EXTORSIVO,1,21
6097,11001,2004,SECUESTRO EXTORSIVO,1,21
6098,17174,2004,SECUESTRO SIMPLE,1,21
6099,05667,2004,SECUESTRO EXTORSIVO,1,21
6100,05667,2004,SECUESTRO EXTORSIVO,1,21
6101,05667,2004,SECUESTRO EXTORSIVO,1,21
6102,05667,2004,SECUESTRO EXTORSIVO,1,21
6103,05667,2004,SECUESTRO EXTORSIVO,1,21
6104,05667,2004,SECUESTRO EXTORSIVO,1,21
6105,05667,2004,SECUESTRO EXTORSIVO,1,21
6106,05667,2004,SECUESTRO EXTORSIVO,1,21
6107,05667,2004,SECUESTRO EXTORSIVO,1,21
6108,47001,2004,SECUESTRO EXTORSIVO,1,21
6109,05789,2004,SECUESTRO EXTORSIVO,1,21
6110,05789,2004,SECUESTRO EXTORSIVO,1,21
6111,05789,2004,SECUESTRO EXTORSIVO,1,21
6112,05789,2004,SECUESTRO EXTORSIVO,1,21
6113,76001,2004,SECUESTRO SIMPLE,1,21
6114,13001,2004,SECUESTRO SIMPLE,1,21
6115,19142,2004,SECUESTRO EXTORSIVO,1,21
6116,19142,2004,SECUESTRO EXTORSIVO,1,21
6117,19142,2004,SECUESTRO EXTORSIVO,1,21
6118,19142,2004,SECUESTRO EXTORSIVO,1,21
6119,19142,2004,SECUESTRO EXTORSIVO,1,21
6120,19142,2004,SECUESTRO EXTORSIVO,1,21
6121,19142,2004,SECUESTRO EXTORSIVO,1,21
6122,41807,2004,SECUESTRO SIMPLE,1,21
6123,05847,2004,SECUESTRO EXTORSIVO,1,21
6124,47001,2004,SECUESTRO SIMPLE,1,21
6125,11001,2004,SECUESTRO EXTORSIVO,1,21
6126,41006,2004,SECUESTRO EXTORSIVO,1,21
6127,52001,2004,SECUESTRO SIMPLE,1,21
6128,52788,2004,SECUESTRO SIMPLE,1,21
6129,05250,2004,SECUESTRO EXTORSIVO,1,21
6130,19807,2004,SECUESTRO EXTORSIVO,1,21
6131,19698,2004,SECUESTRO EXTORSIVO,1,21
6132,05847,2004,SECUESTRO EXTORSIVO,1,21
6133,47001,2004,SECUESTRO SIMPLE,1,21
6134,76001,2004,SECUESTRO SIMPLE,1,21
6135,76126,2004,SECUESTRO EXTORSIVO,1,21
