source_id,source_name,description,import_date,origin,dataset_url,end_point_url,start_date,end_date
25,Datos abiertos de colombia,"Contiene información sobre actos de terrorismo, definido como el que provoque o mantenga en estado de zozobra o terror a la población o a un sector de ella, mediante actos que pongan en peligro la vida, la integridad física o la libertad de las personas o las edificaciones o medios de comunicación, transporte, procesamiento o conducción de fluidos o fuerzas motrices, valiéndose de medios capaces de causar estragos (Ley 599 de 2000, artículo 343). Se mide en casos.",2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/TERRORISMO/yi5j-5fe9/about_data,https://www.datos.gov.co/resource/yi5j-5fe9.csv,2010-01-01,2024-04-30
26,Datos abiertos de colombia,"Contiene información sobre casos de hurto a entidades financieras. Delito definido como: Acciones delincuenciales mediante las cuales, ejerciendo violencia sobre las personas o las cosas, con penetración o permanencia arbitraria, engañosa o clandestina y violando o superando seguridades electrónicas o de otro tipo, proceden a apoderarse del dinero de una entidad financiera. (art. 239 Hurto. según el Código Penal Colombiano, Ley 599 de 2000, se define como “el que se apodere de una cosa mueble ajena, con el propósito de obtener provecho para sí o para otro”.).",2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/HURTO-A-ENTIDADES-FINANCIERAS/i7h7-wmjc/about_data,https://www.datos.gov.co/resource/i7h7-wmjc.csv,2003-01-01,2024-04-30
27,Datos abiertos de colombia,Contiene información sobre la afectación a la infraestructura crítica: voladura de oleoductos. Se mide en casos.,2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/VOLADURA-DE-OLEDUCTOS/ec2r-4byk/about_data,https://www.datos.gov.co/resource/ec2r-4byk.csv,2007-01-01,2024-04-30
28,Datos abiertos de colombia,"Contiene información sobre incautaciones de marihuana. Incluye el número de kilos de marihuana incautada por la Fuerza Pública en el ejercicio de sus funciones. Entiéndase por Marihuana como una droga derivada de la planta del cáñamo (Cannabis), la cual es originaria de Asia (cordilleras de Himalaya). La principal sustancia psicoactiva presente en la droga es el THC o tetrahidrocannabinol y se concentra en las inflorescencias de la planta hembra. Las hojas y la planta macho contienen mucho menos THC y usualmente no se destinan directamente para su consumo, aunque si pueden venir mezcladas con las partes más activas de la planta hembra, dependiendo de la calidad del producto y su precio en el mercado. Las semillas de cannabis no contienen THC.",2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/INCAUTACIONES-DE-MARIHUANA/g228-vp9d/about_data,https://www.datos.gov.co/resource/g228-vp9d.csv,2010-01-01,2024-04-30
29,Datos abiertos de colombia,"Contiene información sobre incautaciones cocaína. Incluye el número de kilos de clorhidrato de cocaína incautado o interrumpido por la Fuerza Pública en el ejercicio de sus funciones. Entiéndase por Clorhidrato de cocaína como el producto obtenido a partir de la pasta básica de cocaína o base de cocaína mediante una serie de reacciones que incluyen cambios de pH y procesos de precipitación, para finalizar con la adición de ácido clorhídrico con el objeto de formar la sal. La unidad de medida corresponde a kilogramos incautados (kg).",2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/INCAUTACIONES-DE-COCA-NA/26zg-9p9r/about_data,https://www.datos.gov.co/resource/26zg-9p9r.csv,2010-01-01,2024-04-30
30,Datos abiertos de colombia,"Contiene información sobre incautaciones de base de coca. Incluye el número de kilos de la pasta/base de cocaína incautada por la Fuerza Pública en el ejercicio de sus funciones. Entiéndase por Pasta/base de cocaína lo siguiente: La pasta de cocaína es el primer subproducto que se obtiene en la fase inicial de la extracción de los alcaloides de la hoja de coca, a partir de combustibles y ácido sulfúrico. Una vez refinada, se le conoce como base de cocaína. Esta refinación se hace mediante la utilización de sustancias oxidantes, de preferencia el permanganato de potasio. En este caso se agrupan, puesto que se reportan indistintamente en el sistema de información de seguridad y defensa.",2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/INCAUTACIONES-DE-BASE-DE-COCA/nxbk-nikm/about_data,https://www.datos.gov.co/resource/nxbk-nikm.csv,2010-01-01,2024-04-30
31,Datos abiertos de colombia,Contiene información sobre incautaciones de basuco. Incluye el número de kilos de basuco incautados por la Fuerza Pública en el ejercicio de sus funciones. Entiéndase por Basuco como la droga obtenida a partir de la pasta o base de cocaína que se mezcla con diferentes agentes de corte con el fin de comercializarla para su consumo.,2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/INCAUTACIONES-DE-BASUCO/3cjd-phaj/about_data,https://www.datos.gov.co/resource/3cjd-phaj.csv,2010-01-01,2024-04-30
32,Datos abiertos de colombia,"Contiene información sobre incautaciones de insumos líquidos. Incluye el número de galones de sustancias químicas empleadas para la fabricación de drogas ilícitas, incautados por la fuerza pública.",2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/INCAUTACIONES-DE-INSUMOS-L-QUIDOS/k2wp-tdv7/about_data,https://www.datos.gov.co/resource/k2wp-tdv7.csv,2010-01-01,2024-04-30
33,Datos abiertos de colombia,Contiene información sobre el número de infraestructuras para la producción de drogas ilícitas destruidas. Entiéndase por infraestructuras para la producción de drogas aquellos laboratorios donde se utilizan sustancias químicas y equipos necesarios para preparar una sustancia controlada a partir de sus precursores. Estas infraestructuras se clasifican de acuerdo con el proceso de fabricación o de acuerdo con el tipo de producto fabricado.,2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/INFRAESTRUCTURAS/v75m-npi8/about_data,https://www.datos.gov.co/resource/v75m-npi8.csv,2010-01-01,2024-04-30
34,Datos abiertos de colombia,Contiene información sobre erradicación de cultivos ilícitos que incluye la eliminación física o afectación directa de los cultivos ilegales. Se ejecuta a través del empleo de diferentes modalidades que buscan la disminución de este tipo de plantaciones. La unidad de medida corresponde a hectáreas (ha).,2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/ERRADICACI-N/p72f-qcvk/about_data,https://www.datos.gov.co/resource/p72f-qcvk.csv,2007-01-01,2024-04-30
35,Datos abiertos de colombia,"Contiene información sobre piratería terrestre: actividad delictiva encaminada al hurto de mercancía o bienes transportados en vehículos de carga o pasajeros, mediante el uso de diferentes modalidades y que se realiza, ya sea durante el desplazamiento o cuando se encuentran estacionados en algún lugar (de origen o de destino). Los hechos de piratería terrestre pueden ocurrir en lugares urbanos o rurales, se mide en intervinientes (víctimas).",2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/PIRATER-A-TERRESTRE/sutf-7dyz/about_data,https://www.datos.gov.co/resource/sutf-7dyz.csv,2003-01-01,2024-04-30
36,Datos abiertos de colombia,Contiene información sobre minas intervenidas o intervención de unidades productoras mineras por explotación ilícita por parte de la Fuerza Pública.,2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/MINAS-INTERVENIDAS/gr35-i7pm/about_data,https://www.datos.gov.co/resource/gr35-i7pm.csv,2010-01-01,2024-04-30
37,Datos abiertos de colombia,Contiene información sobre voladuras de puentes y vías. Vías públicas y puentes vehiculares públicos destruidos o afectados producto de un ataque contra este tipo de infraestructura.,2024-09-19,Ministerio de Defensa Nacional,https://www.datos.gov.co/Seguridad-y-Defensa/VOLADURA-DE-PUENTES-Y-V-AS/m98b-cdys/about_data,https://www.datos.gov.co/resource/m98b-cdys.csv,2003-01-01,2024-04-30
52,Datos abiertos de Colombia,"Contiene información sobre cifras de Víctimas de 32 reportes con las siguientes fechas de corte: 2022-07-31, 2022-01-31, 2022-04-30, 2022-02-28, 2022-03-31, 2022-06-30, 2022-05-31, 2022-10-31, 2022-08-31, 2022-11-30, 2022-12-31, 2023-01-31, 2023-02-28, 2023-03-31, 2023-04-30, 2023-05-31, 2023-06-30, 2023-07-31, 2023-08-31, 2023-09-30, 2023-10-31, 2023-11-30, 2023-12-31, 2024-01-31, 2024-02-29, 2024-03-31, 2024-04-30, 2024-05-31, 2024-06-30, 2024-07-31, 2024-08-31, 2022-09-30",2024-09-25,Unidad para la Atención y Reparación Integral a las Víctimas del Departamento de la Prosperidad Social,https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/Cifras-de-V-ctimas-Municipal/ykxr-xynr/about_data,https://www.datos.gov.co/resource/ykxr-xynr.csv,,2024-08-31
53,Datos abiertos de Colombia,Contiene información sobre cifras de Víctimas del conflicto armado por tipo de hecho o tipo de crimen u ofensa con corte a 31 de agosto de 2024,2024-09-25,Unidad para la Atención y Reparación Integral a las Víctimas del Departamento de la Prosperidad Social,https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/Cifras-de-V-ctimas-por-Hechos-Municipal/9qih-4vkc/about_data,https://www.datos.gov.co/resource/9qih-4vkc.csv,,2024-08-31
42,Datos abiertos de colombia,"Contiene información sobre las muertes accidentales ocurridas en el territorio nacional Colombiano en el periodo de tiempo comprendido entre los años 2016 y 2019, de los cuales tiene conocimiento y son registrados por el Instituto Nacional de Medicina Legal y Ciencias Forenses.",2024-09-22,Instituto Nacional de Medicina Legal y Ciencias Forenses,https://www.datos.gov.co/Justicia-y-Derecho/Muertes-accidentales-Colombia-a-os-2016-a-2019/irg9-q5fx/about_data,https://www.datos.gov.co/resource/irg9-q5fx.csv,2016-01-01,2019-12-31
15,Datos abiertos de colombia,Contiene datos históricos en el Sistema de Información Red de Desaparecidos y Cadáveres. - SIRDEC de personas reportadas como desaparecidos desde el año 1930 hasta junio del año 2024.,2024-09-14,Instituto Nacional de Medicina Legal y Ciencias Forenses,https://www.datos.gov.co/Justicia-y-Derecho/Desaparecidos-Colombia-hist-rico-a-os-1930-a-junio/8hqm-7fdt/data_preview,https://www.datos.gov.co/resource/8hqm-7fdt.csv,1930-01-01,2024-04-30
112,Datos abiertos de colombia,"Contiene la informacion la población activa del régimen contributivo que se encuentra almacenada en la Base de Datos Única de Afiliados, con corte al 6 de septiembre de 2024",2024-10-07,Administradora de los Recursos del Sistema General de Seguridad - ADRES,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Poblaci-n-Base-de-Datos-nica-de-Afiliados-BDUA-del/tq4m-hmg2/about_data,https://www.datos.gov.co/resource/tq4m-hmg2.csv,,2024-09-06
54,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Antioquia. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12143,2018-10-01,2024-08-31
55,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Atlantico. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12144,2018-10-01,2024-08-31
56,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente a Bogotá. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12145,2018-10-01,2024-08-31
57,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Bolívar. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12146,2018-10-01,2024-08-31
58,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Boyacá. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12147,2018-10-01,2024-08-31
59,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Caldas. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12148,2018-10-01,2024-08-31
60,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Caquetá. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12149,2018-10-01,2024-08-31
61,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Cauca. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12150,2018-10-01,2024-08-31
113,Datos abiertos de colombia,"Contiene la informacion la población activa del régimen subsidiado que se encuentra almacenada en la Base de Datos Única de Afiliados, con corte al 6 de septiembre de 2024",2024-10-07,Administradora de los Recursos del Sistema General de Seguridad - ADRES,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Poblaci-n-Base-de-Datos-nica-de-Afiliados-BDUA-del/d7a5-cnra/about_data,https://www.datos.gov.co/resource/d7a5-cnra.csv,,2024-09-06
114,Datos abiertos de colombia,"Contiene información sobre los indicadores de mortalidad y morbilidad según departamento, municipio y año, generados por el Ministerio de Salud y Proteccion Social",2024-10-07,Ministerio de Salud y Seguridad Social,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Indicadores-mortalidad-y-morbilidad-seg-n-departam/4e4i-ua65/about_data,https://www.datos.gov.co/resource/4e4i-ua65.csv,2024-04-20,
62,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Cesar. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12151,2018-10-01,2024-08-31
63,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Córdoba. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12152,2018-10-01,2024-08-31
64,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Cundinamarca. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12153,2018-10-01,2024-08-31
65,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Choco. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12154,2018-10-01,2024-08-31
66,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Huila. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12155,2018-10-01,2024-08-31
67,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de La Guajira. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12156,2018-10-01,2024-08-31
68,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Magdalena. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12157,2018-10-01,2024-08-31
69,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Meta. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12158,2018-10-01,2024-08-31
70,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Narino. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12159,2018-10-01,2024-08-31
71,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Norte de Santander. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12160,2018-10-01,2024-08-31
72,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Quindio. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12161,2018-10-01,2024-08-31
73,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Risaralda. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12162,2018-10-01,2024-08-31
74,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Santander. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12163,2018-10-01,2024-08-31
75,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Sucre. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12164,2018-10-01,2024-08-31
76,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Tolima. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12165,2018-10-01,2024-08-31
77,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Valle del Cauca. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12166,2018-10-01,2024-08-31
78,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Arauca. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12167,2018-10-01,2024-08-31
79,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Casanare. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12168,2018-10-01,2024-08-31
80,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Putumayo. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12169,2018-10-01,2024-08-31
81,DANE,"Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de San Andres, Providencia y Santa Catalina. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS",2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12170,2018-10-01,2024-08-31
82,DANE,Contiene los microdatos de los hogares y viviendas del territorio nacional del censo de población y vivienda realizado en 2018 correspondiente al Departamento de Amazonas. El diccionario de datos de estos dataset puede consultarse en: https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F9?file_name=HOGARES y https://microdatos.dane.gov.co/index.php/catalog/643/data-dictionary/F8?file_name=VIVENDAS,2024-09-28,Departamento Administrativo Nacional de Estadisticas - DANE,https://microdatos.dane.gov.co/index.php/catalog/643/get_microdata,https://microdatos.dane.gov.co/index.php/catalog/643/download/12171,2018-10-01,2024-08-31
