id,dane_code,year_of_incident,amount,source_id
926,91001,2022,1,24
927,91001,2022,1,24
928,91001,2022,1,24
929,91001,2022,1,24
930,91001,2022,1,24
931,91001,2022,1,24
932,47555,2022,2,24
933,54174,2022,1,24
934,54174,2022,1,24
935,54174,2022,1,24
936,54174,2022,1,24
937,47570,2022,1,24
938,05079,2022,1,24
939,05030,2022,1,24
940,05030,2022,1,24
941,05030,2022,1,24
942,05030,2022,1,24
943,05154,2022,1,24
944,05154,2022,1,24
945,05154,2022,1,24
946,27001,2022,1,24
947,27001,2022,1,24
948,86568,2022,1,24
949,86568,2022,1,24
950,86568,2022,1,24
951,86568,2022,1,24
952,17486,2022,2,24
953,17486,2022,1,24
954,17486,2022,1,24
955,17486,2022,1,24
956,17486,2022,1,24
957,17486,2022,1,24
958,17486,2022,1,24
959,27361,2022,1,24
960,08421,2022,1,24
961,08421,2022,2,24
962,08421,2022,1,24
963,05055,2022,1,24
964,05055,2022,1,24
965,05055,2022,1,24
966,94001,2022,1,24
967,54553,2022,1,24
968,54553,2022,1,24
969,54553,2022,1,24
970,54553,2022,1,24
971,54553,2022,1,24
972,54553,2022,1,24
973,54553,2022,1,24
974,54553,2022,1,24
975,54553,2022,1,24
976,54553,2022,1,24
977,54553,2022,1,24
978,54553,2022,1,24
979,54553,2022,1,24
980,54553,2022,1,24
981,94001,2022,1,24
982,05690,2022,1,24
983,05690,2022,1,24
984,05690,2022,1,24
985,05690,2022,1,24
986,73168,2022,1,24
987,73168,2022,1,24
988,05002,2022,1,24
989,05002,2022,1,24
990,05002,2022,1,24
991,05002,2022,1,24
992,50006,2022,1,24
993,50006,2022,1,24
994,05736,2022,1,24
995,05736,2022,1,24
996,05736,2022,1,24
997,05736,2022,1,24
998,15820,2022,1,24
999,15820,2022,1,24
1000,15820,2022,1,24
1001,68684,2022,1,24
1002,68684,2022,1,24
1003,68684,2022,1,24
1004,68684,2022,1,24
1005,86568,2022,1,24
1006,50001,2022,1,24
1007,50001,2022,1,24
1008,50001,2022,1,24
1009,50001,2022,1,24
1010,50001,2022,1,24
1011,68132,2022,1,24
1012,68132,2022,1,24
1013,99773,2022,1,24
1014,99773,2022,1,24
1015,99773,2022,1,24
1016,99773,2022,1,24
1017,99773,2022,1,24
1018,99773,2022,1,24
1019,17777,2022,1,24
1020,17777,2022,1,24
1021,17777,2022,1,24
1022,17777,2022,1,24
1023,17777,2022,1,24
1024,17777,2022,1,24
1025,05120,2022,1,24
1026,05120,2022,1,24
1027,05120,2022,1,24
1028,05120,2022,1,24
1029,05120,2022,1,24
1030,05120,2022,1,24
1031,05686,2022,1,24
1032,05686,2022,1,24
1033,05686,2022,1,24
1034,05686,2022,1,24
1035,17867,2022,1,24
1036,17867,2022,1,24
1037,68001,2022,1,24
1038,68001,2022,1,24
1039,68001,2022,2,24
1040,68001,2022,1,24
1041,68001,2022,1,24
1042,68001,2022,1,24
1043,68001,2022,1,24
1044,68001,2022,2,24
1045,68001,2022,2,24
1046,68001,2022,1,24
1047,68001,2022,1,24
1048,68001,2022,1,24
1049,13430,2022,1,24
1050,13430,2022,1,24
1051,13430,2022,1,24
1052,18205,2022,1,24
1053,18205,2022,1,24
1054,18205,2022,1,24
1055,68132,2022,1,24
1056,68132,2022,1,24
1057,68132,2022,2,24
1058,68132,2022,1,24
1059,68132,2022,1,24
1060,68132,2022,1,24
1061,68132,2022,1,24
1062,68132,2022,1,24
1063,68132,2022,1,24
1064,68132,2022,1,24
1065,68132,2022,1,24
1066,05002,2022,1,24
1067,05002,2022,1,24
1068,05002,2022,1,24
1069,05002,2022,1,24
