id,indicator,dane_code,value,label,year,source_id
242,GRUPO DE DOTACIONES INICIALES,15377,,G4 NIVEL MEDIO BAJO,2016,125
243,GRUPO DE DOTACIONES INICIALES,15380,,G2 NIVEL MEDIO ALTO,2016,125
244,GRUPO DE DOTACIONES INICIALES,15401,,G3 NIVEL MEDIO,2016,125
245,GRUPO DE DOTACIONES INICIALES,15403,,G2 NIVEL MEDIO ALTO,2016,125
246,GRUPO DE DOTACIONES INICIALES,15407,,G1 NIVEL ALTO,2016,125
247,GRUPO DE DOTACIONES INICIALES,15425,,G2 NIVEL MEDIO ALTO,2016,125
248,GRUPO DE DOTACIONES INICIALES,15442,,G4 NIVEL MEDIO BAJO,2016,125
249,GRUPO DE DOTACIONES INICIALES,15455,,G1 NIVEL ALTO,2016,125
250,GRUPO DE DOTACIONES INICIALES,15464,,G3 NIVEL MEDIO,2016,125
251,GRUPO DE DOTACIONES INICIALES,15466,,G3 NIVEL MEDIO,2016,125
252,GRUPO DE DOTACIONES INICIALES,15469,,G2 NIVEL MEDIO ALTO,2016,125
253,GRUPO DE DOTACIONES INICIALES,15476,,G3 NIVEL MEDIO,2016,125
254,GRUPO DE DOTACIONES INICIALES,15480,,G3 NIVEL MEDIO,2016,125
255,GRUPO DE DOTACIONES INICIALES,15491,,G1 NIVEL ALTO,2016,125
256,GRUPO DE DOTACIONES INICIALES,15494,,G3 NIVEL MEDIO,2016,125
257,GRUPO DE DOTACIONES INICIALES,15500,,G1 NIVEL ALTO,2016,125
258,GRUPO DE DOTACIONES INICIALES,15507,,G2 NIVEL MEDIO ALTO,2016,125
259,GRUPO DE DOTACIONES INICIALES,15511,,G2 NIVEL MEDIO ALTO,2016,125
260,GRUPO DE DOTACIONES INICIALES,15514,,G2 NIVEL MEDIO ALTO,2016,125
261,GRUPO DE DOTACIONES INICIALES,15516,,G1 NIVEL ALTO,2016,125
262,GRUPO DE DOTACIONES INICIALES,15518,,G1 NIVEL ALTO,2016,125
263,GRUPO DE DOTACIONES INICIALES,15522,,G2 NIVEL MEDIO ALTO,2016,125
264,GRUPO DE DOTACIONES INICIALES,15531,,G4 NIVEL MEDIO BAJO,2016,125
265,GRUPO DE DOTACIONES INICIALES,15533,,G5 NIVEL BAJO,2016,125
266,GRUPO DE DOTACIONES INICIALES,15537,,G3 NIVEL MEDIO,2016,125
267,GRUPO DE DOTACIONES INICIALES,15542,,G4 NIVEL MEDIO BAJO,2016,125
268,GRUPO DE DOTACIONES INICIALES,15550,,G2 NIVEL MEDIO ALTO,2016,125
269,GRUPO DE DOTACIONES INICIALES,15572,,G1 NIVEL ALTO,2016,125
270,GRUPO DE DOTACIONES INICIALES,15580,,G5 NIVEL BAJO,2016,125
271,GRUPO DE DOTACIONES INICIALES,15599,,G2 NIVEL MEDIO ALTO,2016,125
272,GRUPO DE DOTACIONES INICIALES,15600,,G4 NIVEL MEDIO BAJO,2016,125
273,GRUPO DE DOTACIONES INICIALES,15621,,G4 NIVEL MEDIO BAJO,2016,125
274,GRUPO DE DOTACIONES INICIALES,15632,,G3 NIVEL MEDIO,2016,125
275,GRUPO DE DOTACIONES INICIALES,15638,,G1 NIVEL ALTO,2016,125
276,GRUPO DE DOTACIONES INICIALES,15646,,G1 NIVEL ALTO,2016,125
277,GRUPO DE DOTACIONES INICIALES,15660,,G2 NIVEL MEDIO ALTO,2016,125
278,GRUPO DE DOTACIONES INICIALES,15664,,G4 NIVEL MEDIO BAJO,2016,125
279,GRUPO DE DOTACIONES INICIALES,15667,,G1 NIVEL ALTO,2016,125
280,GRUPO DE DOTACIONES INICIALES,15673,,G3 NIVEL MEDIO,2016,125
281,GRUPO DE DOTACIONES INICIALES,15676,,G2 NIVEL MEDIO ALTO,2016,125
282,GRUPO DE DOTACIONES INICIALES,15681,,G5 NIVEL BAJO,2016,125
283,GRUPO DE DOTACIONES INICIALES,15686,,G2 NIVEL MEDIO ALTO,2016,125
284,GRUPO DE DOTACIONES INICIALES,15690,,G1 NIVEL ALTO,2016,125
285,GRUPO DE DOTACIONES INICIALES,15693,,G3 NIVEL MEDIO,2016,125
286,GRUPO DE DOTACIONES INICIALES,15696,,G2 NIVEL MEDIO ALTO,2016,125
287,GRUPO DE DOTACIONES INICIALES,15720,,G3 NIVEL MEDIO,2016,125
288,GRUPO DE DOTACIONES INICIALES,15723,,G3 NIVEL MEDIO,2016,125
289,GRUPO DE DOTACIONES INICIALES,15740,,G4 NIVEL MEDIO BAJO,2016,125
290,GRUPO DE DOTACIONES INICIALES,15753,,G3 NIVEL MEDIO,2016,125
291,GRUPO DE DOTACIONES INICIALES,15755,,G4 NIVEL MEDIO BAJO,2016,125
292,GRUPO DE DOTACIONES INICIALES,15757,,G2 NIVEL MEDIO ALTO,2016,125
293,GRUPO DE DOTACIONES INICIALES,15759,,G1 NIVEL ALTO,2016,125
294,GRUPO DE DOTACIONES INICIALES,15761,,G3 NIVEL MEDIO,2016,125
295,GRUPO DE DOTACIONES INICIALES,15762,,G3 NIVEL MEDIO,2016,125
296,GRUPO DE DOTACIONES INICIALES,15763,,G3 NIVEL MEDIO,2016,125
297,GRUPO DE DOTACIONES INICIALES,15764,,G2 NIVEL MEDIO ALTO,2016,125
298,GRUPO DE DOTACIONES INICIALES,15774,,G5 NIVEL BAJO,2016,125
299,GRUPO DE DOTACIONES INICIALES,15776,,G2 NIVEL MEDIO ALTO,2016,125
