id,dane_code,action,year_of_incident,amount,source_id
1,68684,HERIDO,2024,1,19
2,05576,ASESINADO,2024,1,19
3,76364,HERIDO,2024,3,19
4,76364,HERIDO,2024,1,19
5,13688,HERIDO,2024,1,19
6,76364,HERIDO,2024,2,19
7,44078,HERIDO,2024,1,19
8,11001,HERIDO,2024,1,19
9,76736,HERIDO,2024,1,19
10,15681,HERIDO,2024,1,19
11,68229,HERIDO,2024,1,19
12,50251,HERIDO,2024,1,19
13,19548,HERIDO,2024,2,19
14,19780,HERIDO,2024,1,19
15,19780,HERIDO,2024,2,19
16,19698,HERIDO,2024,3,19
17,19698,HERIDO,2024,1,19
18,44090,ASESINADO,2024,1,19
19,68655,HERIDO,2024,1,19
20,11001,ASESINADO,2024,1,19
21,05854,ASESINADO,2024,5,19
22,05854,ASESINADO,2024,1,19
23,05854,HERIDO,2024,3,19
24,50001,HERIDO,2024,1,19
25,76246,HERIDO,2024,1,19
26,19050,HERIDO,2024,2,19
27,19050,HERIDO,2024,1,19
28,76001,HERIDO,2024,1,19
29,13001,HERIDO,2024,1,19
30,13001,HERIDO,2024,1,19
31,20001,HERIDO,2024,1,19
32,76364,HERIDO,2024,2,19
33,76364,HERIDO,2024,1,19
34,13670,HERIDO,2024,1,19
35,13670,HERIDO,2024,5,19
36,20228,ASESINADO,2024,1,19
37,20228,HERIDO,2024,1,19
38,52786,ASESINADO,2024,1,19
39,19698,HERIDO,2024,1,19
40,76364,HERIDO,2024,1,19
41,23555,HERIDO,2024,1,19
42,76001,HERIDO,2024,1,19
43,52079,HERIDO,2024,2,19
44,76001,HERIDO,2024,1,19
45,76001,HERIDO,2024,1,19
46,76001,ASESINADO,2024,1,19
47,47001,ASESINADO,2024,1,19
48,76109,HERIDO,2024,1,19
49,76364,HERIDO,2024,2,19
50,19050,HERIDO,2024,3,19
51,50001,HERIDO,2024,1,19
52,76109,HERIDO,2024,1,19
53,76001,HERIDO,2024,1,19
54,76892,HERIDO,2024,1,19
55,63470,ASESINADO,2024,1,19
56,63470,HERIDO,2024,1,19
57,20001,HERIDO,2024,1,19
58,76001,HERIDO,2024,1,19
59,41001,HERIDO,2024,1,19
60,76834,HERIDO,2024,1,19
61,19780,HERIDO,2024,1,19
62,05579,HERIDO,2024,1,19
63,05321,HERIDO,2024,1,19
64,50001,HERIDO,2024,1,19
65,68147,HERIDO,2024,1,19
66,52520,HERIDO,2024,1,19
67,19532,ASESINADO,2024,1,19
68,19532,HERIDO,2024,2,19
69,76111,HERIDO,2024,1,19
70,19473,ASESINADO,2024,2,19
71,19473,HERIDO,2024,5,19
72,76364,HERIDO,2024,2,19
73,76606,HERIDO,2024,1,19
74,19130,HERIDO,2024,2,19
75,13042,HERIDO,2024,1,19
76,41001,ASESINADO,2024,1,19
77,05001,HERIDO,2024,1,19
78,11001,HERIDO,2024,1,19
79,95025,HERIDO,2024,1,19
80,50711,HERIDO,2024,2,19
81,13458,HERIDO,2024,1,19
82,13458,HERIDO,2024,1,19
83,76001,HERIDO,2024,1,19
84,54405,ASESINADO,2024,1,19
85,19743,ASESINADO,2024,2,19
86,19743,HERIDO,2024,6,19
87,19743,HERIDO,2024,1,19
88,19050,HERIDO,2024,1,19
89,19050,ASESINADO,2024,4,19
90,19050,HERIDO,2024,1,19
91,05001,ASESINADO,2024,1,19
92,19137,HERIDO,2024,1,19
93,05264,HERIDO,2024,1,19
94,11001,HERIDO,2024,1,19
95,63001,HERIDO,2024,1,19
96,50001,HERIDO,2024,1,19
97,68001,HERIDO,2024,1,19
98,23001,HERIDO,2024,1,19
99,19050,ASESINADO,2024,1,19
100,19050,HERIDO,2024,3,19
101,19110,HERIDO,2024,1,19
102,19318,HERIDO,2024,1,19
103,19418,HERIDO,2024,1,19
104,05237,HERIDO,2024,1,19
105,52540,HERIDO,2024,1,19
106,76001,HERIDO,2024,2,19
107,11001,HERIDO,2024,1,19
108,50573,HERIDO,2024,1,19
109,68001,HERIDO,2024,1,19
110,95001,HERIDO,2024,2,19
111,05854,HERIDO,2024,1,19
112,05854,HERIDO,2024,1,19
113,19075,HERIDO,2024,1,19
114,19075,HERIDO,2024,1,19
115,08001,HERIDO,2024,2,19
116,41298,ASESINADO,2024,2,19
117,41298,HERIDO,2024,1,19
118,19548,ASESINADO,2024,1,19
119,19548,HERIDO,2024,4,19
120,11001,HERIDO,2024,2,19
121,15047,HERIDO,2024,1,19
122,18001,HERIDO,2024,1,19
123,81065,HERIDO,2024,1,19
124,52678,HERIDO,2024,1,19
125,52385,HERIDO,2024,1,19
126,19050,HERIDO,2024,1,19
127,19050,HERIDO,2024,1,19
128,52079,HERIDO,2024,1,19
129,18753,HERIDO,2024,1,19
130,41551,HERIDO,2024,1,19
131,41551,HERIDO,2024,1,19
132,23807,HERIDO,2024,1,19
133,23807,HERIDO,2024,2,19
134,86569,ASESINADO,2024,1,19
135,11001,HERIDO,2024,1,19
136,86569,HERIDO,2024,1,19
137,20383,HERIDO,2024,1,19
138,11001,HERIDO,2024,1,19
139,41001,HERIDO,2024,2,19
140,05107,HERIDO,2024,1,19
141,52678,HERIDO,2024,1,19
142,76243,ASESINADO,2024,1,19
143,05154,HERIDO,2024,1,19
144,15001,HERIDO,2024,2,19
145,76001,HERIDO,2024,1,19
146,17042,HERIDO,2024,1,19
147,76147,HERIDO,2024,1,19
148,99524,ASESINADO,2024,1,19
149,05055,ASESINADO,2024,1,19
150,76001,HERIDO,2024,1,19
151,19022,HERIDO,2024,1,19
152,19300,HERIDO,2024,1,19
153,05001,ASESINADO,2024,1,19
154,05001,HERIDO,2024,1,19
155,50006,HERIDO,2024,2,19
156,05237,HERIDO,2024,1,19
157,05736,HERIDO,2024,5,19
158,05736,HERIDO,2024,2,19
159,05736,ASESINADO,2024,1,19
160,05736,HERIDO,2024,1,19
161,05736,ASESINADO,2024,4,19
162,05736,HERIDO,2024,1,19
163,05736,HERIDO,2024,5,19
164,05736,HERIDO,2024,2,19
165,11001,HERIDO,2024,1,19
166,19780,HERIDO,2024,1,19
167,52385,ASESINADO,2024,1,19
168,52385,HERIDO,2024,1,19
169,68081,HERIDO,2024,1,19
170,76497,HERIDO,2024,1,19
171,76275,HERIDO,2024,1,19
172,76001,HERIDO,2024,1,19
173,13655,HERIDO,2024,1,19
174,52250,HERIDO,2024,1,19
175,76520,HERIDO,2024,1,19
176,19050,HERIDO,2024,1,19
177,44001,HERIDO,2024,1,19
178,08001,HERIDO,2024,1,19
179,08001,HERIDO,2024,1,19
180,19698,HERIDO,2024,1,19
181,41298,HERIDO,2024,2,19
182,91001,HERIDO,2024,1,19
183,27025,HERIDO,2024,1,19
184,27025,HERIDO,2024,1,19
185,76736,HERIDO,2024,1,19
186,52427,ASESINADO,2024,2,19
187,52427,HERIDO,2024,2,19
188,13549,ASESINADO,2024,1,19
189,85001,HERIDO,2024,1,19
190,27491,HERIDO,2024,1,19
191,91001,HERIDO,2024,1,19
192,91001,HERIDO,2024,1,19
193,19137,ASESINADO,2024,1,19
194,47245,HERIDO,2024,1,19
195,50568,HERIDO,2024,1,19
196,05579,HERIDO,2024,1,19
197,63401,HERIDO,2024,1,19
198,68081,HERIDO,2024,1,19
199,76111,HERIDO,2024,1,19
200,05854,HERIDO,2024,1,19
201,44001,ASESINADO,2024,1,19
202,44001,ASESINADO,2024,1,19
203,44001,HERIDO,2024,1,19
204,44001,HERIDO,2024,1,19
205,68385,HERIDO,2024,1,19
206,47001,HERIDO,2024,1,19
207,76109,HERIDO,2024,1,19
208,13873,HERIDO,2024,1,19
209,05837,ASESINADO,2024,1,19
210,05837,HERIDO,2024,10,19
211,05837,HERIDO,2024,2,19
212,76834,HERIDO,2024,1,19
213,19780,HERIDO,2023,1,19
214,05361,HERIDO,2023,1,19
215,05390,HERIDO,2023,1,19
216,19548,HERIDO,2023,1,19
217,76275,ASESINADO,2023,1,19
218,05361,HERIDO,2023,1,19
219,05647,HERIDO,2023,2,19
220,76001,HERIDO,2023,1,19
221,15759,HERIDO,2023,2,19
222,27001,HERIDO,2023,1,19
223,05647,HERIDO,2023,1,19
224,05197,HERIDO,2023,1,19
225,20011,HERIDO,2023,1,19
226,05107,ASESINADO,2023,1,19
227,05107,HERIDO,2023,1,19
228,52418,HERIDO,2023,1,19
229,41001,HERIDO,2023,1,19
230,54001,HERIDO,2023,1,19
231,18001,HERIDO,2023,2,19
232,08001,HERIDO,2023,1,19
233,76054,HERIDO,2023,1,19
234,76100,HERIDO,2023,1,19
235,20001,ASESINADO,2023,1,19
236,19050,HERIDO,2023,1,19
237,23807,ASESINADO,2023,1,19
238,23807,HERIDO,2023,1,19
239,50350,HERIDO,2023,1,19
240,91001,HERIDO,2023,1,19
241,05040,ASESINADO,2023,1,19
242,05040,HERIDO,2023,1,19
243,05040,ASESINADO,2023,1,19
244,05040,HERIDO,2023,1,19
245,19698,ASESINADO,2023,1,19
246,50573,HERIDO,2023,1,19
247,50573,HERIDO,2023,1,19
248,50573,HERIDO,2023,1,19
249,52835,HERIDO,2023,1,19
250,76001,HERIDO,2023,1,19
251,52378,HERIDO,2023,1,19
252,20295,HERIDO,2023,2,19
253,23807,ASESINADO,2023,1,19
254,23807,ASESINADO,2023,1,19
255,23807,ASESINADO,2023,1,19
256,23555,ASESINADO,2023,1,19
257,54001,HERIDO,2023,1,19
258,54001,HERIDO,2023,1,19
259,68081,HERIDO,2023,1,19
260,68655,HERIDO,2023,1,19
261,76001,HERIDO,2023,1,19
262,19050,HERIDO,2023,1,19
263,19075,ASESINADO,2023,1,19
264,23807,ASESINADO,2023,1,19
265,23807,HERIDO,2023,1,19
266,05042,HERIDO,2023,1,19
267,13001,HERIDO,2023,1,19
268,76001,HERIDO,2023,1,19
269,76001,HERIDO,2023,1,19
270,19050,HERIDO,2023,1,19
271,11001,HERIDO,2023,1,19
272,19256,ASESINADO,2023,1,19
273,19256,HERIDO,2023,5,19
274,19256,HERIDO,2023,1,19
275,08758,ASESINADO,2023,1,19
276,19573,HERIDO,2023,1,19
277,23807,HERIDO,2023,1,19
278,19110,HERIDO,2023,1,19
279,05237,HERIDO,2023,1,19
280,52233,ASESINADO,2023,1,19
281,52233,ASESINADO,2023,3,19
282,52233,HERIDO,2023,1,19
283,05631,HERIDO,2023,1,19
284,19050,HERIDO,2023,7,19
285,19780,HERIDO,2023,2,19
286,19533,HERIDO,2023,1,19
287,19780,HERIDO,2023,7,19
288,13490,HERIDO,2023,1,19
289,13688,HERIDO,2023,1,19
290,19050,HERIDO,2023,1,19
291,76001,HERIDO,2023,2,19
292,76364,HERIDO,2023,1,19
293,05789,HERIDO,2023,1,19
294,19050,HERIDO,2023,1,19
295,19050,HERIDO,2023,1,19
296,41551,HERIDO,2023,1,19
297,68001,HERIDO,2023,1,19
298,70820,HERIDO,2023,1,19
299,19212,HERIDO,2023,2,19
300,50577,ASESINADO,2023,2,19
301,50577,HERIDO,2023,1,19
302,50577,HERIDO,2023,1,19
303,76233,ASESINADO,2023,1,19
304,19050,HERIDO,2023,1,19
305,19256,HERIDO,2023,1,19
306,19698,HERIDO,2023,4,19
307,23807,HERIDO,2023,1,19
308,11001,HERIDO,2023,1,19
309,70233,HERIDO,2023,2,19
310,11001,HERIDO,2023,1,19
311,76130,HERIDO,2023,1,19
312,76834,HERIDO,2023,1,19
313,52835,HERIDO,2023,1,19
314,05306,HERIDO,2023,2,19
315,76520,HERIDO,2023,1,19
316,05736,ASESINADO,2023,1,19
317,19050,HERIDO,2023,5,19
318,19050,HERIDO,2023,1,19
319,41791,HERIDO,2023,1,19
320,68547,HERIDO,2023,1,19
321,05837,HERIDO,2023,1,19
322,13042,HERIDO,2023,3,19
323,13042,HERIDO,2023,1,19
324,05480,ASESINADO,2023,1,19
325,05480,HERIDO,2023,1,19
326,52001,HERIDO,2023,1,19
327,54250,ASESINADO,2023,1,19
328,54250,HERIDO,2023,3,19
329,54250,HERIDO,2023,2,19
330,27150,ASESINADO,2023,1,19
331,19110,ASESINADO,2023,1,19
332,05040,HERIDO,2023,2,19
333,52079,HERIDO,2023,1,19
334,19473,ASESINADO,2023,3,19
335,19473,HERIDO,2023,1,19
336,52678,HERIDO,2023,1,19
337,86571,HERIDO,2023,1,19
338,23807,HERIDO,2023,4,19
339,23807,HERIDO,2023,1,19
340,95001,HERIDO,2023,1,19
341,70001,HERIDO,2023,1,19
342,54261,HERIDO,2023,2,19
343,23807,HERIDO,2023,3,19
344,05001,HERIDO,2023,1,19
345,41001,ASESINADO,2023,1,19
346,19075,HERIDO,2023,1,19
347,76520,ASESINADO,2023,1,19
348,66001,HERIDO,2023,1,19
349,19050,HERIDO,2023,1,19
350,19050,ASESINADO,2023,1,19
351,19050,HERIDO,2023,1,19
352,19050,HERIDO,2023,2,19
353,19050,HERIDO,2023,1,19
354,19050,HERIDO,2023,1,19
355,19050,HERIDO,2023,1,19
356,08001,ASESINADO,2023,1,19
357,19050,HERIDO,2023,1,19
358,52001,ASESINADO,2023,1,19
359,19050,HERIDO,2023,2,19
360,76001,HERIDO,2023,1,19
361,76834,HERIDO,2023,1,19
362,76109,HERIDO,2023,1,19
363,76616,HERIDO,2023,1,19
364,05040,ASESINADO,2023,1,19
365,05040,HERIDO,2023,1,19
366,23807,ASESINADO,2023,1,19
367,81794,HERIDO,2023,6,19
368,19050,HERIDO,2023,1,19
369,50711,HERIDO,2023,2,19
370,50711,HERIDO,2023,1,19
371,85010,HERIDO,2023,1,19
372,85010,HERIDO,2023,1,19
373,76364,HERIDO,2023,2,19
374,19355,HERIDO,2023,1,19
375,52699,HERIDO,2023,1,19
376,76147,HERIDO,2023,1,19
377,05088,ASESINADO,2023,1,19
378,05107,ASESINADO,2023,2,19
379,76275,HERIDO,2023,1,19
380,13458,ASESINADO,2023,1,19
381,18247,ASESINADO,2023,1,19
382,18247,ASESINADO,2023,1,19
383,41551,HERIDO,2023,1,19
384,54810,HERIDO,2023,1,19
385,54810,HERIDO,2023,1,19
386,54810,HERIDO,2023,1,19
387,70110,HERIDO,2023,1,19
388,68307,HERIDO,2023,1,19
389,18247,HERIDO,2023,1,19
390,50590,HERIDO,2023,1,19
391,68001,HERIDO,2023,1,19
392,68001,HERIDO,2023,8,19
393,54206,HERIDO,2023,1,19
394,54261,ASESINADO,2023,2,19
395,54810,ASESINADO,2023,1,19
396,76001,HERIDO,2023,1,19
397,76109,ASESINADO,2023,1,19
398,15087,HERIDO,2023,1,19
399,73001,HERIDO,2023,2,19
400,25754,ASESINADO,2023,1,19
401,73001,HERIDO,2023,1,19
402,50325,HERIDO,2023,1,19
403,86001,HERIDO,2023,2,19
404,20550,HERIDO,2023,1,19
405,70473,HERIDO,2023,1,19
406,19573,HERIDO,2023,1,19
407,15223,HERIDO,2023,1,19
408,19300,ASESINADO,2023,1,19
409,19300,HERIDO,2023,1,19
410,76001,HERIDO,2023,1,19
411,52418,HERIDO,2023,1,19
412,23001,HERIDO,2023,1,19
413,73001,HERIDO,2023,1,19
414,76001,HERIDO,2023,1,19
415,54250,HERIDO,2023,1,19
416,52678,HERIDO,2023,1,19
417,76520,HERIDO,2023,1,19
418,54250,HERIDO,2023,1,19
419,44090,HERIDO,2023,1,19
420,05837,HERIDO,2023,1,19
421,68001,HERIDO,2023,1,19
422,23807,HERIDO,2023,1,19
423,05113,HERIDO,2023,1,19
424,76001,HERIDO,2023,1,19
425,85125,HERIDO,2023,1,19
426,41668,HERIDO,2023,1,19
427,76001,HERIDO,2023,1,19
428,73001,HERIDO,2023,1,19
429,54810,ASESINADO,2023,2,19
430,54810,HERIDO,2023,4,19
431,54810,HERIDO,2023,1,19
432,05237,HERIDO,2023,1,19
433,05113,HERIDO,2023,4,19
434,27787,HERIDO,2023,4,19
435,05887,ASESINADO,2023,1,19
436,66170,HERIDO,2023,1,19
437,76001,HERIDO,2023,1,19
438,54250,ASESINADO,2023,1,19
439,19050,HERIDO,2023,1,19
440,27787,HERIDO,2023,2,19
441,76001,HERIDO,2023,1,19
442,20550,HERIDO,2023,2,19
443,13001,HERIDO,2023,1,19
444,41298,HERIDO,2023,1,19
445,15469,HERIDO,2023,1,19
446,15572,HERIDO,2023,2,19
447,81065,HERIDO,2023,1,19
448,20001,HERIDO,2023,2,19
449,20517,HERIDO,2023,1,19
450,76890,HERIDO,2023,1,19
451,73124,HERIDO,2023,1,19
452,76001,HERIDO,2023,1,19
453,81794,HERIDO,2023,1,19
454,11001,HERIDO,2023,1,19
455,41378,HERIDO,2023,2,19
456,73001,HERIDO,2023,1,19
457,41001,HERIDO,2023,1,19
458,50001,HERIDO,2023,2,19
459,19100,HERIDO,2023,2,19
460,76834,HERIDO,2023,1,19
461,52001,ASESINADO,2023,1,19
462,13042,HERIDO,2023,2,19
463,13001,HERIDO,2023,1,19
464,13458,ASESINADO,2023,1,19
465,13458,ASESINADO,2023,1,19
466,13458,HERIDO,2023,1,19
467,41396,HERIDO,2023,1,19
468,13670,HERIDO,2023,1,19
469,54245,ASESINADO,2023,8,19
470,54245,ASESINADO,2023,2,19
471,54245,HERIDO,2023,1,19
472,54245,HERIDO,2023,9,19
473,76001,HERIDO,2023,1,19
474,95001,HERIDO,2023,1,19
475,76111,HERIDO,2023,1,19
476,76834,HERIDO,2023,1,19
477,27660,ASESINADO,2023,1,19
478,27660,HERIDO,2023,2,19
479,76001,HERIDO,2023,1,19
480,76001,HERIDO,2023,1,19
481,17001,HERIDO,2023,1,19
482,05250,HERIDO,2023,1,19
483,54109,HERIDO,2023,1,19
484,11001,HERIDO,2023,1,19
485,81794,HERIDO,2023,1,19
486,68820,HERIDO,2023,1,19
487,81794,ASESINADO,2023,1,19
488,81794,HERIDO,2023,1,19
489,81794,HERIDO,2023,1,19
490,81794,HERIDO,2023,1,19
491,44430,HERIDO,2023,1,19
492,86001,HERIDO,2023,1,19
493,23162,HERIDO,2023,1,19
494,81736,ASESINADO,2023,1,19
495,19050,HERIDO,2023,1,19
496,81736,HERIDO,2023,1,19
497,05001,HERIDO,2023,1,19
498,52051,HERIDO,2023,1,19
499,76001,HERIDO,2023,2,19
500,81065,HERIDO,2023,1,19
501,11001,HERIDO,2023,1,19
502,54720,HERIDO,2023,3,19
503,76001,HERIDO,2023,1,19
504,81065,HERIDO,2023,1,19
505,27660,ASESINADO,2023,1,19
506,05093,HERIDO,2023,1,19
507,05154,HERIDO,2023,2,19
508,50350,ASESINADO,2023,1,19
509,76001,HERIDO,2023,1,19
510,05091,HERIDO,2023,1,19
511,47001,ASESINADO,2023,1,19
512,19050,HERIDO,2023,1,19
513,05615,HERIDO,2023,1,19
514,15293,HERIDO,2023,2,19
515,41396,HERIDO,2023,1,19
516,52356,HERIDO,2023,1,19
517,81065,HERIDO,2023,1,19
518,19573,HERIDO,2023,1,19
519,54398,HERIDO,2023,1,19
520,54003,ASESINADO,2023,1,19
521,54003,HERIDO,2023,1,19
522,54670,ASESINADO,2023,1,19
523,54720,ASESINADO,2023,1,19
524,13052,HERIDO,2023,1,19
525,41396,ASESINADO,2023,1,19
526,41396,HERIDO,2023,1,19
527,41396,HERIDO,2023,1,19
528,11001,ASESINADO,2023,1,19
529,81001,HERIDO,2023,1,19
530,54660,HERIDO,2023,1,19
531,54206,HERIDO,2023,1,19
532,73001,HERIDO,2023,1,19
533,54001,HERIDO,2023,1,19
534,27491,HERIDO,2023,1,19
535,20383,HERIDO,2023,1,19
536,05736,HERIDO,2023,3,19
537,54001,ASESINADO,2023,1,19
538,27580,HERIDO,2023,1,19
539,44001,HERIDO,2023,1,19
540,76001,ASESINADO,2023,1,19
541,76248,HERIDO,2023,1,19
542,05895,ASESINADO,2023,1,19
543,76109,ASESINADO,2023,1,19
544,19142,HERIDO,2023,2,19
545,11001,HERIDO,2023,1,19
546,19780,HERIDO,2023,1,19
547,27001,HERIDO,2023,1,19
548,52835,HERIDO,2023,1,19
549,76834,HERIDO,2023,1,19
550,27361,ASESINADO,2023,1,19
551,27361,HERIDO,2023,3,19
552,27361,HERIDO,2023,1,19
553,76834,HERIDO,2023,1,19
554,41807,HERIDO,2023,1,19
555,76111,HERIDO,2023,1,19
556,19807,HERIDO,2023,1,19
557,76036,HERIDO,2023,1,19
558,76834,HERIDO,2023,1,19
559,76001,ASESINADO,2023,1,19
560,76001,HERIDO,2023,1,19
561,76520,HERIDO,2023,1,19
562,11001,HERIDO,2023,1,19
563,13836,HERIDO,2023,1,19
564,23189,ASESINADO,2023,1,19
565,52427,HERIDO,2023,1,19
566,86571,HERIDO,2023,1,19
567,50573,HERIDO,2023,1,19
568,19821,ASESINADO,2022,1,19
569,76001,HERIDO,2022,1,19
570,52079,HERIDO,2022,1,19
571,27361,HERIDO,2022,1,19
572,19256,HERIDO,2022,1,19
573,19256,HERIDO,2022,1,19
574,11001,HERIDO,2022,1,19
575,86571,HERIDO,2022,1,19
576,19780,HERIDO,2022,1,19
577,05120,HERIDO,2022,1,19
578,05120,HERIDO,2022,1,19
579,19532,HERIDO,2022,1,19
580,52835,HERIDO,2022,1,19
581,19807,HERIDO,2022,1,19
582,05107,HERIDO,2022,1,19
583,05107,HERIDO,2022,1,19
584,19532,HERIDO,2022,3,19
585,19532,ASESINADO,2022,1,19
586,76001,HERIDO,2022,1,19
587,85001,HERIDO,2022,1,19
588,91001,HERIDO,2022,1,19
589,76001,HERIDO,2022,1,19
590,15660,HERIDO,2022,1,19
591,15660,HERIDO,2022,4,19
592,66001,HERIDO,2022,1,19
593,76233,HERIDO,2022,1,19
594,17513,HERIDO,2022,1,19
595,70713,HERIDO,2022,5,19
596,70713,HERIDO,2022,2,19
597,76001,HERIDO,2022,1,19
598,15774,HERIDO,2022,1,19
599,25754,ASESINADO,2022,2,19
600,19050,HERIDO,2022,1,19
601,19050,HERIDO,2022,1,19
602,19050,HERIDO,2022,1,19
603,19050,HERIDO,2022,1,19
604,19050,ASESINADO,2022,1,19
605,19050,ASESINADO,2022,1,19
606,19050,HERIDO,2022,1,19
607,19050,ASESINADO,2022,1,19
608,19050,HERIDO,2022,1,19
609,86573,HERIDO,2022,1,19
610,20001,HERIDO,2022,1,19
611,76834,HERIDO,2022,1,19
612,20001,HERIDO,2022,1,19
613,76001,HERIDO,2022,1,19
614,76001,HERIDO,2022,1,19
615,81001,HERIDO,2022,3,19
616,50711,HERIDO,2022,1,19
617,19573,HERIDO,2022,1,19
618,50223,HERIDO,2022,1,19
619,54720,HERIDO,2022,1,19
620,54720,HERIDO,2022,1,19
621,68001,HERIDO,2022,1,19
622,95001,HERIDO,2022,1,19
623,76892,HERIDO,2022,1,19
624,27660,HERIDO,2022,1,19
625,76834,HERIDO,2022,1,19
626,20001,HERIDO,2022,2,19
627,47245,HERIDO,2022,1,19
628,20175,HERIDO,2022,1,19
629,20001,HERIDO,2022,1,19
630,76001,HERIDO,2022,1,19
631,50711,HERIDO,2022,1,19
632,50711,HERIDO,2022,1,19
633,52250,HERIDO,2022,1,19
634,18410,ASESINADO,2022,2,19
635,18410,HERIDO,2022,3,19
636,05001,HERIDO,2022,1,19
637,86571,HERIDO,2022,1,19
638,11001,HERIDO,2022,1,19
639,44001,HERIDO,2022,1,19
640,15808,HERIDO,2022,2,19
641,27615,HERIDO,2022,1,19
642,54003,HERIDO,2022,1,19
643,76001,HERIDO,2022,1,19
644,70473,HERIDO,2022,2,19
645,76109,HERIDO,2022,1,19
646,54810,HERIDO,2022,1,19
647,54001,HERIDO,2022,2,19
648,81591,ASESINADO,2022,1,19
649,81591,ASESINADO,2022,1,19
650,41801,HERIDO,2022,2,19
651,05890,ASESINADO,2022,1,19
652,05040,HERIDO,2022,1,19
653,68276,HERIDO,2022,1,19
654,50001,HERIDO,2022,2,19
655,73624,ASESINADO,2022,1,19
656,63001,HERIDO,2022,1,19
657,19075,ASESINADO,2022,1,19
658,19075,ASESINADO,2022,1,19
659,19075,HERIDO,2022,1,19
660,76001,HERIDO,2022,1,19
661,52835,HERIDO,2022,2,19
662,68001,HERIDO,2022,1,19
663,11001,ASESINADO,2022,1,19
664,76001,HERIDO,2022,1,19
665,08001,HERIDO,2022,1,19
666,23807,HERIDO,2022,1,19
667,17001,HERIDO,2022,1,19
668,27001,ASESINADO,2022,1,19
669,27001,HERIDO,2022,1,19
670,41001,HERIDO,2022,2,19
671,13001,HERIDO,2022,1,19
672,76520,HERIDO,2022,1,19
673,66001,HERIDO,2022,1,19
674,76834,HERIDO,2022,6,19
675,76834,HERIDO,2022,2,19
676,73001,HERIDO,2022,1,19
677,52835,HERIDO,2022,1,19
678,66001,HERIDO,2022,1,19
679,17088,HERIDO,2022,1,19
680,05736,HERIDO,2022,1,19
681,05736,HERIDO,2022,1,19
682,76364,ASESINADO,2022,1,19
683,52835,HERIDO,2022,1,19
684,17001,HERIDO,2022,1,19
685,76001,HERIDO,2022,1,19
686,76622,ASESINADO,2022,1,19
687,05001,HERIDO,2022,1,19
688,81794,HERIDO,2022,1,19
689,81794,HERIDO,2022,1,19
690,81794,HERIDO,2022,1,19
691,81794,HERIDO,2022,1,19
692,81794,ASESINADO,2022,1,19
693,52001,HERIDO,2022,1,19
694,76001,HERIDO,2022,1,19
695,76109,HERIDO,2022,1,19
696,68001,HERIDO,2022,1,19
697,73001,HERIDO,2022,1,19
698,41001,ASESINADO,2022,4,19
699,41001,HERIDO,2022,1,19
700,41001,ASESINADO,2022,3,19
701,08001,HERIDO,2022,2,19
702,20045,HERIDO,2022,1,19
703,20443,HERIDO,2022,1,19
704,76403,ASESINADO,2022,1,19
705,76403,HERIDO,2022,2,19
706,54261,ASESINADO,2022,1,19
707,20443,HERIDO,2022,1,19
708,54261,HERIDO,2022,1,19
709,54250,HERIDO,2022,1,19
710,41001,HERIDO,2022,12,19
711,41001,HERIDO,2022,1,19
712,54261,HERIDO,2022,1,19
713,54261,HERIDO,2022,1,19
714,54261,HERIDO,2022,1,19
715,54261,HERIDO,2022,1,19
716,54261,HERIDO,2022,1,19
717,54261,HERIDO,2022,1,19
718,54261,HERIDO,2022,1,19
719,54261,HERIDO,2022,1,19
720,54261,HERIDO,2022,1,19
721,76001,HERIDO,2022,1,19
722,54250,HERIDO,2022,1,19
723,54250,HERIDO,2022,1,19
724,54250,HERIDO,2022,1,19
725,54250,HERIDO,2022,1,19
726,54250,HERIDO,2022,1,19
727,86568,HERIDO,2022,1,19
728,76111,HERIDO,2022,1,19
729,86571,ASESINADO,2022,1,19
730,52835,ASESINADO,2022,1,19
731,52835,HERIDO,2022,1,19
732,68001,HERIDO,2022,1,19
733,73001,HERIDO,2022,1,19
734,76520,HERIDO,2022,1,19
735,76892,HERIDO,2022,2,19
736,76001,HERIDO,2022,1,19
737,25592,HERIDO,2022,1,19
738,54498,HERIDO,2022,1,19
739,19022,HERIDO,2022,1,19
740,19075,HERIDO,2022,1,19
741,19075,HERIDO,2022,1,19
742,19075,HERIDO,2022,1,19
743,20011,HERIDO,2022,1,19
744,52835,HERIDO,2022,1,19
745,52835,HERIDO,2022,1,19
746,86569,HERIDO,2022,1,19
747,76001,HERIDO,2022,1,19
748,19075,HERIDO,2022,1,19
749,19075,HERIDO,2022,1,19
750,76364,HERIDO,2022,2,19
751,27099,HERIDO,2022,1,19
752,19001,HERIDO,2022,1,19
753,05837,HERIDO,2022,1,19
754,05837,HERIDO,2022,1,19
755,23807,ASESINADO,2022,1,19
756,23807,HERIDO,2022,1,19
757,13670,ASESINADO,2022,1,19
758,13670,HERIDO,2022,6,19
759,50689,HERIDO,2022,1,19
760,76233,HERIDO,2022,1,19
761,76233,HERIDO,2022,1,19
762,76233,HERIDO,2022,1,19
763,76233,HERIDO,2022,1,19
764,05642,ASESINADO,2022,1,19
765,20383,HERIDO,2022,2,19
766,20383,HERIDO,2022,1,19
767,54001,HERIDO,2022,1,19
768,68081,HERIDO,2022,1,19
769,95001,HERIDO,2022,1,19
