id,dane_code,action,year_of_incident,amount,source_id
4041,76001,HERIDO,2018,1,19
4042,05790,HERIDO,2018,1,19
4043,05790,HERIDO,2018,1,19
4044,25307,HERIDO,2018,1,19
4045,25815,HERIDO,2018,1,19
4046,41551,HERIDO,2018,1,19
4047,76001,HERIDO,2018,1,19
4048,81736,HERIDO,2018,1,19
4049,68689,HERIDO,2018,1,19
4050,76001,HERIDO,2018,1,19
4051,76001,HERIDO,2018,4,19
4052,76001,HERIDO,2018,1,19
4053,76109,HERIDO,2018,1,19
4054,68001,HERIDO,2018,1,19
4055,68001,HERIDO,2018,1,19
4056,68001,HERIDO,2018,1,19
4057,68307,HERIDO,2018,2,19
4058,76001,HERIDO,2018,1,19
4059,76001,HERIDO,2018,3,19
4060,85125,ASESINADO,2018,1,19
4061,05001,HERIDO,2018,1,19
4062,19001,HERIDO,2018,1,19
4063,52427,HERIDO,2018,1,19
4064,52427,HERIDO,2018,1,19
4065,85001,HERIDO,2018,1,19
4066,19573,HERIDO,2018,1,19
4067,25312,HERIDO,2018,1,19
4068,41306,HERIDO,2018,1,19
4069,68001,HERIDO,2018,1,19
4070,85001,HERIDO,2018,1,19
4071,19780,ASESINADO,2018,1,19
4072,19780,HERIDO,2018,1,19
4073,19780,HERIDO,2018,1,19
4074,52835,ASESINADO,2018,1,19
4075,76001,HERIDO,2018,1,19
4076,23555,HERIDO,2018,1,19
4077,54344,HERIDO,2018,1,19
4078,68001,HERIDO,2018,1,19
4079,15001,ASESINADO,2018,1,19
4080,15518,HERIDO,2018,1,19
4081,76823,HERIDO,2018,1,19
4082,76001,HERIDO,2018,2,19
4083,76001,HERIDO,2018,1,19
4084,81300,ASESINADO,2018,1,19
4085,05001,HERIDO,2018,1,19
4086,19513,HERIDO,2018,2,19
4087,54398,HERIDO,2018,1,19
4088,05411,HERIDO,2018,1,19
4089,68418,HERIDO,2018,1,19
4090,05001,HERIDO,2018,1,19
4091,11001,HERIDO,2018,1,19
4092,76364,HERIDO,2018,1,19
4093,08001,ASESINADO,2018,1,19
4094,17001,HERIDO,2018,1,19
4095,76001,HERIDO,2018,2,19
4096,68001,HERIDO,2018,1,19
4097,54800,HERIDO,2018,1,19
4098,20383,ASESINADO,2018,2,19
4099,50711,HERIDO,2018,1,19
4100,68077,HERIDO,2018,2,19
4101,70429,HERIDO,2018,1,19
4102,76001,HERIDO,2018,1,19
4103,68077,HERIDO,2018,1,19
4104,41001,HERIDO,2018,1,19
4105,52001,HERIDO,2018,1,19
4106,68001,HERIDO,2018,1,19
4107,76001,HERIDO,2018,1,19
4108,05001,HERIDO,2018,2,19
4109,11001,HERIDO,2018,1,19
4110,11001,HERIDO,2018,2,19
4111,41298,HERIDO,2018,2,19
4112,52001,HERIDO,2018,1,19
4113,76100,HERIDO,2018,1,19
4114,76001,HERIDO,2018,2,19
4115,76100,HERIDO,2018,1,19
4116,11001,HERIDO,2018,1,19
4117,05088,HERIDO,2018,1,19
4118,05250,HERIDO,2018,1,19
4119,05607,HERIDO,2018,1,19
4120,08001,HERIDO,2018,1,19
4121,20570,HERIDO,2018,2,19
4122,76364,HERIDO,2018,1,19
4123,19355,ASESINADO,2018,1,19
4124,41359,HERIDO,2018,1,19
4125,76001,HERIDO,2018,1,19
4126,19212,HERIDO,2018,1,19
4127,76892,HERIDO,2018,1,19
4128,76001,HERIDO,2018,1,19
4129,76001,HERIDO,2018,1,19
4130,76892,HERIDO,2018,1,19
4131,76001,HERIDO,2018,1,19
4132,52356,HERIDO,2018,1,19
4133,19573,HERIDO,2018,1,19
4134,52835,HERIDO,2018,1,19
4135,76001,HERIDO,2018,1,19
4136,05736,HERIDO,2018,1,19
4137,41799,HERIDO,2018,2,19
4138,76001,HERIDO,2018,1,19
4139,68081,HERIDO,2018,1,19
4140,05120,ASESINADO,2018,1,19
4141,05042,HERIDO,2018,1,19
4142,76001,HERIDO,2018,1,19
4143,76001,HERIDO,2018,1,19
4144,19001,HERIDO,2018,1,19
4145,76001,HERIDO,2018,1,19
4146,81065,ASESINADO,2018,1,19
4147,76001,HERIDO,2018,4,19
4148,08560,HERIDO,2018,1,19
4149,76001,HERIDO,2018,1,19
4150,76001,HERIDO,2018,1,19
4151,05001,HERIDO,2018,1,19
4152,17174,HERIDO,2018,1,19
4153,76001,HERIDO,2018,1,19
4154,27006,ASESINADO,2018,1,19
4155,54498,HERIDO,2018,1,19
4156,76001,HERIDO,2018,1,19
4157,76001,HERIDO,2018,1,19
4158,11001,HERIDO,2018,1,19
4159,54001,HERIDO,2018,1,19
4160,85001,HERIDO,2018,1,19
4161,81001,HERIDO,2018,2,19
4162,05790,HERIDO,2018,1,19
4163,54518,HERIDO,2018,1,19
4164,76111,HERIDO,2018,1,19
4165,76364,HERIDO,2018,1,19
4166,05040,HERIDO,2018,1,19
4167,44035,HERIDO,2018,1,19
4168,54498,HERIDO,2018,2,19
4169,76001,HERIDO,2018,1,19
4170,76001,HERIDO,2018,1,19
4171,76001,HERIDO,2018,1,19
4172,76001,HERIDO,2018,1,19
4173,68001,HERIDO,2018,1,19
4174,68001,HERIDO,2018,1,19
4175,13001,ASESINADO,2018,1,19
4176,05154,ASESINADO,2018,1,19
4177,17013,HERIDO,2018,1,19
4178,76001,HERIDO,2018,1,19
4179,05361,ASESINADO,2018,1,19
4180,05361,HERIDO,2018,1,19
4181,08758,HERIDO,2018,1,19
4182,20011,ASESINADO,2018,1,19
4183,20011,HERIDO,2018,1,19
4184,20001,HERIDO,2018,1,19
4185,15377,HERIDO,2018,1,19
4186,76001,HERIDO,2018,1,19
4187,76001,HERIDO,2018,2,19
4188,23001,HERIDO,2018,1,19
4189,19137,HERIDO,2018,1,19
4190,88001,HERIDO,2018,1,19
4191,76001,HERIDO,2018,1,19
4192,76520,HERIDO,2018,1,19
4193,88001,HERIDO,2018,1,19
4194,88001,HERIDO,2018,1,19
4195,54245,HERIDO,2018,1,19
4196,76520,HERIDO,2018,3,19
4197,76520,HERIDO,2018,1,19
4198,08573,HERIDO,2018,1,19
4199,76001,HERIDO,2018,1,19
4200,81736,ASESINADO,2018,1,19
4201,81736,HERIDO,2018,1,19
4202,81736,HERIDO,2018,1,19
4203,81736,HERIDO,2018,1,19
4204,81736,HERIDO,2018,1,19
4205,81736,HERIDO,2018,1,19
4206,76001,HERIDO,2018,1,19
4207,76001,HERIDO,2018,1,19
4208,76892,HERIDO,2018,4,19
4209,19513,ASESINADO,2018,1,19
4210,19513,HERIDO,2018,2,19
4211,19513,HERIDO,2018,1,19
4212,52001,HERIDO,2018,1,19
4213,76248,HERIDO,2018,1,19
4214,05837,ASESINADO,2018,1,19
4215,15238,HERIDO,2018,1,19
4216,11001,HERIDO,2018,1,19
4217,50001,HERIDO,2018,1,19
4218,76001,HERIDO,2018,1,19
4219,52256,HERIDO,2018,1,19
4220,52256,HERIDO,2018,1,19
4221,18001,HERIDO,2018,1,19
4222,23162,HERIDO,2018,1,19
4223,41668,HERIDO,2018,1,19
4224,76001,HERIDO,2018,1,19
4225,68418,HERIDO,2018,1,19
4226,19256,ASESINADO,2018,1,19
4227,19256,HERIDO,2018,1,19
4228,19256,HERIDO,2018,1,19
4229,85250,HERIDO,2018,1,19
4230,76036,HERIDO,2018,1,19
4231,76036,HERIDO,2018,1,19
4232,76036,HERIDO,2018,1,19
4233,76001,HERIDO,2018,2,19
4234,05001,HERIDO,2018,1,19
4235,76001,HERIDO,2018,1,19
4236,05120,HERIDO,2018,1,19
4237,73001,HERIDO,2018,5,19
4238,76520,HERIDO,2018,1,19
4239,05120,HERIDO,2018,1,19
4240,05120,HERIDO,2018,1,19
4241,05837,HERIDO,2018,1,19
4242,05837,HERIDO,2018,1,19
4243,05837,HERIDO,2018,1,19
4244,05837,HERIDO,2018,1,19
4245,05837,HERIDO,2018,1,19
4246,86885,HERIDO,2018,1,19
4247,68547,HERIDO,2018,1,19
4248,54206,HERIDO,2018,1,19
4249,11001,HERIDO,2018,1,19
4250,54001,HERIDO,2018,1,19
4251,76001,HERIDO,2018,2,19
4252,05001,HERIDO,2018,1,19
4253,05001,HERIDO,2018,1,19
4254,76001,HERIDO,2018,1,19
4255,05001,HERIDO,2018,1,19
4256,81300,HERIDO,2018,1,19
4257,81300,HERIDO,2018,1,19
4258,05854,ASESINADO,2018,2,19
4259,05854,HERIDO,2018,1,19
4260,54206,HERIDO,2018,1,19
4261,54206,HERIDO,2018,1,19
4262,05001,HERIDO,2018,2,19
4263,54206,HERIDO,2018,1,19
4264,54206,HERIDO,2018,1,19
4265,54206,HERIDO,2018,1,19
4266,15516,HERIDO,2018,1,19
4267,15185,HERIDO,2018,1,19
4268,41001,HERIDO,2018,1,19
4269,68001,HERIDO,2018,1,19
4270,27660,ASESINADO,2018,1,19
4271,27660,HERIDO,2018,1,19
4272,27660,HERIDO,2018,1,19
4273,27660,HERIDO,2018,1,19
4274,15757,HERIDO,2018,1,19
4275,81065,HERIDO,2018,1,19
4276,47692,HERIDO,2018,1,19
4277,52835,HERIDO,2018,1,19
4278,76001,HERIDO,2018,1,19
4279,68001,HERIDO,2018,1,19
4280,68001,HERIDO,2018,1,19
4281,76109,HERIDO,2018,1,19
4282,76109,HERIDO,2018,1,19
4283,76109,HERIDO,2018,1,19
4284,76109,HERIDO,2018,1,19
4285,76109,HERIDO,2018,1,19
4286,76109,HERIDO,2018,1,19
4287,76109,HERIDO,2018,1,19
4288,76109,HERIDO,2018,1,19
4289,81001,HERIDO,2018,1,19
4290,81736,HERIDO,2018,1,19
4291,70001,HERIDO,2018,1,19
4292,41799,HERIDO,2018,2,19
4293,70215,HERIDO,2018,1,19
4294,68575,HERIDO,2018,1,19
4295,76001,HERIDO,2018,1,19
4296,23300,HERIDO,2018,1,19
4297,68307,HERIDO,2018,2,19
4298,76823,HERIDO,2018,1,19
4299,76001,HERIDO,2018,1,19
4300,19455,HERIDO,2018,1,19
4301,76001,HERIDO,2018,1,19
4302,05790,ASESINADO,2018,1,19
4303,15638,HERIDO,2018,1,19
4304,44560,HERIDO,2018,1,19
4305,41668,HERIDO,2018,1,19
4306,76001,HERIDO,2018,1,19
4307,11001,HERIDO,2018,1,19
4308,05628,HERIDO,2018,2,19
4309,50001,HERIDO,2018,1,19
4310,76001,ASESINADO,2018,1,19
4311,76001,HERIDO,2018,1,19
4312,25377,HERIDO,2018,1,19
4313,13001,HERIDO,2018,1,19
4314,63001,HERIDO,2018,1,19
4315,52835,HERIDO,2018,1,19
4316,27073,HERIDO,2018,1,19
4317,05887,HERIDO,2018,1,19
4318,76001,HERIDO,2018,1,19
4319,76001,HERIDO,2018,1,19
4320,52001,HERIDO,2018,1,19
4321,76001,HERIDO,2018,1,19
4322,81300,HERIDO,2018,1,19
4323,15806,HERIDO,2018,1,19
4324,19573,ASESINADO,2018,1,19
4325,76001,HERIDO,2018,1,19
4326,68077,HERIDO,2018,2,19
4327,76364,HERIDO,2018,1,19
4328,08001,HERIDO,2018,1,19
4329,54206,ASESINADO,2018,1,19
4330,13052,HERIDO,2018,1,19
4331,15572,HERIDO,2018,1,19
4332,23001,HERIDO,2018,1,19
4333,63470,HERIDO,2018,1,19
4334,54344,HERIDO,2018,1,19
4335,54344,HERIDO,2018,1,19
4336,54344,HERIDO,2018,1,19
4337,85001,HERIDO,2018,1,19
4338,41872,HERIDO,2018,1,19
4339,76001,HERIDO,2018,1,19
4340,76001,HERIDO,2018,1,19
4341,27787,HERIDO,2018,1,19
4342,54344,HERIDO,2018,1,19
4343,54344,HERIDO,2018,1,19
4344,52885,HERIDO,2018,1,19
4345,76001,HERIDO,2018,1,19
4346,54344,HERIDO,2018,1,19
4347,08638,HERIDO,2018,1,19
4348,68001,HERIDO,2018,1,19
4349,05854,ASESINADO,2018,1,19
4350,76001,HERIDO,2018,1,19
4351,76109,HERIDO,2018,1,19
4352,52835,HERIDO,2018,2,19
4353,94001,HERIDO,2018,1,19
4354,44430,HERIDO,2018,1,19
4355,54001,HERIDO,2018,1,19
4356,13430,HERIDO,2018,1,19
4357,44430,HERIDO,2018,2,19
4358,41244,HERIDO,2018,2,19
4359,52001,HERIDO,2018,1,19
4360,68001,HERIDO,2018,1,19
4361,11001,ASESINADO,2018,1,19
4362,94001,HERIDO,2018,1,19
4363,50150,HERIDO,2018,1,19
4364,68001,HERIDO,2018,1,19
4365,76001,HERIDO,2018,1,19
4366,27001,ASESINADO,2018,1,19
4367,52835,HERIDO,2018,1,19
4368,99001,HERIDO,2018,1,19
4369,54206,HERIDO,2018,1,19
4370,08078,HERIDO,2018,1,19
4371,13744,ASESINADO,2018,1,19
4372,76001,HERIDO,2018,1,19
4373,05361,HERIDO,2018,1,19
4374,76130,HERIDO,2018,1,19
4375,25307,HERIDO,2018,1,19
4376,66170,ASESINADO,2018,1,19
4377,70708,ASESINADO,2018,1,19
4378,70708,HERIDO,2018,1,19
4379,76001,HERIDO,2018,2,19
4380,11001,HERIDO,2018,2,19
4381,11001,HERIDO,2018,1,19
4382,68547,HERIDO,2018,1,19
4383,68705,HERIDO,2018,1,19
4384,76001,HERIDO,2018,1,19
4385,52678,HERIDO,2018,1,19
4386,11001,HERIDO,2018,1,19
4387,11001,HERIDO,2018,1,19
4388,50573,HERIDO,2018,1,19
4389,11001,HERIDO,2018,1,19
4390,08832,HERIDO,2018,1,19
4391,63001,HERIDO,2018,1,19
4392,68547,HERIDO,2018,1,19
4393,86568,HERIDO,2018,1,19
4394,76001,HERIDO,2018,1,19
4395,05154,HERIDO,2018,2,19
4396,85001,HERIDO,2018,1,19
4397,70678,HERIDO,2018,1,19
4398,20175,HERIDO,2018,1,19
4399,17001,HERIDO,2018,1,19
4400,11001,HERIDO,2018,1,19
4401,68001,HERIDO,2018,1,19
4402,76001,HERIDO,2018,1,19
4403,25754,HERIDO,2018,1,19
4404,73001,HERIDO,2018,1,19
4405,41799,HERIDO,2018,1,19
4406,54800,HERIDO,2018,1,19
4407,05789,HERIDO,2018,1,19
4408,11001,HERIDO,2018,1,19
4409,76001,HERIDO,2018,1,19
4410,08001,ASESINADO,2018,1,19
4411,54245,HERIDO,2018,1,19
4412,54800,HERIDO,2018,1,19
4413,76001,HERIDO,2018,1,19
4414,05001,HERIDO,2018,1,19
4415,08001,HERIDO,2018,1,19
4416,76001,HERIDO,2018,1,19
4417,05686,HERIDO,2018,1,19
4418,76001,HERIDO,2018,1,19
4419,81300,ASESINADO,2018,1,19
4420,18001,HERIDO,2018,1,19
4421,76001,HERIDO,2018,2,19
4422,76520,HERIDO,2018,1,19
4423,08001,HERIDO,2018,2,19
4424,11001,HERIDO,2018,1,19
4425,68001,HERIDO,2018,1,19
4426,66001,HERIDO,2018,1,19
4427,76001,HERIDO,2018,1,19
4428,13688,HERIDO,2018,1,19
4429,85001,HERIDO,2018,1,19
4430,68001,HERIDO,2018,1,19
4431,05604,ASESINADO,2018,1,19
4432,20001,HERIDO,2018,1,19
4433,63594,HERIDO,2018,1,19
4434,76001,HERIDO,2018,1,19
4435,76001,HERIDO,2018,1,19
4436,54800,HERIDO,2018,1,19
4437,05665,ASESINADO,2018,8,19
4438,23001,HERIDO,2018,1,19
4439,41319,HERIDO,2018,1,19
4440,81736,HERIDO,2018,1,19
4441,47001,HERIDO,2018,1,19
4442,76001,HERIDO,2018,1,19
4443,25754,HERIDO,2018,1,19
4444,19698,HERIDO,2018,1,19
4445,19698,HERIDO,2018,2,19
4446,23574,ASESINADO,2018,1,19
4447,41551,HERIDO,2018,1,19
4448,20013,HERIDO,2018,1,19
4449,76001,HERIDO,2018,1,19
4450,76130,ASESINADO,2018,1,19
4451,70708,ASESINADO,2018,1,19
4452,76001,HERIDO,2018,1,19
4453,63401,HERIDO,2018,1,19
4454,63594,HERIDO,2018,1,19
4455,66682,HERIDO,2018,1,19
4456,20295,HERIDO,2018,1,19
4457,25612,HERIDO,2018,2,19
4458,76001,HERIDO,2018,1,19
4459,19450,ASESINADO,2018,1,19
4460,76001,HERIDO,2018,1,19
4461,54800,ASESINADO,2018,1,19
4462,23001,HERIDO,2018,1,19
4463,76001,HERIDO,2018,1,19
4464,11001,HERIDO,2018,1,19
4465,76001,HERIDO,2018,1,19
4466,76001,HERIDO,2018,1,19
4467,68307,HERIDO,2018,1,19
4468,76001,HERIDO,2018,1,19
4469,76892,HERIDO,2018,1,19
4470,08001,HERIDO,2018,1,19
4471,68276,HERIDO,2018,1,19
4472,97001,HERIDO,2018,1,19
4473,52835,ASESINADO,2018,1,19
4474,52835,HERIDO,2018,1,19
4475,52835,HERIDO,2018,1,19
4476,66001,HERIDO,2018,1,19
4477,27006,ASESINADO,2018,1,19
4478,25307,HERIDO,2018,2,19
4479,41001,HERIDO,2018,1,19
4480,54001,HERIDO,2018,1,19
4481,13042,ASESINADO,2018,1,19
4482,13042,HERIDO,2018,1,19
4483,81300,HERIDO,2018,1,19
4484,17013,HERIDO,2018,1,19
4485,76001,HERIDO,2018,1,19
4486,41306,ASESINADO,2018,1,19
4487,41306,HERIDO,2018,1,19
4488,68001,HERIDO,2018,1,19
4489,05001,HERIDO,2018,2,19
4490,73443,HERIDO,2018,2,19
4491,05615,HERIDO,2018,1,19
4492,54800,HERIDO,2018,1,19
4493,05148,HERIDO,2018,1,19
4494,17001,HERIDO,2018,1,19
4495,76001,HERIDO,2018,1,19
4496,73001,HERIDO,2018,2,19
4497,54720,HERIDO,2018,1,19
4498,63001,HERIDO,2018,1,19
4499,81794,HERIDO,2018,1,19
4500,05001,HERIDO,2018,1,19
4501,05790,ASESINADO,2018,1,19
4502,13042,HERIDO,2018,1,19
4503,11001,HERIDO,2018,1,19
4504,54001,HERIDO,2018,1,19
4505,76001,HERIDO,2018,1,19
4506,81300,HERIDO,2018,1,19
4507,81065,HERIDO,2018,1,19
4508,05490,HERIDO,2018,1,19
4509,05490,HERIDO,2018,1,19
4510,19137,ASESINADO,2018,2,19
4511,76001,HERIDO,2018,1,19
4512,73678,HERIDO,2018,1,19
4513,05001,HERIDO,2018,1,19
4514,68001,HERIDO,2018,1,19
4515,70820,HERIDO,2018,1,19
4516,05837,ASESINADO,2018,1,19
4517,05837,HERIDO,2018,3,19
4518,41551,HERIDO,2018,2,19
4519,63594,HERIDO,2018,1,19
4520,54206,ASESINADO,2018,1,19
4521,54206,HERIDO,2018,1,19
4522,54206,HERIDO,2018,1,19
4523,54206,HERIDO,2018,1,19
4524,13744,ASESINADO,2018,1,19
4525,54206,HERIDO,2018,1,19
4526,68547,HERIDO,2018,1,19
4527,15238,HERIDO,2018,1,19
4528,54001,ASESINADO,2018,1,19
4529,54001,ASESINADO,2018,1,19
4530,54001,ASESINADO,2018,1,19
4531,54001,ASESINADO,2018,1,19
4532,54001,ASESINADO,2018,1,19
4533,54001,HERIDO,2018,1,19
4534,54001,HERIDO,2018,1,19
4535,54001,HERIDO,2018,1,19
4536,54001,HERIDO,2018,1,19
4537,54001,HERIDO,2018,1,19
4538,54001,HERIDO,2018,1,19
4539,54001,HERIDO,2018,1,19
4540,54001,HERIDO,2018,1,19
4541,54001,HERIDO,2018,1,19
4542,05360,HERIDO,2018,1,19
4543,76364,HERIDO,2018,1,19
4544,81794,HERIDO,2018,2,19
4545,76001,HERIDO,2018,2,19
4546,97001,HERIDO,2018,1,19
4547,11001,HERIDO,2018,1,19
4548,44001,HERIDO,2018,1,19
4549,50590,ASESINADO,2018,1,19
4550,85400,HERIDO,2018,1,19
4551,52356,HERIDO,2018,1,19
4552,54261,HERIDO,2018,1,19
4553,15806,HERIDO,2018,2,19
4554,44001,HERIDO,2018,1,19
4555,63001,HERIDO,2018,1,19
4556,25269,HERIDO,2018,1,19
4557,73678,HERIDO,2018,1,19
4558,54344,ASESINADO,2018,1,19
4559,54344,HERIDO,2018,1,19
4560,18753,ASESINADO,2018,2,19
4561,54001,HERIDO,2018,1,19
4562,95200,HERIDO,2018,1,19
4563,05310,HERIDO,2018,1,19
4564,88001,HERIDO,2018,1,19
4565,25307,HERIDO,2018,1,19
4566,81736,HERIDO,2018,1,19
4567,76001,HERIDO,2018,1,19
4568,52001,HERIDO,2018,1,19
4569,54810,ASESINADO,2018,1,19
4570,68001,HERIDO,2018,1,19
4571,68001,HERIDO,2018,1,19
4572,05854,ASESINADO,2018,1,19
4573,63001,HERIDO,2018,1,19
4574,54344,HERIDO,2018,1,19
4575,50001,HERIDO,2018,1,19
4576,76001,HERIDO,2018,1,19
4577,68001,HERIDO,2018,1,19
4578,52001,ASESINADO,2018,1,19
4579,76001,HERIDO,2018,1,19
4580,18753,HERIDO,2018,2,19
4581,76892,HERIDO,2018,1,19
4582,47745,HERIDO,2018,1,19
4583,81300,HERIDO,2018,1,19
4584,17524,HERIDO,2018,1,19
4585,41132,HERIDO,2018,1,19
4586,41306,HERIDO,2018,1,19
4587,68081,ASESINADO,2018,1,19
4588,68001,HERIDO,2018,1,19
4589,76001,HERIDO,2018,1,19
4590,76001,HERIDO,2018,1,19
4591,11001,HERIDO,2018,1,19
4592,76126,HERIDO,2018,1,19
4593,52079,HERIDO,2018,1,19
4594,52079,HERIDO,2018,1,19
4595,76001,HERIDO,2018,3,19
4596,76001,HERIDO,2018,1,19
4597,54250,HERIDO,2018,1,19
4598,54250,HERIDO,2018,1,19
4599,50590,HERIDO,2018,1,19
4600,73275,HERIDO,2018,1,19
4601,76001,HERIDO,2018,1,19
4602,76001,HERIDO,2018,1,19
4603,50590,HERIDO,2018,1,19
4604,76100,HERIDO,2018,1,19
4605,20383,HERIDO,2018,1,19
4606,20383,HERIDO,2018,1,19
4607,20383,HERIDO,2018,1,19
4608,54810,HERIDO,2018,1,19
4609,27001,HERIDO,2018,1,19
4610,23182,HERIDO,2018,1,19
4611,11001,HERIDO,2018,2,19
4612,11001,HERIDO,2018,1,19
4613,11001,HERIDO,2018,1,19
4614,08758,HERIDO,2018,4,19
4615,17486,HERIDO,2018,1,19
4616,19001,HERIDO,2018,1,19
4617,41791,HERIDO,2018,4,19
4618,76001,HERIDO,2018,1,19
4619,76001,HERIDO,2018,2,19
4620,08758,HERIDO,2018,1,19
4621,11001,HERIDO,2018,1,19
4622,08001,ASESINADO,2018,6,19
4623,08001,HERIDO,2018,43,19
4624,13688,ASESINADO,2018,2,19
4625,13688,HERIDO,2018,2,19
4626,68001,HERIDO,2018,1,19
4627,76001,HERIDO,2018,1,19
4628,08001,HERIDO,2018,2,19
4629,76001,HERIDO,2018,1,19
4630,52835,ASESINADO,2018,1,19
4631,76001,HERIDO,2018,1,19
4632,76001,HERIDO,2018,1,19
4633,76001,HERIDO,2018,1,19
4634,11001,HERIDO,2018,1,19
4635,11001,HERIDO,2018,1,19
4636,11001,HERIDO,2018,1,19
4637,76001,HERIDO,2018,1,19
4638,68001,HERIDO,2018,2,19
4639,76001,HERIDO,2018,1,19
4640,19001,HERIDO,2018,1,19
4641,11001,HERIDO,2018,1,19
4642,11001,HERIDO,2018,1,19
4643,52258,HERIDO,2018,2,19
4644,52258,HERIDO,2018,2,19
4645,76001,HERIDO,2018,3,19
4646,76001,HERIDO,2018,1,19
4647,76520,HERIDO,2018,1,19
4648,76892,HERIDO,2018,1,19
4649,11001,HERIDO,2018,1,19
4650,08001,ASESINADO,2018,1,19
4651,15172,HERIDO,2018,1,19
4652,54800,ASESINADO,2018,1,19
4653,27787,HERIDO,2018,1,19
4654,54800,HERIDO,2018,1,19
4655,54800,HERIDO,2018,1,19
4656,50330,HERIDO,2018,6,19
4657,11001,HERIDO,2018,1,19
4658,11001,HERIDO,2018,1,19
4659,76001,HERIDO,2018,1,19
4660,05001,HERIDO,2018,1,19
4661,11001,HERIDO,2018,3,19
4662,52001,HERIDO,2018,2,19
4663,76233,HERIDO,2018,1,19
4664,76275,HERIDO,2018,1,19
4665,11001,HERIDO,2018,1,19
4666,54250,HERIDO,2018,1,19
4667,15204,HERIDO,2018,1,19
4668,76001,HERIDO,2018,1,19
4669,76364,HERIDO,2018,1,19
4670,11001,HERIDO,2018,1,19
4671,11001,HERIDO,2018,1,19
4672,81001,ASESINADO,2018,2,19
4673,13430,HERIDO,2018,1,19
4674,50450,HERIDO,2018,2,19
4675,11001,HERIDO,2018,1,19
4676,76001,HERIDO,2018,1,19
4677,76001,HERIDO,2018,1,19
4678,81001,ASESINADO,2018,1,19
4679,23090,HERIDO,2018,1,19
4680,23090,HERIDO,2018,1,19
4681,81065,HERIDO,2018,1,19
4682,81065,HERIDO,2018,1,19
4683,18001,HERIDO,2018,1,19
4684,68307,HERIDO,2018,1,19
4685,20001,HERIDO,2018,1,19
4686,27800,ASESINADO,2018,1,19
4687,25599,ASESINADO,2018,1,19
4688,41396,HERIDO,2018,1,19
4689,41359,HERIDO,2018,2,19
4690,86001,HERIDO,2018,1,19
4691,76001,HERIDO,2018,1,19
4692,52685,HERIDO,2018,1,19
4693,86568,HERIDO,2018,1,19
4694,54001,HERIDO,2018,2,19
4695,76364,HERIDO,2018,1,19
4696,68001,HERIDO,2018,1,19
4697,41013,HERIDO,2018,1,19
4698,54001,HERIDO,2017,1,19
4699,68001,HERIDO,2017,1,19
4700,19110,HERIDO,2017,1,19
4701,68001,HERIDO,2017,1,19
4702,76001,HERIDO,2017,2,19
4703,05079,HERIDO,2017,1,19
4704,76001,HERIDO,2017,1,19
4705,76001,HERIDO,2017,1,19
4706,41396,HERIDO,2017,1,19
4707,54498,HERIDO,2017,1,19
4708,76001,HERIDO,2017,1,19
4709,25473,HERIDO,2017,1,19
4710,05001,HERIDO,2017,1,19
4711,05001,HERIDO,2017,1,19
4712,08001,HERIDO,2017,1,19
4713,52399,HERIDO,2017,1,19
4714,73001,HERIDO,2017,1,19
4715,76001,HERIDO,2017,1,19
4716,81794,HERIDO,2017,1,19
4717,05045,HERIDO,2017,1,19
4718,05615,HERIDO,2017,1,19
4719,15820,HERIDO,2017,1,19
4720,52356,HERIDO,2017,1,19
4721,41001,HERIDO,2017,1,19
4722,68385,HERIDO,2017,1,19
4723,76001,HERIDO,2017,1,19
4724,41001,HERIDO,2017,1,19
4725,50350,ASESINADO,2017,2,19
4726,76001,HERIDO,2017,1,19
4727,08001,HERIDO,2017,2,19
4728,54206,HERIDO,2017,2,19
4729,18410,HERIDO,2017,1,19
4730,95001,HERIDO,2017,1,19
4731,76001,HERIDO,2017,1,19
4732,05837,HERIDO,2017,1,19
4733,68547,HERIDO,2017,1,19
4734,76001,HERIDO,2017,1,19
4735,76001,HERIDO,2017,1,19
4736,76001,HERIDO,2017,1,19
4737,18150,HERIDO,2017,1,19
4738,05837,HERIDO,2017,1,19
4739,05360,HERIDO,2017,2,19
4740,15238,HERIDO,2017,2,19
4741,76001,HERIDO,2017,1,19
4742,76001,HERIDO,2017,1,19
4743,76001,HERIDO,2017,1,19
4744,76001,HERIDO,2017,1,19
4745,76001,HERIDO,2017,1,19
4746,05001,HERIDO,2017,1,19
4747,18001,HERIDO,2017,1,19
4748,19001,HERIDO,2017,1,19
4749,76001,HERIDO,2017,1,19
4750,05001,HERIDO,2017,1,19
4751,18001,HERIDO,2017,1,19
4752,05400,HERIDO,2017,2,19
4753,76001,HERIDO,2017,5,19
4754,41001,HERIDO,2017,1,19
4755,05837,HERIDO,2017,1,19
4756,05837,HERIDO,2017,1,19
4757,08001,HERIDO,2017,1,19
4758,95001,HERIDO,2017,1,19
4759,05001,HERIDO,2017,2,19
4760,63401,HERIDO,2017,1,19
4761,76001,HERIDO,2017,1,19
4762,76001,HERIDO,2017,1,19
4763,05001,HERIDO,2017,1,19
4764,05001,HERIDO,2017,1,19
4765,05001,HERIDO,2017,1,19
4766,68322,HERIDO,2017,2,19
4767,76275,HERIDO,2017,1,19
4768,76364,HERIDO,2017,1,19
4769,76275,HERIDO,2017,1,19
4770,68001,HERIDO,2017,1,19
4771,41551,HERIDO,2017,1,19
