id,dane_code,year,species,total,source_id
2172,44378,2019,EQUINOS,330,121
2173,44378,2019,OVINOS,2150,121
2174,44420,2019,CAPRINOS,130,121
2175,44420,2019,EQUINOS,537,121
2176,44420,2019,OVINOS,750,121
2177,44430,2019,CAPRINOS,180150,121
2178,44430,2019,EQUINOS,4504,121
2179,44430,2019,OVINOS,156000,121
2180,44430,2019,BUFALOS,262,121
2181,44560,2019,CAPRINOS,90170,121
2182,44560,2019,EQUINOS,1545,121
2183,44560,2019,OVINOS,120150,121
2184,44650,2019,CAPRINOS,1600,121
2185,44650,2019,EQUINOS,2522,121
2186,44650,2019,OVINOS,8170,121
2187,44650,2019,BUFALOS,5,121
2188,44855,2019,CAPRINOS,430,121
2189,44855,2019,EQUINOS,485,121
2190,44855,2019,OVINOS,1032,121
2191,44874,2019,CAPRINOS,160,121
2192,44874,2019,EQUINOS,838,121
2193,44874,2019,OVINOS,1604,121
2194,47001,2019,CAPRINOS,251,121
2195,47001,2019,EQUINOS,704,121
2196,47001,2019,OVINOS,198,121
2197,47001,2019,BUFALOS,16,121
2198,47030,2019,CAPRINOS,243,121
2199,47030,2019,EQUINOS,1785,121
2200,47030,2019,OVINOS,3589,121
2201,47030,2019,BUFALOS,1326,121
2202,47053,2019,CAPRINOS,176,121
2203,47053,2019,EQUINOS,1016,121
2204,47053,2019,OVINOS,1519,121
2205,47053,2019,BUFALOS,630,121
2206,47058,2019,CAPRINOS,4246,121
2207,47058,2019,EQUINOS,4882,121
2208,47058,2019,OVINOS,23372,121
2209,47058,2019,BUFALOS,460,121
2210,47161,2019,CAPRINOS,13,121
2211,47161,2019,EQUINOS,724,121
2212,47161,2019,OVINOS,82,121
2213,47170,2019,CAPRINOS,2051,121
2214,47170,2019,EQUINOS,2992,121
2215,47170,2019,OVINOS,19449,121
2216,47189,2019,CAPRINOS,10,121
2217,47189,2019,EQUINOS,450,121
2218,47189,2019,OVINOS,41,121
2219,47189,2019,BUFALOS,8,121
2220,47205,2019,CAPRINOS,277,121
2221,47205,2019,EQUINOS,1437,121
2222,47205,2019,OVINOS,105,121
2223,47205,2019,BUFALOS,334,121
2224,47245,2019,CAPRINOS,157,121
2225,47245,2019,EQUINOS,2686,121
2226,47245,2019,OVINOS,4018,121
2227,47245,2019,BUFALOS,327,121
2228,47258,2019,CAPRINOS,464,121
2229,47258,2019,EQUINOS,2934,121
2230,47258,2019,OVINOS,4101,121
2231,47258,2019,BUFALOS,5161,121
2232,47268,2019,CAPRINOS,78,121
2233,47268,2019,EQUINOS,591,121
2234,47268,2019,OVINOS,1118,121
2235,47268,2019,BUFALOS,957,121
2236,47288,2019,CAPRINOS,315,121
2237,47288,2019,EQUINOS,1171,121
2238,47288,2019,OVINOS,1941,121
2239,47288,2019,BUFALOS,1343,121
2240,47318,2019,CAPRINOS,385,121
2241,47318,2019,EQUINOS,2075,121
2242,47318,2019,OVINOS,4984,121
2243,47318,2019,BUFALOS,387,121
2244,47460,2019,CAPRINOS,2844,121
2245,47460,2019,EQUINOS,4453,121
2246,47460,2019,OVINOS,16792,121
2247,47460,2019,BUFALOS,187,121
2248,47541,2019,CAPRINOS,385,121
2249,47541,2019,EQUINOS,1726,121
2250,47541,2019,OVINOS,397,121
2251,47541,2019,BUFALOS,32,121
2252,47545,2019,CAPRINOS,5688,121
2253,47545,2019,EQUINOS,4061,121
2254,47545,2019,OVINOS,14327,121
2255,47545,2019,BUFALOS,20,121
2256,47551,2019,CAPRINOS,4069,121
2257,47551,2019,EQUINOS,7956,121
2258,47551,2019,OVINOS,15598,121
2259,47551,2019,BUFALOS,6531,121
2260,47555,2019,CAPRINOS,2391,121
2261,47555,2019,EQUINOS,4756,121
2262,47555,2019,OVINOS,18306,121
2263,47555,2019,BUFALOS,308,121
2264,47570,2019,EQUINOS,48,121
2265,47570,2019,OVINOS,44,121
2266,47570,2019,BUFALOS,103,121
2267,47605,2019,CAPRINOS,47,121
2268,47605,2019,EQUINOS,738,121
2269,47605,2019,OVINOS,385,121
2270,47605,2019,BUFALOS,2739,121
2271,47660,2019,CAPRINOS,907,121
2272,47660,2019,EQUINOS,2173,121
2273,47660,2019,OVINOS,9569,121
2274,47660,2019,BUFALOS,968,121
2275,47675,2019,CAPRINOS,435,121
2276,47675,2019,EQUINOS,744,121
2277,47675,2019,OVINOS,1446,121
2278,47675,2019,BUFALOS,2288,121
2279,47692,2019,CAPRINOS,681,121
2280,47692,2019,EQUINOS,1683,121
2281,47692,2019,OVINOS,9862,121
2282,47692,2019,BUFALOS,2,121
2283,47703,2019,CAPRINOS,48,121
2284,47703,2019,EQUINOS,3962,121
2285,47703,2019,OVINOS,1949,121
2286,47703,2019,BUFALOS,277,121
2287,47707,2019,CAPRINOS,4964,121
2288,47707,2019,EQUINOS,1826,121
2289,47707,2019,OVINOS,18089,121
2290,47707,2019,BUFALOS,334,121
2291,47720,2019,CAPRINOS,1002,121
2292,47720,2019,EQUINOS,1220,121
2293,47720,2019,OVINOS,4882,121
2294,47745,2019,CAPRINOS,129,121
2295,47745,2019,EQUINOS,364,121
2296,47745,2019,OVINOS,211,121
2297,47745,2019,BUFALOS,2256,121
2298,47798,2019,CAPRINOS,719,121
2299,47798,2019,EQUINOS,1664,121
2300,47798,2019,OVINOS,6212,121
2301,47960,2019,CAPRINOS,1577,121
2302,47960,2019,EQUINOS,1790,121
2303,47960,2019,OVINOS,3331,121
2304,47960,2019,BUFALOS,102,121
2305,47980,2019,CAPRINOS,160,121
2306,47980,2019,EQUINOS,696,121
2307,47980,2019,OVINOS,2401,121
2308,47980,2019,BUFALOS,737,121
2309,50001,2019,CAPRINOS,153,121
2310,50001,2019,EQUINOS,4830,121
2311,50001,2019,OVINOS,2117,121
2312,50001,2019,BUFALOS,256,121
2313,50006,2019,CAPRINOS,329,121
2314,50006,2019,EQUINOS,2416,121
2315,50006,2019,OVINOS,928,121
2316,50006,2019,BUFALOS,316,121
2317,50110,2019,CAPRINOS,234,121
2318,50110,2019,EQUINOS,1790,121
2319,50110,2019,OVINOS,414,121
2320,50110,2019,BUFALOS,4854,121
2321,50124,2019,CAPRINOS,58,121
2322,50124,2019,EQUINOS,1963,121
2323,50124,2019,OVINOS,565,121
2324,50124,2019,BUFALOS,479,121
2325,50150,2019,CAPRINOS,350,121
2326,50150,2019,EQUINOS,1798,121
2327,50150,2019,OVINOS,194,121
2328,50150,2019,BUFALOS,448,121
2329,50223,2019,CAPRINOS,13,121
2330,50223,2019,EQUINOS,3405,121
2331,50223,2019,OVINOS,160,121
2332,50226,2019,CAPRINOS,135,121
2333,50226,2019,EQUINOS,3977,121
2334,50226,2019,OVINOS,411,121
2335,50226,2019,BUFALOS,394,121
2336,50245,2019,CAPRINOS,40,121
2337,50245,2019,EQUINOS,2161,121
2338,50245,2019,OVINOS,209,121
2339,50251,2019,CAPRINOS,149,121
2340,50251,2019,EQUINOS,2064,121
2341,50251,2019,OVINOS,671,121
2342,50270,2019,CAPRINOS,100,121
2343,50270,2019,EQUINOS,1189,121
2344,50270,2019,OVINOS,253,121
2345,50270,2019,BUFALOS,13,121
2346,50287,2019,CAPRINOS,41,121
2347,50287,2019,EQUINOS,1621,121
2348,50287,2019,OVINOS,635,121
2349,50287,2019,BUFALOS,123,121
2350,50313,2019,CAPRINOS,222,121
2351,50313,2019,EQUINOS,1837,121
2352,50313,2019,OVINOS,801,121
2353,50313,2019,BUFALOS,72,121
2354,50318,2019,CAPRINOS,64,121
2355,50318,2019,EQUINOS,1621,121
2356,50318,2019,OVINOS,386,121
2357,50318,2019,BUFALOS,69,121
2358,50325,2019,CAPRINOS,24,121
2359,50325,2019,EQUINOS,3815,121
2360,50325,2019,OVINOS,1596,121
2361,50325,2019,BUFALOS,52,121
2362,50330,2019,CAPRINOS,76,121
2363,50330,2019,EQUINOS,2657,121
2364,50330,2019,OVINOS,6358,121
2365,50330,2019,BUFALOS,2,121
2366,50350,2019,CAPRINOS,181,121
2367,50350,2019,EQUINOS,3819,121
2368,50350,2019,OVINOS,3939,121
2369,50350,2019,BUFALOS,662,121
2370,50370,2019,CAPRINOS,95,121
2371,50370,2019,EQUINOS,2209,121
2372,50370,2019,OVINOS,2788,121
2373,50370,2019,BUFALOS,18,121
2374,50400,2019,CAPRINOS,44,121
2375,50400,2019,EQUINOS,1773,121
2376,50400,2019,OVINOS,178,121
2377,50400,2019,BUFALOS,36,121
2378,50450,2019,CAPRINOS,184,121
2379,50450,2019,EQUINOS,1338,121
2380,50450,2019,OVINOS,1648,121
2381,50450,2019,BUFALOS,706,121
2382,50568,2019,CAPRINOS,135,121
2383,50568,2019,EQUINOS,4623,121
2384,50568,2019,OVINOS,1640,121
2385,50568,2019,BUFALOS,186,121
2386,50573,2019,CAPRINOS,134,121
2387,50573,2019,EQUINOS,6663,121
2388,50573,2019,OVINOS,1407,121
2389,50573,2019,BUFALOS,784,121
2390,50577,2019,CAPRINOS,301,121
2391,50577,2019,EQUINOS,3533,121
2392,50577,2019,OVINOS,2198,121
2393,50577,2019,BUFALOS,106,121
2394,50590,2019,CAPRINOS,1250,121
2395,50590,2019,EQUINOS,3304,121
2396,50590,2019,OVINOS,2525,121
2397,50590,2019,BUFALOS,188,121
2398,50606,2019,CAPRINOS,52,121
2399,50606,2019,EQUINOS,1486,121
2400,50606,2019,OVINOS,388,121
2401,50606,2019,BUFALOS,11,121
2402,50680,2019,CAPRINOS,50,121
2403,50680,2019,EQUINOS,2374,121
2404,50680,2019,OVINOS,408,121
2405,50680,2019,BUFALOS,906,121
2406,50683,2019,CAPRINOS,100,121
2407,50683,2019,EQUINOS,2779,121
2408,50683,2019,OVINOS,1655,121
2409,50683,2019,BUFALOS,57,121
2410,50686,2019,CAPRINOS,70,121
2411,50686,2019,EQUINOS,976,121
2412,50686,2019,OVINOS,253,121
2413,50689,2019,CAPRINOS,785,121
2414,50689,2019,EQUINOS,5037,121
2415,50689,2019,OVINOS,955,121
2416,50689,2019,BUFALOS,1033,121
2417,50711,2019,CAPRINOS,136,121
2418,50711,2019,EQUINOS,2940,121
2419,50711,2019,OVINOS,2394,121
2420,50711,2019,BUFALOS,21,121
2421,52001,2019,CAPRINOS,48,121
2422,52001,2019,EQUINOS,934,121
2423,52001,2019,OVINOS,324,121
2424,52001,2019,BUFALOS,10,121
2425,52019,2019,EQUINOS,80,121
2426,52022,2019,CAPRINOS,6,121
2427,52022,2019,EQUINOS,370,121
2428,52022,2019,OVINOS,17,121
2429,52036,2019,EQUINOS,562,121
2430,52051,2019,CAPRINOS,3,121
2431,52051,2019,EQUINOS,260,121
2432,52051,2019,OVINOS,2,121
2433,52079,2019,EQUINOS,1800,121
2434,52083,2019,EQUINOS,20,121
2435,52083,2019,OVINOS,1,121
2436,52110,2019,CAPRINOS,19,121
2437,52110,2019,EQUINOS,560,121
2438,52110,2019,OVINOS,20,121
2439,52110,2019,BUFALOS,5,121
2440,52203,2019,EQUINOS,220,121
2441,52203,2019,OVINOS,2,121
2442,52207,2019,EQUINOS,240,121
2443,52210,2019,CAPRINOS,8,121
2444,52210,2019,EQUINOS,125,121
2445,52210,2019,OVINOS,14,121
2446,52215,2019,CAPRINOS,10,121
2447,52215,2019,EQUINOS,800,121
2448,52215,2019,OVINOS,80,121
2449,52224,2019,CAPRINOS,4,121
2450,52224,2019,EQUINOS,200,121
2451,52224,2019,OVINOS,145,121
2452,52227,2019,CAPRINOS,22,121
2453,52227,2019,EQUINOS,780,121
2454,52227,2019,OVINOS,344,121
2455,52227,2019,BUFALOS,10,121
2456,52233,2019,CAPRINOS,60,121
2457,52233,2019,EQUINOS,160,121
2458,52233,2019,OVINOS,1,121
2459,52233,2019,BUFALOS,6,121
2460,52240,2019,CAPRINOS,61,121
2461,52240,2019,EQUINOS,80,121
2462,52240,2019,OVINOS,5,121
2463,52250,2019,EQUINOS,10,121
2464,52254,2019,CAPRINOS,2,121
2465,52254,2019,EQUINOS,270,121
2466,52254,2019,OVINOS,1,121
2467,52256,2019,EQUINOS,1100,121
2468,52256,2019,OVINOS,10,121
2469,52258,2019,CAPRINOS,25,121
2470,52258,2019,EQUINOS,550,121
2471,52258,2019,OVINOS,5,121
2472,52258,2019,BUFALOS,5,121
2473,52260,2019,EQUINOS,1200,121
2474,52260,2019,OVINOS,5,121
2475,52287,2019,CAPRINOS,2,121
2476,52287,2019,EQUINOS,1150,121
2477,52287,2019,OVINOS,13,121
2478,52317,2019,CAPRINOS,25,121
2479,52317,2019,EQUINOS,450,121
2480,52317,2019,OVINOS,75,121
2481,52317,2019,BUFALOS,3,121
2482,52320,2019,CAPRINOS,1,121
2483,52320,2019,EQUINOS,700,121
2484,52320,2019,OVINOS,7,121
2485,52320,2019,BUFALOS,4,121
2486,52323,2019,CAPRINOS,2,121
2487,52323,2019,EQUINOS,200,121
2488,52323,2019,OVINOS,9,121
2489,52352,2019,CAPRINOS,7,121
2490,52352,2019,EQUINOS,750,121
2491,52352,2019,OVINOS,34,121
2492,52354,2019,CAPRINOS,8,121
2493,52354,2019,EQUINOS,100,121
2494,52354,2019,OVINOS,62,121
2495,52354,2019,BUFALOS,4,121
2496,52356,2019,CAPRINOS,42,121
2497,52356,2019,EQUINOS,5200,121
2498,52356,2019,OVINOS,1088,121
2499,52356,2019,BUFALOS,3,121
2500,52378,2019,CAPRINOS,3,121
2501,52378,2019,EQUINOS,350,121
2502,52381,2019,CAPRINOS,4,121
2503,52381,2019,EQUINOS,461,121
2504,52381,2019,OVINOS,1,121
2505,52381,2019,BUFALOS,11,121
2506,52385,2019,EQUINOS,13,121
2507,52385,2019,OVINOS,3,121
2508,52390,2019,EQUINOS,10,121
2509,52399,2019,EQUINOS,50,121
2510,52405,2019,CAPRINOS,1,121
2511,52405,2019,EQUINOS,600,121
2512,52405,2019,OVINOS,126,121
2513,52411,2019,CAPRINOS,1,121
2514,52411,2019,EQUINOS,1200,121
2515,52411,2019,OVINOS,9,121
2516,52418,2019,CAPRINOS,1,121
2517,52418,2019,EQUINOS,250,121
2518,52427,2019,EQUINOS,15,121
2519,52435,2019,CAPRINOS,3,121
2520,52435,2019,EQUINOS,5100,121
2521,52435,2019,BUFALOS,16,121
2522,52473,2019,EQUINOS,12,121
2523,52480,2019,CAPRINOS,9,121
2524,52480,2019,EQUINOS,37,121
2525,52480,2019,OVINOS,5,121
2526,54001,2019,EQUINOS,1991,121
2527,52490,2019,EQUINOS,152,121
2528,52506,2019,CAPRINOS,4,121
2529,52506,2019,EQUINOS,135,121
2530,52506,2019,OVINOS,14,121
2531,52520,2019,EQUINOS,30,121
2532,52540,2019,CAPRINOS,14,121
2533,52540,2019,EQUINOS,250,121
2534,52540,2019,OVINOS,92,121
2535,52560,2019,CAPRINOS,21,121
2536,52560,2019,EQUINOS,250,121
2537,52560,2019,OVINOS,47,121
2538,52565,2019,EQUINOS,107,121
2539,52565,2019,OVINOS,2,121
2540,52573,2019,CAPRINOS,4,121
2541,52573,2019,EQUINOS,300,121
2542,52573,2019,OVINOS,35,121
2543,52585,2019,CAPRINOS,13,121
2544,52585,2019,EQUINOS,850,121
2545,52585,2019,OVINOS,75,121
2546,52612,2019,CAPRINOS,5,121
2547,52612,2019,EQUINOS,2000,121
2548,52612,2019,OVINOS,5,121
2549,52612,2019,BUFALOS,10,121
2550,52621,2019,EQUINOS,10,121
2551,52678,2019,EQUINOS,1800,121
2552,52678,2019,OVINOS,2,121
2553,52678,2019,BUFALOS,2,121
2554,52683,2019,CAPRINOS,283,121
2555,52683,2019,EQUINOS,1300,121
2556,52683,2019,OVINOS,7,121
2557,52685,2019,CAPRINOS,13,121
2558,52685,2019,EQUINOS,650,121
2559,52687,2019,CAPRINOS,3,121
2560,52687,2019,EQUINOS,2500,121
2561,52687,2019,OVINOS,3,121
2562,52693,2019,EQUINOS,100,121
2563,52693,2019,OVINOS,1,121
2564,52694,2019,EQUINOS,135,121
2565,52694,2019,BUFALOS,4,121
2566,52696,2019,EQUINOS,25,121
2567,52699,2019,CAPRINOS,3,121
2568,52699,2019,EQUINOS,1280,121
2569,52699,2019,OVINOS,45,121
2570,52720,2019,CAPRINOS,23,121
2571,52720,2019,EQUINOS,411,121
2572,52720,2019,OVINOS,1859,121
2573,52720,2019,BUFALOS,1,121
2574,52786,2019,CAPRINOS,20,121
2575,52786,2019,EQUINOS,808,121
2576,52786,2019,OVINOS,20,121
2577,52788,2019,CAPRINOS,8,121
2578,52788,2019,EQUINOS,60,121
2579,52788,2019,OVINOS,8,121
2580,52835,2019,CAPRINOS,6,121
2581,52835,2019,EQUINOS,6200,121
2582,52835,2019,OVINOS,10,121
2583,52835,2019,BUFALOS,1127,121
2584,52838,2019,CAPRINOS,19,121
2585,52838,2019,EQUINOS,939,121
2586,52838,2019,OVINOS,49,121
2587,52838,2019,BUFALOS,9,121
2588,52885,2019,CAPRINOS,6,121
2589,52885,2019,EQUINOS,400,121
2590,52885,2019,OVINOS,15,121
2591,54001,2019,CAPRINOS,96,121
2592,54001,2019,OVINOS,43,121
2593,54001,2019,BUFALOS,254,121
2594,54003,2019,CAPRINOS,237,121
2595,54003,2019,EQUINOS,507,121
2596,54003,2019,OVINOS,291,121
2597,54003,2019,BUFALOS,32,121
2598,54051,2019,CAPRINOS,32,121
2599,54051,2019,EQUINOS,424,121
2600,54051,2019,OVINOS,467,121
2601,54099,2019,CAPRINOS,153,121
2602,54099,2019,EQUINOS,243,121
2603,54099,2019,OVINOS,1513,121
2604,54099,2019,BUFALOS,42,121
2605,54109,2019,CAPRINOS,2,121
2606,54109,2019,EQUINOS,236,121
2607,54109,2019,OVINOS,23,121
2608,54125,2019,CAPRINOS,44,121
2609,54125,2019,EQUINOS,358,121
2610,54125,2019,OVINOS,734,121
2611,54128,2019,CAPRINOS,163,121
2612,54128,2019,EQUINOS,991,121
2613,54128,2019,OVINOS,27,121
2614,54128,2019,BUFALOS,12,121
2615,54172,2019,CAPRINOS,146,121
2616,54172,2019,EQUINOS,460,121
2617,54172,2019,OVINOS,261,121
2618,54172,2019,BUFALOS,4,121
2619,54174,2019,CAPRINOS,17,121
2620,54174,2019,EQUINOS,832,121
2621,54174,2019,OVINOS,847,121
2622,54206,2019,CAPRINOS,100,121
2623,54206,2019,EQUINOS,608,121
2624,54206,2019,OVINOS,230,121
2625,54223,2019,CAPRINOS,83,121
2626,54223,2019,EQUINOS,395,121
2627,54223,2019,OVINOS,893,121
2628,54223,2019,BUFALOS,5,121
2629,54239,2019,CAPRINOS,88,121
2630,54239,2019,EQUINOS,250,121
2631,54239,2019,OVINOS,63,121
2632,54245,2019,CAPRINOS,43,121
2633,54245,2019,EQUINOS,285,121
2634,54245,2019,OVINOS,1380,121
2635,54250,2019,CAPRINOS,100,121
2636,54250,2019,EQUINOS,680,121
2637,54250,2019,OVINOS,189,121
2638,54250,2019,BUFALOS,160,121
2639,54261,2019,CAPRINOS,78,121
2640,54261,2019,EQUINOS,900,121
2641,54261,2019,OVINOS,41,121
2642,54261,2019,BUFALOS,26,121
2643,54313,2019,CAPRINOS,43,121
2644,54313,2019,EQUINOS,395,121
2645,54313,2019,OVINOS,1954,121
2646,54313,2019,BUFALOS,3,121
2647,54344,2019,CAPRINOS,45,121
2648,54344,2019,EQUINOS,274,121
2649,54344,2019,OVINOS,456,121
2650,54347,2019,CAPRINOS,5,121
2651,54347,2019,EQUINOS,198,121
2652,54347,2019,OVINOS,4,121
2653,54377,2019,CAPRINOS,475,121
2654,54377,2019,EQUINOS,565,121
2655,54377,2019,OVINOS,52,121
2656,54377,2019,BUFALOS,15,121
2657,54385,2019,CAPRINOS,7,121
2658,54385,2019,EQUINOS,2559,121
2659,54385,2019,OVINOS,221,121
2660,54385,2019,BUFALOS,318,121
2661,54398,2019,CAPRINOS,86,121
2662,54398,2019,EQUINOS,132,121
2663,54398,2019,OVINOS,10,121
2664,54405,2019,CAPRINOS,135,121
2665,54405,2019,EQUINOS,439,121
2666,54405,2019,OVINOS,131,121
2667,54418,2019,CAPRINOS,64,121
2668,54418,2019,EQUINOS,235,121
2669,54418,2019,OVINOS,96,121
2670,54418,2019,BUFALOS,4,121
2671,54480,2019,CAPRINOS,300,121
2672,54480,2019,EQUINOS,306,121
2673,54480,2019,OVINOS,356,121
2674,54498,2019,CAPRINOS,145,121
2675,54498,2019,EQUINOS,681,121
2676,54498,2019,OVINOS,2536,121
2677,54518,2019,CAPRINOS,11,121
2678,54518,2019,EQUINOS,589,121
2679,54518,2019,OVINOS,410,121
2680,54520,2019,CAPRINOS,27,121
2681,54520,2019,EQUINOS,358,121
2682,54520,2019,OVINOS,474,121
2683,54520,2019,BUFALOS,18,121
2684,54553,2019,CAPRINOS,1,121
2685,54553,2019,EQUINOS,130,121
2686,54553,2019,OVINOS,103,121
2687,54553,2019,BUFALOS,14,121
2688,54599,2019,CAPRINOS,10,121
2689,54599,2019,EQUINOS,207,121
2690,54599,2019,OVINOS,88,121
2691,54660,2019,CAPRINOS,67,121
2692,54660,2019,EQUINOS,955,121
2693,54660,2019,OVINOS,268,121
2694,54670,2019,CAPRINOS,100,121
2695,54670,2019,EQUINOS,132,121
2696,54670,2019,OVINOS,181,121
2697,54673,2019,CAPRINOS,74,121
2698,54673,2019,EQUINOS,104,121
2699,54673,2019,OVINOS,73,121
2700,54680,2019,CAPRINOS,81,121
2701,54680,2019,EQUINOS,426,121
2702,54680,2019,OVINOS,114,121
2703,54720,2019,CAPRINOS,16,121
2704,54720,2019,EQUINOS,3660,121
2705,54720,2019,OVINOS,414,121
2706,54720,2019,BUFALOS,3,121
2707,54743,2019,CAPRINOS,16,121
2708,54743,2019,EQUINOS,264,121
2709,54743,2019,OVINOS,918,121
2710,54800,2019,CAPRINOS,200,121
2711,54800,2019,EQUINOS,200,121
2712,54800,2019,OVINOS,820,121
2713,54800,2019,BUFALOS,47,121
2714,54810,2019,CAPRINOS,12,121
2715,54810,2019,EQUINOS,2541,121
2716,54810,2019,OVINOS,50,121
2717,54810,2019,BUFALOS,907,121
2718,54820,2019,CAPRINOS,66,121
2719,54820,2019,EQUINOS,1486,121
2720,54820,2019,OVINOS,134,121
2721,54820,2019,BUFALOS,7,121
2722,54871,2019,CAPRINOS,9,121
2723,54871,2019,EQUINOS,164,121
2724,54871,2019,OVINOS,46,121
2725,54874,2019,CAPRINOS,106,121
2726,54874,2019,EQUINOS,461,121
2727,54874,2019,OVINOS,637,121
2728,63001,2019,CAPRINOS,25,121
2729,63001,2019,EQUINOS,842,121
2730,63001,2019,OVINOS,70,121
2731,63001,2019,BUFALOS,7,121
2732,63111,2019,CAPRINOS,5,121
2733,63111,2019,EQUINOS,110,121
2734,63111,2019,OVINOS,2,121
2735,63130,2019,CAPRINOS,120,121
2736,63130,2019,EQUINOS,706,121
2737,63130,2019,OVINOS,80,121
2738,63130,2019,BUFALOS,46,121
2739,63190,2019,CAPRINOS,35,121
2740,63190,2019,EQUINOS,607,121
2741,63190,2019,OVINOS,22,121
2742,63190,2019,BUFALOS,3,121
2743,63212,2019,CAPRINOS,6,121
2744,63212,2019,EQUINOS,120,121
2745,63212,2019,OVINOS,35,121
2746,63272,2019,CAPRINOS,52,121
2747,63272,2019,EQUINOS,356,121
2748,63272,2019,OVINOS,130,121
2749,63302,2019,CAPRINOS,18,121
2750,63302,2019,EQUINOS,360,121
2751,63302,2019,OVINOS,41,121
2752,63401,2019,CAPRINOS,55,121
2753,63401,2019,EQUINOS,513,121
2754,63401,2019,OVINOS,24,121
2755,63401,2019,BUFALOS,21,121
2756,63470,2019,CAPRINOS,35,121
2757,63470,2019,EQUINOS,539,121
2758,63470,2019,OVINOS,180,121
2759,63470,2019,BUFALOS,231,121
2760,63548,2019,CAPRINOS,13,121
2761,63548,2019,EQUINOS,350,121
2762,63548,2019,OVINOS,120,121
2763,63594,2019,CAPRINOS,204,121
2764,63594,2019,EQUINOS,1070,121
2765,63594,2019,OVINOS,240,121
2766,63594,2019,BUFALOS,103,121
2767,63690,2019,CAPRINOS,8,121
2768,63690,2019,EQUINOS,810,121
2769,63690,2019,OVINOS,21,121
2770,66001,2019,CAPRINOS,99,121
2771,66001,2019,EQUINOS,2165,121
2772,66001,2019,OVINOS,874,121
2773,66001,2019,BUFALOS,278,121
2774,66045,2019,CAPRINOS,3,121
2775,66045,2019,EQUINOS,118,121
2776,66045,2019,OVINOS,1,121
2777,66045,2019,BUFALOS,84,121
2778,66075,2019,CAPRINOS,18,121
2779,66075,2019,EQUINOS,209,121
2780,66075,2019,BUFALOS,13,121
2781,66088,2019,CAPRINOS,1,121
2782,66088,2019,EQUINOS,108,121
2783,66088,2019,OVINOS,2,121
2784,66170,2019,CAPRINOS,26,121
2785,66170,2019,EQUINOS,311,121
2786,66170,2019,OVINOS,59,121
2787,66170,2019,BUFALOS,2,121
2788,66318,2019,CAPRINOS,2,121
2789,66318,2019,EQUINOS,39,121
2790,66318,2019,BUFALOS,17,121
2791,66383,2019,CAPRINOS,1,121
2792,66383,2019,EQUINOS,138,121
2793,66383,2019,OVINOS,2,121
2794,66400,2019,CAPRINOS,75,121
2795,66400,2019,EQUINOS,165,121
2796,66400,2019,BUFALOS,8,121
2797,66440,2019,CAPRINOS,14,121
2798,66440,2019,EQUINOS,207,121
2799,66440,2019,OVINOS,7,121
2800,66440,2019,BUFALOS,23,121
2801,66456,2019,CAPRINOS,11,121
2802,66456,2019,EQUINOS,563,121
2803,66456,2019,OVINOS,2,121
2804,66572,2019,CAPRINOS,35,121
2805,66572,2019,EQUINOS,645,121
2806,66572,2019,OVINOS,62,121
2807,66572,2019,BUFALOS,262,121
2808,66594,2019,CAPRINOS,1,121
2809,66594,2019,EQUINOS,416,121
2810,66594,2019,OVINOS,10,121
2811,66682,2019,CAPRINOS,34,121
2812,66682,2019,EQUINOS,362,121
2813,66682,2019,OVINOS,53,121
2814,66682,2019,BUFALOS,24,121
2815,66687,2019,CAPRINOS,9,121
2816,66687,2019,EQUINOS,245,121
2817,66687,2019,OVINOS,2,121
2818,68001,2019,CAPRINOS,279,121
2819,68001,2019,EQUINOS,136,121
2820,68001,2019,OVINOS,277,121
2821,68013,2019,CAPRINOS,5,121
2822,68013,2019,EQUINOS,185,121
2823,68013,2019,OVINOS,145,121
2824,68020,2019,CAPRINOS,3,121
2825,68020,2019,EQUINOS,159,121
2826,68020,2019,OVINOS,59,121
2827,68051,2019,CAPRINOS,674,121
2828,68051,2019,EQUINOS,31,121
2829,68051,2019,OVINOS,609,121
2830,68051,2019,BUFALOS,2,121
2831,68077,2019,CAPRINOS,5,121
2832,68077,2019,EQUINOS,85,121
2833,68077,2019,OVINOS,42,121
2834,68077,2019,BUFALOS,17,121
2835,68079,2019,CAPRINOS,298,121
2836,68079,2019,EQUINOS,47,121
2837,68079,2019,OVINOS,662,121
2838,68081,2019,CAPRINOS,496,121
2839,68081,2019,EQUINOS,2448,121
2840,68081,2019,OVINOS,1741,121
2841,68081,2019,BUFALOS,12039,121
2842,68092,2019,CAPRINOS,112,121
2843,68092,2019,EQUINOS,660,121
2844,68092,2019,OVINOS,492,121
2845,68101,2019,CAPRINOS,14,121
2846,68101,2019,EQUINOS,2606,121
2847,68101,2019,OVINOS,509,121
2848,68101,2019,BUFALOS,2344,121
2849,68121,2019,CAPRINOS,87,121
2850,68121,2019,EQUINOS,50,121
2851,68121,2019,OVINOS,225,121
2852,68132,2019,CAPRINOS,27,121
2853,68132,2019,EQUINOS,41,121
2854,68132,2019,OVINOS,77,121
2855,68132,2019,BUFALOS,5,121
2856,68147,2019,CAPRINOS,1942,121
2857,68147,2019,EQUINOS,34,121
2858,68147,2019,OVINOS,65,121
2859,68152,2019,CAPRINOS,1515,121
2860,68152,2019,EQUINOS,591,121
2861,68152,2019,OVINOS,2334,121
2862,68160,2019,CAPRINOS,993,121
