id,dane_code,year,geographic_area,population,source_id
19549,54385,2013,CABECERA MUNICIPAL,1393,127
19550,54385,2013,CENTROS POBLADOS Y RURAL DISPERSO,8177,127
19551,54398,2013,CABECERA MUNICIPAL,791,127
19552,54398,2013,CENTROS POBLADOS Y RURAL DISPERSO,6445,127
19553,54405,2013,CABECERA MUNICIPAL,76051,127
19554,54405,2013,CENTROS POBLADOS Y RURAL DISPERSO,2444,127
19555,54418,2013,CABECERA MUNICIPAL,1749,127
19556,54418,2013,CENTROS POBLADOS Y RURAL DISPERSO,2079,127
19557,54480,2013,CABECERA MUNICIPAL,736,127
19558,54480,2013,CENTROS POBLADOS Y RURAL DISPERSO,3049,127
19559,54498,2013,CABECERA MUNICIPAL,98912,127
19560,54498,2013,CENTROS POBLADOS Y RURAL DISPERSO,11905,127
19561,54518,2013,CABECERA MUNICIPAL,44642,127
19562,54518,2013,CENTROS POBLADOS Y RURAL DISPERSO,3975,127
19563,54520,2013,CABECERA MUNICIPAL,1015,127
19564,54520,2013,CENTROS POBLADOS Y RURAL DISPERSO,4101,127
19565,54553,2013,CABECERA MUNICIPAL,7102,127
19566,54553,2013,CENTROS POBLADOS Y RURAL DISPERSO,490,127
19567,54599,2013,CABECERA MUNICIPAL,2767,127
19568,54599,2013,CENTROS POBLADOS Y RURAL DISPERSO,2922,127
19569,54660,2013,CABECERA MUNICIPAL,3702,127
19570,54660,2013,CENTROS POBLADOS Y RURAL DISPERSO,6304,127
19571,54670,2013,CABECERA MUNICIPAL,1915,127
19572,54670,2013,CENTROS POBLADOS Y RURAL DISPERSO,9223,127
19573,54673,2013,CABECERA MUNICIPAL,2129,127
19574,54673,2013,CENTROS POBLADOS Y RURAL DISPERSO,3995,127
19575,54680,2013,CABECERA MUNICIPAL,1600,127
19576,54680,2013,CENTROS POBLADOS Y RURAL DISPERSO,1546,127
19577,54720,2013,CABECERA MUNICIPAL,8855,127
19578,54720,2013,CENTROS POBLADOS Y RURAL DISPERSO,15089,127
19579,54743,2013,CABECERA MUNICIPAL,854,127
19580,54743,2013,CENTROS POBLADOS Y RURAL DISPERSO,4986,127
19581,54800,2013,CABECERA MUNICIPAL,2381,127
19582,54800,2013,CENTROS POBLADOS Y RURAL DISPERSO,12894,127
19583,54810,2013,CABECERA MUNICIPAL,18220,127
19584,54810,2013,CENTROS POBLADOS Y RURAL DISPERSO,30600,127
19585,54820,2013,CABECERA MUNICIPAL,5120,127
19586,54820,2013,CENTROS POBLADOS Y RURAL DISPERSO,9996,127
19587,54871,2013,CABECERA MUNICIPAL,2033,127
19588,54871,2013,CENTROS POBLADOS Y RURAL DISPERSO,2790,127
19589,54874,2013,CABECERA MUNICIPAL,93432,127
19590,54874,2013,CENTROS POBLADOS Y RURAL DISPERSO,3082,127
19591,63001,2013,CABECERA MUNICIPAL,276747,127
19592,63001,2013,CENTROS POBLADOS Y RURAL DISPERSO,7436,127
19593,63111,2013,CABECERA MUNICIPAL,1181,127
19594,63111,2013,CENTROS POBLADOS Y RURAL DISPERSO,1842,127
19595,63130,2013,CABECERA MUNICIPAL,54870,127
19596,63130,2013,CENTROS POBLADOS Y RURAL DISPERSO,15404,127
19597,63190,2013,CABECERA MUNICIPAL,19917,127
19598,63190,2013,CENTROS POBLADOS Y RURAL DISPERSO,6848,127
19599,63212,2013,CABECERA MUNICIPAL,3218,127
19600,63212,2013,CENTROS POBLADOS Y RURAL DISPERSO,2226,127
19601,63272,2013,CABECERA MUNICIPAL,6395,127
19602,63272,2013,CENTROS POBLADOS Y RURAL DISPERSO,5442,127
19603,63302,2013,CABECERA MUNICIPAL,4444,127
19604,63302,2013,CENTROS POBLADOS Y RURAL DISPERSO,3372,127
19605,63401,2013,CABECERA MUNICIPAL,28233,127
19606,63401,2013,CENTROS POBLADOS Y RURAL DISPERSO,3434,127
19607,63470,2013,CABECERA MUNICIPAL,29581,127
19608,63470,2013,CENTROS POBLADOS Y RURAL DISPERSO,6483,127
19609,63548,2013,CABECERA MUNICIPAL,3197,127
19610,63548,2013,CENTROS POBLADOS Y RURAL DISPERSO,2343,127
19611,63594,2013,CABECERA MUNICIPAL,24802,127
19612,63594,2013,CENTROS POBLADOS Y RURAL DISPERSO,6126,127
19613,63690,2013,CABECERA MUNICIPAL,3728,127
19614,63690,2013,CENTROS POBLADOS Y RURAL DISPERSO,4888,127
19615,66001,2013,CABECERA MUNICIPAL,372453,127
19616,66001,2013,CENTROS POBLADOS Y RURAL DISPERSO,77969,127
19617,66045,2013,CABECERA MUNICIPAL,5550,127
19618,66045,2013,CENTROS POBLADOS Y RURAL DISPERSO,7379,127
19619,66075,2013,CABECERA MUNICIPAL,1526,127
19620,66075,2013,CENTROS POBLADOS Y RURAL DISPERSO,5193,127
19621,66088,2013,CABECERA MUNICIPAL,12226,127
19622,66088,2013,CENTROS POBLADOS Y RURAL DISPERSO,12602,127
19623,66170,2013,CABECERA MUNICIPAL,192544,127
19624,66170,2013,CENTROS POBLADOS Y RURAL DISPERSO,12227,127
19625,66318,2013,CABECERA MUNICIPAL,3485,127
19626,66318,2013,CENTROS POBLADOS Y RURAL DISPERSO,8945,127
19627,66383,2013,CABECERA MUNICIPAL,2943,127
19628,66383,2013,CENTROS POBLADOS Y RURAL DISPERSO,4854,127
19629,66400,2013,CABECERA MUNICIPAL,27478,127
19630,66400,2013,CENTROS POBLADOS Y RURAL DISPERSO,705,127
19631,66440,2013,CABECERA MUNICIPAL,8650,127
19632,66440,2013,CENTROS POBLADOS Y RURAL DISPERSO,9066,127
19633,66456,2013,CABECERA MUNICIPAL,3913,127
19634,66456,2013,CENTROS POBLADOS Y RURAL DISPERSO,12227,127
19635,66572,2013,CABECERA MUNICIPAL,2658,127
19636,66572,2013,CENTROS POBLADOS Y RURAL DISPERSO,12646,127
19637,66594,2013,CABECERA MUNICIPAL,7136,127
19638,66594,2013,CENTROS POBLADOS Y RURAL DISPERSO,20542,127
19639,66682,2013,CABECERA MUNICIPAL,61775,127
19640,66682,2013,CENTROS POBLADOS Y RURAL DISPERSO,15346,127
19641,66687,2013,CABECERA MUNICIPAL,6510,127
19642,66687,2013,CENTROS POBLADOS Y RURAL DISPERSO,6865,127
19643,68001,2013,CABECERA MUNICIPAL,531764,127
19644,68001,2013,CENTROS POBLADOS Y RURAL DISPERSO,10334,127
19645,68013,2013,CABECERA MUNICIPAL,295,127
19646,68013,2013,CENTROS POBLADOS Y RURAL DISPERSO,1599,127
19647,68020,2013,CABECERA MUNICIPAL,541,127
19648,68020,2013,CENTROS POBLADOS Y RURAL DISPERSO,3822,127
19649,68051,2013,CABECERA MUNICIPAL,2139,127
19650,68051,2013,CENTROS POBLADOS Y RURAL DISPERSO,5891,127
19651,68077,2013,CABECERA MUNICIPAL,21390,127
19652,68077,2013,CENTROS POBLADOS Y RURAL DISPERSO,7157,127
19653,68079,2013,CABECERA MUNICIPAL,2971,127
19654,68079,2013,CENTROS POBLADOS Y RURAL DISPERSO,6869,127
19655,68081,2013,CABECERA MUNICIPAL,169651,127
19656,68081,2013,CENTROS POBLADOS Y RURAL DISPERSO,24453,127
19657,68092,2013,CABECERA MUNICIPAL,1230,127
19658,68092,2013,CENTROS POBLADOS Y RURAL DISPERSO,4658,127
19659,68101,2013,CABECERA MUNICIPAL,1519,127
19660,68101,2013,CENTROS POBLADOS Y RURAL DISPERSO,11272,127
19661,68121,2013,CABECERA MUNICIPAL,385,127
19662,68121,2013,CENTROS POBLADOS Y RURAL DISPERSO,1659,127
19663,68132,2013,CABECERA MUNICIPAL,870,127
19664,68132,2013,CENTROS POBLADOS Y RURAL DISPERSO,1159,127
19665,68147,2013,CABECERA MUNICIPAL,3371,127
19666,68147,2013,CENTROS POBLADOS Y RURAL DISPERSO,2463,127
19667,68152,2013,CABECERA MUNICIPAL,809,127
19668,68152,2013,CENTROS POBLADOS Y RURAL DISPERSO,3804,127
19669,68160,2013,CABECERA MUNICIPAL,480,127
19670,68160,2013,CENTROS POBLADOS Y RURAL DISPERSO,1570,127
19671,68162,2013,CABECERA MUNICIPAL,3120,127
19672,68162,2013,CENTROS POBLADOS Y RURAL DISPERSO,3480,127
19673,68167,2013,CABECERA MUNICIPAL,6925,127
19674,68167,2013,CENTROS POBLADOS Y RURAL DISPERSO,5854,127
19675,68169,2013,CABECERA MUNICIPAL,659,127
19676,68169,2013,CENTROS POBLADOS Y RURAL DISPERSO,2346,127
19677,68176,2013,CABECERA MUNICIPAL,771,127
19678,68176,2013,CENTROS POBLADOS Y RURAL DISPERSO,2277,127
19679,68179,2013,CABECERA MUNICIPAL,590,127
19680,68179,2013,CENTROS POBLADOS Y RURAL DISPERSO,4681,127
19681,68190,2013,CABECERA MUNICIPAL,12437,127
19682,68190,2013,CENTROS POBLADOS Y RURAL DISPERSO,17840,127
19683,68207,2013,CABECERA MUNICIPAL,2707,127
19684,68207,2013,CENTROS POBLADOS Y RURAL DISPERSO,3251,127
19685,68209,2013,CABECERA MUNICIPAL,602,127
19686,68209,2013,CENTROS POBLADOS Y RURAL DISPERSO,2375,127
19687,68211,2013,CABECERA MUNICIPAL,2767,127
19688,68211,2013,CENTROS POBLADOS Y RURAL DISPERSO,1001,127
19689,68217,2013,CABECERA MUNICIPAL,671,127
19690,68217,2013,CENTROS POBLADOS Y RURAL DISPERSO,4620,127
19691,68229,2013,CABECERA MUNICIPAL,4165,127
19692,68229,2013,CENTROS POBLADOS Y RURAL DISPERSO,7812,127
19693,68235,2013,CABECERA MUNICIPAL,2730,127
19694,68235,2013,CENTROS POBLADOS Y RURAL DISPERSO,16864,127
19695,68245,2013,CABECERA MUNICIPAL,604,127
19696,68245,2013,CENTROS POBLADOS Y RURAL DISPERSO,1633,127
19697,68250,2013,CABECERA MUNICIPAL,687,127
19698,68250,2013,CENTROS POBLADOS Y RURAL DISPERSO,4741,127
19699,68255,2013,CABECERA MUNICIPAL,6487,127
19700,68255,2013,CENTROS POBLADOS Y RURAL DISPERSO,6986,127
19701,68264,2013,CABECERA MUNICIPAL,485,127
19702,68264,2013,CENTROS POBLADOS Y RURAL DISPERSO,2099,127
19703,68266,2013,CABECERA MUNICIPAL,779,127
19704,68266,2013,CENTROS POBLADOS Y RURAL DISPERSO,2875,127
19705,68271,2013,CABECERA MUNICIPAL,1170,127
19706,68271,2013,CENTROS POBLADOS Y RURAL DISPERSO,4588,127
19707,68276,2013,CABECERA MUNICIPAL,256921,127
19708,68276,2013,CENTROS POBLADOS Y RURAL DISPERSO,10848,127
19709,68296,2013,CABECERA MUNICIPAL,773,127
19710,68296,2013,CENTROS POBLADOS Y RURAL DISPERSO,2231,127
19711,68298,2013,CABECERA MUNICIPAL,586,127
19712,68298,2013,CENTROS POBLADOS Y RURAL DISPERSO,3583,127
19713,68307,2013,CABECERA MUNICIPAL,124996,127
19714,68307,2013,CENTROS POBLADOS Y RURAL DISPERSO,17986,127
19715,68318,2013,CABECERA MUNICIPAL,1503,127
19716,68318,2013,CENTROS POBLADOS Y RURAL DISPERSO,4723,127
19717,68320,2013,CABECERA MUNICIPAL,1633,127
19718,68320,2013,CENTROS POBLADOS Y RURAL DISPERSO,3204,127
19719,68322,2013,CABECERA MUNICIPAL,603,127
19720,68322,2013,CENTROS POBLADOS Y RURAL DISPERSO,1728,127
19721,68324,2013,CABECERA MUNICIPAL,935,127
19722,68324,2013,CENTROS POBLADOS Y RURAL DISPERSO,3536,127
19723,68327,2013,CABECERA MUNICIPAL,2837,127
19724,68327,2013,CENTROS POBLADOS Y RURAL DISPERSO,2094,127
19725,68344,2013,CABECERA MUNICIPAL,641,127
19726,68344,2013,CENTROS POBLADOS Y RURAL DISPERSO,1665,127
19727,68368,2013,CABECERA MUNICIPAL,690,127
19728,68368,2013,CENTROS POBLADOS Y RURAL DISPERSO,2730,127
19729,68370,2013,CABECERA MUNICIPAL,98,127
19730,68370,2013,CENTROS POBLADOS Y RURAL DISPERSO,1207,127
19731,68377,2013,CABECERA MUNICIPAL,1611,127
19732,68377,2013,CENTROS POBLADOS Y RURAL DISPERSO,4926,127
19733,68385,2013,CABECERA MUNICIPAL,2903,127
19734,68385,2013,CENTROS POBLADOS Y RURAL DISPERSO,7410,127
19735,68397,2013,CABECERA MUNICIPAL,719,127
19736,68397,2013,CENTROS POBLADOS Y RURAL DISPERSO,4535,127
19737,68406,2013,CABECERA MUNICIPAL,19926,127
19738,68406,2013,CENTROS POBLADOS Y RURAL DISPERSO,18531,127
19739,68418,2013,CABECERA MUNICIPAL,1508,127
19740,68418,2013,CENTROS POBLADOS Y RURAL DISPERSO,11582,127
19741,68425,2013,CABECERA MUNICIPAL,285,127
19742,68425,2013,CENTROS POBLADOS Y RURAL DISPERSO,2261,127
19743,68432,2013,CABECERA MUNICIPAL,17071,127
19744,68432,2013,CENTROS POBLADOS Y RURAL DISPERSO,2955,127
19745,68444,2013,CABECERA MUNICIPAL,1423,127
19746,68444,2013,CENTROS POBLADOS Y RURAL DISPERSO,3719,127
19747,68464,2013,CABECERA MUNICIPAL,3940,127
19748,68464,2013,CENTROS POBLADOS Y RURAL DISPERSO,6733,127
19749,68468,2013,CABECERA MUNICIPAL,599,127
19750,68468,2013,CENTROS POBLADOS Y RURAL DISPERSO,4021,127
19751,68498,2013,CABECERA MUNICIPAL,742,127
19752,68498,2013,CENTROS POBLADOS Y RURAL DISPERSO,4785,127
19753,68500,2013,CABECERA MUNICIPAL,4504,127
19754,68500,2013,CENTROS POBLADOS Y RURAL DISPERSO,5920,127
19755,68502,2013,CABECERA MUNICIPAL,1156,127
19756,68502,2013,CENTROS POBLADOS Y RURAL DISPERSO,3537,127
19757,68522,2013,CABECERA MUNICIPAL,477,127
19758,68522,2013,CENTROS POBLADOS Y RURAL DISPERSO,857,127
19759,68524,2013,CABECERA MUNICIPAL,734,127
19760,68524,2013,CENTROS POBLADOS Y RURAL DISPERSO,1767,127
19761,68533,2013,CABECERA MUNICIPAL,1162,127
19762,68533,2013,CENTROS POBLADOS Y RURAL DISPERSO,3294,127
19763,68547,2013,CABECERA MUNICIPAL,122771,127
19764,68547,2013,CENTROS POBLADOS Y RURAL DISPERSO,28408,127
19765,68549,2013,CABECERA MUNICIPAL,1008,127
19766,68549,2013,CENTROS POBLADOS Y RURAL DISPERSO,3909,127
19767,68572,2013,CABECERA MUNICIPAL,5141,127
19768,68572,2013,CENTROS POBLADOS Y RURAL DISPERSO,9399,127
19769,68573,2013,CABECERA MUNICIPAL,2582,127
19770,68573,2013,CENTROS POBLADOS Y RURAL DISPERSO,4733,127
19771,68575,2013,CABECERA MUNICIPAL,14886,127
19772,68575,2013,CENTROS POBLADOS Y RURAL DISPERSO,15908,127
19773,68615,2013,CABECERA MUNICIPAL,5961,127
19774,68615,2013,CENTROS POBLADOS Y RURAL DISPERSO,20438,127
19775,68655,2013,CABECERA MUNICIPAL,20655,127
19776,68655,2013,CENTROS POBLADOS Y RURAL DISPERSO,10149,127
19777,68669,2013,CABECERA MUNICIPAL,3035,127
19778,68669,2013,CENTROS POBLADOS Y RURAL DISPERSO,6188,127
19779,68673,2013,CABECERA MUNICIPAL,286,127
19780,68673,2013,CENTROS POBLADOS Y RURAL DISPERSO,2785,127
19781,68679,2013,CABECERA MUNICIPAL,44982,127
19782,68679,2013,CENTROS POBLADOS Y RURAL DISPERSO,6953,127
19783,68682,2013,CABECERA MUNICIPAL,763,127
19784,68682,2013,CENTROS POBLADOS Y RURAL DISPERSO,1697,127
19785,68684,2013,CABECERA MUNICIPAL,841,127
19786,68684,2013,CENTROS POBLADOS Y RURAL DISPERSO,3882,127
19787,68686,2013,CABECERA MUNICIPAL,558,127
19788,68686,2013,CENTROS POBLADOS Y RURAL DISPERSO,2178,127
19789,68689,2013,CABECERA MUNICIPAL,11897,127
19790,68689,2013,CENTROS POBLADOS Y RURAL DISPERSO,21819,127
19791,68705,2013,CABECERA MUNICIPAL,265,127
19792,68705,2013,CENTROS POBLADOS Y RURAL DISPERSO,2120,127
19793,68720,2013,CABECERA MUNICIPAL,699,127
19794,68720,2013,CENTROS POBLADOS Y RURAL DISPERSO,2881,127
19795,68745,2013,CABECERA MUNICIPAL,2071,127
19796,68745,2013,CENTROS POBLADOS Y RURAL DISPERSO,7824,127
19797,68755,2013,CABECERA MUNICIPAL,24521,127
19798,68755,2013,CENTROS POBLADOS Y RURAL DISPERSO,5801,127
19799,68770,2013,CABECERA MUNICIPAL,2112,127
19800,68770,2013,CENTROS POBLADOS Y RURAL DISPERSO,7964,127
19801,68773,2013,CABECERA MUNICIPAL,513,127
19802,68773,2013,CENTROS POBLADOS Y RURAL DISPERSO,7231,127
19803,68780,2013,CABECERA MUNICIPAL,820,127
19804,68780,2013,CENTROS POBLADOS Y RURAL DISPERSO,3205,127
19805,68820,2013,CABECERA MUNICIPAL,496,127
19806,68820,2013,CENTROS POBLADOS Y RURAL DISPERSO,6531,127
19807,68855,2013,CABECERA MUNICIPAL,2187,127
19808,68855,2013,CENTROS POBLADOS Y RURAL DISPERSO,3648,127
19809,68861,2013,CABECERA MUNICIPAL,12287,127
19810,68861,2013,CENTROS POBLADOS Y RURAL DISPERSO,10611,127
19811,68867,2013,CABECERA MUNICIPAL,672,127
19812,68867,2013,CENTROS POBLADOS Y RURAL DISPERSO,1354,127
19813,68872,2013,CABECERA MUNICIPAL,4155,127
19814,68872,2013,CENTROS POBLADOS Y RURAL DISPERSO,3477,127
19815,68895,2013,CABECERA MUNICIPAL,6241,127
19816,68895,2013,CENTROS POBLADOS Y RURAL DISPERSO,3306,127
19817,70001,2013,CABECERA MUNICIPAL,233727,127
19818,70001,2013,CENTROS POBLADOS Y RURAL DISPERSO,25550,127
19819,70110,2013,CABECERA MUNICIPAL,7962,127
19820,70110,2013,CENTROS POBLADOS Y RURAL DISPERSO,1895,127
19821,70124,2013,CABECERA MUNICIPAL,3545,127
19822,70124,2013,CENTROS POBLADOS Y RURAL DISPERSO,10221,127
19823,70204,2013,CABECERA MUNICIPAL,3770,127
19824,70204,2013,CENTROS POBLADOS Y RURAL DISPERSO,4751,127
19825,70215,2013,CABECERA MUNICIPAL,49002,127
19826,70215,2013,CENTROS POBLADOS Y RURAL DISPERSO,15364,127
19827,70221,2013,CABECERA MUNICIPAL,8836,127
19828,70221,2013,CENTROS POBLADOS Y RURAL DISPERSO,8378,127
19829,70230,2013,CABECERA MUNICIPAL,2698,127
19830,70230,2013,CENTROS POBLADOS Y RURAL DISPERSO,1616,127
19831,70233,2013,CABECERA MUNICIPAL,4321,127
19832,70233,2013,CENTROS POBLADOS Y RURAL DISPERSO,5728,127
19833,70235,2013,CABECERA MUNICIPAL,11326,127
19834,70235,2013,CENTROS POBLADOS Y RURAL DISPERSO,8918,127
19835,70265,2013,CABECERA MUNICIPAL,6606,127
19836,70265,2013,CENTROS POBLADOS Y RURAL DISPERSO,9699,127
19837,70400,2013,CABECERA MUNICIPAL,5511,127
19838,70400,2013,CENTROS POBLADOS Y RURAL DISPERSO,5868,127
19839,70418,2013,CABECERA MUNICIPAL,10411,127
19840,70418,2013,CENTROS POBLADOS Y RURAL DISPERSO,11115,127
19841,70429,2013,CABECERA MUNICIPAL,9310,127
19842,70429,2013,CENTROS POBLADOS Y RURAL DISPERSO,24519,127
19843,70473,2013,CABECERA MUNICIPAL,8250,127
19844,70473,2013,CENTROS POBLADOS Y RURAL DISPERSO,5839,127
19845,70508,2013,CABECERA MUNICIPAL,11076,127
19846,70508,2013,CENTROS POBLADOS Y RURAL DISPERSO,11278,127
19847,70523,2013,CABECERA MUNICIPAL,4589,127
19848,70523,2013,CENTROS POBLADOS Y RURAL DISPERSO,7866,127
19849,70670,2013,CABECERA MUNICIPAL,21752,127
19850,70670,2013,CENTROS POBLADOS Y RURAL DISPERSO,20301,127
19851,70678,2013,CABECERA MUNICIPAL,5606,127
19852,70678,2013,CENTROS POBLADOS Y RURAL DISPERSO,21931,127
19853,70702,2013,CABECERA MUNICIPAL,6647,127
19854,70702,2013,CENTROS POBLADOS Y RURAL DISPERSO,6100,127
19855,70708,2013,CABECERA MUNICIPAL,30673,127
19856,70708,2013,CENTROS POBLADOS Y RURAL DISPERSO,22763,127
19857,70713,2013,CABECERA MUNICIPAL,18010,127
19858,70713,2013,CENTROS POBLADOS Y RURAL DISPERSO,29826,127
19859,70717,2013,CABECERA MUNICIPAL,11976,127
19860,70717,2013,CENTROS POBLADOS Y RURAL DISPERSO,6081,127
19861,70742,2013,CABECERA MUNICIPAL,21986,127
19862,70742,2013,CENTROS POBLADOS Y RURAL DISPERSO,8803,127
19863,70771,2013,CABECERA MUNICIPAL,6760,127
19864,70771,2013,CENTROS POBLADOS Y RURAL DISPERSO,20729,127
19865,70820,2013,CABECERA MUNICIPAL,24774,127
19866,70820,2013,CENTROS POBLADOS Y RURAL DISPERSO,6994,127
19867,70823,2013,CABECERA MUNICIPAL,6171,127
19868,70823,2013,CENTROS POBLADOS Y RURAL DISPERSO,13729,127
19869,73001,2013,CABECERA MUNICIPAL,474124,127
19870,73001,2013,CENTROS POBLADOS Y RURAL DISPERSO,34746,127
19871,73024,2013,CABECERA MUNICIPAL,1975,127
19872,73024,2013,CENTROS POBLADOS Y RURAL DISPERSO,2737,127
19873,73026,2013,CABECERA MUNICIPAL,3155,127
19874,73026,2013,CENTROS POBLADOS Y RURAL DISPERSO,5589,127
19875,73030,2013,CABECERA MUNICIPAL,5378,127
19876,73030,2013,CENTROS POBLADOS Y RURAL DISPERSO,1613,127
19877,73043,2013,CABECERA MUNICIPAL,1572,127
19878,73043,2013,CENTROS POBLADOS Y RURAL DISPERSO,8543,127
19879,73055,2013,CABECERA MUNICIPAL,8646,127
19880,73055,2013,CENTROS POBLADOS Y RURAL DISPERSO,4538,127
19881,73067,2013,CABECERA MUNICIPAL,4765,127
19882,73067,2013,CENTROS POBLADOS Y RURAL DISPERSO,14945,127
19883,73124,2013,CABECERA MUNICIPAL,9456,127
19884,73124,2013,CENTROS POBLADOS Y RURAL DISPERSO,9198,127
19885,73148,2013,CABECERA MUNICIPAL,7208,127
19886,73148,2013,CENTROS POBLADOS Y RURAL DISPERSO,2474,127
19887,73152,2013,CABECERA MUNICIPAL,1658,127
19888,73152,2013,CENTROS POBLADOS Y RURAL DISPERSO,4785,127
19889,73168,2013,CABECERA MUNICIPAL,27946,127
19890,73168,2013,CENTROS POBLADOS Y RURAL DISPERSO,22046,127
19891,73200,2013,CABECERA MUNICIPAL,1463,127
19892,73200,2013,CENTROS POBLADOS Y RURAL DISPERSO,6830,127
19893,73217,2013,CABECERA MUNICIPAL,3772,127
19894,73217,2013,CENTROS POBLADOS Y RURAL DISPERSO,19494,127
19895,73226,2013,CABECERA MUNICIPAL,2483,127
19896,73226,2013,CENTROS POBLADOS Y RURAL DISPERSO,7267,127
19897,73236,2013,CABECERA MUNICIPAL,3707,127
19898,73236,2013,CENTROS POBLADOS Y RURAL DISPERSO,5080,127
19899,73268,2013,CABECERA MUNICIPAL,50525,127
19900,73268,2013,CENTROS POBLADOS Y RURAL DISPERSO,19520,127
19901,73270,2013,CABECERA MUNICIPAL,1719,127
19902,73270,2013,CENTROS POBLADOS Y RURAL DISPERSO,6734,127
19903,73275,2013,CABECERA MUNICIPAL,24288,127
19904,73275,2013,CENTROS POBLADOS Y RURAL DISPERSO,3955,127
19905,73283,2013,CABECERA MUNICIPAL,15490,127
19906,73283,2013,CENTROS POBLADOS Y RURAL DISPERSO,15620,127
19907,73319,2013,CABECERA MUNICIPAL,16777,127
19908,73319,2013,CENTROS POBLADOS Y RURAL DISPERSO,16762,127
19909,73347,2013,CABECERA MUNICIPAL,2190,127
19910,73347,2013,CENTROS POBLADOS Y RURAL DISPERSO,5620,127
19911,73349,2013,CABECERA MUNICIPAL,24625,127
19912,73349,2013,CENTROS POBLADOS Y RURAL DISPERSO,1024,127
19913,73352,2013,CABECERA MUNICIPAL,3725,127
19914,73352,2013,CENTROS POBLADOS Y RURAL DISPERSO,8071,127
19915,73408,2013,CABECERA MUNICIPAL,13348,127
19916,73408,2013,CENTROS POBLADOS Y RURAL DISPERSO,4845,127
19917,73411,2013,CABECERA MUNICIPAL,24256,127
19918,73411,2013,CENTROS POBLADOS Y RURAL DISPERSO,13913,127
19919,73443,2013,CABECERA MUNICIPAL,27007,127
19920,73443,2013,CENTROS POBLADOS Y RURAL DISPERSO,9617,127
19921,73449,2013,CABECERA MUNICIPAL,28090,127
19922,73449,2013,CENTROS POBLADOS Y RURAL DISPERSO,6372,127
19923,73461,2013,CABECERA MUNICIPAL,1651,127
19924,73461,2013,CENTROS POBLADOS Y RURAL DISPERSO,2335,127
19925,73483,2013,CABECERA MUNICIPAL,8318,127
19926,73483,2013,CENTROS POBLADOS Y RURAL DISPERSO,7435,127
19927,73504,2013,CABECERA MUNICIPAL,6910,127
19928,73504,2013,CENTROS POBLADOS Y RURAL DISPERSO,27355,127
19929,73520,2013,CABECERA MUNICIPAL,3127,127
19930,73520,2013,CENTROS POBLADOS Y RURAL DISPERSO,7439,127
19931,73547,2013,CABECERA MUNICIPAL,2176,127
19932,73547,2013,CENTROS POBLADOS Y RURAL DISPERSO,4395,127
19933,73555,2013,CABECERA MUNICIPAL,6725,127
19934,73555,2013,CENTROS POBLADOS Y RURAL DISPERSO,18727,127
19935,73563,2013,CABECERA MUNICIPAL,3770,127
19936,73563,2013,CENTROS POBLADOS Y RURAL DISPERSO,5037,127
19937,73585,2013,CABECERA MUNICIPAL,13020,127
19938,73585,2013,CENTROS POBLADOS Y RURAL DISPERSO,10775,127
19939,73616,2013,CABECERA MUNICIPAL,3749,127
19940,73616,2013,CENTROS POBLADOS Y RURAL DISPERSO,19370,127
19941,73622,2013,CABECERA MUNICIPAL,1863,127
19942,73622,2013,CENTROS POBLADOS Y RURAL DISPERSO,3746,127
19943,73624,2013,CABECERA MUNICIPAL,9927,127
19944,73624,2013,CENTROS POBLADOS Y RURAL DISPERSO,12182,127
19945,73671,2013,CABECERA MUNICIPAL,8421,127
19946,73671,2013,CENTROS POBLADOS Y RURAL DISPERSO,6035,127
19947,73675,2013,CABECERA MUNICIPAL,4530,127
19948,73675,2013,CENTROS POBLADOS Y RURAL DISPERSO,9220,127
19949,73678,2013,CABECERA MUNICIPAL,3815,127
19950,73678,2013,CENTROS POBLADOS Y RURAL DISPERSO,9932,127
19951,73686,2013,CABECERA MUNICIPAL,2192,127
19952,73686,2013,CENTROS POBLADOS Y RURAL DISPERSO,3800,127
19953,73770,2013,CABECERA MUNICIPAL,1549,127
19954,73770,2013,CENTROS POBLADOS Y RURAL DISPERSO,2351,127
19955,73854,2013,CABECERA MUNICIPAL,2042,127
19956,73854,2013,CENTROS POBLADOS Y RURAL DISPERSO,3348,127
19957,73861,2013,CABECERA MUNICIPAL,8854,127
19958,73861,2013,CENTROS POBLADOS Y RURAL DISPERSO,4465,127
19959,73870,2013,CABECERA MUNICIPAL,3446,127
19960,73870,2013,CENTROS POBLADOS Y RURAL DISPERSO,6427,127
19961,73873,2013,CABECERA MUNICIPAL,2130,127
19962,73873,2013,CENTROS POBLADOS Y RURAL DISPERSO,3632,127
19963,76001,2013,CABECERA MUNICIPAL,2120964,127
19964,76001,2013,CENTROS POBLADOS Y RURAL DISPERSO,51240,127
19965,76020,2013,CABECERA MUNICIPAL,10163,127
19966,76020,2013,CENTROS POBLADOS Y RURAL DISPERSO,4197,127
19967,76036,2013,CABECERA MUNICIPAL,16986,127
19968,76036,2013,CENTROS POBLADOS Y RURAL DISPERSO,5208,127
19969,76041,2013,CABECERA MUNICIPAL,10224,127
19970,76041,2013,CENTROS POBLADOS Y RURAL DISPERSO,7921,127
19971,76054,2013,CABECERA MUNICIPAL,2981,127
19972,76054,2013,CENTROS POBLADOS Y RURAL DISPERSO,3018,127
19973,76100,2013,CABECERA MUNICIPAL,4370,127
