id,dane_code,year,geographic_area,population,source_id
1,05001,2005,CABECERA MUNICIPAL,1997763,127
2,05001,2005,CENTROS POBLADOS Y RURAL DISPERSO,48578,127
3,05002,2005,CABECERA MUNICIPAL,7158,127
4,05002,2005,CENTROS POBLADOS Y RURAL DISPERSO,15784,127
5,05004,2005,CABECERA MUNICIPAL,723,127
6,05004,2005,CENTROS POBLADOS Y RURAL DISPERSO,1996,127
7,05021,2005,CABECERA MUNICIPAL,2137,127
8,05021,2005,CENTROS POBLADOS Y RURAL DISPERSO,2587,127
9,05030,2005,CABECERA MUNICIPAL,11998,127
10,05030,2005,CENTROS POBLADOS Y RURAL DISPERSO,15123,127
11,05031,2005,CABECERA MUNICIPAL,11556,127
12,05031,2005,CENTROS POBLADOS Y RURAL DISPERSO,11377,127
13,05034,2005,CABECERA MUNICIPAL,17793,127
14,05034,2005,CENTROS POBLADOS Y RURAL DISPERSO,24083,127
15,05036,2005,CABECERA MUNICIPAL,1830,127
16,05036,2005,CENTROS POBLADOS Y RURAL DISPERSO,4035,127
17,05038,2005,CABECERA MUNICIPAL,2434,127
18,05038,2005,CENTROS POBLADOS Y RURAL DISPERSO,9759,127
19,05040,2005,CABECERA MUNICIPAL,5622,127
20,05040,2005,CENTROS POBLADOS Y RURAL DISPERSO,10231,127
21,05042,2005,CABECERA MUNICIPAL,13187,127
22,05042,2005,CENTROS POBLADOS Y RURAL DISPERSO,10270,127
23,05044,2005,CABECERA MUNICIPAL,1081,127
24,05044,2005,CENTROS POBLADOS Y RURAL DISPERSO,5749,127
25,05045,2005,CABECERA MUNICIPAL,71208,127
26,05045,2005,CENTROS POBLADOS Y RURAL DISPERSO,20469,127
27,05051,2005,CABECERA MUNICIPAL,8518,127
28,05051,2005,CENTROS POBLADOS Y RURAL DISPERSO,20711,127
29,05055,2005,CABECERA MUNICIPAL,3018,127
30,05055,2005,CENTROS POBLADOS Y RURAL DISPERSO,6571,127
31,05059,2005,CABECERA MUNICIPAL,1667,127
32,05059,2005,CENTROS POBLADOS Y RURAL DISPERSO,4297,127
33,05079,2005,CABECERA MUNICIPAL,17486,127
34,05079,2005,CENTROS POBLADOS Y RURAL DISPERSO,26118,127
35,05086,2005,CABECERA MUNICIPAL,1570,127
36,05086,2005,CENTROS POBLADOS Y RURAL DISPERSO,4345,127
37,05088,2005,CABECERA MUNICIPAL,380511,127
38,05088,2005,CENTROS POBLADOS Y RURAL DISPERSO,19287,127
39,05091,2005,CABECERA MUNICIPAL,3702,127
40,05091,2005,CENTROS POBLADOS Y RURAL DISPERSO,7812,127
41,05093,2005,CABECERA MUNICIPAL,3898,127
42,05093,2005,CENTROS POBLADOS Y RURAL DISPERSO,11731,127
43,05101,2005,CABECERA MUNICIPAL,14894,127
44,05101,2005,CENTROS POBLADOS Y RURAL DISPERSO,12452,127
45,05107,2005,CABECERA MUNICIPAL,1993,127
46,05107,2005,CENTROS POBLADOS Y RURAL DISPERSO,6482,127
47,05113,2005,CABECERA MUNICIPAL,1794,127
48,05113,2005,CENTROS POBLADOS Y RURAL DISPERSO,6682,127
49,05120,2005,CABECERA MUNICIPAL,3947,127
50,05120,2005,CENTROS POBLADOS Y RURAL DISPERSO,21052,127
51,05125,2005,CABECERA MUNICIPAL,1370,127
52,05125,2005,CENTROS POBLADOS Y RURAL DISPERSO,6388,127
53,05129,2005,CABECERA MUNICIPAL,52306,127
54,05129,2005,CENTROS POBLADOS Y RURAL DISPERSO,12789,127
55,05134,2005,CABECERA MUNICIPAL,2139,127
56,05134,2005,CENTROS POBLADOS Y RURAL DISPERSO,7619,127
57,05138,2005,CABECERA MUNICIPAL,4918,127
58,05138,2005,CENTROS POBLADOS Y RURAL DISPERSO,12390,127
59,05142,2005,CABECERA MUNICIPAL,2885,127
60,05142,2005,CENTROS POBLADOS Y RURAL DISPERSO,2439,127
61,05145,2005,CABECERA MUNICIPAL,2513,127
62,05145,2005,CENTROS POBLADOS Y RURAL DISPERSO,3527,127
63,05147,2005,CABECERA MUNICIPAL,21487,127
64,05147,2005,CENTROS POBLADOS Y RURAL DISPERSO,12952,127
65,05148,2005,CABECERA MUNICIPAL,25694,127
66,05148,2005,CENTROS POBLADOS Y RURAL DISPERSO,22551,127
67,05150,2005,CABECERA MUNICIPAL,2821,127
68,05150,2005,CENTROS POBLADOS Y RURAL DISPERSO,1034,127
69,05154,2005,CABECERA MUNICIPAL,56124,127
70,05154,2005,CENTROS POBLADOS Y RURAL DISPERSO,14506,127
71,05172,2005,CABECERA MUNICIPAL,34583,127
72,05172,2005,CENTROS POBLADOS Y RURAL DISPERSO,9543,127
73,05190,2005,CABECERA MUNICIPAL,7973,127
74,05190,2005,CENTROS POBLADOS Y RURAL DISPERSO,1545,127
75,05197,2005,CABECERA MUNICIPAL,5313,127
76,05197,2005,CENTROS POBLADOS Y RURAL DISPERSO,13781,127
77,05206,2005,CABECERA MUNICIPAL,1613,127
78,05206,2005,CENTROS POBLADOS Y RURAL DISPERSO,3835,127
79,05209,2005,CABECERA MUNICIPAL,7130,127
80,05209,2005,CENTROS POBLADOS Y RURAL DISPERSO,14417,127
81,05212,2005,CABECERA MUNICIPAL,48343,127
82,05212,2005,CENTROS POBLADOS Y RURAL DISPERSO,15035,127
83,05234,2005,CABECERA MUNICIPAL,8203,127
84,05234,2005,CENTROS POBLADOS Y RURAL DISPERSO,14068,127
85,05237,2005,CABECERA MUNICIPAL,9439,127
86,05237,2005,CENTROS POBLADOS Y RURAL DISPERSO,6623,127
87,05240,2005,CABECERA MUNICIPAL,2055,127
88,05240,2005,CENTROS POBLADOS Y RURAL DISPERSO,11593,127
89,05250,2005,CABECERA MUNICIPAL,24747,127
90,05250,2005,CENTROS POBLADOS Y RURAL DISPERSO,14525,127
91,05264,2005,CABECERA MUNICIPAL,4199,127
92,05264,2005,CENTROS POBLADOS Y RURAL DISPERSO,4784,127
93,05266,2005,CABECERA MUNICIPAL,164004,127
94,05266,2005,CENTROS POBLADOS Y RURAL DISPERSO,10497,127
95,05282,2005,CABECERA MUNICIPAL,8127,127
96,05282,2005,CENTROS POBLADOS Y RURAL DISPERSO,16177,127
97,05284,2005,CABECERA MUNICIPAL,7930,127
98,05284,2005,CENTROS POBLADOS Y RURAL DISPERSO,14920,127
99,05306,2005,CABECERA MUNICIPAL,1590,127
100,05306,2005,CENTROS POBLADOS Y RURAL DISPERSO,3302,127
101,05308,2005,CABECERA MUNICIPAL,21941,127
102,05308,2005,CENTROS POBLADOS Y RURAL DISPERSO,19229,127
103,05310,2005,CABECERA MUNICIPAL,4445,127
104,05310,2005,CENTROS POBLADOS Y RURAL DISPERSO,5197,127
105,05313,2005,CABECERA MUNICIPAL,5401,127
106,05313,2005,CENTROS POBLADOS Y RURAL DISPERSO,8481,127
107,05315,2005,CABECERA MUNICIPAL,1951,127
108,05315,2005,CENTROS POBLADOS Y RURAL DISPERSO,4617,127
109,05318,2005,CABECERA MUNICIPAL,13527,127
110,05318,2005,CENTROS POBLADOS Y RURAL DISPERSO,29892,127
111,05321,2005,CABECERA MUNICIPAL,4263,127
112,05321,2005,CENTROS POBLADOS Y RURAL DISPERSO,2496,127
113,05347,2005,CABECERA MUNICIPAL,2276,127
114,05347,2005,CENTROS POBLADOS Y RURAL DISPERSO,4271,127
115,05353,2005,CABECERA MUNICIPAL,2878,127
116,05353,2005,CENTROS POBLADOS Y RURAL DISPERSO,2437,127
117,05360,2005,CABECERA MUNICIPAL,203435,127
118,05360,2005,CENTROS POBLADOS Y RURAL DISPERSO,18486,127
119,05361,2005,CABECERA MUNICIPAL,6045,127
120,05361,2005,CENTROS POBLADOS Y RURAL DISPERSO,19982,127
121,05364,2005,CABECERA MUNICIPAL,6870,127
122,05364,2005,CENTROS POBLADOS Y RURAL DISPERSO,6856,127
123,05368,2005,CABECERA MUNICIPAL,7199,127
124,05368,2005,CENTROS POBLADOS Y RURAL DISPERSO,7164,127
125,05376,2005,CABECERA MUNICIPAL,40835,127
126,05376,2005,CENTROS POBLADOS Y RURAL DISPERSO,9862,127
127,05380,2005,CABECERA MUNICIPAL,43086,127
128,05380,2005,CENTROS POBLADOS Y RURAL DISPERSO,12298,127
129,05390,2005,CABECERA MUNICIPAL,6278,127
130,05390,2005,CENTROS POBLADOS Y RURAL DISPERSO,3684,127
131,05400,2005,CABECERA MUNICIPAL,9471,127
132,05400,2005,CENTROS POBLADOS Y RURAL DISPERSO,9139,127
133,05411,2005,CABECERA MUNICIPAL,2205,127
134,05411,2005,CENTROS POBLADOS Y RURAL DISPERSO,8304,127
135,05425,2005,CABECERA MUNICIPAL,2947,127
136,05425,2005,CENTROS POBLADOS Y RURAL DISPERSO,5741,127
137,05440,2005,CABECERA MUNICIPAL,31559,127
138,05440,2005,CENTROS POBLADOS Y RURAL DISPERSO,20683,127
139,05467,2005,CABECERA MUNICIPAL,1711,127
140,05467,2005,CENTROS POBLADOS Y RURAL DISPERSO,6134,127
141,05475,2005,CABECERA MUNICIPAL,1299,127
142,05475,2005,CENTROS POBLADOS Y RURAL DISPERSO,2312,127
143,05480,2005,CABECERA MUNICIPAL,3886,127
144,05480,2005,CENTROS POBLADOS Y RURAL DISPERSO,8289,127
145,05483,2005,CABECERA MUNICIPAL,3052,127
146,05483,2005,CENTROS POBLADOS Y RURAL DISPERSO,9580,127
147,05490,2005,CABECERA MUNICIPAL,8682,127
148,05490,2005,CENTROS POBLADOS Y RURAL DISPERSO,27784,127
149,05495,2005,CABECERA MUNICIPAL,9801,127
150,05495,2005,CENTROS POBLADOS Y RURAL DISPERSO,10378,127
151,05501,2005,CABECERA MUNICIPAL,262,127
152,05501,2005,CENTROS POBLADOS Y RURAL DISPERSO,2962,127
153,05541,2005,CABECERA MUNICIPAL,8428,127
154,05541,2005,CENTROS POBLADOS Y RURAL DISPERSO,10070,127
155,05543,2005,CABECERA MUNICIPAL,1708,127
156,05543,2005,CENTROS POBLADOS Y RURAL DISPERSO,6114,127
157,05576,2005,CABECERA MUNICIPAL,4112,127
158,05576,2005,CENTROS POBLADOS Y RURAL DISPERSO,4857,127
159,05579,2005,CABECERA MUNICIPAL,27955,127
160,05579,2005,CENTROS POBLADOS Y RURAL DISPERSO,6773,127
161,05585,2005,CABECERA MUNICIPAL,4104,127
162,05585,2005,CENTROS POBLADOS Y RURAL DISPERSO,11067,127
163,05591,2005,CABECERA MUNICIPAL,2382,127
164,05591,2005,CENTROS POBLADOS Y RURAL DISPERSO,11754,127
165,05604,2005,CABECERA MUNICIPAL,8650,127
166,05604,2005,CENTROS POBLADOS Y RURAL DISPERSO,16135,127
167,05607,2005,CABECERA MUNICIPAL,9327,127
168,05607,2005,CENTROS POBLADOS Y RURAL DISPERSO,9474,127
169,05615,2005,CABECERA MUNICIPAL,58206,127
170,05615,2005,CENTROS POBLADOS Y RURAL DISPERSO,47478,127
171,05628,2005,CABECERA MUNICIPAL,2406,127
172,05628,2005,CENTROS POBLADOS Y RURAL DISPERSO,6135,127
173,05631,2005,CABECERA MUNICIPAL,48652,127
174,05631,2005,CENTROS POBLADOS Y RURAL DISPERSO,9465,127
175,05642,2005,CABECERA MUNICIPAL,6414,127
176,05642,2005,CENTROS POBLADOS Y RURAL DISPERSO,13470,127
177,05647,2005,CABECERA MUNICIPAL,2341,127
178,05647,2005,CENTROS POBLADOS Y RURAL DISPERSO,5358,127
179,05649,2005,CABECERA MUNICIPAL,7967,127
180,05649,2005,CENTROS POBLADOS Y RURAL DISPERSO,12436,127
181,05652,2005,CABECERA MUNICIPAL,2287,127
182,05652,2005,CENTROS POBLADOS Y RURAL DISPERSO,3703,127
183,05656,2005,CABECERA MUNICIPAL,4845,127
184,05656,2005,CENTROS POBLADOS Y RURAL DISPERSO,8625,127
185,05658,2005,CABECERA MUNICIPAL,2216,127
186,05658,2005,CENTROS POBLADOS Y RURAL DISPERSO,1018,127
187,05659,2005,CABECERA MUNICIPAL,5777,127
188,05659,2005,CENTROS POBLADOS Y RURAL DISPERSO,10556,127
189,05660,2005,CABECERA MUNICIPAL,5861,127
190,05660,2005,CENTROS POBLADOS Y RURAL DISPERSO,7637,127
191,05664,2005,CABECERA MUNICIPAL,9066,127
192,05664,2005,CENTROS POBLADOS Y RURAL DISPERSO,9855,127
193,05665,2005,CABECERA MUNICIPAL,9350,127
194,05665,2005,CENTROS POBLADOS Y RURAL DISPERSO,18275,127
195,05667,2005,CABECERA MUNICIPAL,7619,127
196,05667,2005,CENTROS POBLADOS Y RURAL DISPERSO,9097,127
197,05670,2005,CABECERA MUNICIPAL,5500,127
198,05670,2005,CENTROS POBLADOS Y RURAL DISPERSO,15424,127
199,05674,2005,CABECERA MUNICIPAL,4383,127
200,05674,2005,CENTROS POBLADOS Y RURAL DISPERSO,17378,127
201,05679,2005,CABECERA MUNICIPAL,10515,127
202,05679,2005,CENTROS POBLADOS Y RURAL DISPERSO,17754,127
203,05686,2005,CABECERA MUNICIPAL,14966,127
204,05686,2005,CENTROS POBLADOS Y RURAL DISPERSO,16746,127
205,05690,2005,CABECERA MUNICIPAL,2800,127
206,05690,2005,CENTROS POBLADOS Y RURAL DISPERSO,11159,127
207,05697,2005,CABECERA MUNICIPAL,19206,127
208,05697,2005,CENTROS POBLADOS Y RURAL DISPERSO,11619,127
209,05736,2005,CABECERA MUNICIPAL,24092,127
210,05736,2005,CENTROS POBLADOS Y RURAL DISPERSO,7371,127
211,05756,2005,CABECERA MUNICIPAL,16473,127
212,05756,2005,CENTROS POBLADOS Y RURAL DISPERSO,21672,127
213,05761,2005,CABECERA MUNICIPAL,5808,127
214,05761,2005,CENTROS POBLADOS Y RURAL DISPERSO,8478,127
215,05789,2005,CABECERA MUNICIPAL,6725,127
216,05789,2005,CENTROS POBLADOS Y RURAL DISPERSO,11534,127
217,05790,2005,CABECERA MUNICIPAL,9923,127
218,05790,2005,CENTROS POBLADOS Y RURAL DISPERSO,12218,127
219,05792,2005,CABECERA MUNICIPAL,3015,127
220,05792,2005,CENTROS POBLADOS Y RURAL DISPERSO,3511,127
221,05809,2005,CABECERA MUNICIPAL,4200,127
222,05809,2005,CENTROS POBLADOS Y RURAL DISPERSO,7954,127
223,05819,2005,CABECERA MUNICIPAL,1376,127
224,05819,2005,CENTROS POBLADOS Y RURAL DISPERSO,4220,127
225,05837,2005,CABECERA MUNICIPAL,39770,127
226,05837,2005,CENTROS POBLADOS Y RURAL DISPERSO,63822,127
227,05842,2005,CABECERA MUNICIPAL,1944,127
228,05842,2005,CENTROS POBLADOS Y RURAL DISPERSO,5746,127
229,05847,2005,CABECERA MUNICIPAL,13779,127
230,05847,2005,CENTROS POBLADOS Y RURAL DISPERSO,15296,127
231,05854,2005,CABECERA MUNICIPAL,3243,127
232,05854,2005,CENTROS POBLADOS Y RURAL DISPERSO,10353,127
233,05856,2005,CABECERA MUNICIPAL,3400,127
234,05856,2005,CENTROS POBLADOS Y RURAL DISPERSO,4563,127
235,05858,2005,CABECERA MUNICIPAL,6113,127
236,05858,2005,CENTROS POBLADOS Y RURAL DISPERSO,5920,127
237,05861,2005,CABECERA MUNICIPAL,4776,127
238,05861,2005,CENTROS POBLADOS Y RURAL DISPERSO,7365,127
239,05873,2005,CABECERA MUNICIPAL,2396,127
240,05873,2005,CENTROS POBLADOS Y RURAL DISPERSO,5722,127
241,05885,2005,CABECERA MUNICIPAL,3248,127
242,05885,2005,CENTROS POBLADOS Y RURAL DISPERSO,4421,127
243,05887,2005,CABECERA MUNICIPAL,25172,127
244,05887,2005,CENTROS POBLADOS Y RURAL DISPERSO,13364,127
245,05890,2005,CABECERA MUNICIPAL,6074,127
246,05890,2005,CENTROS POBLADOS Y RURAL DISPERSO,16186,127
247,05893,2005,CABECERA MUNICIPAL,6767,127
248,05893,2005,CENTROS POBLADOS Y RURAL DISPERSO,7692,127
249,05895,2005,CABECERA MUNICIPAL,11459,127
250,05895,2005,CENTROS POBLADOS Y RURAL DISPERSO,12229,127
251,08001,2005,CABECERA MUNICIPAL,1089069,127
252,08001,2005,CENTROS POBLADOS Y RURAL DISPERSO,1866,127
253,08078,2005,CABECERA MUNICIPAL,42469,127
254,08078,2005,CENTROS POBLADOS Y RURAL DISPERSO,9079,127
255,08137,2005,CABECERA MUNICIPAL,21211,127
256,08137,2005,CENTROS POBLADOS Y RURAL DISPERSO,2561,127
257,08141,2005,CABECERA MUNICIPAL,9249,127
258,08141,2005,CENTROS POBLADOS Y RURAL DISPERSO,3993,127
259,08296,2005,CABECERA MUNICIPAL,39728,127
260,08296,2005,CENTROS POBLADOS Y RURAL DISPERSO,3079,127
261,08372,2005,CABECERA MUNICIPAL,10029,127
262,08372,2005,CENTROS POBLADOS Y RURAL DISPERSO,6528,127
263,08421,2005,CABECERA MUNICIPAL,11690,127
264,08421,2005,CENTROS POBLADOS Y RURAL DISPERSO,12376,127
265,08433,2005,CABECERA MUNICIPAL,92896,127
266,08433,2005,CENTROS POBLADOS Y RURAL DISPERSO,6447,127
267,08436,2005,CABECERA MUNICIPAL,16577,127
268,08436,2005,CENTROS POBLADOS Y RURAL DISPERSO,1579,127
269,08520,2005,CABECERA MUNICIPAL,22355,127
270,08520,2005,CENTROS POBLADOS Y RURAL DISPERSO,995,127
271,08549,2005,CABECERA MUNICIPAL,2312,127
272,08549,2005,CENTROS POBLADOS Y RURAL DISPERSO,3089,127
273,08558,2005,CABECERA MUNICIPAL,12401,127
274,08558,2005,CENTROS POBLADOS Y RURAL DISPERSO,2596,127
275,08560,2005,CABECERA MUNICIPAL,11112,127
276,08560,2005,CENTROS POBLADOS Y RURAL DISPERSO,8675,127
277,08573,2005,CABECERA MUNICIPAL,31169,127
278,08573,2005,CENTROS POBLADOS Y RURAL DISPERSO,6566,127
279,08606,2005,CABECERA MUNICIPAL,14884,127
280,08606,2005,CENTROS POBLADOS Y RURAL DISPERSO,7692,127
281,08634,2005,CABECERA MUNICIPAL,23912,127
282,08634,2005,CENTROS POBLADOS Y RURAL DISPERSO,1288,127
283,08638,2005,CABECERA MUNICIPAL,56522,127
284,08638,2005,CENTROS POBLADOS Y RURAL DISPERSO,20825,127
285,08675,2005,CABECERA MUNICIPAL,10861,127
286,08675,2005,CENTROS POBLADOS Y RURAL DISPERSO,1786,127
287,08685,2005,CABECERA MUNICIPAL,23248,127
288,08685,2005,CENTROS POBLADOS Y RURAL DISPERSO,1372,127
289,08758,2005,CABECERA MUNICIPAL,434893,127
290,08758,2005,CENTROS POBLADOS Y RURAL DISPERSO,1238,127
291,08770,2005,CABECERA MUNICIPAL,10371,127
292,08770,2005,CENTROS POBLADOS Y RURAL DISPERSO,634,127
293,08832,2005,CABECERA MUNICIPAL,6923,127
294,08832,2005,CENTROS POBLADOS Y RURAL DISPERSO,6202,127
295,08849,2005,CABECERA MUNICIPAL,9134,127
296,08849,2005,CENTROS POBLADOS Y RURAL DISPERSO,655,127
297,11001,2005,CABECERA MUNICIPAL,6694694,127
298,11001,2005,CENTROS POBLADOS Y RURAL DISPERSO,16216,127
299,13001,2005,CABECERA MUNICIPAL,770314,127
300,13001,2005,CENTROS POBLADOS Y RURAL DISPERSO,68443,127
301,13006,2005,CABECERA MUNICIPAL,4183,127
302,13006,2005,CENTROS POBLADOS Y RURAL DISPERSO,15292,127
303,13030,2005,CABECERA MUNICIPAL,3590,127
304,13030,2005,CENTROS POBLADOS Y RURAL DISPERSO,5450,127
305,13042,2005,CABECERA MUNICIPAL,3321,127
306,13042,2005,CENTROS POBLADOS Y RURAL DISPERSO,4390,127
307,13052,2005,CABECERA MUNICIPAL,47904,127
308,13052,2005,CENTROS POBLADOS Y RURAL DISPERSO,10825,127
309,13062,2005,CABECERA MUNICIPAL,4900,127
310,13062,2005,CENTROS POBLADOS Y RURAL DISPERSO,3676,127
311,13074,2005,CABECERA MUNICIPAL,4643,127
312,13074,2005,CENTROS POBLADOS Y RURAL DISPERSO,8894,127
313,13140,2005,CABECERA MUNICIPAL,11027,127
314,13140,2005,CENTROS POBLADOS Y RURAL DISPERSO,8515,127
315,13160,2005,CABECERA MUNICIPAL,2964,127
316,13160,2005,CENTROS POBLADOS Y RURAL DISPERSO,3084,127
317,13188,2005,CABECERA MUNICIPAL,5677,127
318,13188,2005,CENTROS POBLADOS Y RURAL DISPERSO,4076,127
319,13212,2005,CABECERA MUNICIPAL,4477,127
320,13212,2005,CENTROS POBLADOS Y RURAL DISPERSO,10296,127
321,13222,2005,CABECERA MUNICIPAL,8039,127
322,13222,2005,CENTROS POBLADOS Y RURAL DISPERSO,4420,127
323,13244,2005,CABECERA MUNICIPAL,45599,127
324,13244,2005,CENTROS POBLADOS Y RURAL DISPERSO,22669,127
325,13248,2005,CABECERA MUNICIPAL,4451,127
326,13248,2005,CENTROS POBLADOS Y RURAL DISPERSO,3426,127
327,13268,2005,CABECERA MUNICIPAL,3430,127
328,13268,2005,CENTROS POBLADOS Y RURAL DISPERSO,7105,127
329,13300,2005,CABECERA MUNICIPAL,2816,127
330,13300,2005,CENTROS POBLADOS Y RURAL DISPERSO,10638,127
331,13430,2005,CABECERA MUNICIPAL,80020,127
332,13430,2005,CENTROS POBLADOS Y RURAL DISPERSO,37573,127
333,13433,2005,CABECERA MUNICIPAL,9410,127
334,13433,2005,CENTROS POBLADOS Y RURAL DISPERSO,14687,127
335,13440,2005,CABECERA MUNICIPAL,1829,127
336,13440,2005,CENTROS POBLADOS Y RURAL DISPERSO,7627,127
337,13442,2005,CABECERA MUNICIPAL,17826,127
338,13442,2005,CENTROS POBLADOS Y RURAL DISPERSO,21849,127
339,13458,2005,CABECERA MUNICIPAL,2654,127
340,13458,2005,CENTROS POBLADOS Y RURAL DISPERSO,8558,127
341,13468,2005,CABECERA MUNICIPAL,21989,127
342,13468,2005,CENTROS POBLADOS Y RURAL DISPERSO,17747,127
343,13473,2005,CABECERA MUNICIPAL,5967,127
344,13473,2005,CENTROS POBLADOS Y RURAL DISPERSO,10872,127
345,13490,2005,CABECERA MUNICIPAL,0,127
346,13490,2005,CENTROS POBLADOS Y RURAL DISPERSO,0,127
347,13549,2005,CABECERA MUNICIPAL,2964,127
348,13549,2005,CENTROS POBLADOS Y RURAL DISPERSO,18749,127
349,13580,2005,CABECERA MUNICIPAL,2608,127
350,13580,2005,CENTROS POBLADOS Y RURAL DISPERSO,2797,127
351,13600,2005,CABECERA MUNICIPAL,4426,127
352,13600,2005,CENTROS POBLADOS Y RURAL DISPERSO,10309,127
353,13620,2005,CABECERA MUNICIPAL,5051,127
354,13620,2005,CENTROS POBLADOS Y RURAL DISPERSO,2212,127
355,13647,2005,CABECERA MUNICIPAL,11567,127
356,13647,2005,CENTROS POBLADOS Y RURAL DISPERSO,4658,127
357,13650,2005,CABECERA MUNICIPAL,2073,127
358,13650,2005,CENTROS POBLADOS Y RURAL DISPERSO,8623,127
359,13654,2005,CABECERA MUNICIPAL,19974,127
360,13654,2005,CENTROS POBLADOS Y RURAL DISPERSO,4593,127
361,13655,2005,CABECERA MUNICIPAL,1567,127
362,13655,2005,CENTROS POBLADOS Y RURAL DISPERSO,5543,127
363,13657,2005,CABECERA MUNICIPAL,24198,127
364,13657,2005,CENTROS POBLADOS Y RURAL DISPERSO,9701,127
365,13667,2005,CABECERA MUNICIPAL,5968,127
366,13667,2005,CENTROS POBLADOS Y RURAL DISPERSO,17071,127
367,13670,2005,CABECERA MUNICIPAL,15919,127
368,13670,2005,CENTROS POBLADOS Y RURAL DISPERSO,7194,127
369,13673,2005,CABECERA MUNICIPAL,5129,127
370,13673,2005,CENTROS POBLADOS Y RURAL DISPERSO,7300,127
371,13683,2005,CABECERA MUNICIPAL,15629,127
372,13683,2005,CENTROS POBLADOS Y RURAL DISPERSO,1497,127
373,13688,2005,CABECERA MUNICIPAL,13484,127
374,13688,2005,CENTROS POBLADOS Y RURAL DISPERSO,10566,127
375,13744,2005,CABECERA MUNICIPAL,5352,127
376,13744,2005,CENTROS POBLADOS Y RURAL DISPERSO,8302,127
377,13760,2005,CABECERA MUNICIPAL,9386,127
378,13760,2005,CENTROS POBLADOS Y RURAL DISPERSO,315,127
379,13780,2005,CABECERA MUNICIPAL,6211,127
380,13780,2005,CENTROS POBLADOS Y RURAL DISPERSO,8944,127
381,13810,2005,CABECERA MUNICIPAL,3825,127
382,13810,2005,CENTROS POBLADOS Y RURAL DISPERSO,11750,127
383,13836,2005,CABECERA MUNICIPAL,74778,127
384,13836,2005,CENTROS POBLADOS Y RURAL DISPERSO,6657,127
385,13838,2005,CABECERA MUNICIPAL,11163,127
386,13838,2005,CENTROS POBLADOS Y RURAL DISPERSO,2902,127
387,13873,2005,CABECERA MUNICIPAL,17544,127
388,13873,2005,CENTROS POBLADOS Y RURAL DISPERSO,2644,127
389,13894,2005,CABECERA MUNICIPAL,10179,127
390,13894,2005,CENTROS POBLADOS Y RURAL DISPERSO,1330,127
391,15001,2005,CABECERA MUNICIPAL,130796,127
392,15001,2005,CENTROS POBLADOS Y RURAL DISPERSO,7335,127
393,15022,2005,CABECERA MUNICIPAL,295,127
394,15022,2005,CENTROS POBLADOS Y RURAL DISPERSO,4377,127
395,15047,2005,CABECERA MUNICIPAL,4926,127
396,15047,2005,CENTROS POBLADOS Y RURAL DISPERSO,10832,127
397,15051,2005,CABECERA MUNICIPAL,1851,127
398,15051,2005,CENTROS POBLADOS Y RURAL DISPERSO,3348,127
399,15087,2005,CABECERA MUNICIPAL,3903,127
400,15087,2005,CENTROS POBLADOS Y RURAL DISPERSO,4135,127
401,15090,2005,CABECERA MUNICIPAL,721,127
402,15090,2005,CENTROS POBLADOS Y RURAL DISPERSO,1064,127
403,15092,2005,CABECERA MUNICIPAL,269,127
404,15092,2005,CENTROS POBLADOS Y RURAL DISPERSO,2058,127
405,15097,2005,CABECERA MUNICIPAL,2435,127
406,15097,2005,CENTROS POBLADOS Y RURAL DISPERSO,6037,127
407,15104,2005,CABECERA MUNICIPAL,642,127
408,15104,2005,CENTROS POBLADOS Y RURAL DISPERSO,4571,127
409,15106,2005,CABECERA MUNICIPAL,451,127
410,15106,2005,CENTROS POBLADOS Y RURAL DISPERSO,2169,127
411,15109,2005,CABECERA MUNICIPAL,675,127
412,15109,2005,CENTROS POBLADOS Y RURAL DISPERSO,4266,127
413,15114,2005,CABECERA MUNICIPAL,312,127
414,15114,2005,CENTROS POBLADOS Y RURAL DISPERSO,572,127
415,15131,2005,CABECERA MUNICIPAL,248,127
416,15131,2005,CENTROS POBLADOS Y RURAL DISPERSO,3441,127
417,15135,2005,CABECERA MUNICIPAL,660,127
418,15135,2005,CENTROS POBLADOS Y RURAL DISPERSO,3126,127
419,15162,2005,CABECERA MUNICIPAL,1483,127
420,15162,2005,CENTROS POBLADOS Y RURAL DISPERSO,2692,127
421,15172,2005,CABECERA MUNICIPAL,1183,127
422,15172,2005,CENTROS POBLADOS Y RURAL DISPERSO,2309,127
423,15176,2005,CABECERA MUNICIPAL,39852,127
424,15176,2005,CENTROS POBLADOS Y RURAL DISPERSO,7053,127
425,15180,2005,CABECERA MUNICIPAL,955,127
426,15180,2005,CENTROS POBLADOS Y RURAL DISPERSO,4215,127
427,15183,2005,CABECERA MUNICIPAL,1895,127
428,15183,2005,CENTROS POBLADOS Y RURAL DISPERSO,9151,127
429,15185,2005,CABECERA MUNICIPAL,972,127
430,15185,2005,CENTROS POBLADOS Y RURAL DISPERSO,4999,127
431,15187,2005,CABECERA MUNICIPAL,368,127
432,15187,2005,CENTROS POBLADOS Y RURAL DISPERSO,2420,127
433,15189,2005,CABECERA MUNICIPAL,1036,127
434,15189,2005,CENTROS POBLADOS Y RURAL DISPERSO,3869,127
435,15204,2005,CABECERA MUNICIPAL,953,127
436,15204,2005,CENTROS POBLADOS Y RURAL DISPERSO,10477,127
437,15212,2005,CABECERA MUNICIPAL,665,127
